onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.069	ITI	Rien	0	0	0.0
2.069	0.6852380952380952	betty	214_mardi	0	0	0.0
2.754238095238095	1.188761904761905	answer	Rien	-2	3	1.188761904761905
3.943	7.596	ITI	Rien	0	0	0.0
11.539	0.6693197278911565	anne	182_francais	0	0	0.0
12.208319727891157	0.23668027210884462	answer	Rien	-1	1	0.23668027210884462
12.445000000000002	8.246999999999998	ITI	Rien	0	0	0.0
20.692	0.4214739229024944	betty	214_toussez	0	0	0.0
21.113473922902493	0.5155260770975059	answer	Rien	-2	2	0.5155260770975059
21.628999999999998	7.976000000000003	ITI	Rien	0	0	0.0
29.605	0.4357142857142857	chloe	233_hallo	0	0	0.0
30.040714285714287	1.0582857142857123	answer	Rien	-3	2	1.0582857142857123
31.099	7.739000000000001	ITI	Rien	0	0	0.0
38.838	0.7627664399092969	anne	182_mardi	0	0	0.0
39.6007664399093	0.39023356009070476	answer	Rien	-1	1	0.39023356009070476
39.99100000000001	8.634999999999991	ITI	Rien	0	0	0.0
48.626	0.6545351473922902	betty	214_jeudi	0	0	0.0
49.280535147392285	1.3544648526077108	answer	Rien	-2	2	1.3544648526077108
50.635	8.179000000000002	ITI	Rien	0	0	0.0
58.814	0.7930385487528344	chloe	233_lundi	0	0	0.0
59.60703854875283	0.7299614512471656	answer	Rien	-3	2	0.7299614512471656
60.336999999999996	7.868000000000002	ITI	Rien	0	0	0.0
68.205	0.4672789115646258	betty	214_quatre	0	0	0.0
68.67227891156462	1.0827210884353764	answer	Rien	-2	3	1.0827210884353764
69.755	8.716000000000008	ITI	Rien	0	0	0.0
78.471	0.6878231292517006	anne	182_lundi	0	0	0.0
79.1588231292517	1.2941768707482932	answer	Rien	-1	1	1.2941768707482932
80.45299999999999	6.932000000000016	ITI	Rien	0	0	0.0
87.385	0.7373015873015873	chloe	233_jeudi	0	0	0.0
88.12230158730159	0.9426984126984049	answer	Rien	-3	2	0.9426984126984049
89.065	7.313000000000002	ITI	Rien	0	0	0.0
96.378	0.6907256235827665	anne	182_neutre	0	0	0.0
97.06872562358276	1.1842743764172274	answer	Rien	-1	1	1.1842743764172274
98.25299999999999	7.994000000000014	ITI	Rien	0	0	0.0
106.247	0.33918367346938777	betty	214_penser	0	0	0.0
106.58618367346939	0.9188163265306084	answer	Rien	-2	3	0.9188163265306084
107.505	7.734999999999999	ITI	Rien	0	0	0.0
115.24	0.4803174603174603	anne	182_pouvez	0	0	0.0
115.72031746031746	0.7826825396825419	answer	Rien	-1	1	0.7826825396825419
116.503	8.605999999999995	ITI	Rien	0	0	0.0
125.109	0.4849206349206349	betty	214_voyelle	0	0	0.0
125.59392063492064	0.9870793650793672	answer	Rien	-2	3	0.9870793650793672
126.581	9.58999999999999	ITI	Rien	0	0	0.0
136.171	0.5902040816326529	chloe	233_toussez	0	0	0.0
136.76120408163266	1.1217959183673476	answer	Rien	-3	3	1.1217959183673476
137.883	10.146999999999991	ITI	Rien	0	0	0.0
148.03	0.4	chloe	233_pouvez	0	0	0.0
148.43	1.045000000000004	answer	Rien	-3	2	1.045000000000004
149.47500000000002	7.548999999999978	ITI	Rien	0	0	0.0
157.024	0.6176643990929706	anne	182_quatre	0	0	0.0
157.64166439909297	1.1853356009070377	answer	Rien	-1	1	1.1853356009070377
158.827	7.985000000000014	ITI	Rien	0	0	0.0
166.812	0.4126303854875283	anne	182_toussez	0	0	0.0
167.22463038548753	1.3303696145124517	answer	Rien	-1	1	1.3303696145124517
168.55499999999998	7.251000000000033	ITI	Rien	0	0	0.0
175.806	0.5778684807256236	chloe	233_partie	0	0	0.0
176.38386848072562	1.559131519274372	answer	Rien	-3	3	1.559131519274372
177.94299999999998	7.731000000000023	ITI	Rien	0	0	0.0
185.674	0.6146031746031746	betty	214_francais	0	0	0.0
186.28860317460317	0.7743968253968259	answer	Rien	-2	2	0.7743968253968259
187.063	7.923000000000002	ITI	Rien	0	0	0.0
194.986	0.4461678004535147	anne	182_penser	0	0	0.0
195.4321678004535	1.302832199546494	answer	Rien	-1	1	1.302832199546494
196.73499999999999	8.119000000000028	ITI	Rien	0	0	0.0
204.854	0.8059410430839002	chloe	233_mardi	0	0	0.0
205.6599410430839	1.7910589569160762	answer	Rien	-3	2	1.7910589569160762
207.451	7.1129999999999995	ITI	Rien	0	0	0.0
214.564	0.42	betty	214_partie	0	0	0.0
214.98399999999998	0.6810000000000087	answer	Rien	-2	3	0.6810000000000087
215.665	8.608000000000004	ITI	Rien	0	0	0.0
224.273	0.5071655328798186	betty	214_neutre	0	0	0.0
224.7801655328798	0.8588344671201978	answer	Rien	-2	3	0.8588344671201978
225.639	7.468999999999994	ITI	Rien	0	0	0.0
233.108	0.7329705215419501	chloe	233_quatre	0	0	0.0
233.84097052154195	1.0000294784580421	answer	Rien	-3	3	1.0000294784580421
234.84099999999998	7.2590000000000146	ITI	Rien	0	0	0.0
242.1	0.3878458049886621	betty	214_pouvez	0	0	0.0
242.48784580498867	1.5611541950113466	answer	Rien	-2	2	1.5611541950113466
244.049	7.920999999999992	ITI	Rien	0	0	0.0
