onset	duration	trial_type	response_time
8.3691	0.7492	cue_neutral	n/a
8.3691	3.7494	anticipation_neutral	n/a
9.1186	3.0002	isi_neutral	n/a
12.1189	0.2633	target	0.2502
12.6559	0.9796	feedback_positive_neutral	n/a
20.1361	0.7492	cue_neutral	n/a
20.1361	2.7496	anticipation_neutral	n/a
20.8855	2.0005	isi_neutral	n/a
22.886	0.1633	target	n/a
23.4181	0.9841	feedback_negative_neutral	n/a
31.9026	0.7494	cue_reward	n/a
31.9026	3.7493	anticipation_reward	n/a
32.6523	2.9999	isi_reward	n/a
35.6523	0.2133	target	0.2001
36.1732	0.9794	feedback_positive_reward	n/a
40.653	0.7491	cue_reward	n/a
40.653	2.2494	anticipation_reward	n/a
41.4024	1.5003	isi_reward	n/a
42.9027	0.2133	target	n/a
43.4423	0.9763	feedback_negative_reward	n/a
47.4195	0.7494	cue_reward	n/a
47.4195	2.2494	anticipation_reward	n/a
48.1691	1.5	isi_reward	n/a
49.6692	0.2633	target	n/a
50.1825	0.9866	feedback_negative_reward	n/a
56.17	0.749	cue_neutral	n/a
56.17	2.249	anticipation_neutral	n/a
56.9192	1.5	isi_neutral	n/a
58.4192	0.3133	target	0.3002
58.9299	0.9892	feedback_positive_neutral	n/a
64.92	0.7491	cue_neutral	n/a
64.92	2.749	anticipation_neutral	n/a
65.6693	1.9999	isi_neutral	n/a
67.6693	0.3133	target	0.3002
68.1754	0.9943	feedback_positive_neutral	n/a
71.67	0.749	cue_reward	n/a
71.67	2.7493	anticipation_reward	n/a
72.4193	2.0003	isi_reward	n/a
74.4197	0.2633	target	0.2502
74.9483	0.9879	feedback_positive_reward	n/a
78.4367	0.7491	cue_neutral	n/a
78.4367	2.2495	anticipation_neutral	n/a
79.1861	1.5003	isi_neutral	n/a
80.6865	0.2633	target	n/a
81.2216	0.9811	feedback_negative_neutral	n/a
85.2036	0.7491	cue_reward	n/a
85.2036	2.7492	anticipation_reward	n/a
85.9529	2.0001	isi_reward	n/a
87.9531	0.2967	target	0.2837
88.4874	0.9825	feedback_positive_reward	n/a
91.9704	0.7489	cue_reward	n/a
91.9704	2.2488	anticipation_reward	n/a
92.7196	1.4999	isi_reward	n/a
94.2196	0.2967	target	0.2838
94.7317	0.9882	feedback_positive_reward	n/a
97.7204	0.7491	cue_neutral	n/a
97.7204	3.7493	anticipation_neutral	n/a
98.4698	3.0002	isi_neutral	n/a
101.47	0.2633	target	0.2499
101.9946	0.9917	feedback_positive_neutral	n/a
106.4868	0.7495	cue_reward	n/a
106.4868	2.2497	anticipation_reward	n/a
107.2365	1.5002	isi_reward	n/a
108.7368	0.2633	target	0.2498
109.2606	0.9926	feedback_positive_reward	n/a
112.2538	0.7492	cue_reward	n/a
112.2538	2.2493	anticipation_reward	n/a
113.0033	1.5001	isi_reward	n/a
114.5035	0.23	target	0.2171
115.0094	0.9941	feedback_positive_reward	n/a
118.004	0.7491	cue_reward	n/a
118.004	2.7491	anticipation_reward	n/a
118.7533	2	isi_reward	n/a
120.7534	0.23	target	0.2167
121.2593	0.9942	feedback_positive_reward	n/a
125.7541	0.7491	cue_reward	n/a
125.7541	2.7493	anticipation_reward	n/a
126.5035	2.0002	isi_reward	n/a
128.5037	0.1967	target	0.1839
129.0256	0.9944	feedback_positive_reward	n/a
132.5207	0.7488	cue_reward	n/a
132.5207	2.7494	anticipation_reward	n/a
133.2697	2.0006	isi_reward	n/a
135.2704	0.1967	target	0.1837
135.7928	0.9943	feedback_positive_reward	n/a
139.2876	0.7492	cue_reward	n/a
139.2876	2.7492	anticipation_reward	n/a
140.037	2	isi_reward	n/a
142.0371	0.1633	target	n/a
142.5534	0.9837	feedback_negative_reward	n/a
146.0376	0.7489	cue_reward	n/a
146.0376	2.2492	anticipation_reward	n/a
146.7867	1.5003	isi_reward	n/a
148.287	0.18	target	n/a
148.7997	0.9875	feedback_negative_reward	n/a
151.7883	0.7484	cue_neutral	n/a
151.7883	2.2485	anticipation_neutral	n/a
152.5369	1.5002	isi_neutral	n/a
154.0371	0.1967	target	n/a
154.5598	0.9942	feedback_negative_neutral	n/a
157.5547	0.7489	cue_reward	n/a
157.5547	2.2491	anticipation_reward	n/a
158.3039	1.5001	isi_reward	n/a
159.8041	0.2133	target	0.2002
160.3385	0.9822	feedback_positive_reward	n/a
168.3209	0.7495	cue_neutral	n/a
168.3209	2.2497	anticipation_neutral	n/a
169.0706	1.5002	isi_neutral	n/a
170.5709	0.2133	target	n/a
171.1074	0.9797	feedback_negative_neutral	n/a
179.0881	0.7491	cue_neutral	n/a
179.0881	2.2493	anticipation_neutral	n/a
179.8375	1.5002	isi_neutral	n/a
181.3377	0.23	target	0.217
181.871	0.9831	feedback_positive_neutral	n/a
184.8547	0.749	cue_neutral	n/a
184.8547	2.2492	anticipation_neutral	n/a
185.6039	1.5002	isi_neutral	n/a
187.1042	0.23	target	0.2169
187.6294	0.9916	feedback_positive_neutral	n/a
195.6211	0.7495	cue_neutral	n/a
