onset	duration	imageid
8	4	483620
12	4	484090
16	4	347648
20	4	165365
24	4	418054
28	4	399600
32	4	219676
36	4	169845
40	4	87642
48	4	365819
52	4	519075
56	4	173091
64	4	566331
68	4	232656
72	4	462197
76	4	180824
84	4	196773
88	4	341257
92	4	416326
96	4	175310
100	4	577631
104	4	167902
108	4	189159
112	4	378331
116	4	573401
120	4	246275
124	4	441522
128	4	549849
132	4	489419
136	4	432892
140	4	472348
144	4	581903
152	4	166798
156	4	373997
160	4	205571
164	4	259638
168	4	383905
172	4	7088
176	4	469046
180	4	272566
184	4	183882
188	4	33850
192	4	443940
196	4	471991
200	4	326484
204	4	431598
208	4	389753
212	4	263383
216	4	241431
220	4	479855
224	4	482505
228	4	5037
232	4	295194
236	4	306524
240	4	119923
244	4	537479
248	4	494175
252	4	208288
256	4	6421
260	4	544009
264	4	203796
268	4	313156
272	4	369452
276	4	188616
280	4	246364
284	4	396252
288	4	154171
292	4	492993
296	4	198625
300	4	489297
304	4	333509
308	4	1296
312	4	418114
320	4	8844
324	4	382339
332	4	403404
336	4	196061
340	4	484617
344	4	229111
348	4	186282
352	4	385190
356	4	9262
360	4	308047
364	4	343951
368	4	243173
