onset	duration	imageid
8	4	198929
12	4	34752
16	4	487399
20	4	260101
24	4	491837
32	4	428691
40	4	528161
48	4	526904
52	4	499979
56	4	572671
60	4	133210
64	4	492383
68	4	370130
72	4	294029
76	4	508207
84	4	571535
88	4	168643
92	4	265051
96	4	444392
100	4	261569
108	4	3325
112	4	293274
116	4	460453
120	4	428244
124	4	465204
128	4	1532
132	4	307800
136	4	268037
140	4	179229
144	4	467206
148	4	198271
152	4	340537
156	4	331140
160	4	295613
164	4	491932
168	4	451142
172	4	301554
176	4	175480
180	4	353494
184	4	451960
188	4	402957
192	4	131245
196	4	502854
200	4	293914
204	4	338509
208	4	496942
212	4	337882
216	4	399864
220	4	513616
224	4	482954
228	4	131832
232	4	205904
236	4	65074
240	4	576398
244	4	575734
248	4	105444
252	4	538164
260	4	272647
264	4	138937
268	4	561256
272	4	293218
276	4	170857
280	4	423693
284	4	563048
288	4	34551
292	4	501667
296	4	154095
300	4	511002
304	4	175101
308	4	371927
312	4	578482
316	4	426061
320	4	139472
324	4	581601
328	4	517780
332	4	261665
336	4	419468
340	4	290265
344	4	412400
348	4	156823
352	4	70558
356	4	479929
360	4	340545
364	4	252779
368	4	15485
