onset	duration	imageid
8	4	362530
12	4	344127
16	4	489849
24	4	413903
28	4	539845
32	4	255614
36	4	307784
40	4	513210
44	4	450762
48	4	560018
52	4	526204
56	4	357386
60	4	189493
64	4	547192
68	4	243354
72	4	353405
76	4	416088
80	4	293589
84	4	228919
88	4	233090
92	4	301615
96	4	309206
100	4	276233
104	4	550246
108	4	386426
112	4	270705
116	4	196178
124	4	174721
128	4	309791
132	4	512263
136	4	234660
140	4	538236
144	4	5992
148	4	544825
152	4	219099
156	4	505335
160	4	276437
164	4	203371
168	4	288586
172	4	489267
176	4	226059
180	4	489514
184	4	304150
188	4	146760
192	4	551889
196	4	175293
200	4	341469
204	4	4571
208	4	174496
212	4	334393
216	4	530869
220	4	318741
224	4	306136
228	4	268195
232	4	174672
236	4	271077
244	4	379035
248	4	149376
252	4	37030
256	4	183690
260	4	193986
264	4	304099
276	4	334950
280	4	201308
284	4	166918
288	4	440698
292	4	353907
296	4	265356
300	4	304320
304	4	276265
308	4	211905
312	4	194540
320	4	319053
324	4	272510
328	4	259394
332	4	552114
336	4	454086
340	4	280310
344	4	194921
348	4	455874
352	4	415828
356	4	364770
360	4	152000
364	4	559958
368	4	272223
