onset	duration	imageid
8	4	546824
12	4	42439
20	4	291269
24	4	451522
28	4	293378
32	4	406097
36	4	247838
44	4	90836
48	4	460408
52	4	401392
56	4	546965
60	4	193044
64	4	202672
68	4	196313
72	4	564475
76	4	347982
80	4	373101
84	4	233039
88	4	228436
92	4	284934
96	4	483375
100	4	406368
104	4	379085
108	4	399164
112	4	146861
116	4	526751
120	4	505226
124	4	254415
128	4	545056
132	4	413811
136	4	183788
140	4	256965
148	4	513174
152	4	311925
156	4	298060
160	4	415238
164	4	316826
168	4	181572
172	4	338189
176	4	173430
180	4	337984
184	4	486
188	4	260808
192	4	513550
196	4	405060
204	4	535902
208	4	545107
212	4	561911
216	4	469080
220	4	198349
224	4	20247
228	4	108503
232	4	486571
236	4	322829
240	4	220838
244	4	516880
248	4	123585
252	4	121785
260	4	421611
264	4	565612
268	4	564015
272	4	213547
276	4	167910
280	4	206109
284	4	456323
292	4	185826
296	4	173422
300	4	293108
304	4	500723
308	4	393836
312	4	331799
316	4	209763
320	4	57027
324	4	229357
328	4	423050
332	4	236350
336	4	274663
340	4	456908
344	4	406211
348	4	318528
352	4	290938
356	4	174345
360	4	415694
364	4	359805
368	4	326445
