onset	duration	trial_type	sample	value
41.89214822100131	0.0	Legal_Correct_1	85230	524
45.58886119495591	0.0	Legal_Incorrect_1	92751	528
49.79429613780334	0.0	Legal_Incorrect_1	101307	528
53.48756848008428	0.0	Legal_Correct_1	108821	524
57.39219391089073	0.0	Legal_Incorrect_1	116765	528
61.492443828285936	0.0	Illegal_Correct_1	125107	526
65.18866528343001	0.0	Legal_Correct_1	132627	524
69.39213415103535	0.0	Illegal_Incorrect_1	141179	530
73.59265390577755	0.0	Legal_Correct_1	149725	524
77.79169910408817	0.0	Illegal_Incorrect_1	158268	530
81.49185270971644	0.0	Legal_Incorrect_1	165796	528
85.38959687717556	0.0	Legal_Correct_1	173726	524
89.39350910770796	0.0	Legal_Correct_1	181872	524
93.2917447939776	0.0	Illegal_Incorrect_1	189803	530
97.29270791164686	0.0	Legal_Incorrect_1	197943	528
101.39050023498943	0.0	Legal_Correct_1	206280	524
105.59151150854215	0.0	Illegal_Incorrect_1	214827	530
109.68979535069525	0.0	Legal_Correct_1	223165	524
113.38601680583933	0.0	Legal_Correct_1	230685	524
117.29211679307735	0.0	Legal_Incorrect_1	238632	528
121.4916535101985	0.0	Illegal_Incorrect_1	247176	530
125.29109391555272	0.0	Legal_Correct_1	254906	524
129.29353158965355	0.0	Legal_Correct_1	263049	524
133.38935783775403	0.0	Legal_Incorrect_1	271382	528
137.29152567450788	0.0	Legal_Correct_1	279321	524
141.19221895483014	0.0	Illegal_Incorrect_1	287257	530
145.3922471907618	0.0	Legal_Incorrect_1	295802	528
149.19070455849496	0.0	Legal_Correct_1	303530	524
153.29046295707965	0.0	Illegal_Incorrect_1	311871	530
157.49147423063235	0.0	Legal_Correct_1	320418	524
161.2869824855024	0.0	Legal_Incorrect_1	328140	528
164.9861530535096	0.0	Legal_Correct_1	335666	524
168.98957376523148	0.0	Illegal_Correct_1	343811	526
172.68825281442818	0.0	Legal_Incorrect_1	351336	528
176.8907386444125	0.0	Illegal_Incorrect_1	359886	530
180.89170176208174	0.0	Legal_Correct_1	368026	524
184.88971576688783	0.0	Legal_Correct_1	376160	524
188.9909487219041	0.0	Legal_Incorrect_1	384504	528
192.88967592698427	0.0	Legal_Incorrect_1	392436	528
197.09019568172644	0.0	Legal_Correct_1	400982	524
201.0911587993957	0.0	Illegal_Incorrect_1	409122	530
205.2892209600853	0.0	Legal_Correct_1	417663	524
209.49023223363798	0.0	Legal_Correct_1	426210	524
213.2852489696975	0.0	Illegal_Incorrect_1	433931	530
217.08960456315697	0.0	Legal_Correct_1	441671	524
220.78435146186945	0.0	Illegal_Incorrect_1	449188	530
224.88755049212782	0.0	Illegal_Incorrect_1	457536	530
228.68453330342942	0.0	Legal_Correct_1	465261	524
232.78969840892984	0.0	Legal_Incorrect_1	473613	528
236.58471514498936	0.0	Legal_Correct_1	481334	524
240.3885792196383	0.0	Legal_Correct_1	489073	524
244.4888291370335	0.0	Illegal_Incorrect_1	497415	530
248.48930073589221	0.0	Legal_Correct_1	505554	524
252.18453915341524	0.0	Legal_Incorrect_1	513072	528
255.9884032280642	0.0	Legal_Correct_1	520811	524
259.7878436334184	0.0	Legal_Incorrect_1	528541	528
263.6836217256354	0.0	Legal_Correct_1	536467	524
267.3852498876953	0.0	Legal_Incorrect_1	543998	528
271.083928936892	0.0	Legal_Incorrect_1	551523	528
274.88926756797247	0.0	Legal_Correct_1	559265	524
279.08732972866204	0.0	Illegal_Incorrect_1	567806	530
283.28637492697266	0.0	Legal_Correct_1	576349	524
287.38809940079943	0.0	Illegal_Correct_1	584694	526
291.2887926811217	0.0	Legal_Incorrect_1	592630	528
295.0833178983707	0.0	Illegal_Incorrect_1	600350	530
298.9889263667982	0.0	Legal_Correct_1	608296	524
302.7839431028577	0.0	Illegal_Incorrect_1	616017	530
306.7883468522006	0.0	Legal_Correct_1	624164	524
310.78636085700674	0.0	Legal_Correct_1	632298	524
314.4840568685824	0.0	Illegal_Incorrect_1	639821	530
318.38278407366255	0.0	Legal_Correct_1	647753	524
322.4884406979735	0.0	Illegal_Incorrect_1	656106	530
326.38815094067473	0.0	Legal_Incorrect_1	664040	528
330.48840085806995	0.0	Legal_Correct_1	672382	524
334.5861931814125	0.0	Legal_Incorrect_1	680719	528
338.58666478027124	0.0	Legal_Correct_1	688858	524
342.58664486031944	0.0	Legal_Correct_1	696996	524
346.38805134091575	0.0	Legal_Incorrect_1	704730	528
350.5875880580369	0.0	Legal_Incorrect_1	713274	528
354.4868067819276	0.0	Legal_Correct_1	721207	524
358.38799158106036	0.0	Illegal_Incorrect_1	729144	530
362.2872103049511	0.0	Illegal_Correct_1	737077	526
366.3864771847252	0.0	Legal_Correct_1	745417	524
370.38449118953133	0.0	Legal_Incorrect_1	753551	528
374.3854543072006	0.0	Legal_Incorrect_1	761691	528
378.48668726221683	0.0	Legal_Correct_1	770035	524
382.2866191863816	0.0	Legal_Correct_1	777766	524
385.9818576039046	0.0	Legal_Incorrect_1	785284	528
389.68201120953285	0.0	Legal_Incorrect_1	792812	528
393.3860969656453	0.0	Legal_Correct_1	800348	524
455.8822222050223	0.0	Legal_Correct_2	927497	534
459.57844366016633	0.0	Legal_Incorrect_2	935017	538
463.5813728530777	0.0	Legal_Correct_2	943161	534
467.47764246410526	0.0	Legal_Incorrect_2	951088	538
471.1777960697335	0.0	Illegal_Incorrect_2	958616	540
475.083404538161	0.0	Legal_Correct_2	966562	534
479.1826714179352	0.0	Illegal_Incorrect_2	974902	540
483.08385621706793	0.0	Illegal_Correct_2	982839	536
487.282409896568	0.0	Legal_Correct_2	991381	534
491.48243813249974	0.0	Illegal_Incorrect_2	999926	540
495.2818785378539	0.0	Illegal_Correct_2	1007656	536
499.1771651112604	0.0	Legal_Incorrect_2	1015581	538
503.07884142920375	0.0	Legal_Incorrect_2	1023519	538
506.9810092659576	0.0	Legal_Correct_2	1031458	534
511.08076766454224	0.0	Legal_Correct_2	1039799	534
514.781412788981	0.0	Legal_Incorrect_2	1047328	538
518.8821542251868	0.0	Legal_Correct_2	1055671	534
523.0816909423079	0.0	Legal_Incorrect_2	1064215	538
526.776929359831	0.0	Legal_Incorrect_2	1071733	538
530.7818246279844	0.0	Legal_Correct_2	1079881	534
534.9793952698634	0.0	Legal_Incorrect_2	1088421	538
538.9818329439643	0.0	Legal_Correct_2	1096564	534
543.0810998237384	0.0	Illegal_Incorrect_2	1104904	540
546.8775911162295	0.0	Legal_Correct_2	1112628	534
550.8795372715198	0.0	Legal_Incorrect_2	1120770	538
554.8800088703786	0.0	Legal_Correct_2	1128909	534
558.6804323133538	0.0	Illegal_Incorrect_2	1136641	540
562.3751792120663	0.0	Legal_Correct_2	1144158	534
566.0763158553157	0.0	Legal_Incorrect_2	1151688	538
569.880671448775	0.0	Legal_Correct_2	1159428	534
574.0811912035173	0.0	Legal_Correct_2	1167974	534
577.980409927408	0.0	Legal_Incorrect_2	1175907	538
582.0782022507506	0.0	Legal_Incorrect_2	1184244	538
585.7758982623262	0.0	Illegal_Correct_2	1191767	536
