onset	duration	trial_type	sample	value
19.762988333568234	0.0	Legal_Incorrect_4	40208	558
23.865204326205532	0.0	Legal_Correct_4	48554	554
27.664153212749227	0.0	Illegal_Correct_4	56283	556
31.562388899018863	0.0	Legal_Incorrect_4	64214	558
35.56138594144602	0.0	Legal_Correct_4	72350	554
39.56234905911528	0.0	Legal_Incorrect_4	80490	558
43.56134610154243	0.0	Legal_Correct_4	88626	554
47.561817700401164	0.0	Illegal_Incorrect_4	96765	560
51.46300249953395	0.0	Legal_Correct_4	104702	554
55.15725787943593	0.0	Illegal_Incorrect_4	112218	560
59.162153147589386	0.0	Legal_Correct_4	120366	554
63.362672902331575	0.0	Illegal_Incorrect_4	128912	560
67.16162178887527	0.0	Legal_Correct_4	136641	554
70.8588262816404	0.0	Legal_Incorrect_4	144163	558
75.06278666805626	0.0	Legal_Incorrect_4	152716	558
79.25986579112478	0.0	Legal_Correct_4	161255	554
83.16105059025757	0.0	Legal_Incorrect_4	169192	558
86.85678052659112	0.0	Legal_Correct_4	176711	554
91.06172395062804	0.0	Legal_Correct_4	185266	554
94.86214739360331	0.0	Legal_Incorrect_4	192998	558
98.96190579218798	0.0	Legal_Correct_4	201339	554
103.06018963434109	0.0	Legal_Incorrect_4	209677	558
107.16142258935733	0.0	Illegal_Correct_4	218021	556
111.06113283205855	0.0	Illegal_Incorrect_4	225955	560
114.9618261123808	0.0	Illegal_Incorrect_4	233891	560
119.16136282950195	0.0	Legal_Correct_4	242435	554
122.8570927658355	0.0	Legal_Correct_4	249954	554
127.05859555819875	0.0	Legal_Incorrect_4	258502	558
131.06005019467852	0.0	Legal_Correct_4	266643	554
134.95926891856922	0.0	Legal_Incorrect_4	274576	558
138.86143675532304	0.0	Legal_Correct_4	282515	554
142.96168667271826	0.0	Illegal_Incorrect_4	290857	560
146.65495901499918	0.0	Legal_Correct_4	298371	554
150.56105900223722	0.0	Legal_Incorrect_4	306318	558
154.46076924493843	0.0	Legal_Incorrect_4	314252	558
158.56003612471258	0.0	Legal_Correct_4	322592	554
