onset	duration	trial_type	stim	stimulus_side	sub
200.61	5	5_acc	c9.jpg	2	110
210.21	5	5_inacc	c23.jpg	2	110
3.052	5	5_acc	c10.jpg	2	112
13.771	5	1_acc	c12.jpg	2	112
21.922	5	5_acc	c6.jpg	2	112
32.987	5	5_acc	c17.jpg	1	112
41.13	5	1_acc	c14.jpg	1	112
48.921	5	1_inacc	c5.jpg	1	112
59.601	5	5_acc	c13.jpg	2	112
69.212	5	1_acc	c22.jpg	2	112
80.263	5	5_acc	c11.jpg	2	112
88.775	5	1_acc	c4.jpg	1	112
95.839	5	1_acc	c24.jpg	2	112
105.065	5	1_acc	c20.jpg	1	112
114.677	5	1_acc	c3.jpg	1	112
122.118	5	5_acc	c1.jpg	2	112
131.002	5	5_acc	c8.jpg	1	112
138.081	5	1_acc	c23.jpg	2	112
146.995	5	5_acc	c19.jpg	1	112
156.968	5	5_acc	c21.jpg	1	112
167.301	5	1_acc	c15.jpg	1	112
175.837	5	5_acc	c2.jpg	2	112
183.267	5	5_acc	c18.jpg	1	112
192.506	5	1_acc	c7.jpg	2	112
202.833	5	1_inacc	c9.jpg	2	112
212.806	5	5_acc	c16.jpg	1	112
3.04	5	1_acc	c23.jpg	1	113
13	5	5_acc	c16.jpg	1	113
21.88	5	1_acc	c14.jpg	2	113
30.38	5	1_inacc	c5.jpg	2	113
39.6	5	5_inacc	c10.jpg	2	113
47.38	5	5_acc	c18.jpg	2	113
54.43	5	5_acc	c13.jpg	1	113
65.1	5	1_acc	c15.jpg	2	113
73.24	5	5_inacc	c19.jpg	2	113
81.38	5	5_inacc	c8.jpg	2	113
91.34	5	1_acc	c12.jpg	1	113
102.02	5	5_acc	c6.jpg	1	113
109.42	5	5_acc	c21.jpg	1	113
120.47	5	1_acc	c4.jpg	2	113
130.08	5	5_acc	c17.jpg	2	113
138.58	5	1_inacc	c20.jpg	2	113
147.44	5	1_acc	c22.jpg	1	113
155.21	5	1_inacc	c7.jpg	2	113
165.53	5	1_acc	c9.jpg	1	113
176.58	5	5_acc	c1.jpg	1	113
186.92	5	1_acc	c3.jpg	1	113
193.96	5	1_acc	c24.jpg	1	113
201.37	5	5_inacc	c2.jpg	1	113
210.96	5	5_inacc	c11.jpg	2	113
3.04	5	5_acc	c10.jpg	1	116
14.095	5	1_acc	c12.jpg	1	116
22.597	5	5_acc	c17.jpg	2	116
31.824	5	1_inacc	c7.jpg	1	116
39.235	5	5_acc	c21.jpg	1	116
48.832	5	1_acc	c3.jpg	1	116
59.506	5	1_inacc	c23.jpg	1	116
68.361	5	1_inacc	c24.jpg	2	116
76.499	5	5_acc	c16.jpg	1	116
83.538	5	5_inacc	c11.jpg	2	116
93.486	5	1_acc	c5.jpg	2	116
104.542	5	5_acc	c1.jpg	2	116
113.044	5	1_inacc	c14.jpg	2	116
120.087	5	5_acc	c18.jpg	1	116
127.865	5	1_acc	c15.jpg	1	116
137.454	5	1_acc	c22.jpg	2	116
147.413	5	5_inacc	c19.jpg	2	116
156.29	5	5_inacc	c2.jpg	2	116
164.421	5	5_acc	c8.jpg	1	116
174.744	5	1_acc	c9.jpg	2	116
185.063	5	5_acc	c6.jpg	2	116
192.472	5	5_inacc	c13.jpg	1	116
203.149	5	1_acc	c20.jpg	2	116
210.921	5	1_inacc	c4.jpg	1	116
3.04	5	5_acc	c14.jpg	1	120
13.36	5	1_acc	c16.jpg	1	120
22.6	5	1_acc	c2.jpg	2	120
32.19	5	5_acc	c20.jpg	2	120
42.87	5	1_acc	c6.jpg	2	120
53.55	5	5_acc	c3.jpg	1	120
61.69	5	1_acc	c8.jpg	1	120
69.46	5	5_inacc	c9.jpg	2	120
76.49	5	5_acc	c24.jpg	1	120
85.36	5	5_inacc	c7.jpg	2	120
94.95	5	1_acc	c10.jpg	1	120
105.27	5	1_acc	c21.jpg	2	120
112.32	5	5_acc	c5.jpg	1	120
123.37	5	1_acc	c18.jpg	1	120
133.32	5	1_acc	c17.jpg	1	120
142.2	5	1_miss	c1.jpg	2	120
153.24	5	1_acc	c11.jpg	2	120
160.64	5	5_acc	c23.jpg	2	120
169.13	5	1_acc	c13.jpg	2	120
177.63	5	5_acc	c12.jpg	1	120
185.41	5	5_miss	c4.jpg	2	120
192.82	5	5_acc	c22.jpg	2	120
202.77	5	1_inacc	c19.jpg	1	120
210.89	5	5_acc	c15.jpg	1	120
3	5	5_acc	c4.jpg	2	123
11.1	5	5_inacc	c15.jpg	1	123
18.2	5	5_inacc	c22.jpg	2	123
25.9	5	5_inacc	c14.jpg	2	123
35.5	5	1_acc	c11.jpg	1	123
45.8	5	1_inacc	c2.jpg	1	123
55.8	5	1_inacc	c16.jpg	2	123
66.5	5	5_inacc	c9.jpg	1	123
73.9	5	5_inacc	c5.jpg	2	123
82.4	5	1_inacc	c17.jpg	1	123
93.4	5	1_inacc	c19.jpg	2	123
100.8	5	1_acc	c8.jpg	1	123
108.6	5	5_inacc	c20.jpg	2	123
119.6	5	5_inacc	c12.jpg	1	123
129.6	5	1_inacc	c18.jpg	2	123
138.4	5	1_inacc	c10.jpg	2	123
145.5	5	1_inacc	c1.jpg	2	123
154	5	5_inacc	c3.jpg	1	123
164.6	5	1_inacc	c13.jpg	2	123
172.8	5	5_inacc	c7.jpg	1	123
183.1	5	1_acc	c21.jpg	1	123
192.3	5	1_acc	c6.jpg	1	123
201.9	5	5_inacc	c23.jpg	2	123
210.7	5	5_acc	c24.jpg	1	123
3.1	5	1_acc	c15.jpg	2	124
11.2	5	1_inacc	c24.jpg	2	124
18.6	5	5_acc	c16.jpg	2	124
29.3	5	5_acc	c17.jpg	1	124
40.4	5	5_inacc	c8.jpg	2	124
49.2	5	5_acc	c19.jpg	1	124
58.4	5	5_acc	c18.jpg	2	124
68	5	5_acc	c10.jpg	2	124
75.8	5	1_inacc	c20.jpg	1	124
84.3	5	1_acc	c14.jpg	1	124
94.3	5	5_acc	c21.jpg	2	124
102.8	5	5_acc	c13.jpg	1	124
110.9	5	5_inacc	c2.jpg	2	124
118.3	5	1_acc	c12.jpg	2	124
129.4	5	1_acc	c22.jpg	1	124
140.1	5	5_inacc	c11.jpg	1	124
150.4	5	1_inacc	c4.jpg	1	124
159.2	5	1_acc	c7.jpg	1	124
168.5	5	1_acc	c23.jpg	2	124
175.5	5	5_inacc	c1.jpg	1	124
185.5	5	1_acc	c5.jpg	1	124
193.2	5	5_acc	c6.jpg	1	124
200.3	5	1_inacc	c3.jpg	2	124
210.6	5	1_inacc	c9.jpg	2	124
3.1	5	5_acc	c10.jpg	1	126
10.1	5	5_acc	c1.jpg	1	126
20.5	5	5_acc	c2.jpg	2	126
28.6	5	5_acc	c18.jpg	2	126
37.1	5	1_inacc	c12.jpg	1	126
45.6	5	1_inacc	c23.jpg	2	126
54.5	5	1_inacc	c20.jpg	1	126
65.1	5	1_inacc	c3.jpg	2	126
72.9	5	5_inacc	c11.jpg	2	126
80.3	5	5_acc	c19.jpg	2	126
91.4	5	5_inacc	c16.jpg	1	126
102.1	5	1_inacc	c14.jpg	2	126
111.7	5	5_inacc	c21.jpg	2	126
121.2	5	1_inacc	c7.jpg	1	126
132.3	5	1_inacc	c22.jpg	1	126
142.2	5	5_acc	c6.jpg	1	126
152.2	5	1_inacc	c9.jpg	2	126
162.5	5	5_inacc	c8.jpg	2	126
171.7	5	5_inacc	c17.jpg	1	126
179.5	5	1_inacc	c24.jpg	2	126
186.5	5	1_acc	c5.jpg	1	126
194.7	5	1_inacc	c4.jpg	2	126
203.9	5	5_inacc	c13.jpg	1	126
212.8	5	1_acc	c15.jpg	1	126
3	5	5_acc	c7.jpg	1	128
11.6	5	1_acc	c13.jpg	1	128
22.6	5	1_acc	c19.jpg	1	128
29.6	5	1_inacc	c21.jpg	2	128
37.4	5	1_inacc	c10.jpg	2	128
46.3	5	5_acc	c9.jpg	1	128
54.4	5	5_acc	c20.jpg	2	128
63.6	5	5_inacc	c5.jpg	2	128
74	5	1_inacc	c18.jpg	2	128
84.3	5	1_inacc	c1.jpg	1	128
94.3	5	5_inacc	c23.jpg	2	128
104.9	5	1_inacc	c2.jpg	1	128
114.5	5	5_miss	c4.jpg	2	128
122.3	5	1_inacc	c11.jpg	1	128
130.4	5	5_inacc	c14.jpg	2	128
140.4	5	5_acc	c12.jpg	1	128
150	5	1_inacc	c17.jpg	2	128
157.4	5	1_inacc	c16.jpg	2	128
168.1	5	5_miss	c24.jpg	1	128
179.1	5	1_inacc	c6.jpg	2	128
187.6	5	1_miss	c8.jpg	1	128
196.9	5	5_inacc	c3.jpg	2	128
203.9	5	5_miss	c15.jpg	1	128
212.8	5	5_inacc	c22.jpg	1	128
3.077	5	5_acc	c15.jpg	2	131
13.078	5	5_inacc	c23.jpg	1	131
20.15	5	1_acc	c2.jpg	2	131
28.294	5	5_inacc	c4.jpg	2	131
39.344	5	1_inacc	c19.jpg	1	131
48.214	5	5_inacc	c14.jpg	2	131
58.893	5	1_acc	c6.jpg	2	131
65.958	5	1_inacc	c1.jpg	1	131
75.56	5	1_inacc	c13.jpg	1	131
82.98	5	1_inacc	c11.jpg	1	131
90.762	5	1_acc	c16.jpg	1	131
100.733	5	5_acc	c7.jpg	2	131
108.53	5	5_inacc	c5.jpg	1	131
117.776	5	1_acc	c17.jpg	2	131
128.467	5	1_inacc	c8.jpg	2	131
139.52	5	1_inacc	c18.jpg	2	131
148.025	5	5_acc	c20.jpg	1	131
158.362	5	1_inacc	c21.jpg	1	131
167.601	5	5_miss	c9.jpg	1	131
176.113	5	5_inacc	c22.jpg	1	131
183.541	5	5_acc	c3.jpg	2	131
191.693	5	5_acc	c24.jpg	2	131
201.284	5	1_miss	c10.jpg	2	131
211.618	5	5_acc	c12.jpg	1	131
3.094	5	1_inacc	c20.jpg	1	136
11.985	5	5_acc	c16.jpg	1	136
22.686	5	5_inacc	c1.jpg	1	136
33.021	5	5_acc	c8.jpg	2	136
42.994	5	1_inacc	c9.jpg	1	136
50.045	5	5_acc	c10.jpg	2	136
57.816	5	5_acc	c11.jpg	2	136
64.877	5	1_acc	c7.jpg	2	136
75.934	5	1_acc	c5.jpg	2	136
86.621	5	1_inacc	c22.jpg	1	136
94.067	5	1_inacc	c12.jpg	2	136
102.574	5	1_acc	c24.jpg	1	136
112.177	5	5_acc	c18.jpg	1	136
120.681	5	1_inacc	c23.jpg	2	136
129.926	5	1_acc	c3.jpg	1	136
140.253	5	5_acc	c17.jpg	1	136
149.122	5	1_acc	c4.jpg	2	136
157.259	5	1_inacc	c15.jpg	1	136
167.212	5	5_acc	c21.jpg	2	136
175.346	5	5_acc	c13.jpg	1	136
182.751	5	1_acc	c14.jpg	2	136
190.537	5	5_inacc	c2.jpg	1	136
200.146	5	5_acc	c6.jpg	2	136
209.432	5	5_acc	c19.jpg	2	136
3.07	5	5_acc	c9.jpg	2	142
11.95	5	1_inacc	c13.jpg	2	142
21.93	5	1_acc	c16.jpg	2	142
29.72	5	5_acc	c23.jpg	1	142
40.05	5	1_acc	c1.jpg	1	142
50.74	5	1_inacc	c21.jpg	2	142
58.89	5	5_inacc	c14.jpg	1	142
69.95	5	1_inacc	c19.jpg	1	142
77	5	1_inacc	c8.jpg	1	142
88.06	5	5_inacc	c20.jpg	1	142
96.21	5	1_inacc	c18.jpg	2	142
105.08	5	5_inacc	c7.jpg	1	142
112.86	5	5_acc	c3.jpg	2	142
123.55	5	5_inacc	c5.jpg	1	142
130.62	5	5_acc	c15.jpg	2	142
140.59	5	5_acc	c24.jpg	2	142
149.84	5	5_inacc	c12.jpg	2	142
157.25	5	1_inacc	c11.jpg	1	142
167.6	5	1_inacc	c2.jpg	2	142
175.01	5	5_acc	c4.jpg	1	142
183.52	5	1_inacc	c17.jpg	2	142
192.04	5	1_inacc	c6.jpg	1	142
201.28	5	1_inacc	c10.jpg	1	142
210.87	5	5_inacc	c22.jpg	2	142
3.1	5	5_inacc	c21.jpg	2	144
12	5	1_acc	c24.jpg	1	144
23	5	1_inacc	c3.jpg	2	144
32.6	5	5_inacc	c17.jpg	2	144
40.1	5	5_inacc	c19.jpg	1	144
50.4	5	5_acc	c13.jpg	2	144
58.2	5	5_inacc	c18.jpg	1	144
67.4	5	1_miss	c14.jpg	1	144
77.8	5	1_inacc	c5.jpg	2	144
86.6	5	1_inacc	c22.jpg	1	144
94.4	5	5_acc	c16.jpg	1	144
102.9	5	5_inacc	c11.jpg	2	144
110	5	1_inacc	c7.jpg	1	144
120.7	5	5_inacc	c2.jpg	2	144
130.6	5	5_acc	c1.jpg	1	144
138.8	5	1_inacc	c9.jpg	1	144
146.2	5	1_acc	c15.jpg	2	144
154.7	5	1_inacc	c20.jpg	2	144
164	5	1_inacc	c12.jpg	1	144
172.1	5	5_inacc	c10.jpg	1	144
183.1	5	1_acc	c23.jpg	2	144
193.1	5	5_acc	c8.jpg	2	144
203.8	5	1_inacc	c4.jpg	2	144
210.8	5	5_acc	c6.jpg	1	144
3.096	5	1_inacc	c24.jpg	2	149
10.177	5	1_inacc	c7.jpg	1	149
20.503	5	1_inacc	c14.jpg	2	149
27.916	5	1_inacc	c15.jpg	1	149
37.528	5	5_inacc	c2.jpg	1	149
45.692	5	5_inacc	c1.jpg	1	149
56.027	5	1_inacc	c5.jpg	2	149
66.001	5	5_inacc	c8.jpg	1	149
76.697	5	5_acc	c16.jpg	2	149
86.285	5	1_inacc	c4.jpg	1	149
94.779	5	5_inacc	c18.jpg	2	149
104.748	5	5_inacc	c17.jpg	1	149
113.64	5	5_acc	c11.jpg	2	149
120.692	5	5_inacc	c10.jpg	2	149
129.913	5	5_acc	c13.jpg	1	149
137.697	5	5_inacc	c19.jpg	2	149
148.757	5	1_inacc	c23.jpg	1	149
159.812	5	1_acc	c22.jpg	1	149
170.493	5	5_inacc	c6.jpg	2	149
179.021	5	1_inacc	c3.jpg	2	149
187.17	5	5_inacc	c21.jpg	1	149
194.588	5	1_acc	c20.jpg	2	149
203.464	5	1_inacc	c9.jpg	1	149
212.698	5	1_inacc	c12.jpg	2	149
3.05	5	1_acc	c8.jpg	1	152
14.11	5	1_inacc	c19.jpg	1	152
22.98	5	5_inacc	c22.jpg	1	152
31.5	5	5_inacc	c9.jpg	2	152
40.73	5	1_inacc	c16.jpg	2	152
51.43	5	5_inacc	c3.jpg	2	152
61.03	5	5_inacc	c4.jpg	2	152
68.08	5	1_inacc	c11.jpg	2	152
78.41	5	1_inacc	c21.jpg	1	152
88.01	5	5_acc	c20.jpg	1	152
98.71	5	1_acc	c18.jpg	2	152
107.23	5	1_inacc	c1.jpg	2	152
115.37	5	1_inacc	c17.jpg	2	152
122.79	5	1_acc	c6.jpg	2	152
132.03	5	5_acc	c12.jpg	2	152
143.09	5	1_inacc	c2.jpg	1	152
150.88	5	5_inacc	c23.jpg	1	152
158.67	5	1_inacc	c10.jpg	1	152
165.73	5	5_inacc	c14.jpg	2	152
174.61	5	5_acc	c24.jpg	1	152
184.57	5	5_inacc	c15.jpg	1	152
194.9	5	5_inacc	c5.jpg	1	152
203.05	5	5_inacc	c7.jpg	2	152
210.47	5	1_inacc	c13.jpg	1	152
3.03	5	5_inacc	c10.jpg	1	154
11.9	5	1_inacc	c12.jpg	1	154
21.85	5	5_inacc	c18.jpg	1	154
28.89	5	1_acc	c24.jpg	1	154
39.58	5	5_inacc	c1.jpg	1	154
50.26	5	1_acc	c20.jpg	1	154
59.85	5	1_inacc	c4.jpg	1	154
67.25	5	1_inacc	c15.jpg	2	154
76.47	5	1_acc	c22.jpg	2	154
83.51	5	1_inacc	c14.jpg	2	154
93.82	5	5_inacc	c21.jpg	2	154
104.14	5	5_inacc	c17.jpg	2	154
113.74	5	1_inacc	c3.jpg	2	154
121.87	5	1_inacc	c5.jpg	1	154
132.92	5	1_inacc	c23.jpg	1	154
141.42	5	5_inacc	c6.jpg	2	154
151.38	5	1_acc	c9.jpg	2	154
160.24	5	1_inacc	c7.jpg	2	154
168	5	5_acc	c8.jpg	2	154
175.39	5	5_acc	c11.jpg	1	154
183.16	5	5_acc	c13.jpg	1	154
191.29	5	5_inacc	c16.jpg	1	154
200.51	5	5_acc	c19.jpg	2	154
211.57	5	5_inacc	c2.jpg	2	154
3.04	5	1_inacc	c2.jpg	1	157
12.27	5	1_inacc	c8.jpg	2	157
19.31	5	5_acc	c22.jpg	2	157
28.54	5	5_acc	c3.jpg	1	157
37.4	5	5_acc	c14.jpg	2	157
45.53	5	5_acc	c20.jpg	1	157
54.02	5	5_acc	c9.jpg	1	157
61.78	5	5_acc	c15.jpg	1	157
72.09	5	5_inacc	c7.jpg	2	157
79.51	5	1_acc	c18.jpg	2	157
87.64	5	1_acc	c19.jpg	1	157
96.13	5	5_acc	c12.jpg	1	157
105.71	5	1_inacc	c6.jpg	2	157
113.48	5	5_acc	c24.jpg	2	157
124.16	5	1_acc	c16.jpg	1	157
131.56	5	1_inacc	c17.jpg	2	157
141.14	5	1_inacc	c11.jpg	1	157
152.2	5	1_acc	c21.jpg	2	157
162.53	5	1_inacc	c1.jpg	1	157
173.2	5	5_acc	c23.jpg	1	157
184.24	5	1_inacc	c10.jpg	2	157
194.19	5	1_inacc	c13.jpg	1	157
203.06	5	5_acc	c4.jpg	2	157
213	5	5_acc	c5.jpg	2	157
3	5	1_acc	c9.jpg	1	162
13	5	1_acc	c22.jpg	2	162
23.7	5	5_acc	c10.jpg	2	162
32.5	5	5_acc	c2.jpg	1	162
41	5	5_acc	c16.jpg	1	162
51.7	5	5_inacc	c17.jpg	2	162
58.7	5	1_inacc	c15.jpg	1	162
67.2	5	5_acc	c11.jpg	1	162
74.6	5	1_inacc	c3.jpg	2	162
82.1	5	1_inacc	c5.jpg	1	162
89.8	5	5_acc	c8.jpg	2	162
100.8	5	5_inacc	c13.jpg	2	162
110.4	5	5_acc	c21.jpg	1	162
120.4	5	5_acc	c18.jpg	2	162
128.2	5	5_acc	c1.jpg	1	162
136.3	5	1_inacc	c4.jpg	1	162
147.3	5	1_inacc	c7.jpg	2	162
156.5	5	1_acc	c12.jpg	1	162
163.6	5	5_acc	c6.jpg	2	162
172.8	5	5_acc	c19.jpg	1	162
183.1	5	1_inacc	c23.jpg	1	162
192	5	1_inacc	c24.jpg	2	162
201.6	5	1_acc	c14.jpg	2	162
209.7	5	1_acc	c20.jpg	2	162
3.06	5	5_acc	c23.jpg	2	163
12.67	5	1_acc	c16.jpg	1	163
21.18	5	1_inacc	c8.jpg	2	163
31.52	5	5_acc	c24.jpg	2	163
40.76	5	5_acc	c20.jpg	1	163
48.54	5	1_acc	c10.jpg	2	163
55.97	5	5_acc	c22.jpg	2	163
64.11	5	1_acc	c6.jpg	1	163
71.16	5	5_acc	c7.jpg	1	163
78.57	5	1_acc	c21.jpg	2	163
86.73	5	1_acc	c1.jpg	1	163
95.61	5	1_acc	c11.jpg	2	163
106.67	5	5_acc	c12.jpg	1	163
117.72	5	5_acc	c3.jpg	2	163
127.67	5	5_acc	c14.jpg	2	163
138.01	5	5_acc	c15.jpg	1	163
145.07	5	5_acc	c5.jpg	2	163
153.59	5	1_acc	c2.jpg	2	163
163.56	5	1_acc	c13.jpg	1	163
173.16	5	5_acc	c9.jpg	1	163
182.05	5	1_acc	c18.jpg	1	163
191.29	5	1_acc	c19.jpg	2	163
201.99	5	5_acc	c4.jpg	1	163
212.68	5	1_acc	c17.jpg	1	163
3.1	5	1_inacc	c15.jpg	1	165
10.9	5	5_acc	c17.jpg	1	165
21.6	5	1_inacc	c5.jpg	2	165
29.1	5	1_inacc	c4.jpg	1	165
38.7	5	5_acc	c13.jpg	2	165
48.3	5	5_acc	c6.jpg	2	165
58.6	5	5_acc	c18.jpg	2	165
66.1	5	5_acc	c16.jpg	1	165
73.1	5	1_inacc	c22.jpg	2	165
83.4	5	1_acc	c3.jpg	1	165
91.6	5	1_inacc	c12.jpg	2	165
102.3	5	5_acc	c11.jpg	1	165
110.8	5	1_inacc	c20.jpg	2	165
121.9	5	1_inacc	c24.jpg	1	165
128.9	5	1_acc	c9.jpg	1	165
137.8	5	5_acc	c19.jpg	1	165
148.9	5	5_acc	c2.jpg	1	165
156.7	5	1_inacc	c23.jpg	2	165
165.2	5	5_acc	c1.jpg	2	165
175.2	5	1_inacc	c7.jpg	1	165
184.4	5	5_inacc	c10.jpg	2	165
193.3	5	5_acc	c8.jpg	2	165
201.5	5	1_acc	c14.jpg	2	165
211.4	5	5_acc	c21.jpg	1	165
3.1	5	5_inacc	c11.jpg	2	166
11.6	5	5_acc	c21.jpg	2	166
21.6	5	5_inacc	c17.jpg	1	166
29.7	5	5_acc	c16.jpg	2	166
40.8	5	1_acc	c5.jpg	1	166
50.7	5	5_acc	c13.jpg	1	166
60	5	5_acc	c18.jpg	1	166
68.9	5	5_acc	c10.jpg	1	166
76.3	5	1_inacc	c15.jpg	2	166
86.7	5	1_acc	c12.jpg	2	166
93.7	5	5_acc	c2.jpg	2	166
103.3	5	5_acc	c6.jpg	1	166
113.7	5	5_acc	c1.jpg	2	166
121.4	5	1_inacc	c9.jpg	1	166
131	5	1_inacc	c24.jpg	2	166
138.4	5	5_acc	c8.jpg	1	166
149.2	5	1_acc	c7.jpg	2	166
160.2	5	1_inacc	c3.jpg	1	166
169.1	5	1_inacc	c14.jpg	1	166
178.3	5	1_acc	c20.jpg	2	166
186.1	5	1_acc	c22.jpg	2	166
194.3	5	5_inacc	c19.jpg	2	166
201.3	5	1_inacc	c23.jpg	1	166
209.8	5	1_inacc	c4.jpg	1	166
3.1	5	5_inacc	c10.jpg	2	173
11.2	5	1_acc	c7.jpg	2	173
20.1	5	1_inacc	c9.jpg	1	173
30.4	5	1_acc	c3.jpg	2	173
37.4	5	5_acc	c21.jpg	2	173
44.9	5	1_acc	c24.jpg	1	173
52.6	5	5_acc	c6.jpg	2	173
61.8	5	1_inacc	c15.jpg	1	173
71.4	5	1_inacc	c4.jpg	2	173
78.8	5	5_acc	c13.jpg	1	173
87.7	5	5_acc	c17.jpg	1	173
97.7	5	1_inacc	c5.jpg	1	173
107.6	5	5_acc	c16.jpg	2	173
115.4	5	5_acc	c2.jpg	2	173
126.5	5	5_inacc	c11.jpg	1	173
133.5	5	5_acc	c19.jpg	1	173
144.2	5	5_inacc	c1.jpg	1	173
152.7	5	5_acc	c18.jpg	1	173
163	5	1_acc	c20.jpg	1	173
171.5	5	5_acc	c8.jpg	2	173
181.1	5	1_acc	c23.jpg	2	173
190.3	5	1_acc	c12.jpg	2	173
201.4	5	1_inacc	c14.jpg	2	173
209.5	5	1_inacc	c22.jpg	1	173
3.05	5	1_inacc	c13.jpg	1	175
11.92	5	5_inacc	c23.jpg	1	175
22.6	5	5_acc	c24.jpg	2	175
32.19	5	1_acc	c10.jpg	2	175
40.32	5	5_acc	c4.jpg	1	175
49.54	5	5_inacc	c15.jpg	2	175
57.32	5	1_inacc	c17.jpg	2	175
66.9	5	1_acc	c19.jpg	2	175
75.41	5	5_acc	c5.jpg	2	175
83.91	5	5_acc	c22.jpg	1	175
92.77	5	1_acc	c11.jpg	2	175
100.18	5	1_inacc	c2.jpg	2	175
110.51	5	5_acc	c3.jpg	2	175
120.48	5	1_inacc	c1.jpg	1	175
131.52	5	5_acc	c12.jpg	2	175
141.84	5	1_inacc	c8.jpg	2	175
151.07	5	5_acc	c9.jpg	2	175
162.12	5	1_acc	c6.jpg	1	175
169.17	5	5_acc	c14.jpg	1	175
176.6	5	1_inacc	c21.jpg	1	175
187.27	5	1_inacc	c16.jpg	1	175
197.22	5	5_acc	c7.jpg	1	175
204.26	5	5_acc	c20.jpg	1	175
212.39	5	1_inacc	c18.jpg	1	175
3.036	5	5_acc	c4.jpg	2	182
11.905	5	5_inacc	c23.jpg	1	182
21.863	5	5_acc	c15.jpg	2	182
29.628	5	1_inacc	c10.jpg	2	182
40.676	5	5_acc	c7.jpg	1	182
49.17	5	1_inacc	c19.jpg	2	182
58.391	5	1_inacc	c17.jpg	1	182
67.258	5	1_inacc	c8.jpg	1	182
74.309	5	5_acc	c5.jpg	1	182
81.711	5	5_inacc	c24.jpg	2	182
92.771	5	1_inacc	c1.jpg	2	182
101.289	5	1_acc	c13.jpg	1	182
111.238	5	1_inacc	c21.jpg	2	182
121.549	5	1_acc	c6.jpg	1	182
131.135	5	1_inacc	c16.jpg	2	182
141.822	5	1_acc	c18.jpg	1	182
149.241	5	5_inacc	c3.jpg	1	182
157.371	5	5_acc	c12.jpg	2	182
167.697	5	1_inacc	c11.jpg	2	182
175.843	5	1_acc	c2.jpg	1	182
183.61	5	5_miss	c14.jpg	1	182
192.83	5	5_acc	c9.jpg	2	182
199.873	5	5_acc	c20.jpg	2	182
