onset	duration	trial_type	response	response_time	stim	sub
418.5	2	5_5	2	0.8412897	c10.jpg	105
426.6	2	5_5	2	0.8753501	c11.jpg	105
431.7	2	1_1	1	0.9203903	c4.jpg	105
3.126	2	5_1	2	1.496627	c17.jpg	106
9.418	2	5_1	1	0.6683067	c8.jpg	106
16.754	2	1_1	1	0.7708768	c23.jpg	106
20.853	2	5_1	1	1.734353	c1.jpg	106
27.442	2	5_1	1	1.432514	c11.jpg	106
33.703	2	5_1	1	1.486928	c2.jpg	106
40.289	2	5_1	1	1.452387	c21.jpg	106
48.36	2	5_1	1	1.114672	c6.jpg	106
54.95	2	5_1	1	1.613535	c10.jpg	106
59.362	2	1_1	1	1.507805	c15.jpg	106
63.773	2	5_1	1	1.776041	c13.jpg	106
70.716	2	5_2	2	0.9770976	c8.jpg	106
77.67	2	1_1	1	1.797805	c4.jpg	106
82.446	2	5_2	2	0.9526378	c1.jpg	106
87.58	2	1_1	1	1.735317	c7.jpg	106
95.615	2	5_2	2	1.139285	c11.jpg	106
101.097	2	5_3	2	0.8426674	c11.jpg	106
108.773	2	5_2	2	1.392247	c2.jpg	106
116.09	2	5_3	2	0.8391288	c2.jpg	106
122.31	2	5_2	2	1.185209	c10.jpg	106
129.997	2	5_1	1	1.253135	c16.jpg	106
135.855	2	5_3	2	0.8094082	c8.jpg	106
142.807	2	5_4	2	1.913831	c2.jpg	106
148.295	2	5_2	2	0.8634068	c16.jpg	106
152.713	2	5_1	1	1.978616	c19.jpg	106
156.765	2	1_1	1	0.8844817	c22.jpg	106
163.727	2	5_1	1	1.590451	c18.jpg	106
168.512	2	5_3	2	0.9147207	c1.jpg	106
174.366	2	5_2	1	1.319087	c21.jpg	106
178.769	2	5_4	2	0.6093716	c8.jpg	106
186.07	2	5_3	2	1.516162	c16.jpg	106
193.022	2	1_1	1	1.085011	c12.jpg	106
200.339	2	5_2	2	1.347632	c18.jpg	106
208.38	2	1_1	1	1.273843	c9.jpg	106
213.869	2	5_2	2	0.8340454	c6.jpg	106
219.023	2	1_1	1	1.170193	c3.jpg	106
225.24	2	5_3	2	0.6377336	c6.jpg	106
230.008	2	5_3	2	1.718469	c10.jpg	106
235.86	2	1_1	1	1.240479	c24.jpg	106
242.445	2	5_2	1	1.770916	c13.jpg	106
247.949	2	5_4	2	0.8908864	c1.jpg	106
253.439	2	5_3	2	0.927305	c18.jpg	106
261.118	2	5_3	2	1.012534	c21.jpg	106
265.509	2	5_2	2	1.54845	c19.jpg	106
270.275	2	1_1	1	1.253316	c20.jpg	106
275.394	2	5_3	2	0.7612185	c13.jpg	106
280.528	2	5_3	2	0.5953267	c19.jpg	106
288.584	2	1_1	2	0.8959508	c5.jpg	106
296.27	2	5_5	2	0.7466053	c1.jpg	106
303.951	2	5_5	2	0.7955492	c2.jpg	106
311.619	2	5_4	2	1.0556	c11.jpg	106
318.201	2	5_4	2	1.066893	c19.jpg	106
322.235	2	5_4	2	1.929354	c13.jpg	106
327.356	2	5_4	2	0.6447683	c6.jpg	106
333.576	2	5_5	2	0.808586	c11.jpg	106
339.433	2	5_5	2	1.118692	c8.jpg	106
345.284	2	5_4	2	0.7692557	c18.jpg	106
353.324	2	5_4	2	0.7651169	c10.jpg	106
358.092	2	5_4	2	0.8255915	c16.jpg	106
362.128	2	1_1	1	1.193239	c14.jpg	106
367.974	2	5_5	2	0.8446181	c6.jpg	106
374.561	2	5_2	1	1.349406	c17.jpg	106
380.787	2	5_5	2	0.6508736	c19.jpg	106
384.819	2	5_5	2	1.499594	c16.jpg	106
389.585	2	5_3	2	0.9513053	c17.jpg	106
396.898	2	5_4	2	0.7505154	c17.jpg	106
400.928	2	5_4	2	0.8985316	c21.jpg	106
408.238	2	5_5	2	0.6612583	c17.jpg	106
415.177	2	5_5	2	0.8407695	c21.jpg	106
420.671	2	5_5	2	0.9050563	c18.jpg	106
425.062	2	5_5	2	0.9048185	c10.jpg	106
430.195	2	5_5	2	1.649173	c13.jpg	106
3.06	2	5_1	1	0.7946583	c23.jpg	111
10.76	2	1_1	1	0.8186046	c18.jpg	111
18.09	2	5_2	2	1.552078	c23.jpg	111
23.98	2	5_1	1	0.9404673	c12.jpg	111
28.76	2	5_1	1	0.9790424	c3.jpg	111
36.43	2	5_1	1	0.8459638	c9.jpg	111
41.92	2	5_2	2	0.8484288	c9.jpg	111
48.14	2	5_1	1	1.403951	c5.jpg	111
52.54	2	5_1	1	0.7038995	c24.jpg	111
60.58	2	5_3	2	0.7206103	c9.jpg	111
64.98	2	5_1	1	1.073257	c7.jpg	111
70.11	2	5_2	2	0.9836933	c3.jpg	111
77.06	2	5_3	2	1.493385	c23.jpg	111
82.55	2	5_2	2	0.9310644	c7.jpg	111
89.85	2	5_2	2	0.9658482	c24.jpg	111
96.44	2	5_1	1	0.7148701	c15.jpg	111
104.48	2	1_1	1	1.487522	c21.jpg	111
108.87	2	1_1	1	0.7866542	c8.jpg	111
115.09	2	1_1	1	0.8611955	c2.jpg	111
120.22	2	5_2	2	0.9276901	c5.jpg	111
126.44	2	5_2	2	1.355906	c15.jpg	111
131.2	2	5_3	2	0.788565	c15.jpg	111
136.69	2	5_3	2	1.037633	c24.jpg	111
140.72	2	5_4	2	0.6893065	c15.jpg	111
148.76	2	5_2	2	1.113766	c12.jpg	111
153.89	2	5_1	1	1.139992	c20.jpg	111
160.83	2	5_1	1	1.450157	c4.jpg	111
168.14	2	5_3	2	0.9893705	c7.jpg	111
172.18	2	1_1	1	1.319139	c19.jpg	111
178.76	2	5_2	2	1.815186	c4.jpg	111
183.16	2	5_1	1	0.8395341	c14.jpg	111
190.1	2	5_3	2	1.212554	c5.jpg	111
196.68	2	5_3	2	0.9562474	c12.jpg	111
200.72	2	5_4	2	0.8934544	c9.jpg	111
207.31	2	5_3	2	0.9427382	c4.jpg	111
211.33	2	5_4	2	0.550311	c4.jpg	111
216.09	2	5_2	2	0.7866407	c20.jpg	111
220.13	2	5_2	2	0.8580586	c14.jpg	111
224.53	2	5_3	2	0.7658611	c3.jpg	111
229.31	2	5_4	2	0.5606837	c5.jpg	111
234.8	2	5_1	1	0.9996235	c22.jpg	111
240.66	2	5_4	2	0.9397354	c7.jpg	111
246.89	2	5_4	2	0.7186661	c12.jpg	111
253.11	2	1_1	1	0.7982503	c6.jpg	111
261.16	2	1_1	1	1.470988	c13.jpg	111
268.1	2	5_5	2	0.8001552	c12.jpg	111
275.4	2	5_5	2	0.9563075	c4.jpg	111
280.17	2	5_3	2	0.8626241	c14.jpg	111
286.03	2	5_4	2	0.7021315	c3.jpg	111
292.98	2	5_5	2	0.6949778	c9.jpg	111
299.57	2	5_3	2	0.7031338	c20.jpg	111
305.06	2	5_2	2	0.756799	c22.jpg	111
311.64	2	5_4	2	0.4979795	c20.jpg	111
319.31	2	5_4	2	0.6459058	c24.jpg	111
323.71	2	5_5	2	0.4937885	c20.jpg	111
328.84	2	5_5	2	0.6573698	c15.jpg	111
335.06	2	5_5	2	0.5205409	c5.jpg	111
340.91	2	1_1	1	0.9142542	c16.jpg	111
346.76	2	1_1	1	0.784332	c17.jpg	111
354.43	2	5_4	2	0.7508356	c14.jpg	111
361.39	2	5_5	2	0.8422357	c3.jpg	111
369.07	2	5_5	2	1.066973	c7.jpg	111
376.74	2	5_5	2	0.8014745	c14.jpg	111
384.04	2	5_3	2	1.21923	c22.jpg	111
389.18	2	5_4	2	0.5074959	c22.jpg	111
397.22	2	5_4	2	1.268591	c23.jpg	111
404.54	2	5_5	2	0.5477138	c22.jpg	111
409.67	2	1_1	NA	NA	c11.jpg	111
415.16	2	1_1	1	0.6735496	c10.jpg	111
419.94	2	1_1	1	0.7225657	c1.jpg	111
423.98	2	5_5	2	0.5779262	c24.jpg	111
432.02	2	5_5	2	0.814818	c23.jpg	111
3.06	2	5_1	1	0.6160066	c7.jpg	114
11.12	2	1_1	1	0.7684968	c16.jpg	114
19.16	2	1_1	1	0.9197038	c18.jpg	114
23.96	2	5_1	1	1.131249	c9.jpg	114
29.46	2	5_1	1	0.7714563	c3.jpg	114
33.5	2	5_1	1	0.9324657	c5.jpg	114
40.44	2	5_2	2	1.230023	c5.jpg	114
48.48	2	5_1	1	0.5700494	c14.jpg	114
54.7	2	5_1	1	0.9174429	c23.jpg	114
60.55	2	5_2	2	0.9756772	c3.jpg	114
67.5	2	5_1	1	1.044573	c12.jpg	114
74.44	2	5_2	2	1.120965	c12.jpg	114
79.2	2	5_3	2	0.8801629	c12.jpg	114
83.24	2	5_1	1	1.179563	c20.jpg	114
90.55	2	5_2	2	0.8797705	c20.jpg	114
98.23	2	1_1	1	1.536613	c2.jpg	114
105.18	2	5_3	2	0.776757	c3.jpg	114
110.3	2	5_2	2	1.458558	c23.jpg	114
115.42	2	5_2	2	0.8673365	c9.jpg	114
120.9	2	5_1	1	0.9191977	c15.jpg	114
125.3	2	5_1	1	0.8911567	c4.jpg	114
131.16	2	5_1	1	0.9625065	c24.jpg	114
138.84	2	5_2	2	0.9667472	c14.jpg	114
143.24	2	5_3	2	1.01129	c5.jpg	114
149.48	2	5_4	2	0.9119533	c3.jpg	114
156.79	2	5_2	2	1.003762	c7.jpg	114
161.18	2	1_1	1	0.7765227	c6.jpg	114
167.03	2	5_2	2	0.9521666	c24.jpg	114
175.06	2	5_1	1	0.705923	c22.jpg	114
179.47	2	5_3	2	0.6847799	c20.jpg	114
186.77	2	1_1	1	1.033149	c13.jpg	114
192.98	2	5_3	2	0.8096811	c9.jpg	114
198.1	2	5_3	2	1.03196	c24.jpg	114
205.41	2	5_3	2	0.9073405	c7.jpg	114
210.17	2	5_4	2	0.7585765	c12.jpg	114
215.3	2	1_1	1	0.8042783	c1.jpg	114
220.43	2	5_3	2	1.007724	c23.jpg	114
225.19	2	5_2	2	1.093948	c4.jpg	114
230.68	2	5_4	2	0.8166067	c24.jpg	114
234.73	2	1_1	1	1.032088	c8.jpg	114
241.31	2	5_3	2	0.7353434	c14.jpg	114
246.08	2	1_1	1	1.194228	c11.jpg	114
253.76	2	5_4	2	0.7080306	c9.jpg	114
259.25	2	5_4	2	0.9148702	c7.jpg	114
265.83	2	5_3	2	0.8151156	c4.jpg	114
269.87	2	5_2	2	1.205876	c22.jpg	114
276.1	2	5_4	2	0.8114294	c20.jpg	114
280.13	2	5_2	2	1.017016	c15.jpg	114
287.44	2	5_3	2	0.7447464	c15.jpg	114
294.02	2	5_4	2	0.7769209	c4.jpg	114
299.88	2	5_5	2	0.9169493	c9.jpg	114
304.64	2	5_4	2	0.7934293	c23.jpg	114
311.22	2	5_5	2	0.7116449	c4.jpg	114
317.79	2	5_5	2	0.7526993	c23.jpg	114
323.29	2	5_4	2	0.7943601	c5.jpg	114
330.23	2	5_5	2	0.6014823	c24.jpg	114
338.27	2	5_4	2	0.6900557	c14.jpg	114
344.14	2	5_5	2	0.7712589	c3.jpg	114
352.18	2	5_5	2	0.8541468	c14.jpg	114
358.4	2	5_4	2	0.7485114	c15.jpg	114
364.25	2	1_1	1	0.9130644	c21.jpg	114
371.55	2	1_1	1	0.7049717	c19.jpg	114
377.05	2	5_3	2	0.8270921	c22.jpg	114
381.44	2	5_5	2	0.7754529	c20.jpg	114
387.67	2	1_1	1	0.7146005	c10.jpg	114
391.7	2	5_5	2	1.143168	c5.jpg	114
399.37	2	5_5	2	0.8052821	c12.jpg	114
407.05	2	5_5	2	0.7838604	c15.jpg	114
413.99	2	1_1	1	0.8034141	c17.jpg	114
418.4	2	5_5	2	0.7872641	c7.jpg	114
423.52	2	5_4	2	0.7342945	c22.jpg	114
431.2	2	5_5	2	0.7461006	c22.jpg	114
3.106	2	5_1	1	0.91915	c9.jpg	115
8.307	2	1_1	1	1.10565	c16.jpg	115
14.917	2	5_1	1	1.107014	c22.jpg	115
19.003	2	5_1	1	1.041501	c4.jpg	115
26.672	2	5_1	1	0.9535204	c15.jpg	115
34.004	2	1_1	1	1.081695	c13.jpg	115
38.06	2	5_1	1	1.11951	c24.jpg	115
44.299	2	1_1	1	0.9152061	c10.jpg	115
50.16	2	5_2	2	1.164503	c24.jpg	115
58.211	2	5_1	1	1.495325	c5.jpg	115
63.372	2	1_1	1	1.974549	c8.jpg	115
68.882	2	5_1	1	0.6873333	c12.jpg	115
76.922	2	5_2	2	0.9883412	c12.jpg	115
80.95	2	5_2	2	1.181146	c22.jpg	115
86.447	2	5_1	1	0.9125801	c20.jpg	115
92.323	2	5_1	1	1.569391	c7.jpg	115
97.085	2	5_2	2	1.239752	c4.jpg	115
103.317	2	1_1	1	0.9482167	c19.jpg	115
108.071	2	5_3	2	1.034567	c24.jpg	115
116.129	2	5_1	1	1.027025	c14.jpg	115
120.899	2	5_4	2	0.8942852	c24.jpg	115
126.764	2	5_1	1	1.193314	c3.jpg	115
132.988	2	5_2	2	1.198324	c9.jpg	115
141.029	2	5_2	2	1.040524	c14.jpg	115
147.976	2	5_2	2	1.407125	c7.jpg	115
156.016	2	5_2	2	0.8617223	c5.jpg	115
160.409	2	5_2	2	0.9092779	c15.jpg	115
164.799	2	5_3	2	0.8841697	c4.jpg	115
169.217	2	5_1	1	0.9786732	c23.jpg	115
175.817	2	1_1	1	1.124296	c21.jpg	115
180.946	2	5_3	2	1.038683	c12.jpg	115
186.808	2	5_3	2	0.8030258	c22.jpg	115
194.111	2	5_4	2	0.6813983	c22.jpg	115
198.151	2	5_2	2	1.140502	c23.jpg	115
204.377	2	5_2	2	1.180828	c3.jpg	115
211.685	2	5_2	2	1.147165	c20.jpg	115
219.375	2	1_1	1	1.009213	c6.jpg	115
223.784	2	5_3	2	0.9627793	c23.jpg	115
231.456	2	5_4	2	0.8095142	c23.jpg	115
236.946	2	5_4	2	1.664927	c12.jpg	115
243.899	2	5_5	2	0.6990329	c12.jpg	115
249.762	2	5_3	2	1.318354	c7.jpg	115
257.436	2	5_3	2	1.083567	c5.jpg	115
264.748	2	5_3	2	1.129628	c20.jpg	115
269.872	2	5_3	2	1.419558	c15.jpg	115
277.543	2	5_4	2	0.7626812	c7.jpg	115
284.5	2	5_3	2	1.197464	c3.jpg	115
291.1	2	1_1	1	0.8649014	c17.jpg	115
298.049	2	5_3	2	1.454071	c9.jpg	115
303.906	2	5_4	2	1.005465	c3.jpg	115
307.948	2	5_4	2	0.856107	c9.jpg	115
314.163	2	5_5	2	0.7937083	c9.jpg	115
320.744	2	5_5	2	1.033833	c7.jpg	115
326.26	2	1_1	1	1.179334	c18.jpg	115
333.569	2	5_4	2	0.8137164	c5.jpg	115
340.154	2	5_5	2	0.9143936	c22.jpg	115
345.638	2	5_4	2	0.8819337	c15.jpg	115
352.588	2	5_5	2	1.053308	c23.jpg	115
357.357	2	5_4	2	1.146897	c4.jpg	115
361.752	2	5_5	2	0.6599568	c4.jpg	115
366.513	2	5_3	2	1.065747	c14.jpg	115
371.634	2	5_4	2	0.8702992	c20.jpg	115
376.395	2	5_5	2	0.753887	c5.jpg	115
383.359	2	1_1	1	1.035281	c2.jpg	115
389.574	2	5_5	2	0.7500344	c20.jpg	115
393.982	2	1_1	1	1.077037	c11.jpg	115
402.035	2	5_5	2	0.9655686	c3.jpg	115
406.101	2	1_1	1	1.760183	c1.jpg	115
413.772	2	5_4	2	0.7755857	c14.jpg	115
419.257	2	5_5	2	0.8608112	c24.jpg	115
425.846	2	5_5	2	0.8323474	c14.jpg	115
433.152	2	5_5	2	0.8139565	c15.jpg	115
3.1	2	5_1	1	0.6693497	c14.jpg	118
7.5	2	5_1	1	0.8518736	c5.jpg	118
15.5	2	1_1	1	0.9086649	c6.jpg	118
19.6	2	1_1	1	1.149429	c1.jpg	118
26.9	2	5_1	1	0.8739152	c15.jpg	118
32.4	2	5_1	1	1.545993	c4.jpg	118
38.6	2	5_2	2	0.8850246	c5.jpg	118
42.7	2	5_1	1	1.089738	c7.jpg	118
47.1	2	5_2	2	1.354676	c14.jpg	118
54.7	2	5_1	1	0.9285015	c24.jpg	118
59.5	2	5_2	2	0.9153496	c4.jpg	118
66.1	2	5_2	2	1.090544	c15.jpg	118
72.3	2	5_1	1	1.026689	c3.jpg	118
79.6	2	1_1	1	0.937802	c13.jpg	118
87.3	2	5_3	2	1.047851	c14.jpg	118
91.3	2	1_1	1	1.189886	c2.jpg	118
95.7	2	5_1	1	1.240768	c12.jpg	118
101.6	2	5_2	2	1.333645	c3.jpg	118
108.1	2	5_1	1	0.9658925	c22.jpg	118
112.5	2	5_2	NA	NA	c7.jpg	118
117.3	2	5_1	1	0.8941614	c23.jpg	118
124.2	2	5_3	2	1.026459	c15.jpg	118
130.5	2	5_3	2	1.302353	c5.jpg	118
137.4	2	5_4	2	1.318781	c14.jpg	118
143.3	2	5_4	2	1.08965	c5.jpg	118
148.7	2	1_1	1	1.338041	c11.jpg	118
154.2	2	5_2	2	1.245945	c12.jpg	118
161.9	2	5_3	2	1.415782	c4.jpg	118
168.5	2	5_3	2	1.374378	c3.jpg	118
174.3	2	5_4	2	1.559329	c3.jpg	118
179.5	2	5_4	2	1.324557	c15.jpg	118
185	2	5_5	2	1.395307	c5.jpg	118
193	2	5_2	2	1.715695	c23.jpg	118
201	2	5_1	1	0.8973537	c20.jpg	118
206.1	2	1_1	1	1.02775	c17.jpg	118
211.3	2	5_2	2	1.030331	c20.jpg	118
216	2	5_2	2	1.239206	c24.jpg	118
221.9	2	5_3	2	0.9570342	c23.jpg	118
229.9	2	5_3	2	0.7668664	c12.jpg	118
236.9	2	5_5	2	0.9810973	c3.jpg	118
243.8	2	5_4	2	1.019617	c4.jpg	118
248.6	2	1_1	1	1.291129	c18.jpg	118
254.4	2	5_4	2	0.9441723	c23.jpg	118
261.4	2	5_2	2	1.297911	c22.jpg	118
268.7	2	5_3	2	1.058406	c24.jpg	118
274.9	2	5_5	2	1.070443	c4.jpg	118
281.5	2	1_1	1	0.9520861	c10.jpg	118
289.5	2	5_1	1	0.8523402	c9.jpg	118
293.9	2	5_3	2	1.203644	c7.jpg	118
299	2	5_2	2	0.9971843	c9.jpg	118
305.3	2	5_4	2	0.9062019	c12.jpg	118
309.3	2	1_1	1	0.9561346	c21.jpg	118
315.5	2	5_5	2	0.7171317	c23.jpg	118
321	2	5_3	2	0.6806475	c22.jpg	118
326.5	2	5_5	2	1.027343	c14.jpg	118
334.2	2	5_3	2	0.856918	c20.jpg	118
340	2	5_4	2	1.004528	c20.jpg	118
344.4	2	5_5	2	1.092262	c15.jpg	118
348.5	2	5_5	2	1.157962	c12.jpg	118
353.6	2	5_5	2	0.6622794	c20.jpg	118
361.3	2	1_1	1	0.8312285	c8.jpg	118
367.8	2	5_4	2	0.8003326	c24.jpg	118
372.6	2	1_1	1	1.033495	c19.jpg	118
379.6	2	5_4	2	0.8692623	c7.jpg	118
383.6	2	5_4	2	0.7760601	c22.jpg	118
390.9	2	5_3	2	1.067283	c9.jpg	118
398.6	2	5_5	2	0.9692908	c24.jpg	118
403.7	2	5_5	2	0.8799551	c7.jpg	118
410.3	2	5_5	2	0.8641901	c22.jpg	118
417.6	2	5_4	2	0.9487507	c9.jpg	118
425.6	2	1_1	1	0.8927987	c16.jpg	118
430.4	2	5_5	2	1.079183	c9.jpg	118
3	2	5_1	NA	NA	c15.jpg	121
11.1	2	5_1	1	1.925137	c24.jpg	121
16.6	2	1_1	NA	NA	c13.jpg	121
22.1	2	5_1	NA	NA	c7.jpg	121
28.3	2	5_1	NA	NA	c23.jpg	121
34.5	2	5_1	1	1.633854	c12.jpg	121
39.6	2	5_1	NA	NA	c20.jpg	121
43.7	2	5_1	1	1.43385	c4.jpg	121
51	2	5_1	NA	NA	c3.jpg	121
56.1	2	5_2	2	1.270364	c15.jpg	121
60.9	2	5_1	NA	NA	c9.jpg	121
67.1	2	5_2	2	1.569313	c7.jpg	121
75.1	2	5_2	NA	NA	c9.jpg	121
80.3	2	5_1	NA	NA	c22.jpg	121
86.8	2	5_2	NA	NA	c20.jpg	121
94.5	2	1_1	NA	NA	c16.jpg	121
101.5	2	5_2	NA	NA	c4.jpg	121
109.1	2	5_1	NA	NA	c5.jpg	121
113.9	2	5_3	NA	NA	c15.jpg	121
120.5	2	1_1	1	1.846656	c17.jpg	121
126.7	2	1_1	NA	NA	c19.jpg	121
134	2	5_2	2	1.140783	c12.jpg	121
139.5	2	5_3	2	1.757195	c4.jpg	121
146.4	2	1_1	NA	NA	c8.jpg	121
153	2	5_3	2	1.076845	c7.jpg	121
157.4	2	5_2	NA	NA	c24.jpg	121
162.9	2	1_1	NA	NA	c10.jpg	121
170.9	2	5_3	2	1.123327	c20.jpg	121
177.9	2	5_3	NA	NA	c12.jpg	121
184.8	2	5_4	2	1.223517	c7.jpg	121
191.4	2	5_4	2	1.954757	c4.jpg	121
198.7	2	5_3	NA	NA	c9.jpg	121
203.1	2	1_1	NA	NA	c1.jpg	121
207.1	2	5_3	NA	NA	c24.jpg	121
211.9	2	5_4	2	1.498417	c20.jpg	121
219.2	2	5_5	2	0.9700776	c20.jpg	121
225.8	2	1_1	1	1.619751	c21.jpg	121
231.6	2	5_4	2	1.425031	c15.jpg	121
236.7	2	5_2	2	1.544671	c22.jpg	121
243	2	5_1	NA	NA	c14.jpg	121
248.8	2	5_2	2	1.921127	c5.jpg	121
256.1	2	5_3	2	1.896935	c22.jpg	121
263.8	2	5_2	2	1.247681	c14.jpg	121
269.6	2	5_2	NA	NA	c3.jpg	121
275.5	2	5_3	NA	NA	c14.jpg	121
279.5	2	5_4	NA	NA	c22.jpg	121
286.5	2	5_2	NA	NA	c23.jpg	121
294.5	2	5_5	2	1.102018	c4.jpg	121
298.5	2	5_3	2	1.682174	c5.jpg	121
305.5	2	5_5	2	1.456445	c7.jpg	121
312.8	2	5_4	NA	NA	c14.jpg	121
318.3	2	5_3	NA	NA	c23.jpg	121
322.3	2	1_1	NA	NA	c18.jpg	121
327.5	2	1_1	NA	NA	c2.jpg	121
332.2	2	5_4	NA	NA	c12.jpg	121
337	2	5_3	NA	NA	c3.jpg	121
345	2	5_4	NA	NA	c23.jpg	121
349.4	2	1_1	NA	NA	c11.jpg	121
353.8	2	5_5	NA	NA	c14.jpg	121
359	2	5_4	NA	NA	c24.jpg	121
363.7	2	1_1	NA	NA	c6.jpg	121
371.4	2	5_4	NA	NA	c3.jpg	121
377.2	2	5_5	NA	NA	c12.jpg	121
381.6	2	5_4	NA	NA	c5.jpg	121
386	2	5_5	NA	NA	c22.jpg	121
393.7	2	5_5	2	1.692586	c15.jpg	121
401.4	2	5_5	NA	NA	c3.jpg	121
405.4	2	5_5	NA	NA	c23.jpg	121
410.9	2	5_4	NA	NA	c9.jpg	121
417.5	2	5_5	2	1.801341	c5.jpg	121
423.7	2	5_5	2	1.942431	c24.jpg	121
431.7	2	5_5	2	0.6303178	c9.jpg	121
3.1	2	5_1	NA	NA	c5.jpg	122
10.8	2	5_1	1	0.8866702	c15.jpg	122
18.8	2	5_1	1	0.6508481	c12.jpg	122
23.6	2	5_2	2	0.9759789	c15.jpg	122
31.3	2	1_1	1	0.8794698	c8.jpg	122
39.3	2	5_1	1	0.8511644	c20.jpg	122
43.7	2	1_1	1	0.9448991	c6.jpg	122
49.6	2	5_1	1	1.038792	c9.jpg	122
54	2	5_1	1	1.000484	c4.jpg	122
59.8	2	1_1	1	1.175592	c18.jpg	122
65.3	2	5_2	2	1.181204	c9.jpg	122
71.5	2	5_1	1	0.8417331	c23.jpg	122
77.7	2	5_1	1	1.061973	c7.jpg	122
82.9	2	5_2	2	1.099269	c7.jpg	122
89.8	2	5_2	1	1.821582	c12.jpg	122
95.7	2	5_3	2	0.7183174	c9.jpg	122
99.7	2	5_2	2	1.376566	c20.jpg	122
104.8	2	5_1	1	0.9447924	c24.jpg	122
110.3	2	1_1	1	1.661008	c21.jpg	122
117.6	2	5_1	1	1.235487	c3.jpg	122
125.3	2	5_4	2	0.8261991	c9.jpg	122
132.6	2	5_3	2	0.997503	c7.jpg	122
139.5	2	5_2	NA	NA	c5.jpg	122
146.1	2	5_2	2	0.9269646	c24.jpg	122
152.7	2	5_2	2	1.177203	c23.jpg	122
158.2	2	5_1	1	0.9441097	c14.jpg	122
