onset	duration	trial_type	stim	response	response_time	sub
70.9	6	1	c11.jpg	3	2.643719	135
80.7	6	1	c13.jpg	5	1.770677	135
92.8	6	5	c24.jpg	2	3.030468	135
100.8	6	5	c9.jpg	4	2.856786	135
111.8	6	1	c21.jpg	5	2.454149	135
121.2	6	1	c10.jpg	6	2.924963	135
132.9	6	5	c5.jpg	2	2.477203	135
145	6	1	c16.jpg	5	3.348706	135
153.7	6	5	c23.jpg	3	3.473048	135
165.4	6	1	c6.jpg	5	1.872264	135
176	6	1	c1.jpg	3	3.820119	135
187.3	6	5	c14.jpg	4	2.615301	135
197.2	6	1	c19.jpg	4	1.839576	135
205.5	6	1	c8.jpg	2	2.595778	135
213.6	6	5	c4.jpg	3	2.087839	135
224.9	6	1	c2.jpg	5	2.388817	135
235.1	6	5	c7.jpg	3	2.008972	135
3.034	6	1	p23.jpg	3	1.742973	136
14.004	6	1	p7.jpg	1	2.208027	136
24.597	6	5	p19.jpg	5	1.875256	136
35.188	6	1	p8.jpg	1	3.268173	136
46.5	6	1	p4.jpg	1	1.418566	136
56.727	6	5	p22.jpg	4	2.211664	136
65.129	6	1	p13.jpg	1	1.460348	136
74.996	6	5	p20.jpg	5	1.992757	136
86.31	6	1	p11.jpg	2	1.400919	136
94.719	6	5	p1.jpg	6	2.166	136
104.949	6	1	p10.jpg	5	1.785629	136
116.626	6	1	p14.jpg	2	1.900112	136
125.393	6	5	p24.jpg	3	1.423463	136
133.436	6	1	p2.jpg	1	1.077944	136
141.471	6	5	p21.jpg	4	2.094753	136
153.513	6	5	p5.jpg	5	1.727025	136
164.471	6	5	p12.jpg	6	1.985511	136
174.338	6	5	p17.jpg	4	2.250968	136
183.835	6	1	p3.jpg	1	2.349426	136
193.332	6	5	p18.jpg	4	2.489369	136
202.094	6	1	p9.jpg	2	2.149096	136
214.129	6	5	p15.jpg	4	2.724585	136
223.259	6	1	p6.jpg	2	1.419862	136
232.388	6	5	p16.jpg	4	1.935733	136
3.03	6	1	p20.jpg	1	3.655457	142
12.54	6	5	p13.jpg	5	1.7354	142
20.59	6	1	p5.jpg	2	1.923926	142
30.81	6	1	p19.jpg	2	1.505869	142
39.22	6	1	p1.jpg	1	1.692047	142
50.17	6	1	p24.jpg	5	1.634973	142
58.93	6	5	p9.jpg	4	1.726612	142
69.15	6	5	p7.jpg	6	2.016149	142
77.56	6	1	p18.jpg	3	2.705407	142
86.68	6	1	p15.jpg	1	2.407261	142
98.36	6	1	p22.jpg	2	2.403228	142
110.4	6	5	p6.jpg	4	1.971538	142
119.52	6	1	p21.jpg	1	1.654336	142
130.83	6	1	p12.jpg	2	2.418637	142
138.87	6	5	p23.jpg	3	2.10598	142
150.56	6	5	p4.jpg	4	1.490304	142
162.6	6	1	p16.jpg	2	1.426886	142
173.18	6	5	p8.jpg	5	1.677857	142
184.13	6	5	p3.jpg	6	1.317521	142
192.91	6	5	p11.jpg	7	2.436426	142
204.22	6	5	p10.jpg	5	1.855607	142
213.72	6	5	p14.jpg	5	1.715768	142
224.3	6	1	p17.jpg	3	2.243432	142
234.16	6	5	p2.jpg	6	2.620395	142
3	6	5	c8.jpg	5	1.781535	143
11.8	6	5	c11.jpg	4	2.271769	143
20.2	6	5	c19.jpg	3	2.119017	143
30.8	6	1	c22.jpg	2	2.418791	143
41.7	6	1	c24.jpg	1	1.175739	143
49.8	6	5	c2.jpg	2	2.355089	143
61.8	6	1	c3.jpg	2	3.114927	143
71.7	6	1	c23.jpg	3	2.149466	143
83	6	1	c5.jpg	1	4.96157	143
95	6	1	c7.jpg	2	1.548745	143
103.8	6	1	c9.jpg	1	1.898616	143
113.2	6	5	c16.jpg	5	4.246509	143
123.1	6	5	c13.jpg	5	1.866472	143
133.3	6	1	c4.jpg	3	2.332748	143
143.5	6	5	c18.jpg	4	3.214327	143
151.6	6	1	c12.jpg	3	3.413878	143
160	6	5	c17.jpg	5	3.911669	143
169.5	6	1	c20.jpg	1	1.168726	143
178.6	6	5	c1.jpg	2	2.50173	143
187.7	6	5	c10.jpg	6	1.354376	143
199.4	6	1	c14.jpg	2	3.241474	143
211.1	6	1	c15.jpg	2	2.013694	143
221.6	6	5	c6.jpg	6	1.987188	143
232.6	6	5	c21.jpg	5	1.398449	143
3.1	6	1	p9.jpg	4	3.874097	144
15.1	6	1	p23.jpg	2	3.923585	144
23.9	6	1	p4.jpg	3	4.416413	144
31.9	6	5	p16.jpg	6	2.293959	144
40	6	5	p21.jpg	4	5.09762	144
50.2	6	5	p12.jpg	3	3.157597	144
59.7	6	5	p19.jpg	4	2.20222	144
71.7	6	5	p22.jpg	3	5.663797	144
80.8	6	1	p7.jpg	2	2.78647	144
90.3	6	1	p14.jpg	3	5.060962	144
100.2	6	5	p24.jpg	6	2.895349	144
111.5	6	1	p3.jpg	4	5.421855	144
121.7	6	5	p5.jpg	3	2.595215	144
130.5	6	1	p13.jpg	2	2.99159	144
138.9	6	5	p20.jpg	2	4.394218	144
149.5	6	1	p10.jpg	3	2.507102	144
160.1	6	1	p2.jpg	NA	NA	144
171.8	6	5	p1.jpg	2	1.643495	144
182.7	6	5	p17.jpg	4	3.939276	144
191.1	6	5	p15.jpg	4	1.78276	144
202.8	6	5	p18.jpg	4	2.147202	144
212.6	6	1	p11.jpg	1	4.532822	144
221.8	6	1	p8.jpg	2	3.263407	144
233.1	6	1	p6.jpg	3	2.392079	144
3.03	6	5	c17.jpg	6	1.838945	146
12.92	6	1	c3.jpg	1	2.454324	146
24.59	6	1	c23.jpg	5	1.971522	146
35.54	6	1	c14.jpg	2	2.614702	146
46.12	6	5	c18.jpg	1	1.836741	146
55.24	6	1	c9.jpg	3	2.799591	146
65.11	6	5	c2.jpg	4	1.980715	146
75.32	6	1	c22.jpg	2	1.723261	146
87.35	6	1	c24.jpg	6	1.596642	146
98.66	6	5	c8.jpg	6	3.086137	146
107.05	6	1	c5.jpg	4	2.348714	146
116.18	6	1	c20.jpg	3	2.444307	146
125.67	6	1	c7.jpg	2	2.958984	146
134.43	6	5	c19.jpg	5	1.469132	146
145.38	6	1	c15.jpg	1	2.475061	146
153.77	6	5	c10.jpg	5	2.759289	146
165.82	6	5	c1.jpg	2	2.600687	146
175.31	6	5	c11.jpg	7	1.115122	146
184.07	6	5	c16.jpg	5	1.311951	146
194.65	6	5	c13.jpg	2	2.320273	146
206.33	6	5	c21.jpg	4	3.279106	146
214.36	6	1	c12.jpg	3	3.884749	146
224.57	6	1	c4.jpg	1	1.826192	146
232.61	6	5	c6.jpg	6	1.422344	146
3.1	6	1	c10.jpg	2	3.004822	147
11.5	6	1	c11.jpg	4	2.90637	147
21.3	6	5	c5.jpg	3	2.825706	147
32.3	6	1	c8.jpg	2	4.051226	147
41.4	6	1	c17.jpg	1	5.657341	147
52.7	6	1	c1.jpg	4	2.510212	147
64.4	6	1	c13.jpg	3	4.879939	147
73.1	6	5	c23.jpg	6	2.313284	147
85.2	6	1	c18.jpg	4	2.954449	147
94.7	6	5	c15.jpg	4	2.091903	147
103.1	6	1	c21.jpg	2	3.029047	147
113.6	6	5	c4.jpg	4	2.943686	147
124.9	6	5	c9.jpg	2	2.82223	147
133.7	6	5	c3.jpg	5	1.12211	147
142.8	6	5	c22.jpg	4	3.592151	147
153.4	6	5	c24.jpg	6	3.7588	147
162.9	6	1	c6.jpg	2	4.746957	147
174.9	6	1	c19.jpg	1	4.379538	147
183	6	5	c20.jpg	4	5.655133	147
191	6	5	c12.jpg	4	4.138267	147
202.7	6	5	c7.jpg	5	3.976237	147
212.5	6	1	c2.jpg	2	5.111807	147
223.5	6	1	c16.jpg	1	2.581699	147
233.7	6	5	c14.jpg	5	4.684309	147
3.028	6	1	p23.jpg	5	2.655165	149
13.996	6	5	p17.jpg	6	3.088157	149
24.583	6	5	p18.jpg	1	3.644269	149
34.075	6	5	p22.jpg	2	3.501586	149
44.294	6	5	p16.jpg	NA	NA	149
55.965	6	5	p15.jpg	1	4.053381	149
64.362	6	5	p1.jpg	3	3.112119	149
76.4	6	5	p21.jpg	2	2.652609	149
84.438	6	5	p5.jpg	1	2.756987	149
93.212	6	1	p13.jpg	1	3.201643	149
102.709	6	1	p4.jpg	2	2.819309	149
113.295	6	1	p10.jpg	2	3.00833	149
123.516	6	1	p7.jpg	1	2.513155	149
132.286	6	1	p14.jpg	1	2.520996	149
144.323	6	5	p12.jpg	4	3.393477	149
154.18	6	5	p20.jpg	2	3.739909	149
165.499	6	1	p11.jpg	1	2.458679	149
177.181	6	1	p9.jpg	1	2.849599	149
186.309	6	1	p3.jpg	2	1.837275	149
197.62	6	1	p8.jpg	1	1.996591	149
207.483	6	1	p6.jpg	1	2.661018	149
215.522	6	5	p24.jpg	2	2.612803	149
226.465	6	5	p19.jpg	1	3.577204	149
235.592	6	1	p2.jpg	1	2.036493	149
3.1	6	1	c8.jpg	2	1.651919	151
11.8	6	5	c12.jpg	4	1.678078	151
21.3	6	1	c21.jpg	2	1.421295	151
33	6	1	c16.jpg	1	3.003235	151
43.2	6	1	c10.jpg	1	1.562954	151
51.3	6	5	c14.jpg	3	1.217903	151
60.4	6	5	c20.jpg	6	1.261467	151
70.3	6	5	c5.jpg	5	1.236865	151
78.3	6	1	c2.jpg	1	1.44466	151
87.4	6	1	c17.jpg	2	1.521354	151
96.9	6	5	c15.jpg	3	1.654406	151
105.3	6	1	c1.jpg	1	1.887367	151
113.7	6	1	c6.jpg	1	1.52109	151
124.3	6	5	c23.jpg	3	1.539079	151
135.6	6	5	c3.jpg	6	1.999455	151
146.2	6	5	c7.jpg	6	1.427864	151
157.2	6	1	c18.jpg	4	1.615772	151
169.2	6	5	c22.jpg	6	1.343179	151
179.4	6	1	c13.jpg	2	1.892837	151
189.3	6	5	c9.jpg	2	1.012321	151
200.9	6	5	c4.jpg	3	1.030413	151
213	6	1	c11.jpg	1	2.086855	151
223.9	6	5	c24.jpg	4	1.527129	151
232.7	6	1	c19.jpg	1	2.505796	151
3.03	6	5	p8.jpg	5	3.487177	152
15.09	6	1	p16.jpg	1	2.994982	152
26.4	6	1	p20.jpg	4	3.704582	152
35.9	6	5	p11.jpg	5	2.529354	152
44.66	6	1	p18.jpg	3	2.802686	152
55.61	6	5	p14.jpg	7	1.72517	152
63.64	6	1	p19.jpg	6	5.330898	152
71.68	6	5	p2.jpg	5	2.956426	152
83	6	1	p5.jpg	2	2.05997	152
95.05	6	1	p17.jpg	NA	NA	152
104.18	6	1	p24.jpg	5	1.057131	152
112.95	6	5	p3.jpg	7	2.429581	152
124.63	6	5	p6.jpg	3	1.376222	152
133.76	6	1	p1.jpg	5	3.076831	152
143.99	6	5	p23.jpg	5	1.172755	152
154.58	6	1	p12.jpg	3	2.102728	152
164.47	6	5	p7.jpg	7	1.445788	152
172.88	6	5	p13.jpg	3	5.160318	152
182.38	6	5	p4.jpg	6	4.209064	152
192.23	6	5	p10.jpg	4	2.643997	152
203.18	6	1	p15.jpg	3	4.582496	152
213.76	6	1	p21.jpg	5	3.129553	152
225.44	6	1	p22.jpg	6	1.288762	152
233.85	6	5	p9.jpg	5	5.202958	152
3.02	6	1	c14.jpg	4	0.8707225	153
11.44	6	1	c4.jpg	5	1.850259	153
23.48	6	1	c9.jpg	4	0.7164673	153
32.6	6	1	c7.jpg	1	3.52596	153
44.28	6	1	c24.jpg	5	1.614331	153
54.12	6	5	c13.jpg	5	0.4587241	153
66.15	6	5	c16.jpg	4	1.066128	153
76.38	6	1	c20.jpg	1	2.239023	153
85.14	6	5	c10.jpg	1	3.406907	153
93.18	6	5	c11.jpg	6	3.430629	153
103.04	6	5	c1.jpg	5	1.875016	153
114.35	6	5	c8.jpg	5	1.927536	153
125.3	6	1	c12.jpg	7	5.358075	153
134.79	6	1	c15.jpg	4	4.61E-04	153
145.01	6	5	c18.jpg	6	2.535858	153
156.7	6	1	c3.jpg	3	2.084204	153
164.74	6	5	c2.jpg	5	2.142156	153
173.87	6	1	c23.jpg	5	1.387086	153
184.81	6	5	c17.jpg	4	1.236738	153
195.38	6	1	c22.jpg	7	3.1767	153
205.96	6	5	c19.jpg	5	2.692391	153
214.73	6	1	c5.jpg	4	1.499414	153
226.03	6	5	c21.jpg	4	1.499117	153
234.43	6	5	c6.jpg	7	3.075415	153
3.03	6	5	p16.jpg	2	1.033458	154
14.72	6	1	p23.jpg	5	1.702694	154
23.13	6	1	p3.jpg	4	1.955765	154
33.72	6	5	p19.jpg	5	1.355565	154
43.57	6	1	p14.jpg	5	1.316506	154
52.34	6	5	p21.jpg	2	1.559834	154
63.29	6	5	p5.jpg	2	1.148685	154
75.32	6	1	p9.jpg	5	0.4595143	154
87	6	1	p13.jpg	2	0.4231391	154
97.95	6	1	p8.jpg	1	1.641993	154
107.8	6	1	p10.jpg	4	3.815214	154
119.84	6	1	p7.jpg	1	1.618501	154
129.34	6	5	p18.jpg	5	1.520939	154
138.83	6	5	p1.jpg	2	0.9982282	154
150.13	6	5	p15.jpg	NA	NA	154
158.53	6	5	p24.jpg	1	3.958581	154
167.3	6	1	p11.jpg	2	0.7321317	154
177.52	6	1	p4.jpg	1	2.562891	154
186.64	6	1	p2.jpg	2	1.669481	154
197.96	6	5	p20.jpg	5	1.290146	154
208.54	6	1	p6.jpg	2	0.7314611	154
216.59	6	5	p12.jpg	2	1.441653	154
226.81	6	5	p17.jpg	NA	NA	154
235.94	6	5	p22.jpg	5	0.4317613	154
3.02	6	1	c11.jpg	2	1.841586	156
11.43	6	5	c15.jpg	4	2.33161	156
22.75	6	5	c14.jpg	6	1.964131	156
32.24	6	5	c5.jpg	4	2.083555	156
43.2	6	1	c2.jpg	1	3.396681	156
51.23	6	1	c10.jpg	2	2.112381	156
59.98	6	5	c24.jpg	5	1.720978	156
68.02	6	5	c4.jpg	5	2.025021	156
77.16	6	5	c3.jpg	6	1.895933	156
87.38	6	1	c8.jpg	1	2.649051	156
99.41	6	5	c20.jpg	4	2.829929	156
107.81	6	5	c9.jpg	5	2.048196	156
116.57	6	5	c12.jpg	6	2.765957	156
128.24	6	5	c23.jpg	3	2.416695	156
140.28	6	1	c19.jpg	3	2.721841	156
151.23	6	1	c1.jpg	2	2.715364	156
160.72	6	1	c6.jpg	1	2.058239	156
170.57	6	1	c13.jpg	1	2.160898	156
181.14	6	1	c17.jpg	1	1.256077	156
190.27	6	5	c7.jpg	3	2.033784	156
200.85	6	1	c21.jpg	1	1.394441	156
212.16	6	5	c22.jpg	6	2.013295	156
222.01	6	1	c18.jpg	2	1.782359	156
232.23	6	1	c16.jpg	1	1.941297	156
3.03	6	1	p20.jpg	1	1.730809	157
13.27	6	5	p23.jpg	5	2.134228	157
23.5	6	5	p13.jpg	6	2.038825	157
32.26	6	1	p18.jpg	1	1.754854	157
42.13	6	5	p7.jpg	7	1.237925	157
51.62	6	5	p2.jpg	7	0.863049	157
62.57	6	1	p17.jpg	4	3.066807	157
73.15	6	5	p9.jpg	7	1.156192	157
85.2	6	1	p1.jpg	4	2.23513	157
93.6	6	5	p10.jpg	7	1.295681	157
103.46	6	1	p16.jpg	1	1.25951	157
114.4	6	1	p24.jpg	2	1.574781	157
122.44	6	5	p6.jpg	5	2.422759	157
134.11	6	5	p8.jpg	7	1.261727	157
143.24	6	1	p5.jpg	1	1.389919	157
155.28	6	5	p4.jpg	5	2.276143	157
165.86	6	5	p14.jpg	6	1.887501	157
177.17	6	1	p22.jpg	3	2.425672	157
186.67	6	1	p15.jpg	2	1.92506	157
197.97	6	1	p21.jpg	5	2.851619	157
207.1	6	5	p3.jpg	7	0.9726502	157
215.5	6	5	p11.jpg	7	1.011552	157
223.55	6	1	p19.jpg	3	2.133337	157
235.22	6	1	p12.jpg	1	1.459834	157
3	6	5	c22.jpg	3	2.267663	158
12.1	6	5	c4.jpg	2	3.561433	158
22	6	1	c19.jpg	2	1.518142	158
30	6	1	c18.jpg	1	0.8939309	158
41	6	5	c14.jpg	2	2.344503	158
49.7	6	1	c6.jpg	1	2.669825	158
59.6	6	1	c8.jpg	1	1.342799	158
69.1	6	5	c24.jpg	5	2.920025	158
80	6	1	c21.jpg	2	2.467913	158
88.4	6	5	c15.jpg	4	2.820543	158
100.1	6	1	c11.jpg	1	2.233157	158
111.4	6	5	c9.jpg	2	2.859079	158
121.6	6	1	c17.jpg	1	2.304023	158
130.7	6	5	c3.jpg	2	1.354754	158
138.8	6	1	c16.jpg	1	2.308808	158
150.5	6	5	c7.jpg	3	2.698017	158
161	6	5	c20.jpg	2	1.628423	158
173.1	6	1	c2.jpg	1	2.071931	158
183.7	6	1	c10.jpg	2	1.785433	158
195.7	6	5	c23.jpg	4	2.804263	158
205.2	6	1	c13.jpg	2	2.631295	158
214	6	1	c1.jpg	2	2.244709	158
224.2	6	5	c12.jpg	4	2.456635	158
235.5	6	5	c5.jpg	5	2.448626	158
3.02	6	1	c21.jpg	5	2.858588	161
13.98	6	1	c13.jpg	1	2.879273	161
22.38	6	5	c12.jpg	4	2.716199	161
31.88	6	1	c6.jpg	2	2.754546	161
39.91	6	1	c8.jpg	1	2.250881	161
50.13	6	5	c22.jpg	6	2.264169	161
58.17	6	5	c23.jpg	5	1.726801	161
68.74	6	1	c10.jpg	1	2.311505	161
80.41	6	5	c14.jpg	4	2.468273	161
91.35	6	5	c4.jpg	5	2.178364	161
99.76	6	5	c7.jpg	4	3.648728	161
109.61	6	5	c24.jpg	6	2.227575	161
121.65	6	1	c2.jpg	2	2.897414	161
132.97	6	5	c3.jpg	3	2.408962	161
144.64	6	1	c16.jpg	4	2.356538	161
153.4	6	1	c17.jpg	2	2.376033	161
162.52	6	5	c5.jpg	4	3.15171	161
173.84	6	1	c1.jpg	1	2.563306	161
185.87	6	1	c18.jpg	2	1.690692	161
195.73	6	1	c11.jpg	1	2.101743	161
206.31	6	5	c9.jpg	3	1.928867	161
216.53	6	1	c19.jpg	3	2.016406	161
226.02	6	5	c20.jpg	5	3.058737	161
234.78	6	5	c15.jpg	6	2.051298	161
3	6	1	p13.jpg	2	2.93536	162
13.6	6	1	p10.jpg	2	2.164119	162
22.4	6	5	p1.jpg	6	2.289294	162
34.5	6	1	p3.jpg	1	0.920467	162
46.5	6	5	p20.jpg	7	2.459653	162
57.1	6	5	p18.jpg	7	1.245001	162
66.9	6	1	p7.jpg	1	1.055224	162
76.4	6	1	p8.jpg	1	1.415239	162
85.6	6	5	p17.jpg	6	1.910551	162
94.3	6	5	p24.jpg	5	2.543342	162
105.6	6	1	p6.jpg	2	2.40825	162
115.9	6	1	p2.jpg	1	1.447488	162
127.2	6	5	p19.jpg	6	1.693235	162
135.6	6	5	p12.jpg	7	1.04001	162
144.7	6	1	p23.jpg	1	2.781358	162
152.7	6	5	p22.jpg	7	1.107	162
164.4	6	1	p11.jpg	1	1.293614	162
172.8	6	5	p15.jpg	5	2.581063	162
182.3	6	5	p5.jpg	6	2.588012	162
193.3	6	1	p9.jpg	1	2.952989	162
204.9	6	5	p21.jpg	6	1.636106	162
213	6	5	p16.jpg	5	2.317882	162
223.2	6	1	p14.jpg	1	2.802248	162
234.1	6	1	p4.jpg	1	1.099832	162
3.03	6	1	p12.jpg	2	1.914668	163
12.54	6	1	p1.jpg	1	1.102616	163
23.49	6	5	p7.jpg	5	1.482099	163
32.62	6	1	p16.jpg	1	1.873182	163
44.66	6	5	p9.jpg	7	1.070106	163
54.53	6	1	p20.jpg	2	1.600573	163
62.92	6	5	p23.jpg	2	1.316897	163
73.87	6	5	p13.jpg	5	2.233877	163
83.36	6	5	p14.jpg	6	2.091153	163
94.67	6	5	p10.jpg	7	1.852339	163
106.72	6	1	p22.jpg	2	1.359184	163
115.48	6	1	p24.jpg	1	2.052932	163
127.16	6	5	p4.jpg	5	1.734411	163
135.56	6	5	p8.jpg	6	1.820556	163
147.23	6	5	p3.jpg	5	1.412146	163
155.28	6	1	p5.jpg	2	1.396709	163
164.42	6	1	p19.jpg	3	1.841379	163
174.64	6	1	p17.jpg	3	3.484052	163
185.95	6	5	p2.jpg	7	1.788776	163
196.54	6	1	p18.jpg	2	1.815286	163
204.58	6	1	p15.jpg	3	1.559702	163
214.44	6	5	p11.jpg	5	1.782225	163
223.21	6	1	p21.jpg	4	1.715629	163
233.79	6	5	p6.jpg	5	2.052305	163
3.03	6	5	c6.jpg	5	2.806988	164
12.17	6	5	c17.jpg	6	2.320661	164
22.75	6	5	c16.jpg	6	1.761847	164
33.69	6	1	c7.jpg	6	2.789062	164
43.18	6	1	c12.jpg	5	1.544392	164
54.85	6	5	c19.jpg	6	1.85073	164
64.69	6	5	c8.jpg	6	2.087464	164
76.01	6	5	c2.jpg	6	1.289239	164
84.78	6	1	c14.jpg	4	1.859866	164
92.81	6	5	c18.jpg	6	1.47255	164
101.21	6	1	c9.jpg	5	1.358408	164
113.25	6	1	c22.jpg	6	2.728763	164
124.56	6	1	c3.jpg	5	2.200369	164
134.41	6	5	c10.jpg	6	1.46801	164
142.45	6	5	c13.jpg	5	0.950002	164
154.13	6	5	c1.jpg	5	2.611388	164
166.16	6	1	c24.jpg	5	1.619904	164
176.38	6	5	c21.jpg	7	1.381537	164
186.6	6	1	c15.jpg	5	2.598013	164
197.18	6	1	c20.jpg	4	3.68128	164
206.31	6	5	c11.jpg	2	0.1318371	164
215.79	6	1	c5.jpg	5	1.468549	164
226.73	6	1	c23.jpg	5	2.076479	164
235.13	6	1	c4.jpg	4	1.441323	164
3	6	1	p23.jpg	1	1.588066	165
15.1	6	5	p24.jpg	5	1.93461	165
23.8	6	1	p13.jpg	2	2.661301	165
34.8	6	5	p19.jpg	1	1.39957	165
46.1	6	5	p12.jpg	3	2.53991	165
56	6	1	p4.jpg	3	2.285663	165
66.5	6	1	p11.jpg	2	1.690385	165
74.9	6	1	p7.jpg	1	1.960507	165
84.8	6	1	p2.jpg	3	2.406111	165
95	6	5	p16.jpg	6	1.700789	165
106	6	1	p3.jpg	2	2.116064	165
115.1	6	5	p21.jpg	5	1.336123	165
123.5	6	1	p10.jpg	4	2.376329	165
132.3	6	5	p1.jpg	4	2.206464	165
141.4	6	5	p17.jpg	3	2.24027	165
153.1	6	5	p18.jpg	3	1.758294	165
163.7	6	1	p14.jpg	2	2.037828	165
171.7	6	1	p9.jpg	1	1.667834	165
181.2	6	1	p6.jpg	3	2.847655	165
192.5	6	5	p20.jpg	1	1.42415	165
202	6	5	p22.jpg	5	1.261696	165
212.2	6	1	p8.jpg	4	1.923807	165
223.9	6	5	p15.jpg	7	1.617421	165
236	6	5	p5.jpg	4	2.348259	165
3.1	6	1	p6.jpg	4	3.442706	166
15.1	6	5	p19.jpg	6	1.341843	166
23.9	6	5	p16.jpg	5	2.513086	166
32.3	6	1	p10.jpg	3	2.546372	166
43.6	6	1	p13.jpg	2	2.713283	166
51.7	6	1	p11.jpg	3	2.46752	166
62.6	6	5	p15.jpg	2	2.780632	166
72.5	6	1	p2.jpg	1	2.500827	166
81.2	6	5	p17.jpg	4	2.536151	166
92.6	6	5	p5.jpg	5	2.548252	166
101.7	6	5	p21.jpg	5	2.141167	166
111.2	6	5	p24.jpg	4	1.963999	166
121.4	6	5	p12.jpg	4	2.667568	166
133.1	6	1	p23.jpg	3	2.947963	166
141.5	6	5	p20.jpg	2	2.736497	166
152.1	6	1	p4.jpg	2	3.437125	166
161.2	6	1	p7.jpg	1	1.384942	166
170.7	6	1	p3.jpg	1	1.502619	166
181.3	6	1	p9.jpg	1	3.218614	166
192.9	6	1	p8.jpg	3	1.965745	166
203.2	6	5	p1.jpg	6	2.413213	166
215.2	6	5	p22.jpg	2	2.659757	166
226.2	6	5	p18.jpg	5	3.630333	166
234.2	6	1	p14.jpg	2	5.208041	166
3.1	6	1	c22.jpg	5	2.411579	167
11.1	6	5	c17.jpg	2	2.453097	167
19.5	6	1	c15.jpg	2	2.660346	167
31.6	6	1	c5.jpg	2	2.876683	167
42.9	6	5	c11.jpg	4	3.5029	167
51.6	6	5	c21.jpg	6	2.764654	167
61.1	6	5	c1.jpg	6	1.89507	167
72.8	6	5	c13.jpg	4	2.270251	167
84.1	6	1	c14.jpg	3	3.29243	167
92.5	6	1	c9.jpg	2	2.244629	167
103.1	6	1	c3.jpg	5	4.232208	167
114	6	1	c20.jpg	2	1.799832	167
123.9	6	5	c10.jpg	5	2.603443	167
134.1	6	1	c4.jpg	2	2.405283	167
143.6	6	5	c8.jpg	6	1.766511	167
154.5	6	5	c18.jpg	3	2.712205	167
166.6	6	5	c6.jpg	5	2.697104	167
177.2	6	1	c7.jpg	5	4.17E-04	167
186.3	6	1	c12.jpg	3	2.398278	167
195	6	1	c24.jpg	2	2.065723	167
205.3	6	5	c2.jpg	4	3.236233	167
214.4	6	5	c16.jpg	2	2.060395	167
222.4	6	5	c19.jpg	6	2.184959	167
232.3	6	1	c23.jpg	3	2.752204	167
3.04	6	5	c2.jpg	2	1.568543	171
14.72	6	1	c7.jpg	1	1.327639	171
23.51	6	1	c4.jpg	2	1.902577	171
34.82	6	1	c5.jpg	2	1.059507	171
45.4	6	5	c17.jpg	3	1.228099	171
56.71	6	1	c15.jpg	1	2.789676	171
67.65	6	1	c14.jpg	2	1.486208	171
77.5	6	1	c20.jpg	1	1.798189	171
89.54	6	1	c9.jpg	2	1.701676	171
101.21	6	1	c24.jpg	3	1.602356	171
109.24	6	1	c23.jpg	4	3.919627	171
119.46	6	5	c16.jpg	4	1.35005	171
129.32	6	5	c21.jpg	5	1.236654	171
138.81	6	1	c12.jpg	3	2.061492	171
147.23	6	5	c1.jpg	1	1.436604	171
158.17	6	5	c18.jpg	3	1.282513	171
166.2	6	5	c8.jpg	5	1.575192	171
174.6	6	5	c13.jpg	4	1.987475	171
183.72	6	5	c19.jpg	5	1.674179	171
195.76	6	5	c6.jpg	2	1.374475	171
204.53	6	5	c11.jpg	3	1.430424	171
214.75	6	1	c3.jpg	1	1.631433	171
223.88	6	5	c10.jpg	4	1.97756	171
234.46	6	1	c22.jpg	2	1.371943	171
3.03	6	1	c11.jpg	1	1.100753	172
11.08	6	5	c12.jpg	4	2.766679	172
19.12	6	1	c16.jpg	1	1.391893	172
30.42	6	1	c8.jpg	1	1.388884	172
42.45	6	5	c14.jpg	3	2.958138	172
53.4	6	5	c24.jpg	6	1.856704	172
63.98	6	1	c13.jpg	3	2.938907	172
74.57	6	5	c22.jpg	5	2.087727	172
83.34	6	1	c1.jpg	1	1.579763	172
92.83	6	1	c19.jpg	1	2.635592	172
104.5	6	5	c20.jpg	3	2.230191	172
113.99	6	5	c4.jpg	2	2.884442	172
126.02	6	1	c10.jpg	1	1.267503	172
134.42	6	5	c23.jpg	4	3.974726	172
144.65	6	5	c5.jpg	4	2.608803	172
155.96	6	5	c7.jpg	5	2.542394	172
167.63	6	1	c18.jpg	2	1.421211	172
177.84	6	1	c21.jpg	1	1.284399	172
186.99	6	5	c3.jpg	6	2.565012	172
196.11	6	1	c17.jpg	1	1.139712	172
207.07	6	1	c2.jpg	1	2.449288	172
215.83	6	5	c15.jpg	3	2.199982	172
225.68	6	1	c6.jpg	1	2.203524	172
235.53	6	5	c9.jpg	6	1.661567	172
3.1	6	1	p23.jpg	3	2.183052	173
15.1	6	5	p16.jpg	5	1.365187	173
24.6	6	5	p12.jpg	5	1.179815	173
34.9	6	5	p19.jpg	3	0.9770742	173
44.7	6	5	p22.jpg	4	1.2235	173
56.8	6	1	p3.jpg	5	1.039166	173
68.1	6	5	p5.jpg	5	1.015522	173
76.8	6	1	p2.jpg	2	1.720085	173
86.7	6	1	p6.jpg	5	1.214994	173
95.5	6	1	p4.jpg	2	1.497605	173
105.7	6	1	p14.jpg	3	1.730872	173
115.2	6	5	p24.jpg	5	1.88242	173
126.5	6	1	p13.jpg	2	2.257473	173
137.1	6	5	p20.jpg	2	2.364983	173
148.7	6	1	p11.jpg	3	1.893107	173
