onset	duration	trial_type	stim	response	response_time	sub
115.9	6	1	p15.jpg	4	1.289339	135
124.3	6	5	p9.jpg	5	1.405885	135
134.2	6	1	p21.jpg	4	1.414543	135
143.6	6	1	p24.jpg	5	1.622363	135
154.2	6	1	p22.jpg	5	1.191352	135
165.5	6	1	p16.jpg	3	1.770674	135
174.3	6	5	p14.jpg	4	1.929799	135
183.4	6	5	p10.jpg	5	4.70468	135
195.5	6	5	p6.jpg	3	2.743393	135
205.7	6	1	p18.jpg	5	1.231772	135
215.9	6	1	p20.jpg	5	1.134876	135
226.9	6	1	p17.jpg	3	1.629932	135
234.9	6	1	p5.jpg	2	1.945357	135
3.031	6	1	c24.jpg	1	1.053879	136
12.896	6	5	c11.jpg	4	2.336814	136
22.021	6	1	c23.jpg	1	1.386106	136
30.054	6	5	c6.jpg	4	2.130892	136
42.111	6	1	c20.jpg	2	2.588887	136
52.687	6	5	c18.jpg	6	1.633448	136
61.45	6	5	c17.jpg	7	1.665732	136
71.301	6	5	c10.jpg	3	2.034424	136
80.808	6	1	c3.jpg	1	1.51542	136
89.566	6	1	c12.jpg	1	1.704368	136
101.615	6	5	c2.jpg	3	2.127487	136
111.833	6	1	c22.jpg	1	1.274703	136
121.324	6	5	c19.jpg	3	2.24618	136
132.265	6	5	c16.jpg	4	1.566741	136
140.664	6	5	c21.jpg	5	1.377979	136
151.987	6	5	c1.jpg	2	1.591753	136
160.027	6	1	c9.jpg	1	1.522335	136
171.699	6	1	c14.jpg	2	1.50206	136
180.095	6	1	c15.jpg	1	1.899937	136
190.31	6	1	c7.jpg	2	1.25739	136
201.252	6	1	c5.jpg	1	1.209718	136
210.374	6	5	c13.jpg	5	1.648893	136
220.957	6	1	c4.jpg	4	2.035535	136
232.265	6	5	c8.jpg	5	1.728479	136
3.02	6	5	c23.jpg	2	2.319009	142
13.27	6	1	c1.jpg	6	1.483887	142
25.31	6	5	c22.jpg	5	2.467016	142
34.09	6	1	c2.jpg	1	1.443249	142
45.77	6	5	c14.jpg	6	1.678025	142
54.89	6	1	c18.jpg	2	1.595252	142
64.74	6	1	c8.jpg	2	2.666539	142
75.32	6	1	c19.jpg	5	3.34948	142
84.08	6	5	c4.jpg	3	2.007801	142
96.12	6	1	c11.jpg	4	1.3056	142
105.61	6	1	c16.jpg	2	2.80519	142
115.83	6	5	c5.jpg	2	1.842806	142
126.77	6	1	c10.jpg	2	1.941794	142
137.71	6	5	c20.jpg	5	1.214486	142
148.32	6	5	c3.jpg	6	2.16143	142
158.17	6	1	c6.jpg	2	2.299004	142
167.29	6	5	c7.jpg	3	2.87867	142
176.78	6	5	c24.jpg	4	2.725674	142
184.81	6	5	c9.jpg	7	2.100826	142
196.11	6	5	c12.jpg	7	1.715447	142
207.78	6	5	c15.jpg	6	1.997124	142
216.19	6	1	c21.jpg	1	1.76135	142
227.5	6	1	c13.jpg	1	2.505418	142
235.9	6	1	c17.jpg	3	2.001494	142
3	6	5	p20.jpg	2	1.889863	143
13.6	6	1	p14.jpg	2	1.934521	143
24.9	6	1	p7.jpg	2	2.6962	143
34.1	6	1	p13.jpg	2	3.249942	143
44.6	6	1	p3.jpg	4	2.354786	143
56.7	6	5	p12.jpg	5	2.085242	143
65.5	6	1	p11.jpg	3	2.447556	143
73.5	6	1	p8.jpg	2	2.78141	143
83	6	1	p2.jpg	1	2.438148	143
94.7	6	5	p21.jpg	3	2.586564	143
104.9	6	5	p5.jpg	4	2.070772	143
113.3	6	1	p6.jpg	2	2.517536	143
121.7	6	5	p17.jpg	5	2.962558	143
133.8	6	1	p9.jpg	3	1.605124	143
143.6	6	5	p22.jpg	5	3.576941	143
152.7	6	5	p16.jpg	3	2.071645	143
160.8	6	1	p23.jpg	3	2.696121	143
171	6	5	p1.jpg	6	2.734519	143
182.7	6	5	p18.jpg	4	3.10807	143
194	6	1	p10.jpg	1	3.600125	143
202.8	6	5	p19.jpg	6	2.141722	143
212.3	6	5	p15.jpg	5	1.873054	143
223.2	6	1	p4.jpg	3	1.804576	143
234.2	6	5	p24.jpg	5	1.26239	143
3	6	5	c18.jpg	5	4.09277	144
13.3	6	1	c4.jpg	2	2.531977	144
22.4	6	1	c14.jpg	3	1.657476	144
30.8	6	5	c6.jpg	3	2.127067	144
39.5	6	1	c22.jpg	3	3.109834	144
50.5	6	5	c10.jpg	3	1.862291	144
62.5	6	1	c15.jpg	5	4.546917	144
70.6	6	5	c1.jpg	6	2.729955	144
82.2	6	1	c20.jpg	2	2.909583	144
93.6	6	1	c3.jpg	2	5.148321	144
105.6	6	1	c23.jpg	2	2.652755	144
115.4	6	1	c9.jpg	4	2.461055	144
126	6	5	c13.jpg	NA	NA	144
136.6	6	5	c8.jpg	5	3.753842	144
144.6	6	1	c24.jpg	2	3.618506	144
156.3	6	5	c17.jpg	4	3.702796	144
165.4	6	5	c19.jpg	5	4.227862	144
176.4	6	5	c21.jpg	6	3.80256	144
185.9	6	1	c12.jpg	2	2.725258	144
194.6	6	5	c16.jpg	5	5.017746	144
203	6	5	c11.jpg	4	2.022126	144
212.9	6	5	c2.jpg	4	3.517464	144
224.2	6	1	c7.jpg	4	4.566106	144
234.4	6	1	c5.jpg	2	4.424471	144
3.03	6	5	p17.jpg	6	3.173312	146
11.81	6	5	p18.jpg	5	2.845962	146
22.41	6	1	p9.jpg	5	1.948529	146
30.45	6	5	p16.jpg	5	1.710015	146
41.39	6	1	p11.jpg	3	3.705149	146
52.35	6	1	p13.jpg	3	4.951056	146
64.01	6	5	p15.jpg	5	2.496082	146
73.14	6	1	p4.jpg	2	2.60666	146
83.37	6	5	p12.jpg	5	3.164233	146
91.41	6	1	p14.jpg	1	2.88248	146
100.17	6	5	p19.jpg	4	4.577525	146
111.86	6	5	p5.jpg	4	2.724217	146
123.89	6	1	p8.jpg	5	1.528628	146
133.75	6	5	p24.jpg	4	4.544577	146
143.25	6	5	p22.jpg	3	1.704869	146
153.12	6	1	p7.jpg	2	2.504064	146
161.52	6	1	p6.jpg	5	2.300223	146
172.1	6	1	p3.jpg	1	2.954461	146
181.59	6	1	p10.jpg	3	1.639901	146
190.72	6	1	p2.jpg	1	1.59707	146
202.04	6	5	p1.jpg	7	2.679178	146
212.28	6	5	p20.jpg	4	1.637799	146
223.58	6	5	p21.jpg	5	0.8359432	146
231.99	6	1	p23.jpg	2	2.810228	146
3.1	6	1	p17.jpg	2	3.046343	147
11.5	6	1	p18.jpg	4	3.612441	147
20.6	6	5	p4.jpg	4	1.949587	147
28.6	6	5	p2.jpg	5	4.395194	147
37.1	6	1	p5.jpg	3	4.304398	147
45.8	6	5	p14.jpg	4	1.743295	147
56.4	6	1	p21.jpg	3	3.767314	147
66.3	6	5	p11.jpg	2	3.369361	147
75	6	5	p6.jpg	4	2.745111	147
84.2	6	5	p10.jpg	NA	NA	147
94.4	6	5	p7.jpg	4	2.248283	147
105.3	6	1	p12.jpg	3	3.34951	147
115.6	6	5	p8.jpg	4	3.891856	147
127.6	6	5	p3.jpg	5	1.794007	147
137.1	6	1	p1.jpg	NA	NA	147
147.7	6	1	p16.jpg	3	3.346175	147
159.4	6	1	p20.jpg	1	4.956886	147
168.9	6	1	p15.jpg	2	4.165063	147
176.9	6	1	p19.jpg	3	4.105191	147
188.9	6	5	p13.jpg	5	2.03797	147
200.3	6	5	p9.jpg	4	3.471255	147
210.1	6	1	p22.jpg	2	3.020671	147
221.4	6	5	p23.jpg	5	3.995486	147
233.1	6	1	p24.jpg	3	4.820536	147
3.026	6	5	c11.jpg	2	2.164488	149
11.082	6	5	c1.jpg	2	2.476356	149
20.574	6	5	c10.jpg	3	2.378571	149
31.884	6	1	c24.jpg	1	2.826887	149
39.923	6	1	c20.jpg	2	6.70E-04	149
50.5	6	5	c13.jpg	2	2.357199	149
59.626	6	1	c15.jpg	1	2.024963	149
69.846	6	5	c19.jpg	1	2.824538	149
81.519	6	5	c6.jpg	2	3.911592	149
93.552	6	1	c5.jpg	2	3.669012	149
102.32	6	5	c21.jpg	2	1.939347	149
113.266	6	1	c14.jpg	2	2.859791	149
122.393	6	1	c7.jpg	1	2.34314	149
130.792	6	1	c4.jpg	1	2.051011	149
140.286	6	5	c17.jpg	3	3.373665	149
149.048	6	1	c23.jpg	1	2.358905	149
159.993	6	1	c9.jpg	1	2.921574	149
172.028	6	5	c8.jpg	2	2.427786	149
180.424	6	5	c18.jpg	2	2.291458	149
191.005	6	1	c12.jpg	1	2.711253	149
202.675	6	1	c22.jpg	1	2.049386	149
214.004	6	5	c16.jpg	1	2.093094	149
223.878	6	5	c2.jpg	3	3.14982	149
234.103	6	1	c3.jpg	1	4.397384	149
3.1	6	5	p10.jpg	4	1.50654	151
15.1	6	5	p14.jpg	3	3.463559	151
23.9	6	5	p11.jpg	4	2.286671	151
35.6	6	1	p20.jpg	1	2.361364	151
47.3	6	1	p21.jpg	2	1.638475	151
56	6	1	p19.jpg	1	1.714225	151
65.9	6	1	p17.jpg	1	2.004035	151
74.3	6	5	p23.jpg	5	1.79377	151
85.6	6	1	p12.jpg	2	1.362157	151
93.6	6	5	p4.jpg	5	2.707517	151
104.2	6	5	p6.jpg	5	1.9116	151
113.7	6	1	p16.jpg	2	1.55273	151
122.8	6	5	p13.jpg	3	2.495949	151
133.8	6	1	p22.jpg	1	2.547949	151
143.3	6	1	p15.jpg	1	1.175016	151
154.2	6	5	p9.jpg	6	2.400336	151
163.4	6	1	p24.jpg	3	1.628231	151
173.6	6	5	p2.jpg	5	1.723506	151
181.6	6	5	p3.jpg	4	1.188506	151
191.9	6	5	p8.jpg	3	1.463778	151
200.3	6	1	p5.jpg	2	1.655288	151
211.6	6	5	p7.jpg	6	1.457965	151
221.4	6	1	p18.jpg	2	1.299344	151
233.5	6	1	p1.jpg	2	1.272218	151
3.03	6	1	c10.jpg	3	1.727613	152
11.82	6	1	c2.jpg	6	1.202992	152
22.4	6	1	c13.jpg	4	1.267593	152
32.26	6	5	c22.jpg	5	1.191439	152
43.58	6	1	c1.jpg	6	1.708783	152
54.89	6	5	c15.jpg	5	0.9280647	152
63.28	6	5	c14.jpg	6	2.384975	152
73.85	6	5	c7.jpg	5	0.911497	152
82.98	6	1	c11.jpg	5	0.8594535	152
93.2	6	5	c20.jpg	4	1.067931	152
104.14	6	1	c8.jpg	5	1.093317	152
115.09	6	1	c18.jpg	3	2.162427	152
124.22	6	5	c12.jpg	5	1.202378	152
133.71	6	5	c4.jpg	4	1.162884	152
141.74	6	5	c24.jpg	6	1.106305	152
153.78	6	1	c19.jpg	5	1.597101	152
165.82	6	1	c17.jpg	5	0.5944848	152
177.48	6	5	c23.jpg	4	0.9001474	152
186.24	6	5	c9.jpg	5	0.6499132	152
196.11	6	5	c3.jpg	5	2.512648	152
207.78	6	1	c6.jpg	5	1.161692	152
217.28	6	1	c21.jpg	3	3.692021	152
225.31	6	5	c5.jpg	6	1.892082	152
235.52	6	1	c16.jpg	3	1.702779	152
3.04	6	5	p15.jpg	7	3.060194	153
15.1	6	1	p3.jpg	1	3.901912	153
27.14	6	1	p4.jpg	1	3.153323	153
38.81	6	1	p14.jpg	3	3.064422	153
46.85	6	1	p7.jpg	6	4.127922	153
55.61	6	5	p24.jpg	6	4.245318	153
64.37	6	1	p8.jpg	1	0.836297	153
75.68	6	1	p9.jpg	1	1.269121	153
85.55	6	5	p12.jpg	6	1.799244	153
97.22	6	5	p19.jpg	6	1.423097	153
107.09	6	1	p10.jpg	6	1.095251	153
116.22	6	5	p5.jpg	6	1.314364	153
124.25	6	5	p16.jpg	5	0.9956028	153
135.57	6	5	p1.jpg	5	0.9191164	153
146.52	6	5	p20.jpg	6	1.819746	153
154.93	6	1	p11.jpg	1	4.714435	153
164.42	6	1	p2.jpg	NA	NA	153
172.83	6	1	p6.jpg	6	1.710075	153
183.41	6	5	p22.jpg	6	3.203178	153
192.55	6	5	p17.jpg	4	0.1028076	153
203.13	6	1	p23.jpg	3	3.564129	153
214.07	6	5	p21.jpg	5	3.443122	153
223.57	6	5	p18.jpg	6	1.671395	153
233.79	6	1	p13.jpg	5	1.610396	153
3.04	6	1	c3.jpg	4	0.5342786	154
12.91	6	5	c2.jpg	5	0.001287042	154
23.87	6	1	c12.jpg	4	7.19E-04	154
35.54	6	5	c16.jpg	4	5.18E-04	154
47.57	6	5	c17.jpg	2	9.86E-04	154
58.88	6	1	c14.jpg	4	5.44E-04	154
68.37	6	1	c9.jpg	5	5.64E-04	154
79.31	6	5	c10.jpg	1	7.81E-04	154
89.53	6	1	c7.jpg	5	5.03E-04	154
98.29	6	1	c23.jpg	2	7.63E-04	154
106.69	6	5	c8.jpg	5	5.38E-04	154
115.82	6	5	c13.jpg	7	8.01E-04	154
123.85	6	1	c4.jpg	1	5.17E-04	154
131.89	6	1	c5.jpg	5	4.69E-04	154
143.2	6	5	c1.jpg	7	4.74E-04	154
151.97	6	1	c22.jpg	3	8.25E-04	154
164.01	6	1	c15.jpg	6	0.05872828	154
174.22	6	5	c18.jpg	3	0.1109903	154
183.72	6	5	c6.jpg	7	4.40E-04	154
195.39	6	5	c11.jpg	6	4.46E-04	154
205.24	6	1	c20.jpg	2	0.03549467	154
214.37	6	5	c19.jpg	1	4.42E-04	154
224.94	6	1	c24.jpg	1	4.01E-04	154
235.53	6	5	c21.jpg	3	0.01727551	154
3.03	6	1	p1.jpg	2	3.195257	156
11.44	6	5	p4.jpg	5	2.66683	156
19.48	6	1	p22.jpg	1	2.159939	156
30.06	6	1	p24.jpg	1	2.23499	156
42.1	6	1	p5.jpg	1	3.060527	156
51.23	6	5	p23.jpg	6	1.714648	156
62.54	6	5	p9.jpg	5	2.382744	156
74.21	6	1	p18.jpg	4	3.108079	156
84.44	6	5	p8.jpg	5	2.093401	156
93.21	6	5	p2.jpg	5	1.453451	156
101.61	6	5	p11.jpg	5	1.520886	156
113.66	6	5	p7.jpg	5	1.988836	156
122.79	6	1	p15.jpg	1	1.804134	156
134.1	6	5	p13.jpg	4	3.065298	156
144.68	6	1	p20.jpg	1	2.284282	156
152.73	6	5	p6.jpg	5	1.819262	156
163.68	6	1	p16.jpg	1	1.822693	156
173.54	6	1	p17.jpg	1	2.316735	156
185.22	6	1	p19.jpg	3	3.452306	156
193.99	6	1	p21.jpg	3	3.040821	156
203.49	6	5	p14.jpg	5	1.602372	156
212.99	6	5	p10.jpg	5	2.995887	156
223.21	6	1	p12.jpg	2	3.297184	156
234.15	6	5	p3.jpg	5	1.863596	156
3.04	6	1	c1.jpg	3	3.084193	157
12.17	6	5	c24.jpg	6	1.271825	157
20.21	6	1	c10.jpg	4	1.955194	157
30.43	6	5	c22.jpg	7	0.9942682	157
41.74	6	5	c15.jpg	7	1.124995	157
52.68	6	1	c6.jpg	1	2.080582	157
61.08	6	5	c3.jpg	7	1.908952	157
72.75	6	1	c21.jpg	1	1.454668	157
81.51	6	5	c23.jpg	7	1.059677	157
89.9	6	1	c13.jpg	1	1.530821	157
100.48	6	5	c12.jpg	6	1.48674	157
109.96	6	5	c9.jpg	5	1.560156	157
119.09	6	1	c8.jpg	2	2.628485	157
130.76	6	5	c5.jpg	6	1.632498	157
140.98	6	5	c7.jpg	3	2.093943	157
151.56	6	5	c4.jpg	7	1.176706	157
161.4	6	1	c17.jpg	1	1.18299	157
172.72	6	5	c20.jpg	7	2.786275	157
181.49	6	1	c2.jpg	1	1.040405	157
193.52	6	1	c18.jpg	2	3.075777	157
204.47	6	5	c14.jpg	6	2.590867	157
216.49	6	1	c16.jpg	1	1.183584	157
225.98	6	1	c11.jpg	1	3.495114	157
234.02	6	1	c19.jpg	4	1.993513	157
3	6	5	p8.jpg	6	1.929674	158
11.1	6	1	p18.jpg	4	1.972631	158
19.8	6	5	p14.jpg	3	2.331112	158
30.1	6	1	p21.jpg	1	2.409624	158
39.9	6	5	p2.jpg	5	2.683087	158
48.3	6	1	p22.jpg	1	1.70047	158
58.6	6	5	p7.jpg	1	1.895478	158
69.5	6	5	p9.jpg	4	2.600683	158
79.4	6	1	p12.jpg	2	2.404696	158
88.8	6	1	p1.jpg	1	1.764287	158
97.3	6	5	p6.jpg	2	2.737256	158
108.9	6	5	p3.jpg	3	2.079628	158
121	6	1	p19.jpg	2	1.597309	158
130.1	6	5	p4.jpg	4	2.129147	158
139.2	6	1	p15.jpg	3	2.965976	158
149.8	6	1	p16.jpg	1	1.799079	158
157.9	6	5	p11.jpg	5	1.528821	158
166.6	6	5	p23.jpg	2	1.615396	158
176.1	6	5	p13.jpg	5	1.801859	158
186.7	6	1	p24.jpg	2	1.864442	158
198.8	6	5	p10.jpg	4	1.878767	158
210.1	6	1	p5.jpg	1	3.036014	158
221.4	6	1	p20.jpg	2	4.094445	158
232.3	6	1	p17.jpg	1	2.123889	158
3.05	6	1	p19.jpg	1	3.16912	161
15.1	6	1	p15.jpg	1	1.831999	161
23.14	6	1	p24.jpg	1	1.506161	161
31.9	6	1	p18.jpg	2	2.281357	161
41.75	6	5	p10.jpg	4	2.337657	161
50.88	6	5	p23.jpg	6	2.619628	161
60.74	6	5	p2.jpg	5	1.631313	161
68.79	6	5	p14.jpg	6	2.764334	161
80.1	6	5	p3.jpg	7	3.140517	161
88.86	6	1	p21.jpg	1	1.28421	161
98.35	6	1	p12.jpg	1	1.366149	161
106.75	6	5	p13.jpg	5	2.598703	161
118.79	6	1	p5.jpg	4	2.104439	161
130.47	6	5	p9.jpg	3	2.473078	161
138.87	6	1	p17.jpg	2	2.059738	161
148	6	1	p1.jpg	1	1.989126	161
158.58	6	1	p16.jpg	1	1.359999	161
168.8	6	5	p7.jpg	5	3.211443	161
180.48	6	1	p22.jpg	2	2.70313	161
191.43	6	5	p6.jpg	5	2.25736	161
200.92	6	5	p4.jpg	3	2.836466	161
211.14	6	5	p8.jpg	4	2.33153	161
222.1	6	1	p20.jpg	2	1.949711	161
233.41	6	5	p11.jpg	4	1.871659	161
3.1	6	5	c13.jpg	6	2.572715	162
12.2	6	1	c23.jpg	1	1.352778	162
22	6	5	c6.jpg	5	3.847972	162
31.5	6	1	c22.jpg	2	1.820356	162
43.2	6	5	c19.jpg	6	1.360822	162
54.1	6	1	c7.jpg	3	2.241666	162
66.2	6	5	c1.jpg	2	2.158599	162
77.5	6	5	c2.jpg	5	3.027759	162
85.9	6	5	c21.jpg	5	4.361855	162
97.9	6	1	c15.jpg	2	2.138954	162
107.4	6	5	c8.jpg	7	1.088064	162
116.2	6	1	c9.jpg	1	1.130889	162
125.3	6	1	c24.jpg	2	1.713595	162
135.5	6	1	c3.jpg	3	1.75131	162
144.3	6	1	c20.jpg	4	1.599833	162
155.2	6	5	c10.jpg	7	1.549492	162
166.9	6	5	c17.jpg	7	2.607998	162
174.9	6	5	c18.jpg	6	1.490485	162
185.5	6	1	c5.jpg	2	2.607694	162
193.9	6	1	c14.jpg	1	2.164313	162
205.2	6	5	c11.jpg	5	4.720679	162
215.1	6	1	c12.jpg	1	1.575225	162
223.1	6	5	c16.jpg	6	1.797402	162
233.3	6	1	c4.jpg	1	2.174939	162
3.02	6	5	c5.jpg	4	2.042186	163
12.89	6	5	c23.jpg	3	1.574968	163
22.01	6	1	c6.jpg	2	1.517082	163
32.23	6	5	c4.jpg	6	1.753088	163
40.99	6	5	c14.jpg	5	1.405696	163
50.47	6	5	c15.jpg	5	1.223391	163
61.05	6	1	c8.jpg	3	1.167749	163
69.81	6	1	c11.jpg	2	1.600839	163
79.31	6	1	c1.jpg	2	1.923096	163
90.25	6	5	c20.jpg	4	1.948503	163
101.93	6	1	c21.jpg	2	1.75993	163
113.25	6	5	c3.jpg	5	1.311995	163
124.56	6	5	c24.jpg	3	1.233532	163
134.77	6	1	c17.jpg	1	1.125331	163
144.63	6	1	c2.jpg	1	1.098865	163
152.67	6	1	c19.jpg	2	1.46571	163
161.07	6	5	c12.jpg	7	1.248108	163
172	6	1	c10.jpg	2	1.354383	163
184.04	6	1	c13.jpg	3	1.651947	163
195.7	6	1	c18.jpg	2	1.97894	163
204.83	6	1	c16.jpg	2	1.40429	163
215.41	6	5	c22.jpg	6	1.040279	163
223.81	6	5	c7.jpg	6	1.650992	163
235.84	6	5	c9.jpg	5	0.9678214	163
3.04	6	1	p4.jpg	1	0.3778096	164
12.17	6	1	p13.jpg	4	2.029834	164
21.66	6	1	p10.jpg	4	2.683287	164
32.61	6	5	p16.jpg	6	2.050159	164
41.02	6	5	p22.jpg	5	2.119404	164
50.52	6	5	p19.jpg	5	1.727983	164
59.66	6	1	p11.jpg	4	1.461618	164
69.51	6	5	p15.jpg	5	1.628152	164
79.37	6	1	p7.jpg	5	0.9765553	164
89.95	6	5	p12.jpg	2	0.001002312	164
100.55	6	1	p8.jpg	5	1.668121	164
112.59	6	5	p5.jpg	6	1.202358	164
120.63	6	1	p2.jpg	3	1.968023	164
130.86	6	5	p20.jpg	4	1.759219	164
142.9	6	5	p1.jpg	5	1.439182	164
154.59	6	5	p18.jpg	6	1.185655	164
165.55	6	5	p21.jpg	6	1.35085	164
174.31	6	5	p17.jpg	5	1.670592	164
185.61	6	1	p14.jpg	6	1.322821	164
193.66	6	1	p23.jpg	6	1.751701	164
202.06	6	1	p3.jpg	2	1.547578	164
210.84	6	5	p24.jpg	5	2.23882	164
221.07	6	1	p9.jpg	6	1.877934	164
232.74	6	1	p6.jpg	4	2.022078	164
3.1	6	1	c3.jpg	4	2.419994	165
11.5	6	5	c6.jpg	6	2.28114	165
22.4	6	5	c19.jpg	4	1.85081	165
34.5	6	1	c9.jpg	2	3.130449	165
43.2	6	5	c13.jpg	6	1.444731	165
53.1	6	1	c24.jpg	1	1.854675	165
63	6	5	c21.jpg	5	2.365153	165
74.6	6	5	c10.jpg	7	1.458775	165
84.1	6	1	c15.jpg	1	1.102723	165
95.1	6	5	c16.jpg	7	1.252179	165
104.2	6	1	c14.jpg	2	2.886884	165
114.8	6	5	c8.jpg	5	2.337067	165
125.4	6	5	c1.jpg	7	1.527319	165
134.1	6	1	c4.jpg	2	1.450565	165
144.3	6	1	c5.jpg	1	0.948774	165
155.6	6	1	c22.jpg	2	1.483616	165
165.1	6	1	c12.jpg	1	1.047748	165
176.8	6	5	c18.jpg	5	2.457906	165
184.8	6	1	c20.jpg	2	2.98687	165
192.9	6	5	c11.jpg	5	1.619087	165
204.2	6	5	c2.jpg	6	1.150727	165
214.4	6	1	c23.jpg	1	0.9508018	165
226.5	6	1	c7.jpg	2	1.617918	165
235.6	6	5	c17.jpg	7	1.000952	165
3.1	6	1	c15.jpg	2	2.479784	166
13.3	6	5	c1.jpg	4	2.031551	166
22.8	6	1	c3.jpg	2	3.585202	166
31.2	6	1	c23.jpg	1	2.47783	166
42.9	6	1	c14.jpg	2	2.910664	166
52.4	6	1	c9.jpg	3	2.433382	166
62.2	6	5	c8.jpg	4	1.853796	166
72.8	6	5	c16.jpg	6	2.6207	166
80.8	6	1	c24.jpg	2	2.214883	166
88.9	6	5	c10.jpg	6	2.067007	166
97.6	6	1	c4.jpg	2	1.837255	166
109	6	1	c12.jpg	2	2.075735	166
118.1	6	1	c20.jpg	3	1.642283	166
126.8	6	5	c17.jpg	4	2.006449	166
137	6	1	c7.jpg	3	3.238353	166
148	6	5	c13.jpg	3	2.506293	166
156.4	6	5	c11.jpg	5	1.581609	166
165.5	6	5	c18.jpg	6	2.565484	166
175.4	6	5	c19.jpg	6	1.885536	166
187.4	6	1	c22.jpg	1	2.157996	166
199.5	6	5	c6.jpg	6	1.392166	166
211.1	6	1	c5.jpg	5	1.743336	166
221.7	6	5	c21.jpg	3	1.67938	166
232.7	6	5	c2.jpg	3	2.067073	166
3.04	6	5	p20.jpg	2	1.578925	171
12.55	6	1	p11.jpg	3	1.286848	171
22.05	6	5	p15.jpg	4	1.807286	171
32.68	6	1	p7.jpg	2	1.304715	171
41.09	6	5	p24.jpg	4	1.622406	171
49.85	6	5	p17.jpg	2	1.609686	171
57.89	6	5	p5.jpg	3	1.616489	171
66.3	6	1	p2.jpg	3	2.565048	171
74.34	6	1	p14.jpg	3	1.274018	171
84.19	6	5	p1.jpg	4	1.247474	171
95.51	6	1	p23.jpg	3	1.087514	171
106.46	6	5	p19.jpg	3	0.9660376	171
116.33	6	1	p6.jpg	3	1.015963	171
127.63	6	1	p3.jpg	2	1.429635	171
139.32	6	1	p10.jpg	3	1.084372	171
148.1	6	1	p4.jpg	3	0.9760026	171
158.31	6	5	p12.jpg	3	1.872726	171
168.55	6	5	p18.jpg	1	1.950851	171
179.5	6	1	p9.jpg	2	1.598982	171
190.09	6	5	p16.jpg	3	1.642882	171
202.13	6	5	p21.jpg	5	1.658905	171
211.26	6	1	p8.jpg	2	2.060705	171
220.39	6	1	p13.jpg	2	1.1269	171
232.44	6	5	p22.jpg	3	1.392017	171
3.03	6	5	p3.jpg	4	2.756012	172
11.08	6	5	p11.jpg	6	1.661756	172
22.04	6	1	p21.jpg	1	2.335831	172
33	6	5	p7.jpg	5	1.787915	172
42.85	6	5	p9.jpg	4	1.968197	172
51.99	6	5	p2.jpg	4	1.938765	172
63.31	6	1	p16.jpg	1	2.961499	172
74.98	6	5	p10.jpg	6	2.924396	172
85.21	6	1	p17.jpg	1	1.461782	172
94.34	6	5	p23.jpg	5	4.048331	172
103.84	6	1	p18.jpg	1	1.929815	172
114.06	6	1	p12.jpg	1	1.502925	172
123.92	6	1	p22.jpg	1	2.622993	172
135.97	6	1	p5.jpg	1	1.984903	172
144.02	6	5	p8.jpg	5	3.784073	172
152.8	6	1	p24.jpg	1	2.025055	172
161.2	6	1	p15.jpg	1	3.494319	172
171.79	6	1	p20.jpg	2	2.089112	172
180.56	6	1	p1.jpg	1	1.94227	172
191.87	6	5	p6.jpg	2	2.274518	172
200.28	6	1	p19.jpg	1	3.255283	172
209.78	6	5	p4.jpg	4	4.060677	172
221.46	6	5	p13.jpg	7	2.315021	172
233.51	6	5	p14.jpg	6	2.842797	172
3	6	1	c14.jpg	3	2.315677	173
11.1	6	5	c6.jpg	5	1.079439	173
20.9	6	1	c3.jpg	4	1.270382	173
29.3	6	5	c2.jpg	2	2.444039	173
37.7	6	1	c4.jpg	2	1.042492	173
48	6	5	c1.jpg	5	0.7206901	173
58.2	6	1	c24.jpg	4	1.910635	173
68.8	6	5	c13.jpg	5	0.9876641	173
77.5	6	5	c19.jpg	3	1.787814	173
88.9	6	5	c17.jpg	5	0.747107	173
98.3	6	5	c8.jpg	4	0.6708869	173
110.4	6	1	c9.jpg	5	1.633948	173
122.1	6	1	c5.jpg	2	1.507357	173
131.6	6	5	c10.jpg	5	0.9476972	173
143.2	6	5	c16.jpg	3	1.760098	173
154.2	6	1	c23.jpg	5	2.034049	173
165.5	6	1	c22.jpg	2	1.335257	173
174.2	6	1	c15.jpg	3	2.529146	173
185.2	6	1	c20.jpg	2	2.071552	173
197.2	6	1	c7.jpg	4	2.507656	173
206.3	6	5	c18.jpg	5	1.530746	173
214.4	6	1	c12.jpg	3	1.913524	173
224.2	6	5	c21.jpg	6	1.90802	173
233.4	6	5	c11.jpg	5	1.947971	173
3.03	6	5	p22.jpg	5	4.075232	174
11.09	6	5	p19.jpg	6	2.443569	174
22.4	6	5	p16.jpg	6	1.983061	174
30.8	6	1	p4.jpg	1	1.063102	174
42.84	6	1	p11.jpg	1	1.007365	174
51.6	6	5	p15.jpg	5	3.704711	174
63.27	6	1	p13.jpg	1	1.166991	174
71.3	6	1	p23.jpg	2	3.195508	174
82.24	6	5	p21.jpg	7	2.220538	174
92.83	6	5	p5.jpg	4	3.785426	174
101.6	6	5	p20.jpg	4	2.831059	174
110.73	6	1	p14.jpg	1	1.813715	174
120.94	6	1	p2.jpg	1	1.019308	174
132.62	6	1	p10.jpg	2	3.1049	174
142.13	6	1	p7.jpg	1	1.287504	174
152.71	6	5	p1.jpg	4	4.991305	174
