onset	duration	trial_type	response	response_time	stim	sub
3.1	6	1_inacc	3	4.737892	c8.jpg	103
14.8	6	5_inacc	4	4.977862	c7.jpg	103
25	6	1_inacc	4	4.719666	c13.jpg	103
34.9	6	1_inacc	1	3.878363	c17.jpg	103
43	6	1_inacc	1	4.374227	c16.jpg	103
54.4	6	5_acc	4	3.930759	c20.jpg	103
62.4	6	1_inacc	1	5.34469	c19.jpg	103
74.5	6	1_inacc	2	4.995637	c1.jpg	103
83.6	6	1_acc	2	5.998056	c21.jpg	103
92.1	6	5_acc	4	2.997983	c5.jpg	103
103.8	6	5_inacc	1	4.564913	c4.jpg	103
114.4	6	5_acc	2	2.828489	c3.jpg	103
125.4	6	1_miss	NA	NA	c18.jpg	103
135.6	6	1_inacc	2	4.056788	c6.jpg	103
146.6	6	1_inacc	1	4.322633	c11.jpg	103
156.2	6	5_inacc	3	4.569697	c15.jpg	103
165.3	6	5_inacc	2	4.933644	c14.jpg	103
174.1	6	5_acc	1	2.783697	c9.jpg	103
182.5	6	5_acc	3	2.306517	c12.jpg	103
192.1	6	1_inacc	4	3.83228	c10.jpg	103
202.7	6	1_acc	2	2.511829	c2.jpg	103
211.5	6	5_acc	4	1.468833	c22.jpg	103
221.4	6	5_miss	NA	NA	c23.jpg	103
233.4	6	5_acc	2	4.344443	c24.jpg	103
3.11	6	5_acc	1	2.981701	c11.jpg	107
14.88	6	5_acc	2	1.939763	c10.jpg	107
23.68	6	1_acc	4	3.40891	c4.jpg	107
33.56	6	5_inacc	1	4.026454	c13.jpg	107
44.55	6	5_acc	2	2.870075	c16.jpg	107
55.92	6	1_inacc	2	3.536462	c15.jpg	107
65.44	6	1_inacc	1	3.684353	c20.jpg	107
73.5	6	5_inacc	3	4.049339	c21.jpg	107
85.59	6	1_acc	2	3.752675	c7.jpg	107
96.59	6	5_acc	3	4.24723	c18.jpg	107
107.2	6	1_inacc	1	3.969418	c12.jpg	107
116.01	6	1_acc	2	2.191159	c9.jpg	107
124.45	6	5_acc	2	4.06891	c17.jpg	107
134.7	6	1_inacc	2	3.58E-04	c24.jpg	107
146.8	6	1_inacc	2	4.086241	c14.jpg	107
158.14	6	1_inacc	4	2.275412	c22.jpg	107
168.39	6	5_inacc	1	3.196798	c2.jpg	107
177.91	6	1_acc	4	3.123947	c5.jpg	107
189.62	6	1_inacc	4	2.222958	c3.jpg	107
200.24	6	5_inacc	3	3.369482	c19.jpg	107
210.14	6	5_inacc	4	4.200557	c8.jpg	107
219.29	6	5_acc	4	4.396056	c6.jpg	107
227.72	6	1_inacc	3	2.728141	c23.jpg	107
236.9	6	5_inacc	1	2.707979	c1.jpg	107
3.1	6	1_inacc	3	3.699037	c11.jpg	110
11.93	6	1_acc	3	1.733382	c17.jpg	110
21.5	6	5_acc	2	3.927339	c12.jpg	110
29.62	6	5_inacc	3	4.166887	c23.jpg	110
40.99	6	1_inacc	4	3.379098	c10.jpg	110
51.62	6	1_inacc	2	4.187227	c2.jpg	110
63.7	6	1_acc	2	1.258615	c13.jpg	110
75.45	6	1_inacc	4	4.603952	c19.jpg	110
83.57	6	5_acc	1	4.373125	c3.jpg	110
93.46	6	5_inacc	2	4.343795	c5.jpg	110
105.16	6	1_inacc	2	2.717504	c21.jpg	110
113.63	6	1_acc	2	4.898699	c6.jpg	110
123.52	6	5_acc	1	4.881863	c15.jpg	110
133.04	6	5_inacc	3	4.260618	c24.jpg	110
141.87	6	5_inacc	4	3.967121	c7.jpg	110
152.48	6	5_acc	2	5.35973	c14.jpg	110
162.73	6	1_inacc	1	4.532146	c1.jpg	110
172.97	6	5_acc	4	4.008643	c4.jpg	110
183.99	6	1_acc	1	3.071642	c8.jpg	110
193.2	6	5_acc	1	3.732705	c9.jpg	110
202.37	6	1_inacc	2	4.620075	c16.jpg	110
213.72	6	1_acc	1	2.573021	c18.jpg	110
224.68	6	5_acc	1	3.269851	c22.jpg	110
236.75	6	5_inacc	1	4.532961	c20.jpg	110
3.105	6	1_acc	1	1.838555	c23.jpg	112
12.684	6	1_acc	2	3.726772	c4.jpg	112
23.332	6	1_acc	3	1.862964	c24.jpg	112
33.217	6	5_acc	4	2.81903	c8.jpg	112
44.227	6	5_acc	1	1.487813	c18.jpg	112
53.736	6	1_acc	1	1.76076	c20.jpg	112
65.435	6	1_acc	4	4.365719	c12.jpg	112
73.9	6	1_acc	2	3.196009	c3.jpg	112
83.075	6	5_acc	1	3.210733	c6.jpg	112
94.434	6	5_acc	1	2.781044	c17.jpg	112
106.154	6	5_acc	3	3.322788	c10.jpg	112
116.035	6	5_acc	4	3.533669	c11.jpg	112
126.65	6	5_acc	4	2.135452	c16.jpg	112
135.447	6	1_acc	2	4.267855	c15.jpg	112
147.549	6	5_acc	4	4.030089	c1.jpg	112
156.724	6	1_acc	3	2.80878	c14.jpg	112
167.732	6	5_acc	4	3.987861	c2.jpg	112
175.828	6	5_acc	2	3.15598	c21.jpg	112
187.906	6	1_inacc	1	3.960322	c5.jpg	112
195.97	6	1_inacc	4	4.8804	c9.jpg	112
206.213	6	1_acc	4	3.175972	c7.jpg	112
217.56	6	1_acc	2	1.843971	c22.jpg	112
226.35	6	5_acc	3	1.789346	c13.jpg	112
234.781	6	5_acc	3	1.478672	c19.jpg	112
3.07	6	5_acc	3	2.195328	c16.jpg	113
12.26	6	1_acc	2	2.18575	c4.jpg	113
20.33	6	5_acc	4	1.359203	c18.jpg	113
28.76	6	1_inacc	2	3.507458	c7.jpg	113
40.83	6	1_acc	1	2.116121	c9.jpg	113
50	6	5_inacc	4	2.946044	c8.jpg	113
60.25	6	1_acc	1	3.32668	c12.jpg	113
71.22	6	5_acc	3	1.571855	c21.jpg	113
83.3	6	5_acc	2	2.588584	c17.jpg	113
92.84	6	1_acc	4	2.354173	c14.jpg	113
101.27	6	1_acc	3	3.327637	c22.jpg	113
110.79	6	1_acc	2	1.759311	c15.jpg	113
121.05	6	1_acc	2	1.717426	c3.jpg	113
131.66	6	5_acc	2	1.547855	c6.jpg	113
141.55	6	5_acc	4	3.641587	c13.jpg	113
152.17	6	1_acc	1	1.732125	c24.jpg	113
163.89	6	5_inacc	3	3.487457	c10.jpg	113
172.69	6	1_inacc	2	2.4153	c20.jpg	113
181.49	6	1_acc	3	3.701664	c23.jpg	113
192.85	6	5_inacc	1	3.616998	c2.jpg	113
200.93	6	5_inacc	1	3.773105	c19.jpg	113
212.64	6	1_inacc	2	4.220367	c5.jpg	113
222.54	6	5_acc	3	3.221411	c1.jpg	113
233.88	6	5_inacc	2	3.74183	c11.jpg	113
3.087	6	5_acc	1	2.392081	c1.jpg	116
13.352	6	5_acc	3	1.406083	c8.jpg	116
24.346	6	5_inacc	1	3.346348	c13.jpg	116
33.154	6	1_acc	1	2.152099	c15.jpg	116
41.596	6	1_inacc	2	3.078721	c24.jpg	116
52.575	6	5_inacc	1	3.610292	c11.jpg	116
63.187	6	1_inacc	3	4.08011	c14.jpg	116
72.73	6	5_acc	4	3.075757	c17.jpg	116
81.179	6	1_acc	1	4.328818	c5.jpg	116
89.982	6	5_acc	1	3.063868	c10.jpg	116
101.704	6	1_acc	3	2.525592	c3.jpg	116
110.856	6	5_acc	2	2.285663	c21.jpg	116
120.012	6	5_acc	3	2.137067	c18.jpg	116
129.56	6	1_inacc	1	4.452079	c4.jpg	116
141.265	6	5_acc	3	3.930834	c16.jpg	116
153.339	6	1_acc	2	5.261639	c9.jpg	116
164.693	6	5_acc	1	4.161036	c6.jpg	116
172.778	6	1_acc	3	4.457108	c20.jpg	116
182.679	6	1_acc	2	4.108706	c22.jpg	116
194.754	6	1_acc	2	5.552302	c12.jpg	116
204.999	6	1_inacc	3	3.809618	c7.jpg	116
215.624	6	5_inacc	4	5.342321	c2.jpg	116
225.514	6	5_inacc	1	3.952884	c19.jpg	116
236.864	6	1_inacc	4	4.496659	c23.jpg	116
3.06	6	5_acc	2	3.841913	c12.jpg	120
11.53	6	5_acc	3	1.883574	c23.jpg	120
22.51	6	5_acc	2	1.416662	c22.jpg	120
30.58	6	5_acc	3	4.291234	c14.jpg	120
41.92	6	1_acc	2	1.786315	c21.jpg	120
52.17	6	5_acc	1	3.920126	c5.jpg	120
64.23	6	1_acc	4	1.765462	c17.jpg	120
75.58	6	1_acc	4	4.20101	c8.jpg	120
86.56	6	5_acc	2	1.673356	c15.jpg	120
98.28	6	5_acc	3	4.195548	c24.jpg	120
107.43	6	5_miss	NA	NA	c4.jpg	120
117.33	6	5_acc	3	2.711847	c3.jpg	120
126.85	6	1_acc	3	4.741443	c11.jpg	120
134.93	6	1_acc	3	2.205479	c18.jpg	120
145.57	6	5_inacc	1	3.754726	c7.jpg	120
156.19	6	5_acc	3	1.91307	c20.jpg	120
