onset	duration	condition
2.023	45.066	MPG
47.089	0	rinse
62.081	45.023	tasteless
107.104	0	rinse
122.112	44.993	citric_acid
167.105	0	rinse
182.121	44.983	tasteless
227.104	0	rinse
242.121	35.96	NaCl
278.081	0	rinse
293.081	45	Sucrose
338.081	0	rinse
353.08	54	NaCl
407.08	0	rinse
422.08	53.968	tasteless
476.048	0	rinse
491.065	44.984	citric_acid
536.049	0	rinse
551.049	36.008	tasteless
587.057	0	rinse
602.073	36	Sucrose
638.073	0	rinse
653.073	53.9680000000001	MPG
707.041	0	rinse
