onset	duration	value	sample
251.486	0.0	91	251486
251.872	0.0	93	251872
253.172	0.0	2	253172
253.288	0.0	92	253288
254.574	0.0	10	254574
254.689	0.0	92	254689
255.976	0.0	3	255976
256.091	0.0	92	256091
257.378	0.0	6	257378
257.493	0.0	92	257493
258.779	0.0	91	258779
260.472	0.0	94	260472
261.767	0.0	10	261767
261.883	0.0	92	261883
263.168	0.0	9	263168
263.284	0.0	92	263284
264.57	0.0	2	264570
264.686	0.0	92	264686
265.972	0.0	3	265972
266.088	0.0	92	266088
267.374	0.0	3	267374
267.49	0.0	92	267490
268.776	0.0	91	268776
269.121	0.0	93	269121
270.429	0.0	10	270429
270.544	0.0	92	270544
271.83	0.0	9	271830
271.947	0.0	92	271947
273.233	0.0	3	273233
273.348	0.0	92	273348
274.634	0.0	8	274634
274.75	0.0	92	274750
276.036	0.0	8	276036
276.152	0.0	92	276152
277.438	0.0	91	277438
277.819	0.0	93	277819
279.124	0.0	1	279124
279.24	0.0	92	279240
280.525	0.0	6	280525
280.641	0.0	92	280641
281.927	0.0	2	281927
282.043	0.0	92	282043
283.329	0.0	1	283329
283.445	0.0	92	283445
284.731	0.0	91	284731
286.034	0.0	93	286034
287.335	0.0	1	287335
287.45	0.0	92	287450
288.737	0.0	1	288737
288.852	0.0	92	288852
290.138	0.0	10	290138
290.254	0.0	92	290254
291.54	0.0	7	291540
291.656	0.0	92	291656
292.942	0.0	7	292942
293.058	0.0	92	293058
294.344	0.0	91	294344
295.47	0.0	94	295470
296.764	0.0	2	296764
296.881	0.0	92	296881
298.166	0.0	1	298166
298.282	0.0	92	298282
299.568	0.0	1	299568
299.684	0.0	92	299684
300.97	0.0	91	300970
301.94	0.0	93	301940
303.24	0.0	9	303240
303.355	0.0	92	303355
304.641	0.0	2	304641
304.757	0.0	92	304757
306.043	0.0	3	306043
306.159	0.0	92	306159
307.445	0.0	91	307445
308.436	0.0	93	308436
309.732	0.0	6	309732
309.847	0.0	92	309847
311.134	0.0	1	311134
311.249	0.0	92	311249
312.535	0.0	10	312535
312.651	0.0	92	312651
313.937	0.0	4	313937
314.053	0.0	92	314053
315.339	0.0	4	315339
315.455	0.0	92	315455
316.741	0.0	91	316741
319.845	0.0	8	319845
319.962	0.0	92	319962
321.247	0.0	3	321247
321.364	0.0	92	321364
322.649	0.0	3	322649
322.765	0.0	92	322765
324.051	0.0	5	324051
324.167	0.0	92	324167
325.452	0.0	91	325452
326.284	0.0	94	326284
327.589	0.0	5	327589
327.705	0.0	92	327705
328.991	0.0	4	328991
329.107	0.0	92	329107
330.393	0.0	5	330393
330.509	0.0	92	330509
331.795	0.0	7	331795
331.911	0.0	92	331911
333.197	0.0	5	333197
333.312	0.0	92	333312
334.598	0.0	91	334598
335.499	0.0	94	335499
336.801	0.0	9	336801
336.918	0.0	92	336918
338.203	0.0	3	338203
338.319	0.0	92	338319
339.605	0.0	4	339605
339.721	0.0	92	339721
341.007	0.0	91	341007
344.111	0.0	6	344111
344.227	0.0	92	344227
345.513	0.0	10	345513
345.629	0.0	92	345629
346.915	0.0	5	346915
347.031	0.0	92	347031
348.317	0.0	7	348317
348.433	0.0	92	348433
349.719	0.0	6	349719
349.835	0.0	92	349835
351.124	0.0	91	351124
354.225	0.0	6	354225
354.341	0.0	92	354341
355.627	0.0	8	355627
355.743	0.0	92	355743
357.029	0.0	2	357029
357.144	0.0	92	357144
358.431	0.0	91	358431
359.741	0.0	93	359741
361.034	0.0	8	361034
361.15	0.0	92	361150
362.436	0.0	10	362436
362.552	0.0	92	362552
363.838	0.0	2	363838
363.955	0.0	92	363955
365.24	0.0	8	365240
365.356	0.0	92	365356
366.642	0.0	91	366642
367.337	0.0	94	367337
368.644	0.0	5	368644
368.76	0.0	92	368760
370.046	0.0	6	370046
370.162	0.0	92	370162
371.448	0.0	5	371448
371.564	0.0	92	371564
372.85	0.0	91	372850
373.525	0.0	93	373525
374.82	0.0	9	374820
374.936	0.0	92	374936
376.221	0.0	7	376221
376.337	0.0	92	376337
377.623	0.0	5	377623
377.739	0.0	92	377739
379.025	0.0	91	379025
380.536	0.0	94	380536
381.829	0.0	1	381829
381.945	0.0	92	381945
383.231	0.0	7	383231
383.347	0.0	92	383347
384.633	0.0	4	384633
384.748	0.0	92	384748
386.035	0.0	91	386035
387.128	0.0	94	387128
388.421	0.0	9	388421
388.537	0.0	92	388537
389.823	0.0	8	389823
389.94	0.0	92	389940
391.225	0.0	5	391225
391.341	0.0	92	391341
392.627	0.0	91	392627
393.83	0.0	94	393830
395.13	0.0	5	395130
395.246	0.0	92	395246
396.532	0.0	2	396532
396.648	0.0	92	396648
397.934	0.0	7	397934
398.05	0.0	92	398050
399.336	0.0	3	399336
399.452	0.0	92	399452
400.738	0.0	91	400738
401.543	0.0	94	401543
402.841	0.0	10	402841
402.957	0.0	92	402957
404.243	0.0	10	404243
404.358	0.0	92	404358
405.644	0.0	9	405644
405.76	0.0	92	405760
407.046	0.0	7	407046
407.162	0.0	92	407162
408.448	0.0	8	408448
408.564	0.0	92	408564
409.85	0.0	91	409850
410.553	0.0	93	410553
411.853	0.0	8	411853
411.969	0.0	92	411969
413.255	0.0	8	413255
413.37	0.0	92	413370
414.657	0.0	9	414657
414.772	0.0	92	414772
416.059	0.0	7	416059
416.174	0.0	92	416174
417.461	0.0	7	417461
417.576	0.0	92	417576
418.862	0.0	91	418862
420.26	0.0	93	420260
421.566	0.0	10	421566
421.682	0.0	92	421682
422.968	0.0	2	422968
423.084	0.0	92	423084
424.37	0.0	4	424370
424.485	0.0	92	424485
488.54	0.0	2	488540
488.655	0.0	92	488655
489.942	0.0	2	489942
490.058	0.0	92	490058
491.342	0.0	5	491342
491.46	0.0	92	491460
492.745	0.0	7	492745
492.861	0.0	92	492861
494.147	0.0	91	494147
497.252	0.0	10	497252
497.367	0.0	92	497367
498.653	0.0	7	498653
498.769	0.0	92	498769
500.055	0.0	1	500055
500.171	0.0	92	500171
501.457	0.0	4	501457
501.573	0.0	92	501573
502.859	0.0	4	502859
502.975	0.0	92	502975
504.261	0.0	91	504261
507.365	0.0	4	507365
507.481	0.0	92	507481
508.767	0.0	5	508767
508.883	0.0	92	508883
510.169	0.0	4	510169
510.285	0.0	92	510285
511.571	0.0	5	511571
511.687	0.0	92	511687
512.973	0.0	91	512973
514.723	0.0	94	514723
516.027	0.0	10	516027
516.142	0.0	92	516142
517.429	0.0	9	517429
517.544	0.0	92	517544
518.831	0.0	2	518831
518.946	0.0	92	518946
520.233	0.0	7	520233
520.348	0.0	92	520348
521.634	0.0	7	521634
521.75	0.0	92	521750
523.036	0.0	91	523036
526.14	0.0	10	526140
526.256	0.0	92	526256
527.542	0.0	3	527542
527.658	0.0	92	527658
528.944	0.0	4	528944
529.061	0.0	92	529061
530.346	0.0	91	530346
533.45	0.0	6	533450
533.566	0.0	92	533566
534.852	0.0	2	534852
534.968	0.0	92	534968
536.254	0.0	3	536254
536.37	0.0	92	536370
537.656	0.0	91	537656
540.76	0.0	3	540760
540.876	0.0	92	540876
542.162	0.0	6	542162
542.278	0.0	92	542278
543.564	0.0	6	543564
543.68	0.0	92	543680
544.966	0.0	91	544966
548.07	0.0	4	548070
548.186	0.0	92	548186
549.472	0.0	9	549472
549.588	0.0	92	549588
550.874	0.0	8	550874
550.99	0.0	92	550990
552.276	0.0	5	552276
552.392	0.0	92	552392
553.678	0.0	91	553678
555.392	0.0	93	555392
556.698	0.0	10	556698
556.814	0.0	92	556814
558.1	0.0	2	558100
558.216	0.0	92	558216
559.502	0.0	7	559502
559.618	0.0	92	559618
560.904	0.0	8	560904
561.021	0.0	92	561021
562.306	0.0	91	562306
565.41	0.0	7	565410
565.526	0.0	92	565526
566.812	0.0	1	566812
566.928	0.0	92	566928
568.214	0.0	5	568214
568.33	0.0	92	568330
569.616	0.0	6	569616
569.732	0.0	92	569732
571.018	0.0	3	571018
571.133	0.0	92	571133
572.42	0.0	91	572420
575.524	0.0	9	575524
575.64	0.0	92	575640
576.926	0.0	10	576926
577.042	0.0	92	577042
578.327	0.0	9	578327
578.443	0.0	92	578443
579.729	0.0	5	579729
579.845	0.0	92	579845
581.131	0.0	7	581131
581.247	0.0	92	581247
582.533	0.0	91	582533
585.638	0.0	2	585638
585.753	0.0	92	585753
587.039	0.0	3	587039
587.155	0.0	92	587155
588.441	0.0	1	588441
588.557	0.0	92	588557
589.843	0.0	2	589843
589.959	0.0	92	589959
591.248	0.0	8	591248
591.361	0.0	92	591361
592.647	0.0	91	592647
595.751	0.0	9	595751
595.867	0.0	92	595867
597.153	0.0	9	597153
597.269	0.0	92	597269
598.555	0.0	5	598555
598.671	0.0	92	598671
599.957	0.0	7	599957
600.073	0.0	92	600073
601.359	0.0	91	601359
601.686	0.0	94	601686
602.994	0.0	3	602994
603.111	0.0	92	603111
604.396	0.0	2	604396
604.512	0.0	92	604512
605.831	0.0	8	605831
605.947	0.0	92	605947
607.233	0.0	3	607233
607.349	0.0	92	607349
608.635	0.0	1	608635
608.751	0.0	92	608751
610.037	0.0	91	610037
613.141	0.0	10	613141
613.257	0.0	92	613257
614.543	0.0	10	614543
614.659	0.0	92	614659
615.945	0.0	3	615945
616.062	0.0	92	616062
617.347	0.0	4	617347
617.463	0.0	92	617463
618.749	0.0	91	618749
621.853	0.0	8	621853
621.969	0.0	92	621969
623.255	0.0	3	623255
623.371	0.0	92	623371
624.657	0.0	5	624657
624.773	0.0	92	624773
626.059	0.0	1	626059
626.174	0.0	92	626174
627.461	0.0	91	627461
630.565	0.0	2	630565
630.681	0.0	92	630681
631.967	0.0	8	631967
632.083	0.0	92	632083
633.369	0.0	1	633369
633.484	0.0	92	633484
634.771	0.0	91	634771
635.968	0.0	94	635968
637.274	0.0	8	637274
637.39	0.0	92	637390
638.676	0.0	2	638676
638.791	0.0	92	638791
640.078	0.0	10	640078
640.193	0.0	92	640193
641.48	0.0	4	641480
641.595	0.0	92	641595
642.882	0.0	3	642882
642.998	0.0	92	642998
644.283	0.0	91	644283
647.388	0.0	10	647388
647.503	0.0	92	647503
648.789	0.0	6	648789
648.905	0.0	92	648905
650.191	0.0	6	650191
650.307	0.0	92	650307
651.593	0.0	5	651593
651.709	0.0	92	651709
652.995	0.0	91	652995
656.099	0.0	8	656099
656.215	0.0	92	656215
657.501	0.0	1	657501
657.617	0.0	92	657617
658.903	0.0	1	658903
659.019	0.0	92	659019
660.305	0.0	91	660305
663.409	0.0	1	663409
663.525	0.0	92	663525
664.811	0.0	6	664811
664.927	0.0	92	664927
666.213	0.0	8	666213
666.329	0.0	92	666329
667.615	0.0	6	667615
667.731	0.0	92	667731
669.017	0.0	91	669017
672.121	0.0	9	672121
672.237	0.0	92	672237
673.523	0.0	9	673523
673.639	0.0	92	673639
674.925	0.0	9	674925
675.04	0.0	92	675040
676.327	0.0	8	676327
676.442	0.0	92	676442
677.729	0.0	7	677729
677.844	0.0	92	677844
679.13	0.0	91	679130
679.795	0.0	93	679795
681.1	0.0	6	681100
681.215	0.0	92	681215
682.501	0.0	9	682501
682.617	0.0	92	682617
683.903	0.0	4	683903
684.019	0.0	92	684019
685.305	0.0	4	685305
685.421	0.0	92	685421
686.707	0.0	91	686707
689.812	0.0	1	689812
689.927	0.0	92	689927
691.213	0.0	10	691213
691.329	0.0	92	691329
692.615	0.0	6	692615
692.731	0.0	92	692731
694.017	0.0	5	694017
694.134	0.0	92	694134
695.419	0.0	91	695419
698.523	0.0	7	698523
698.639	0.0	92	698639
724.257	0.0	9	724257
724.374	0.0	92	724374
725.659	0.0	5	725659
725.776	0.0	92	725776
727.061	0.0	6	727061
727.178	0.0	92	727178
728.463	0.0	91	728463
728.938	0.0	93	728938
730.232	0.0	10	730232
730.348	0.0	92	730348
731.634	0.0	3	731634
731.75	0.0	92	731750
733.035	0.0	6	733035
733.153	0.0	92	733153
734.437	0.0	4	734437
734.555	0.0	92	734555
735.839	0.0	91	735839
736.451	0.0	94	736451
737.742	0.0	7	737742
737.859	0.0	92	737859
739.144	0.0	9	739144
739.26	0.0	92	739260
740.546	0.0	9	740546
740.662	0.0	92	740662
741.949	0.0	7	741949
742.064	0.0	92	742064
743.349	0.0	8	743349
743.466	0.0	92	743466
744.751	0.0	91	744751
745.866	0.0	93	745866
747.171	0.0	10	747171
747.288	0.0	92	747288
748.574	0.0	10	748574
748.69	0.0	92	748690
749.975	0.0	5	749975
750.092	0.0	92	750092
751.377	0.0	7	751377
751.494	0.0	92	751494
752.779	0.0	3	752779
752.896	0.0	92	752896
754.181	0.0	91	754181
755.982	0.0	93	755982
757.285	0.0	9	757285
757.402	0.0	92	757402
758.687	0.0	1	758687
758.804	0.0	92	758804
760.089	0.0	4	760089
760.206	0.0	92	760206
761.491	0.0	4	761491
761.607	0.0	92	761607
762.894	0.0	91	762894
765.997	0.0	5	765997
766.114	0.0	92	766114
767.399	0.0	9	767399
767.516	0.0	92	767516
768.8	0.0	6	768800
768.917	0.0	92	768917
770.202	0.0	8	770202
770.319	0.0	92	770319
771.605	0.0	91	771605
772.608	0.0	94	772608
773.908	0.0	2	773908
774.024	0.0	92	774024
775.31	0.0	5	775310
775.426	0.0	92	775426
776.712	0.0	2	776712
776.828	0.0	92	776828
778.114	0.0	7	778114
778.231	0.0	92	778231
779.516	0.0	91	779516
780.549	0.0	94	780549
781.853	0.0	2	781853
781.968	0.0	92	781968
783.254	0.0	4	783254
783.37	0.0	92	783370
784.656	0.0	4	784656
784.772	0.0	92	784772
786.058	0.0	91	786058
786.929	0.0	94	786929
788.228	0.0	2	788228
788.343	0.0	92	788343
789.63	0.0	5	789630
789.745	0.0	92	789745
791.032	0.0	3	791032
791.148	0.0	92	791148
792.433	0.0	91	792433
793.835	0.0	94	793835
795.137	0.0	2	795137
795.254	0.0	92	795254
796.539	0.0	6	796539
796.655	0.0	92	796655
797.941	0.0	7	797941
798.057	0.0	92	798057
799.343	0.0	8	799343
799.458	0.0	92	799458
800.745	0.0	91	800745
801.603	0.0	94	801603
802.898	0.0	5	802898
803.013	0.0	92	803013
804.299	0.0	8	804299
804.415	0.0	92	804415
805.701	0.0	8	805701
805.817	0.0	92	805817
807.103	0.0	91	807103
807.856	0.0	94	807856
809.156	0.0	2	809156
809.272	0.0	92	809272
810.558	0.0	2	810558
810.674	0.0	92	810674
811.96	0.0	7	811960
812.075	0.0	92	812075
813.362	0.0	4	813362
813.477	0.0	92	813477
814.764	0.0	91	814764
815.318	0.0	93	815318
816.616	0.0	8	816616
816.732	0.0	92	816732
818.018	0.0	1	818018
818.134	0.0	92	818134
819.42	0.0	5	819420
819.536	0.0	92	819536
820.822	0.0	4	820822
820.937	0.0	92	820937
822.224	0.0	4	822224
822.339	0.0	92	822339
823.626	0.0	91	823626
823.631	0.0	93	823631
824.927	0.0	9	824927
825.043	0.0	92	825043
826.329	0.0	5	826329
826.445	0.0	92	826445
827.731	0.0	1	827731
827.847	0.0	92	827847
829.133	0.0	7	829133
829.25	0.0	92	829250
830.535	0.0	91	830535
831.605	0.0	93	831605
832.905	0.0	10	832905
833.02	0.0	92	833020
834.307	0.0	1	834307
834.422	0.0	92	834422
835.709	0.0	2	835709
835.824	0.0	92	835824
837.11	0.0	91	837110
840.214	0.0	8	840214
840.33	0.0	92	840330
841.616	0.0	7	841616
841.732	0.0	92	841732
843.018	0.0	4	843018
843.134	0.0	92	843134
844.42	0.0	91	844420
847.525	0.0	10	847525
847.64	0.0	92	847640
848.926	0.0	6	848926
849.042	0.0	92	849042
850.328	0.0	5	850328
850.444	0.0	92	850444
851.73	0.0	8	851730
851.846	0.0	92	851846
853.132	0.0	91	853132
853.604	0.0	94	853604
854.901	0.0	10	854901
855.017	0.0	92	855017
856.303	0.0	9	856303
856.419	0.0	92	856419
857.705	0.0	1	857705
857.821	0.0	92	857821
859.107	0.0	1	859107
859.223	0.0	92	859223
860.509	0.0	6	860509
860.625	0.0	92	860625
861.911	0.0	91	861911
862.642	0.0	94	862642
863.947	0.0	9	863947
864.062	0.0	92	864062
865.349	0.0	10	865349
865.464	0.0	92	865464
866.75	0.0	2	866750
866.866	0.0	92	866866
868.152	0.0	2	868152
868.269	0.0	92	868269
869.554	0.0	91	869554
870.221	0.0	93	870221
871.524	0.0	9	871524
871.639	0.0	92	871639
872.926	0.0	3	872926
873.041	0.0	92	873041
874.327	0.0	3	874327
874.443	0.0	92	874443
875.729	0.0	91	875729
876.864	0.0	93	876864
878.166	0.0	10	878166
878.282	0.0	92	878282
879.568	0.0	3	879568
879.683	0.0	92	879683
880.97	0.0	6	880970
881.085	0.0	92	881085
882.372	0.0	7	882372
882.487	0.0	92	882487
883.773	0.0	91	883773
885.008	0.0	94	885008
886.31	0.0	1	886310
886.426	0.0	92	886426
887.712	0.0	1	887712
887.828	0.0	92	887828
889.114	0.0	1	889114
889.231	0.0	92	889231
890.516	0.0	91	890516
891.688	0.0	93	891688
892.986	0.0	6	892986
893.102	0.0	92	893102
894.388	0.0	9	894388
894.503	0.0	92	894503
895.79	0.0	6	895790
895.905	0.0	92	895905
897.192	0.0	7	897192
897.308	0.0	92	897308
898.594	0.0	91	898594
900.239	0.0	94	900239
901.548	0.0	5	901548
901.663	0.0	92	901663
902.949	0.0	6	902949
903.065	0.0	92	903065
904.351	0.0	10	904351
904.467	0.0	92	904467
905.753	0.0	4	905753
905.869	0.0	92	905869
907.155	0.0	3	907155
907.272	0.0	92	907272
908.557	0.0	91	908557
908.903	0.0	93	908903
910.209	0.0	10	910209
910.325	0.0	92	910325
911.611	0.0	8	911611
911.727	0.0	92	911727
913.013	0.0	8	913013
913.129	0.0	92	913129
914.415	0.0	3	914415
914.53	0.0	92	914530
915.817	0.0	91	915817
917.115	0.0	94	917115
918.42	0.0	1	918420
918.536	0.0	92	918536
919.822	0.0	3	919822
919.938	0.0	92	919938
921.224	0.0	3	921224
921.34	0.0	92	921340
922.626	0.0	91	922626
923.879	0.0	94	923879
975.964	0.0	6	975964
976.08	0.0	92	976080
977.365	0.0	6	977365
977.482	0.0	92	977482
978.767	0.0	4	978767
978.884	0.0	92	978884
980.17	0.0	91	980170
980.867	0.0	94	980867
982.172	0.0	10	982172
982.29	0.0	92	982290
983.574	0.0	7	983574
983.691	0.0	92	983691
984.976	0.0	10	984976
985.092	0.0	92	985092
986.378	0.0	6	986378
986.494	0.0	92	986494
987.779	0.0	3	987779
987.896	0.0	92	987896
989.181	0.0	91	989181
989.238	0.0	94	989238
990.533	0.0	1	990533
990.65	0.0	92	990650
991.935	0.0	9	991935
992.052	0.0	92	992052
993.337	0.0	2	993337
993.454	0.0	92	993454
994.739	0.0	4	994739
994.856	0.0	92	994856
996.141	0.0	91	996141
996.515	0.0	94	996515
997.81	0.0	3	997810
997.926	0.0	92	997926
999.212	0.0	6	999212
999.329	0.0	92	999329
1000.615	0.0	2	1000615
1000.73	0.0	92	1000730
1002.015	0.0	2	1002015
1002.132	0.0	92	1002132
1003.417	0.0	91	1003417
1003.988	0.0	93	1003988
1005.286	0.0	5	1005286
1005.403	0.0	92	1005403
1006.688	0.0	8	1006688
1006.805	0.0	92	1006805
1008.091	0.0	7	1008091
1008.207	0.0	92	1008207
1009.492	0.0	1	1009492
1009.609	0.0	92	1009609
1010.894	0.0	91	1010894
1011.705	0.0	94	1011705
1012.998	0.0	5	1012998
1013.114	0.0	92	1013114
1014.399	0.0	10	1014399
1014.516	0.0	92	1014516
1015.801	0.0	7	1015801
1015.917	0.0	92	1015917
1017.203	0.0	7	1017203
1017.32	0.0	92	1017320
1018.606	0.0	91	1018606
1019.392	0.0	93	1019392
1020.692	0.0	6	1020692
1020.807	0.0	92	1020807
1022.094	0.0	4	1022094
1022.209	0.0	92	1022209
1023.496	0.0	3	1023496
1023.611	0.0	92	1023611
1024.897	0.0	91	1024897
1025.905	0.0	93	1025905
1027.201	0.0	5	1027201
1027.317	0.0	92	1027317
1028.602	0.0	2	1028602
1028.719	0.0	92	1028719
1030.004	0.0	2	1030004
1030.12	0.0	92	1030120
1031.406	0.0	91	1031406
1032.366	0.0	93	1032366
1033.659	0.0	9	1033659
1033.775	0.0	92	1033775
1035.061	0.0	10	1035061
1035.177	0.0	92	1035177
1036.462	0.0	4	1036462
1036.579	0.0	92	1036579
1037.865	0.0	4	1037865
1037.981	0.0	92	1037981
1039.267	0.0	91	1039267
1039.668	0.0	93	1039668
1040.969	0.0	9	1040969
1041.085	0.0	92	1041085
1042.371	0.0	7	1042371
1042.487	0.0	92	1042487
1043.773	0.0	7	1043773
1043.889	0.0	92	1043889
1045.192	0.0	91	1045192
1046.004	0.0	93	1046004
1047.311	0.0	8	1047311
1047.427	0.0	92	1047427
1048.713	0.0	4	1048713
1048.829	0.0	92	1048829
1050.115	0.0	10	1050115
1050.23	0.0	92	1050230
1051.517	0.0	2	1051517
1051.632	0.0	92	1051632
1052.919	0.0	1	1052919
1053.034	0.0	92	1053034
1054.32	0.0	91	1054320
1054.632	0.0	93	1054632
1055.939	0.0	5	1055939
1056.055	0.0	92	1056055
1057.341	0.0	9	1057341
1057.457	0.0	92	1057457
1058.743	0.0	9	1058743
1058.859	0.0	92	1058859
1060.145	0.0	4	1060145
1060.261	0.0	92	1060261
1061.547	0.0	6	1061547
1061.663	0.0	92	1061663
1062.949	0.0	91	1062949
1063.078	0.0	94	1063078
1064.384	0.0	5	1064384
1064.5	0.0	92	1064500
1065.786	0.0	3	1065786
1065.902	0.0	92	1065902
1067.188	0.0	2	1067188
1067.304	0.0	92	1067304
1068.59	0.0	91	1068590
1069.107	0.0	94	1069107
1070.409	0.0	8	1070409
1070.525	0.0	92	1070525
1071.811	0.0	8	1071811
1071.926	0.0	92	1071926
1073.213	0.0	1	1073213
1073.329	0.0	92	1073329
1074.631	0.0	8	1074631
1074.747	0.0	92	1074747
1076.033	0.0	3	1076033
1076.149	0.0	92	1076149
1077.435	0.0	91	1077435
1077.749	0.0	94	1077749
1079.054	0.0	7	1079054
1079.17	0.0	92	1079170
1080.456	0.0	5	1080456
