onset	duration	value	sample
0.449	0.0	94	449
1.732	0.0	9	1732
1.848	0.0	92	1848
3.118	0.0	1	3118
3.233	0.0	92	3233
4.518	0.0	1	4518
4.635	0.0	92	4635
5.905	0.0	91	5905
7.102	0.0	93	7102
8.391	0.0	4	8391
8.507	0.0	92	8507
9.777	0.0	2	9777
9.892	0.0	92	9892
11.162	0.0	5	11162
11.277	0.0	92	11277
12.547	0.0	6	12547
12.663	0.0	92	12663
13.932	0.0	7	13932
14.048	0.0	92	14048
15.317	0.0	91	15317
18.405	0.0	10	18405
18.521	0.0	92	18521
19.79	0.0	7	19790
19.906	0.0	92	19906
21.175	0.0	9	21175
21.291	0.0	92	21291
22.561	0.0	3	22561
22.676	0.0	92	22676
23.946	0.0	1	23946
24.061	0.0	92	24061
25.331	0.0	91	25331
26.534	0.0	93	26534
27.818	0.0	6	27818
27.933	0.0	92	27933
29.203	0.0	9	29203
29.319	0.0	92	29319
30.588	0.0	5	30588
30.704	0.0	92	30704
31.973	0.0	5	31973
32.089	0.0	92	32089
33.359	0.0	1	33359
33.475	0.0	92	33475
34.744	0.0	91	34744
36.169	0.0	94	36169
37.447	0.0	5	37447
37.563	0.0	92	37563
38.833	0.0	1	38833
38.949	0.0	92	38949
40.218	0.0	4	40218
40.333	0.0	92	40333
41.603	0.0	91	41603
42.397	0.0	94	42397
43.689	0.0	2	43689
43.805	0.0	92	43805
45.074	0.0	10	45074
45.191	0.0	92	45191
46.459	0.0	7	46459
46.575	0.0	92	46575
47.86	0.0	7	47860
47.977	0.0	92	47977
49.247	0.0	91	49247
50.669	0.0	94	50669
51.95	0.0	10	51950
52.066	0.0	92	52066
53.339	0.0	5	53339
53.451	0.0	92	53451
54.721	0.0	10	54721
54.836	0.0	92	54836
56.106	0.0	5	56106
56.222	0.0	92	56222
57.491	0.0	6	57491
57.607	0.0	92	57607
58.876	0.0	91	58876
59.138	0.0	93	59138
60.428	0.0	9	60428
60.544	0.0	92	60544
61.814	0.0	7	61814
61.929	0.0	92	61929
63.199	0.0	7	63199
63.314	0.0	92	63314
64.584	0.0	91	64584
65.853	0.0	94	65853
67.138	0.0	4	67138
67.253	0.0	92	67253
68.523	0.0	10	68523
68.638	0.0	92	68638
69.908	0.0	9	69908
70.023	0.0	92	70023
71.293	0.0	5	71293
71.409	0.0	92	71409
72.678	0.0	3	72678
72.794	0.0	92	72794
74.063	0.0	91	74063
77.151	0.0	9	77151
77.267	0.0	92	77267
78.536	0.0	4	78536
78.652	0.0	92	78652
79.92	0.0	2	79920
80.037	0.0	92	80037
81.307	0.0	2	81307
81.422	0.0	92	81422
82.692	0.0	91	82692
85.779	0.0	6	85779
85.895	0.0	92	85895
87.165	0.0	6	87165
87.28	0.0	92	87280
88.55	0.0	4	88550
88.665	0.0	92	88665
89.935	0.0	6	89935
90.051	0.0	92	90051
91.32	0.0	6	91320
91.436	0.0	92	91436
92.705	0.0	91	92705
93.318	0.0	93	93318
94.608	0.0	10	94608
94.724	0.0	92	94724
95.993	0.0	1	95993
96.109	0.0	92	96109
97.378	0.0	6	97378
97.494	0.0	92	97494
98.763	0.0	6	98763
98.879	0.0	92	98879
100.149	0.0	91	100149
100.669	0.0	93	100669
101.951	0.0	9	101951
102.067	0.0	92	102067
103.336	0.0	2	103336
103.452	0.0	92	103452
104.72	0.0	3	104720
104.837	0.0	92	104837
106.107	0.0	7	106107
106.223	0.0	92	106223
107.492	0.0	91	107492
109.203	0.0	94	109203
110.496	0.0	1	110496
110.613	0.0	92	110613
111.881	0.0	7	111881
111.997	0.0	92	111997
113.282	0.0	2	113282
113.399	0.0	92	113399
114.668	0.0	8	114668
114.784	0.0	92	114784
116.054	0.0	3	116054
116.17	0.0	92	116170
117.439	0.0	91	117439
118.464	0.0	94	118464
119.742	0.0	10	119742
119.857	0.0	92	119857
121.127	0.0	2	121127
121.244	0.0	92	121244
122.512	0.0	2	122512
122.628	0.0	92	122628
123.896	0.0	91	123896
124.884	0.0	93	124884
126.167	0.0	4	126167
126.283	0.0	92	126283
127.551	0.0	8	127551
127.668	0.0	92	127668
128.938	0.0	8	128938
129.053	0.0	92	129053
130.322	0.0	91	130322
131.091	0.0	93	131091
132.374	0.0	9	132374
132.491	0.0	92	132491
133.761	0.0	3	133761
133.876	0.0	92	133876
135.146	0.0	4	135146
135.263	0.0	92	135263
136.532	0.0	91	136532
137.496	0.0	93	137496
138.784	0.0	9	138784
138.9	0.0	92	138900
140.169	0.0	1	140169
140.286	0.0	92	140286
141.555	0.0	8	141555
141.67	0.0	92	141670
142.94	0.0	1	142940
143.055	0.0	92	143055
190.254	0.0	10	190254
190.369	0.0	92	190369
191.639	0.0	7	191639
191.755	0.0	92	191755
193.024	0.0	7	193024
193.14	0.0	92	193140
194.409	0.0	91	194409
194.762	0.0	93	194762
196.045	0.0	3	196045
196.161	0.0	92	196161
197.43	0.0	9	197430
197.546	0.0	92	197546
198.815	0.0	7	198815
198.931	0.0	92	198931
200.201	0.0	4	200201
200.316	0.0	92	200316
201.585	0.0	5	201585
201.701	0.0	92	201701
202.971	0.0	91	202971
203.469	0.0	94	203469
204.756	0.0	2	204756
204.872	0.0	92	204872
206.142	0.0	9	206142
206.258	0.0	92	206258
207.527	0.0	8	207527
207.643	0.0	92	207643
208.912	0.0	8	208912
209.028	0.0	92	209028
210.297	0.0	91	210297
213.385	0.0	5	213385
