onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
355.282	3.0	0.024	414.73	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	2.0	0.129105322763307	0.999	356.281	n/a	GetAnswer	Loss
356.301	4.0	0.02	415.749	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	n/a	ShowChoice	Loss
360.33	1.0	0.029	419.778	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	n/a	ShowResult	Loss
361.35	2.0	0.02	420.798	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	n/a	ISITrial	Loss
363.373	3.255	0.023	422.821	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	n/a	TrialHappPreview	Loss
366.649	4.029	0.021	426.097	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	952.0	TrialHappiness	Loss
366.65	1.225	n/a	426.818	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	952.0	TrialHappinessSliderResponse	Loss
370.678	5.02	4.029	430.126	24.0	1	13.3	6.58	31.3749	955.0	2.48	Outcome1	13.3	13.17	3.255	Yes	n/a	0.129105322763307	n/a	n/a	n/a	ISIRate	Loss
375.726	3.0	0.028	435.174	25.0	1	1.0	1.0	31.4999	955.0	0.4	Certain	0.77	0.9	0.0	No	4.0	0.1325028312570779	2.097	377.823	n/a	GetAnswer	Mixed
377.849	4.0	0.026	437.297	25.0	1	1.0	1.0	31.4999	955.0	0.4	Certain	0.77	0.9	0.0	No	n/a	0.1325028312570779	n/a	n/a	n/a	ShowChoice	Mixed
381.878	1.0	0.029	441.326	25.0	1	1.0	1.0	31.4999	955.0	0.4	Certain	0.77	0.9	0.0	No	n/a	0.1325028312570779	n/a	n/a	n/a	ShowResult	Mixed
382.898	3.749	0.02	442.346	25.0	1	1.0	1.0	31.4999	955.0	0.4	Certain	0.77	0.9	0.0	No	n/a	0.1325028312570779	n/a	n/a	n/a	ISITrial	Mixed
386.676	3.0	0.029	446.124	26.0	1	-0.7	-1.0	31.4124	955.0	0.66	Outcome1	-0.7	-0.84	0.0	No	2.0	0.135900339750849	1.854	388.53	n/a	GetAnswer	Mixed
388.548	4.0	0.018	447.996	26.0	1	-0.7	-1.0	31.4124	955.0	0.66	Outcome1	-0.7	-0.84	0.0	No	n/a	0.135900339750849	n/a	n/a	n/a	ShowChoice	Mixed
392.577	1.0	0.029	452.025	26.0	1	-0.7	-1.0	31.4124	955.0	0.66	Outcome1	-0.7	-0.84	0.0	No	n/a	0.135900339750849	n/a	n/a	n/a	ShowResult	Mixed
393.596	7.834	0.019	453.044	26.0	1	-0.7	-1.0	31.4124	955.0	0.66	Outcome1	-0.7	-0.84	0.0	No	n/a	0.135900339750849	n/a	n/a	n/a	ISITrial	Mixed
401.453	3.0	0.023	460.901	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	2.0	0.139297848244621	0.893	402.346	n/a	GetAnswer	Gain
402.373	4.0	0.027	461.821	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	n/a	ShowChoice	Gain
406.402	1.0	0.029	465.85	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	n/a	ShowResult	Gain
407.421	4.225	0.019	466.869	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	n/a	ISITrial	Gain
411.667	2.55	0.021	471.115	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	n/a	TrialHappPreview	Gain
414.242	4.028	0.025	473.69	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	952.0	TrialHappiness	Gain
414.242	1.187	n/a	474.33	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
418.27	2.199	4.028	477.718	27.0	1	7.5	3.68	32.3499	955.0	2.8	Outcome1	7.5	7.36	2.54975	Yes	n/a	0.139297848244621	n/a	n/a	n/a	ISIRate	Gain
504.329	1.607	n/a	564.1	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	BlockStartHappinessSliderResponse	n/a
-91.674	-0.001	0.025	479.942	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	79.8	-11.874	n/a	Rest	n/a
-11.852	4.0	0.022	559.764	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-7.84	1.93	0.012	563.776	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	BlockStartHappiness	n/a
-2.407	-0.001	0.027	569.209	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	2.381	-0.026	n/a	ScanWait	n/a
0.0	10.0	0.025	571.616	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.031	3.0	0.031	581.647	28.0	2	-9.0	-9.0	31.2249	70.0	0.2	Certain	-16.5	-1.5	0.0	No	4.0	-15.0	2.957	12.988	n/a	GetAnswer	Mixed
13.006	4.0	0.018	584.622	28.0	2	-9.0	-9.0	31.2249	70.0	0.2	Certain	-16.5	-1.5	0.0	No	n/a	-15.0	n/a	n/a	n/a	ShowChoice	Mixed
17.035	1.0	0.029	588.651	28.0	2	-9.0	-9.0	31.2249	70.0	0.2	Certain	-16.5	-1.5	0.0	No	n/a	-15.0	n/a	n/a	n/a	ShowResult	Mixed
18.055	3.575	0.02	589.671	28.0	2	-9.0	-9.0	31.2249	70.0	0.2	Certain	-16.5	-1.5	0.0	No	n/a	-15.0	n/a	n/a	n/a	ISITrial	Mixed
21.649	3.0	0.019	593.265	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	2.0	-16.0	2.01	23.659	n/a	GetAnswer	Gain
23.688	4.0	0.029	595.304	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	n/a	ShowChoice	Gain
27.7	1.0	0.012	599.316	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	n/a	ShowResult	Gain
28.72	3.955	0.02	600.336	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	n/a	ISITrial	Gain
32.698	3.529	0.023	604.314	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	n/a	TrialHappPreview	Gain
36.259	4.029	0.032	607.875	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	924.0	TrialHappiness	Gain
36.26	2.02	n/a	608.295	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	924.0	TrialHappinessSliderResponse	Gain
40.288	6.116	4.029	611.904	29.0	2	-10.9	-3.0	29.8624	70.0	2.22	Outcome1	-10.9	5.1	3.529	Yes	n/a	-16.0	n/a	n/a	n/a	ISIRate	Gain
46.423	3.0	0.019	618.039	30.0	2	-17.02	-9.0	27.7349	70.0	0.82	Outcome2	-0.5	-17.02	0.0	No	n/a	-16.5238095238095	n/a	n/a	n/a	GetAnswer	Mixed
49.449	4.0	0.026	621.065	30.0	2	-17.02	-9.0	27.7349	70.0	0.82	Outcome2	-0.5	-17.02	0.0	No	n/a	-16.5238095238095	n/a	n/a	n/a	ShowChoice	Mixed
53.477	1.0	0.028	625.093	30.0	2	-17.02	-9.0	27.7349	70.0	0.82	Outcome2	-0.5	-17.02	0.0	No	n/a	-16.5238095238095	n/a	n/a	n/a	ShowResult	Mixed
54.497	4.453	0.02	626.113	30.0	2	-17.02	-9.0	27.7349	70.0	0.82	Outcome2	-0.5	-17.02	0.0	No	n/a	-16.5238095238095	n/a	n/a	n/a	ISITrial	Mixed
58.977	3.0	0.027	630.593	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	4.0	3.71693121693122	1.763	60.74	n/a	GetAnswer	Gain
60.766	4.0	0.026	632.382	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	n/a	ShowChoice	Gain
64.795	1.0	0.029	636.411	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	n/a	ShowResult	Gain
65.814	4.786	0.019	637.43	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	n/a	ISITrial	Gain
70.629	2.503	0.029	642.245	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	n/a	TrialHappPreview	Gain
73.153	4.012	0.021	644.769	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	912.0	TrialHappiness	Gain
73.154	0.975	n/a	645.49	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	912.0	TrialHappinessSliderResponse	Gain
77.165	2.013	4.012	648.781	31.0	2	0.0	0.0	27.7349	70.0	2.0	Certain	-2.49	1.23	2.50325	Yes	n/a	3.71693121693122	n/a	n/a	n/a	ISIRate	Gain
79.204	3.0	0.026	650.82	32.0	2	-8.96	0.0	26.6149	70.0	2.48	Outcome2	9.3	-8.96	0.0	No	n/a	-18.2562358276644	n/a	n/a	n/a	GetAnswer	Gain
82.23	4.0	0.026	653.846	32.0	2	-8.96	0.0	26.6149	70.0	2.48	Outcome2	9.3	-8.96	0.0	No	n/a	-18.2562358276644	n/a	n/a	n/a	ShowChoice	Gain
86.242	1.0	0.012	657.858	32.0	2	-8.96	0.0	26.6149	70.0	2.48	Outcome2	9.3	-8.96	0.0	No	n/a	-18.2562358276644	n/a	n/a	n/a	ShowResult	Gain
87.262	2.0	0.02	658.878	32.0	2	-8.96	0.0	26.6149	70.0	2.48	Outcome2	9.3	-8.96	0.0	No	n/a	-18.2562358276644	n/a	n/a	n/a	ISITrial	Gain
89.285	3.0	0.023	660.901	33.0	2	-7.0	-7.0	25.7399	70.0	0.3	Certain	2.7	-16.51	0.0	No	4.0	-19.210884353741505	1.641	90.926	n/a	GetAnswer	Mixed
90.94	4.0	0.014	662.556	33.0	2	-7.0	-7.0	25.7399	70.0	0.3	Certain	2.7	-16.51	0.0	No	n/a	-19.210884353741505	n/a	n/a	n/a	ShowChoice	Mixed
94.952	1.0	0.012	666.568	33.0	2	-7.0	-7.0	25.7399	70.0	0.3	Certain	2.7	-16.51	0.0	No	n/a	-19.210884353741505	n/a	n/a	n/a	ShowResult	Mixed
95.971	5.099	0.019	667.587	33.0	2	-7.0	-7.0	25.7399	70.0	0.3	Certain	2.7	-16.51	0.0	No	n/a	-19.210884353741505	n/a	n/a	n/a	ISITrial	Mixed
101.087	3.0	0.017	672.703	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	4.0	-20.165532879818603	2.196	103.283	n/a	GetAnswer	Gain
103.293	4.0	0.01	674.909	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	n/a	ShowChoice	Gain
107.305	1.0	0.012	678.921	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	n/a	ShowResult	Gain
108.325	4.784	0.02	679.941	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	n/a	ISITrial	Gain
113.123	3.232	0.014	684.739	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	n/a	TrialHappPreview	Gain
116.383	4.012	0.028	687.999	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	912.0	TrialHappiness	Gain
116.383	1.751	n/a	688.636	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	912.0	TrialHappinessSliderResponse	Gain
120.395	4.926	4.012	692.011	34.0	2	-4.0	-4.0	25.2399	70.0	4.2	Certain	6.1	-14.07	3.2315	Yes	n/a	-20.165532879818603	n/a	n/a	n/a	ISIRate	Gain
125.343	3.0	0.022	696.959	35.0	2	2.98	1.0	25.6124	70.0	3.6	Outcome1	2.98	-1.01	0.0	No	2.0	3.9875283446712	2.048	127.391	n/a	GetAnswer	Loss
127.416	4.0	0.025	699.032	35.0	2	2.98	1.0	25.6124	70.0	3.6	Outcome1	2.98	-1.01	0.0	No	n/a	3.9875283446712	n/a	n/a	n/a	ShowChoice	Loss
131.428	1.0	0.012	703.044	35.0	2	2.98	1.0	25.6124	70.0	3.6	Outcome1	2.98	-1.01	0.0	No	n/a	3.9875283446712	n/a	n/a	n/a	ShowResult	Loss
132.447	2.098	0.019	704.063	35.0	2	2.98	1.0	25.6124	70.0	3.6	Outcome1	2.98	-1.01	0.0	No	n/a	3.9875283446712	n/a	n/a	n/a	ISITrial	Loss
134.57	3.0	0.025	706.186	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	2.0	4.06708238851096	2.959	137.529	n/a	GetAnswer	Gain
137.546	4.0	0.017	709.162	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	n/a	ShowChoice	Gain
141.558	1.0	0.012	713.174	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	n/a	ShowResult	Gain
142.578	5.156	0.02	714.194	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	n/a	ISITrial	Gain
147.76	3.336	0.026	719.376	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	n/a	TrialHappPreview	Gain
151.12	4.012	0.024	722.736	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	940.0	TrialHappiness	Gain
151.121	1.482	n/a	723.002	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	940.0	TrialHappinessSliderResponse	Gain
155.132	5.343	4.012	726.748	36.0	2	2.12	0.0	25.8774	70.0	1.68	Outcome2	-1.95	2.12	3.33575	Yes	n/a	4.06708238851096	n/a	n/a	n/a	ISIRate	Gain
160.498	3.0	0.023	732.114	37.0	2	-4.0	-4.0	25.3774	70.0	2.22	Certain	-16.41	7.1	0.0	No	4.0	-23.5056689342404	1.905	162.403	n/a	GetAnswer	Gain
162.42	4.0	0.017	734.036	37.0	2	-4.0	-4.0	25.3774	70.0	2.22	Certain	-16.41	7.1	0.0	No	n/a	-23.5056689342404	n/a	n/a	n/a	ShowChoice	Gain
166.432	1.0	0.012	738.048	37.0	2	-4.0	-4.0	25.3774	70.0	2.22	Certain	-16.41	7.1	0.0	No	n/a	-23.5056689342404	n/a	n/a	n/a	ShowResult	Gain
167.452	3.598	0.02	739.068	37.0	2	-4.0	-4.0	25.3774	70.0	2.22	Certain	-16.41	7.1	0.0	No	n/a	-23.5056689342404	n/a	n/a	n/a	ISITrial	Gain
171.08	3.0	0.03	742.696	38.0	2	-10.0	-10.0	24.1274	70.0	1.5	Certain	2.1	-22.39	0.0	No	4.0	-24.492063492063497	1.612	172.692	n/a	GetAnswer	Mixed
172.718	4.0	0.026	744.334	38.0	2	-10.0	-10.0	24.1274	70.0	1.5	Certain	2.1	-22.39	0.0	No	n/a	-24.492063492063497	n/a	n/a	n/a	ShowChoice	Mixed
176.73	1.0	0.012	748.346	38.0	2	-10.0	-10.0	24.1274	70.0	1.5	Certain	2.1	-22.39	0.0	No	n/a	-24.492063492063497	n/a	n/a	n/a	ShowResult	Mixed
177.75	4.787	0.02	749.366	38.0	2	-10.0	-10.0	24.1274	70.0	1.5	Certain	2.1	-22.39	0.0	No	n/a	-24.492063492063497	n/a	n/a	n/a	ISITrial	Mixed
182.564	3.0	0.027	754.18	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	2.0	4.42479213907785	1.877	184.441	n/a	GetAnswer	Gain
184.453	4.0	0.012	756.069	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	n/a	ShowChoice	Gain
188.465	1.0	0.012	760.081	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	n/a	ShowResult	Gain
189.485	2.348	0.02	761.101	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	n/a	ISITrial	Gain
191.859	2.864	0.026	763.475	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	n/a	TrialHappPreview	Gain
194.751	4.012	0.028	766.367	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	952.0	TrialHappiness	Gain
194.751	1.965	n/a	766.789	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
198.763	3.457	4.012	770.379	39.0	2	2.48	0.0	24.4374	70.0	3.6	Outcome1	2.48	-1.94	2.86425	Yes	n/a	4.42479213907785	n/a	n/a	n/a	ISIRate	Gain
202.24	3.0	0.02	773.856	40.0	2	-14.0	-14.0	22.6874	70.0	0.3	Certain	-27.97	-1.3	0.0	No	4.0	-26.6689342403628	1.68	203.92	n/a	GetAnswer	Mixed
203.945	4.0	0.025	775.561	40.0	2	-14.0	-14.0	22.6874	70.0	0.3	Certain	-27.97	-1.3	0.0	No	n/a	-26.6689342403628	n/a	n/a	n/a	ShowChoice	Mixed
207.957	1.0	0.012	779.573	40.0	2	-14.0	-14.0	22.6874	70.0	0.3	Certain	-27.97	-1.3	0.0	No	n/a	-26.6689342403628	n/a	n/a	n/a	ShowResult	Mixed
208.977	3.158	0.02	780.593	40.0	2	-14.0	-14.0	22.6874	70.0	0.3	Certain	-27.97	-1.3	0.0	No	n/a	-26.6689342403628	n/a	n/a	n/a	ISITrial	Mixed
212.153	3.0	0.018	783.769	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	4.0	-27.6689342403628	2.679	214.832	n/a	GetAnswer	Gain
214.844	4.0	0.012	786.46	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	n/a	ShowChoice	Gain
218.856	1.0	0.012	790.472	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	n/a	ShowResult	Gain
219.876	4.506	0.02	791.492	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	n/a	ISITrial	Gain
224.406	4.0	0.024	796.022	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	n/a	TrialHappPreview	Gain
228.435	4.012	0.029	800.051	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	952.0	TrialHappiness	Gain
228.436	2.579	n/a	800.332	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
232.447	8.0	4.012	804.063	41.0	2	-7.0	-7.0	21.8124	70.0	1.82	Certain	6.7	-20.97	4.0	Yes	n/a	-27.6689342403628	n/a	n/a	n/a	ISIRate	Gain
240.471	3.0	0.024	812.087	42.0	2	-18.17	-4.0	19.5411	70.0	1.68	Outcome1	-18.17	10.5	0.0	No	2.0	-28.6689342403628	2.524	242.995	n/a	GetAnswer	Loss
243.012	4.0	0.017	814.628	42.0	2	-18.17	-4.0	19.5411	70.0	1.68	Outcome1	-18.17	10.5	0.0	No	n/a	-28.6689342403628	n/a	n/a	n/a	ShowChoice	Loss
247.024	1.0	0.012	818.64	42.0	2	-18.17	-4.0	19.5411	70.0	1.68	Outcome1	-18.17	10.5	0.0	No	n/a	-28.6689342403628	n/a	n/a	n/a	ShowResult	Loss
248.044	6.248	0.02	819.66	42.0	2	-18.17	-4.0	19.5411	70.0	1.68	Outcome1	-18.17	10.5	0.0	No	n/a	-28.6689342403628	n/a	n/a	n/a	ISITrial	Loss
254.312	3.0	0.02	825.928	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	4.0	-29.6689342403628	2.222	256.534	n/a	GetAnswer	Loss
256.553	4.0	0.019	828.169	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	n/a	ShowChoice	Loss
260.565	1.0	0.012	832.181	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	n/a	ShowResult	Loss
261.584	4.596	0.019	833.2	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	n/a	ISITrial	Loss
266.198	2.776	0.018	837.814	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	n/a	TrialHappPreview	Loss
268.99	4.012	0.016	840.606	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	948.0	TrialHappiness	Loss
268.99	2.936	n/a	841.023	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	948.0	TrialHappinessSliderResponse	Loss
273.002	3.103	4.012	844.618	43.0	2	-4.0	-4.0	19.0411	70.0	2.0	Certain	-18.77	10.9	2.77575	Yes	n/a	-29.6689342403628	n/a	n/a	n/a	ISIRate	Loss
276.128	3.0	0.023	847.744	44.0	2	-9.0	-9.0	17.9161	70.0	3.16	Certain	5.7	-24.9	0.0	No	4.0	-30.600907029478503	2.141	278.269	n/a	GetAnswer	Gain
278.284	4.0	0.015	849.9	44.0	2	-9.0	-9.0	17.9161	70.0	3.16	Certain	5.7	-24.9	0.0	No	n/a	-30.600907029478503	n/a	n/a	n/a	ShowChoice	Gain
282.296	1.0	0.012	853.912	44.0	2	-9.0	-9.0	17.9161	70.0	3.16	Certain	5.7	-24.9	0.0	No	n/a	-30.600907029478503	n/a	n/a	n/a	ShowResult	Gain
283.316	2.42	0.02	854.932	44.0	2	-9.0	-9.0	17.9161	70.0	3.16	Certain	5.7	-24.9	0.0	No	n/a	-30.600907029478503	n/a	n/a	n/a	ISITrial	Gain
285.757	3.0	0.021	857.373	45.0	2	-17.0	-17.0	15.7911	70.0	0.4	Certain	-1.1	-32.7	0.0	No	4.0	-31.5963718820862	2.663	288.42	n/a	GetAnswer	Mixed
288.431	4.0	0.011	860.047	45.0	2	-17.0	-17.0	15.7911	70.0	0.4	Certain	-1.1	-32.7	0.0	No	n/a	-31.5963718820862	n/a	n/a	n/a	ShowChoice	Mixed
292.443	1.0	0.012	864.059	45.0	2	-17.0	-17.0	15.7911	70.0	0.4	Certain	-1.1	-32.7	0.0	No	n/a	-31.5963718820862	n/a	n/a	n/a	ShowResult	Mixed
293.463	3.144	0.02	865.079	45.0	2	-17.0	-17.0	15.7911	70.0	0.4	Certain	-1.1	-32.7	0.0	No	n/a	-31.5963718820862	n/a	n/a	n/a	ISITrial	Mixed
296.623	3.0	0.016	868.239	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	4.0	-32.5918367346939	1.946	298.569	n/a	GetAnswer	Gain
298.595	4.0	0.025	870.211	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	n/a	-32.5918367346939	n/a	n/a	n/a	ShowChoice	Gain
302.607	1.0	0.012	874.223	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	n/a	-32.5918367346939	n/a	n/a	n/a	ShowResult	Gain
303.627	2.246	0.02	875.243	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	n/a	-32.5918367346939	n/a	n/a	n/a	ISITrial	Gain
305.884	3.841	0.011	877.5	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	n/a	-32.5918367346939	n/a	n/a	n/a	TrialHappPreview	Gain
309.745	4.012	0.02	881.361	46.0	2	-12.0	-12.0	14.2911	70.0	1.68	Certain	4.5	-28.09	3.84125	Yes	2{-2}	-32.5918367346939	1.21	310.955	912.0	TrialHappiness	Gain
