onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-35.543	-0.001	0.05	23.905	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	3.606	-31.937	n/a	Welcome	n/a
-31.912	5.0	0.025	27.536	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-26.88	1.729	0.032	32.568	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	LifeHappiness	n/a
-26.88	1.249	n/a	33.048	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	LifeHappinessSliderResponse	n/a
-15.279	4.0	0.019	44.169	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-11.267	2.674	0.012	48.181	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	BlockStartHappiness	n/a
-11.266	2.296	n/a	48.56	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	952.0	BlockStartHappinessSliderResponse	n/a
-4.028	-0.001	0.022	55.42	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	4.013	-0.015	n/a	ScanWait	n/a
0.0	10.0	0.015	59.448	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.031	3.0	0.031	69.479	1.0	1	2.5	2.0	10.3125	955.0	0.2	Outcome2	2.45	2.5	0.0	No	2.0	0.0509626274065685	1.337	11.368	n/a	GetAnswer	Mixed
11.385	4.0	0.017	70.833	1.0	1	2.5	2.0	10.3125	955.0	0.2	Outcome2	2.45	2.5	0.0	No	n/a	0.0509626274065685	n/a	n/a	n/a	ShowChoice	Mixed
15.413	1.0	0.028	74.861	1.0	1	2.5	2.0	10.3125	955.0	0.2	Outcome2	2.45	2.5	0.0	No	n/a	0.0509626274065685	n/a	n/a	n/a	ShowResult	Mixed
16.433	2.431	0.02	75.881	1.0	1	2.5	2.0	10.3125	955.0	0.2	Outcome2	2.45	2.5	0.0	No	n/a	0.0509626274065685	n/a	n/a	n/a	ISITrial	Mixed
18.89	3.0	0.026	78.338	2.0	1	3.89	1.94	10.7987	955.0	1.2	Outcome2	3.9	3.89	0.0	No	2.0	-0.0124575311438279	1.097	19.987	n/a	GetAnswer	Mixed
20.01	4.0	0.023	79.458	2.0	1	3.89	1.94	10.7987	955.0	1.2	Outcome2	3.9	3.89	0.0	No	n/a	-0.0124575311438279	n/a	n/a	n/a	ShowChoice	Mixed
24.022	1.0	0.012	83.47	2.0	1	3.89	1.94	10.7987	955.0	1.2	Outcome2	3.9	3.89	0.0	No	n/a	-0.0124575311438279	n/a	n/a	n/a	ShowResult	Mixed
25.042	4.568	0.02	84.49	2.0	1	3.89	1.94	10.7987	955.0	1.2	Outcome2	3.9	3.89	0.0	No	n/a	-0.0124575311438279	n/a	n/a	n/a	ISITrial	Mixed
29.639	3.0	0.029	89.087	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	2.0	0.0577576443941109	1.026	30.665	n/a	GetAnswer	Loss
30.692	4.0	0.027	90.14	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	n/a	ShowChoice	Loss
34.704	1.0	0.012	94.152	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	n/a	ShowResult	Loss
35.724	3.243	0.02	95.172	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	n/a	ISITrial	Loss
38.984	2.868	0.017	98.432	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	n/a	TrialHappPreview	Loss
41.876	4.029	0.024	101.324	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	952.0	TrialHappiness	Loss
41.877	1.196	n/a	101.706	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	952.0	TrialHappinessSliderResponse	Loss
45.905	3.472	4.029	105.353	3.0	1	12.1	6.02	12.3112	955.0	4.2	Outcome1	12.1	12.04	2.868	Yes	n/a	0.0577576443941109	n/a	n/a	n/a	ISIRate	Loss
49.398	3.0	0.021	108.846	4.0	1	3.69	1.84	12.7725	955.0	1.0	Outcome1	3.69	3.7	0.0	No	2.0	-0.0130237825594564	1.068	50.466	n/a	GetAnswer	Mixed
50.485	4.0	0.019	109.933	4.0	1	3.69	1.84	12.7725	955.0	1.0	Outcome1	3.69	3.7	0.0	No	n/a	-0.0130237825594564	n/a	n/a	n/a	ShowChoice	Mixed
54.497	1.0	0.012	113.945	4.0	1	3.69	1.84	12.7725	955.0	1.0	Outcome1	3.69	3.7	0.0	No	n/a	-0.0130237825594564	n/a	n/a	n/a	ShowResult	Mixed
55.517	2.011	0.02	114.965	4.0	1	3.69	1.84	12.7725	955.0	1.0	Outcome1	3.69	3.7	0.0	No	n/a	-0.0130237825594564	n/a	n/a	n/a	ISITrial	Mixed
57.556	3.0	0.028	117.004	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	2.0	0.0645526613816535	0.765	58.321	n/a	GetAnswer	Gain
58.342	4.0	0.021	117.79	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	n/a	ShowChoice	Gain
62.371	1.0	0.029	121.819	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	n/a	ShowResult	Gain
63.39	5.129	0.019	122.838	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	n/a	ISITrial	Gain
68.539	2.582	0.02	127.987	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	n/a	TrialHappPreview	Gain
71.147	4.029	0.026	130.595	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	952.0	TrialHappiness	Gain
71.148	1.189	n/a	130.867	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
75.176	2.33	4.029	134.624	5.0	1	6.5	3.22	13.585	955.0	1.68	Outcome1	6.5	6.44	2.5825	Yes	n/a	0.0645526613816535	n/a	n/a	n/a	ISIRate	Gain
77.533	3.0	0.027	136.981	6.0	1	2.29	2.0	13.8712	955.0	2.0	Outcome1	2.29	2.3	0.0	No	2.0	-0.0135900339750849	0.801	78.334	n/a	GetAnswer	Mixed
78.352	4.0	0.018	137.8	6.0	1	2.29	2.0	13.8712	955.0	2.0	Outcome1	2.29	2.3	0.0	No	n/a	-0.0135900339750849	n/a	n/a	n/a	ShowChoice	Mixed
82.381	1.0	0.029	141.829	6.0	1	2.29	2.0	13.8712	955.0	2.0	Outcome1	2.29	2.3	0.0	No	n/a	-0.0135900339750849	n/a	n/a	n/a	ShowResult	Mixed
83.4	6.232	0.019	142.848	6.0	1	2.29	2.0	13.8712	955.0	2.0	Outcome1	2.29	2.3	0.0	No	n/a	-0.0135900339750849	n/a	n/a	n/a	ISITrial	Mixed
89.652	3.0	0.02	149.1	7.0	1	7.7	3.82	14.8337	955.0	3.16	Outcome1	7.7	7.63	0.0	No	2.0	0.0713476783691959	0.879	90.531	n/a	GetAnswer	Gain
90.555	4.0	0.024	150.003	7.0	1	7.7	3.82	14.8337	955.0	3.16	Outcome1	7.7	7.63	0.0	No	n/a	0.0713476783691959	n/a	n/a	n/a	ShowChoice	Gain
94.584	1.0	0.029	154.032	7.0	1	7.7	3.82	14.8337	955.0	3.16	Outcome1	7.7	7.63	0.0	No	n/a	0.0713476783691959	n/a	n/a	n/a	ShowResult	Gain
95.604	2.305	0.02	155.052	7.0	1	7.7	3.82	14.8337	955.0	3.16	Outcome1	7.7	7.63	0.0	No	n/a	0.0713476783691959	n/a	n/a	n/a	ISITrial	Gain
97.927	3.0	0.018	157.375	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	2.0	-0.0141562853907135	0.998	98.925	n/a	GetAnswer	Loss
98.947	4.0	0.022	158.395	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	n/a	ShowChoice	Loss
102.976	1.0	0.029	162.424	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	n/a	ShowResult	Loss
103.995	3.506	0.019	163.443	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	n/a	ISITrial	Loss
107.523	3.112	0.022	166.971	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	n/a	TrialHappPreview	Loss
110.665	4.029	0.03	170.113	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	952.0	TrialHappiness	Loss
110.666	1.226	n/a	170.432	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	952.0	TrialHappinessSliderResponse	Loss
114.694	4.45	4.029	174.142	8.0	1	12.69	6.34	16.42	955.0	1.82	Outcome2	12.7	12.69	3.1125	Yes	n/a	-0.0141562853907135	n/a	n/a	n/a	ISIRate	Loss
119.174	3.0	0.03	178.622	9.0	1	9.49	4.74	17.6062	955.0	2.8	Outcome2	9.5	9.49	0.0	No	2.0	-0.0144394110985277	0.873	120.047	n/a	GetAnswer	Gain
120.077	4.0	0.03	179.525	9.0	1	9.49	4.74	17.6062	955.0	2.8	Outcome2	9.5	9.49	0.0	No	n/a	-0.0144394110985277	n/a	n/a	n/a	ShowChoice	Gain
124.106	1.0	0.029	183.554	9.0	1	9.49	4.74	17.6062	955.0	2.8	Outcome2	9.5	9.49	0.0	No	n/a	-0.0144394110985277	n/a	n/a	n/a	ShowResult	Gain
125.125	2.0	0.019	184.573	9.0	1	9.49	4.74	17.6062	955.0	2.8	Outcome2	9.5	9.49	0.0	No	n/a	-0.0144394110985277	n/a	n/a	n/a	ISITrial	Gain
127.148	3.0	0.023	186.596	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	2.0	-0.0147225368063419	1.184	128.332	n/a	GetAnswer	Mixed
128.352	4.0	0.02	187.8	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	n/a	ShowChoice	Mixed
132.38	1.0	0.028	191.828	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	n/a	ShowResult	Mixed
133.4	2.0	0.02	192.848	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	n/a	ISITrial	Mixed
135.423	4.0	0.023	194.871	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	n/a	TrialHappPreview	Mixed
139.452	4.028	0.029	198.9	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	952.0	TrialHappiness	Mixed
139.452	2.344	n/a	199.42	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	952.0	TrialHappinessSliderResponse	Mixed
143.48	8.0	4.028	202.928	10.0	1	1.69	1.0	17.8174	955.0	1.0	Outcome2	1.7	1.69	4.0	Yes	n/a	-0.0147225368063419	n/a	n/a	n/a	ISIRate	Mixed
151.504	3.0	0.024	210.952	11.0	1	5.3	2.61	18.4799	955.0	2.48	Outcome2	5.22	5.3	0.0	No	2.0	0.0849377123442809	0.936	152.44	n/a	GetAnswer	Gain
152.457	4.0	0.017	211.905	11.0	1	5.3	2.61	18.4799	955.0	2.48	Outcome2	5.22	5.3	0.0	No	n/a	0.0849377123442809	n/a	n/a	n/a	ShowChoice	Gain
156.486	1.0	0.029	215.934	11.0	1	5.3	2.61	18.4799	955.0	2.48	Outcome2	5.22	5.3	0.0	No	n/a	0.0849377123442809	n/a	n/a	n/a	ShowResult	Gain
157.506	3.324	0.02	216.954	11.0	1	5.3	2.61	18.4799	955.0	2.48	Outcome2	5.22	5.3	0.0	No	n/a	0.0849377123442809	n/a	n/a	n/a	ISITrial	Gain
160.849	3.0	0.019	220.297	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	2.0	-0.0152887882219706	0.987	161.836	n/a	GetAnswer	Mixed
161.852	4.0	0.016	221.3	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	n/a	ShowChoice	Mixed
165.881	1.0	0.029	225.329	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	n/a	ShowResult	Mixed
166.901	6.642	0.02	226.349	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	n/a	ISITrial	Mixed
173.571	2.619	0.028	233.019	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	n/a	TrialHappPreview	Mixed
176.212	4.029	0.022	235.66	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	952.0	TrialHappiness	Mixed
176.212	1.338	n/a	236.35	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	952.0	TrialHappinessSliderResponse	Mixed
180.241	2.475	4.029	239.689	12.0	1	3.48	1.74	18.9149	955.0	0.82	Outcome2	3.5	3.48	2.61875	Yes	n/a	-0.0152887882219706	n/a	n/a	n/a	ISIRate	Mixed
182.748	3.0	0.032	242.196	13.0	1	13.1	6.5	20.5524	955.0	2.22	Outcome2	13.01	13.1	0.0	No	2.0	0.0917327293318233	1.028	183.776	n/a	GetAnswer	Loss
183.801	4.0	0.025	243.249	13.0	1	13.1	6.5	20.5524	955.0	2.22	Outcome2	13.01	13.1	0.0	No	n/a	0.0917327293318233	n/a	n/a	n/a	ShowChoice	Loss
187.83	1.0	0.029	247.278	13.0	1	13.1	6.5	20.5524	955.0	2.22	Outcome2	13.01	13.1	0.0	No	n/a	0.0917327293318233	n/a	n/a	n/a	ShowResult	Loss
188.85	3.48	0.02	248.298	13.0	1	13.1	6.5	20.5524	955.0	2.22	Outcome2	13.01	13.1	0.0	No	n/a	0.0917327293318233	n/a	n/a	n/a	ISITrial	Loss
192.36	3.0	0.03	251.808	14.0	1	13.68	6.84	22.2624	955.0	3.16	Outcome2	13.7	13.68	0.0	No	2.0	-0.0158550396375991	0.739	193.099	n/a	GetAnswer	Loss
193.129	4.0	0.03	252.577	14.0	1	13.68	6.84	22.2624	955.0	3.16	Outcome2	13.7	13.68	0.0	No	n/a	-0.0158550396375991	n/a	n/a	n/a	ShowChoice	Loss
197.141	1.0	0.012	256.589	14.0	1	13.68	6.84	22.2624	955.0	3.16	Outcome2	13.7	13.68	0.0	No	n/a	-0.0158550396375991	n/a	n/a	n/a	ShowResult	Loss
198.161	5.019	0.02	257.609	14.0	1	13.68	6.84	22.2624	955.0	3.16	Outcome2	13.7	13.68	0.0	No	n/a	-0.0158550396375991	n/a	n/a	n/a	ISITrial	Loss
203.209	3.0	0.029	262.657	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	2.0	0.0985277463193658	0.719	203.928	n/a	GetAnswer	Loss
203.945	4.0	0.017	263.393	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	n/a	ShowChoice	Loss
207.957	1.0	0.012	267.405	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	n/a	ShowResult	Loss
208.977	7.614	0.02	268.425	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	n/a	ISITrial	Loss
216.616	3.348	0.025	276.064	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	n/a	TrialHappPreview	Loss
219.993	4.029	0.029	279.441	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	952.0	TrialHappiness	Loss
219.994	1.325	n/a	280.229	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	952.0	TrialHappinessSliderResponse	Loss
224.022	5.394	4.029	283.47	15.0	1	11.1	5.5	23.6499	955.0	2.22	Outcome2	11.0	11.1	3.3485	Yes	n/a	0.0985277463193658	n/a	n/a	n/a	ISIRate	Loss
229.438	3.0	0.022	288.886	16.0	1	4.1	2.0	24.1624	955.0	1.5	Outcome1	4.1	4.0	0.0	No	2.0	0.101925254813137	0.776	230.214	n/a	GetAnswer	Mixed
230.24	4.0	0.026	289.688	16.0	1	4.1	2.0	24.1624	955.0	1.5	Outcome1	4.1	4.0	0.0	No	n/a	0.101925254813137	n/a	n/a	n/a	ShowChoice	Mixed
234.252	1.0	0.012	293.7	16.0	1	4.1	2.0	24.1624	955.0	1.5	Outcome1	4.1	4.0	0.0	No	n/a	0.101925254813137	n/a	n/a	n/a	ShowResult	Mixed
235.272	3.008	0.02	294.72	16.0	1	4.1	2.0	24.1624	955.0	1.5	Outcome1	4.1	4.0	0.0	No	n/a	0.101925254813137	n/a	n/a	n/a	ISITrial	Mixed
238.298	3.0	0.018	297.746	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	4.0	-0.0167044167610419	1.392	239.69	n/a	GetAnswer	Mixed
239.719	4.0	0.029	299.167	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	n/a	ShowChoice	Mixed
243.747	1.0	0.028	303.195	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	n/a	ShowResult	Mixed
244.767	3.566	0.02	304.215	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	n/a	ISITrial	Mixed
248.361	3.042	0.028	307.809	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	n/a	TrialHappPreview	Mixed
251.42	4.029	0.017	310.868	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	952.0	TrialHappiness	Mixed
251.421	1.075	n/a	311.388	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	952.0	TrialHappinessSliderResponse	Mixed
255.449	4.166	4.029	314.897	17.0	1	0.0	0.0	24.1624	955.0	1.0	Certain	-0.3	-0.32	3.0415	Yes	n/a	-0.0167044167610419	n/a	n/a	n/a	ISIRate	Mixed
259.645	3.0	0.03	319.093	18.0	1	7.3	3.6	25.0749	955.0	2.48	Outcome1	7.3	7.19	0.0	No	2.0	0.108720271800679	0.78	260.425	n/a	GetAnswer	Gain
260.448	4.0	0.023	319.896	18.0	1	7.3	3.6	25.0749	955.0	2.48	Outcome1	7.3	7.19	0.0	No	n/a	0.108720271800679	n/a	n/a	n/a	ShowChoice	Gain
264.476	1.0	0.028	323.924	18.0	1	7.3	3.6	25.0749	955.0	2.48	Outcome1	7.3	7.19	0.0	No	n/a	0.108720271800679	n/a	n/a	n/a	ShowResult	Gain
265.496	6.787	0.02	324.944	18.0	1	7.3	3.6	25.0749	955.0	2.48	Outcome1	7.3	7.19	0.0	No	n/a	0.108720271800679	n/a	n/a	n/a	ISITrial	Gain
272.316	3.0	0.033	331.764	19.0	1	8.1	4.0	26.0874	955.0	4.2	Outcome2	7.99	8.1	0.0	No	2.0	0.1121177802944509	0.929	273.245	n/a	GetAnswer	Gain
273.269	4.0	0.023	332.717	19.0	1	8.1	4.0	26.0874	955.0	4.2	Outcome2	7.99	8.1	0.0	No	n/a	0.1121177802944509	n/a	n/a	n/a	ShowChoice	Gain
277.281	1.0	0.012	336.729	19.0	1	8.1	4.0	26.0874	955.0	4.2	Outcome2	7.99	8.1	0.0	No	n/a	0.1121177802944509	n/a	n/a	n/a	ShowResult	Gain
278.301	2.0	0.02	337.749	19.0	1	8.1	4.0	26.0874	955.0	4.2	Outcome2	7.99	8.1	0.0	No	n/a	0.1121177802944509	n/a	n/a	n/a	ISITrial	Gain
280.324	3.0	0.023	339.772	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	2.0	0.1155152887882219	1.167	281.491	n/a	GetAnswer	Gain
281.511	4.0	0.02	340.959	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	n/a	ShowChoice	Gain
285.539	1.0	0.028	344.987	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	n/a	ShowResult	Gain
286.559	8.0	0.02	346.007	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	n/a	ISITrial	Gain
294.583	2.921	0.024	354.031	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	n/a	TrialHappPreview	Gain
297.525	4.029	0.021	356.973	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	952.0	TrialHappiness	Gain
297.526	1.211	n/a	357.307	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
301.554	3.685	4.029	361.002	20.0	1	9.7	4.79	27.2999	955.0	3.16	Outcome1	9.7	9.58	2.92125	Yes	n/a	0.1155152887882219	n/a	n/a	n/a	ISIRate	Gain
305.265	3.0	0.026	364.713	21.0	1	0.1	0.0	27.3124	955.0	1.5	Outcome1	0.1	-0.02	0.0	No	2.0	0.118912797281993	1.867	307.132	n/a	GetAnswer	Mixed
307.154	4.0	0.022	366.602	21.0	1	0.1	0.0	27.3124	955.0	1.5	Outcome1	0.1	-0.02	0.0	No	n/a	0.118912797281993	n/a	n/a	n/a	ShowChoice	Mixed
311.183	1.0	0.029	370.631	21.0	1	0.1	0.0	27.3124	955.0	1.5	Outcome1	0.1	-0.02	0.0	No	n/a	0.118912797281993	n/a	n/a	n/a	ShowResult	Mixed
312.203	3.555	0.02	371.651	21.0	1	0.1	0.0	27.3124	955.0	1.5	Outcome1	0.1	-0.02	0.0	No	n/a	0.118912797281993	n/a	n/a	n/a	ISITrial	Mixed
315.78	3.0	0.022	375.228	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	2.0	0.122310305775764	1.266	317.046	n/a	GetAnswer	Gain
317.067	4.0	0.021	376.515	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	n/a	ShowChoice	Gain
321.096	1.0	0.029	380.544	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	n/a	ShowResult	Gain
322.116	6.793	0.02	381.564	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	n/a	ISITrial	Gain
328.936	3.22	0.027	388.384	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	n/a	TrialHappPreview	Gain
332.179	4.029	0.023	391.627	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	952.0	TrialHappiness	Gain
332.18	1.222	n/a	391.967	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	952.0	TrialHappinessSliderResponse	Gain
336.208	4.878	4.029	395.656	22.0	1	10.3	5.09	28.5999	955.0	5.0	Outcome1	10.3	10.18	3.2195	Yes	n/a	0.122310305775764	n/a	n/a	n/a	ISIRate	Gain
341.106	3.0	0.02	400.554	23.0	1	8.9	4.38	29.7124	955.0	2.0	Outcome2	8.77	8.9	0.0	No	2.0	0.1257078142695359	1.085	342.191	n/a	GetAnswer	Gain
342.209	4.0	0.018	401.657	23.0	1	8.9	4.38	29.7124	955.0	2.0	Outcome2	8.77	8.9	0.0	No	n/a	0.1257078142695359	n/a	n/a	n/a	ShowChoice	Gain
346.238	1.0	0.029	405.686	23.0	1	8.9	4.38	29.7124	955.0	2.0	Outcome2	8.77	8.9	0.0	No	n/a	0.1257078142695359	n/a	n/a	n/a	ShowResult	Gain
347.258	8.0	0.02	406.706	23.0	1	8.9	4.38	29.7124	955.0	2.0	Outcome2	8.77	8.9	0.0	No	n/a	0.1257078142695359	n/a	n/a	n/a	ISITrial	Gain
