onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.995	instruction	0	0	 0.000
 1.995	 1.995	filler	0	0	 0.000
 3.990	 0.533	fixation_cross	0	0	 0.000
 4.523	 0.797	pres	1	0	 2147483.647
 5.320	 1.530	resp	0	0	 0.000
 6.850	 0.864	jitter	0	0	 0.000
 7.714	 0.532	fixation_cross	0	0	 0.000
 8.246	 0.798	pres	1	0	 2147483.647
 9.044	 1.530	resp	0	0	 0.000
 10.574	 0.665	jitter	0	0	 0.000
 11.239	 0.532	fixation_cross	0	0	 0.000
 11.771	 0.798	pres	1	0	 2147483.647
 12.569	 1.529	resp	0	0	 0.000
 14.098	 0.732	jitter	0	0	 0.000
 14.830	 0.532	fixation_cross	0	0	 0.000
 15.362	 0.798	pres	1	0	 2147483.647
 16.160	 1.530	resp	0	0	 0.000
 17.690	 1.064	jitter	0	0	 0.000
 18.754	 0.531	fixation_cross	0	0	 0.000
 19.285	 0.798	pres	1	0	 2147483.647
 20.083	 1.530	resp	0	0	 0.000
 21.613	 0.931	jitter	0	0	 0.000
 22.544	 0.532	fixation_cross	0	0	 0.000
 23.076	 0.798	pres	1	0	 2147483.647
 23.874	 1.530	resp	0	0	 0.000
 25.404	 0.664	jitter	0	0	 0.000
 26.068	 0.532	fixation_cross	0	0	 0.000
 26.600	 0.798	pres	1	0	 2147483.647
 27.398	 1.530	resp	0	0	 0.000
 28.928	 1.064	jitter	0	0	 0.000
 29.992	 0.532	fixation_cross	0	0	 0.000
 30.524	 0.798	pres	1	0	 2147483.647
 31.322	 1.530	resp	0	0	 0.000
 32.852	 1.064	jitter	0	0	 0.000
 33.916	 0.531	fixation_cross	0	0	 0.000
 34.447	 0.798	pres	1	0	 2147483.647
 35.245	 1.530	resp	0	0	 0.000
 36.775	 0.731	jitter	0	0	 0.000
 37.506	 0.532	fixation_cross	0	0	 0.000
 38.038	 0.799	pres	1	0	 2147483.647
 38.837	 1.529	resp	0	0	 0.000
 40.366	 0.531	jitter	0	0	 0.000
 40.897	 0.533	fixation_cross	0	0	 0.000
 41.430	 0.798	pres	1	0	 2147483.647
 42.228	 1.529	resp	0	0	 0.000
 43.757	 0.932	jitter	0	0	 0.000
 44.689	 0.532	fixation_cross	0	0	 0.000
 45.221	 0.798	pres	1	0	 2147483.647
 46.019	 1.529	resp	0	0	 0.000
 47.548	 0.532	jitter	0	0	 0.000
 48.080	 0.532	fixation_cross	0	0	 0.000
 48.612	 0.798	pres	1	0	 2147483.647
 49.410	 1.529	resp	0	0	 0.000
 50.939	 0.865	jitter	0	0	 0.000
 51.804	 0.532	fixation_cross	0	0	 0.000
 52.336	 0.798	pres	1	0	 2147483.647
 53.134	 1.529	resp	0	0	 0.000
 54.663	 0.865	jitter	0	0	 0.000
 55.528	 0.533	fixation_cross	0	0	 0.000
 56.061	 0.797	pres	1	0	 2147483.647
 56.858	 1.530	resp	0	0	 0.000
 58.388	 0.664	jitter	0	0	 0.000
 59.052	 0.533	fixation_cross	0	0	 0.000
 59.585	 0.798	pres	1	0	 2147483.647
 60.383	 1.528	resp	0	0	 0.000
 61.911	 0.533	jitter	0	0	 0.000
 62.444	 0.532	fixation_cross	0	0	 0.000
 62.976	 0.798	pres	1	0	 2147483.647
 63.774	 1.529	resp	0	0	 0.000
 65.303	 0.931	jitter	0	0	 0.000
 66.234	 0.532	fixation_cross	0	0	 0.000
 66.766	 0.798	pres	1	0	 2147483.647
 67.564	 1.530	resp	0	0	 0.000
 69.094	 0.732	jitter	0	0	 0.000
