onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.994	instruction	0	0	 0.000
 1.994	 1.996	filler	0	0	 0.000
 3.990	 0.532	fixation_cross	0	0	 0.000
 4.522	 0.798	pres	1	0	 2147483.647
 5.320	 1.529	resp	0	0	 0.000
 6.849	 0.533	jitter	0	0	 0.000
 7.382	 0.531	fixation_cross	0	0	 0.000
 7.913	 0.798	pres	1	0	 2147483.647
 8.711	 1.529	resp	0	0	 0.000
 10.240	 0.733	jitter	0	0	 0.000
 10.973	 0.531	fixation_cross	0	0	 0.000
 11.504	 0.798	pres	1	0	 2147483.647
 12.302	 1.530	resp	0	0	 0.000
 13.832	 0.931	jitter	0	0	 0.000
 14.763	 0.532	fixation_cross	0	0	 0.000
 15.295	 0.798	pres	1	0	 2147483.647
 16.093	 1.530	resp	0	0	 0.000
 17.623	 0.864	jitter	0	0	 0.000
 18.487	 0.531	fixation_cross	0	0	 0.000
 19.018	 0.799	pres	1	0	 2147483.647
 19.817	 1.529	resp	0	0	 0.000
 21.346	 0.865	jitter	0	0	 0.000
 22.211	 0.532	fixation_cross	0	0	 0.000
 22.743	 0.798	pres	1	0	 2147483.647
 23.541	 1.529	resp	0	0	 0.000
 25.070	 0.665	jitter	0	0	 0.000
 25.735	 0.533	fixation_cross	0	0	 0.000
 26.268	 0.798	pres	1	0	 2147483.647
 27.066	 1.528	resp	0	0	 0.000
 28.594	 0.533	jitter	0	0	 0.000
 29.127	 0.533	fixation_cross	0	0	 0.000
 29.660	 0.797	pres	1	0	 2147483.647
 30.457	 1.529	resp	0	0	 0.000
 31.986	 1.064	jitter	0	0	 0.000
 33.050	 0.532	fixation_cross	0	0	 0.000
 33.582	 0.798	pres	1	0	 2147483.647
 34.380	 1.529	resp	0	0	 0.000
 35.909	 1.064	jitter	0	0	 0.000
 36.973	 0.533	fixation_cross	0	0	 0.000
 37.506	 0.798	pres	1	0	 2147483.647
 38.304	 1.529	resp	0	0	 0.000
 39.833	 0.532	jitter	0	0	 0.000
 40.365	 0.532	fixation_cross	0	0	 0.000
 40.897	 0.798	pres	1	0	 2147483.647
 41.695	 1.529	resp	0	0	 0.000
 43.224	 0.665	jitter	0	0	 0.000
 43.889	 0.533	fixation_cross	0	0	 0.000
 44.422	 0.798	pres	1	0	 2147483.647
 45.220	 1.529	resp	0	0	 0.000
 46.749	 0.735	jitter	0	0	 0.000
 47.484	 0.529	fixation_cross	0	0	 0.000
 48.013	 0.798	pres	1	0	 2147483.647
 48.811	 1.529	resp	0	0	 0.000
 50.340	 0.932	jitter	0	0	 0.000
 51.272	 0.531	fixation_cross	0	0	 0.000
 51.803	 0.798	pres	1	0	 2147483.647
 52.601	 1.529	resp	0	0	 0.000
 54.130	 0.732	jitter	0	0	 0.000
 54.862	 0.533	fixation_cross	0	0	 0.000
 55.395	 0.797	pres	1	0	 2147483.647
 56.192	 1.530	resp	0	0	 0.000
 57.722	 0.664	jitter	0	0	 0.000
 58.386	 0.533	fixation_cross	0	0	 0.000
 58.919	 0.798	pres	1	0	 2147483.647
 59.717	 1.529	resp	0	0	 0.000
 61.246	 0.932	jitter	0	0	 0.000
 62.178	 0.532	fixation_cross	0	0	 0.000
 62.710	 0.798	pres	1	0	 2147483.647
 63.508	 1.529	resp	0	0	 0.000
 65.037	 0.864	jitter	0	0	 0.000
 65.901	 0.532	fixation_cross	0	0	 0.000
 66.433	 0.798	pres	1	0	 2147483.647
 67.231	 1.530	resp	0	0	 0.000
 68.761	 1.064	jitter	0	0	 0.000
