onset	duration	stim_file	sti_started	sti_stopped	key_fix
12	3	face-video/stimtst_1291.mp4	57.9690527999991	60.9774947000005	n/a
18	3	face-video/stimtst_1292.mp4	63.6778822999986	66.7027385000001	n/a
24	3	face-video/stimtst_1293.mp4	69.6613663999996	72.6695684000005	n/a
30	3	face-video/stimtst_1294.mp4	75.6698964999996	78.678179800001	n/a
36	3	face-video/stimtst_1300.mp4	81.6449461000011	84.6701295999992	n/a
42	3	face-video/stimtst_1296.mp4	87.6622352000013	90.6795989999991	n/a
48	3	face-video/stimtst_1297.mp4	93.6874386000017	96.6956381000018	n/a
54	3	face-video/stimtst_1298.mp4	99.6291959000009	102.646011799999	n/a
60	3	face-video/stimtst_1299.mp4	105.654680999999	108.662744500001	n/a
66	3	face-video/stimtst_1321.mp4	111.671287000001	114.679759499998	n/a
72	3	face-video/stimtst_1301.mp4	117.671835600001	120.680119399999	n/a
78	3	face-video/stimtst_1302.mp4	123.6386781	126.655283700001	n/a
84	3	face-video/stimtst_1302.mp4	129.638943500001	132.655669799998	1
90	3	face-video/stimtst_1303.mp4	135.6392276	138.6474816	n/a
96	3	face-video/stimtst_1304.mp4	141.639314700001	144.6477433	n/a
102	3	face-video/stimtst_1305.mp4	147.6313864	150.642010399998	n/a
108	3	face-video/stimtst_1306.mp4	153.6567508	156.667416200001	n/a
114	3	face-video/stimtst_1307.mp4	159.740422300001	162.765341400001	n/a
120	3	face-video/stimtst_1308.mp4	165.6573819	168.673926800001	n/a
126	3	face-video/stimtst_1322.mp4	171.674188	174.682433900001	n/a
132	3	face-video/stimtst_1310.mp4	177.666176099999	180.6828222	n/a
138	3	face-video/stimtst_1309.mp4	183.6664481	186.674652900001	n/a
144	3	face-video/stimtst_1312.mp4	189.658200400001	192.666583099999	n/a
150	3	face-video/stimtst_1313.mp4	195.641923399998	198.650134399998	n/a
156	3	face-video/stimtst_1314.mp4	201.658920199999	204.667079599999	n/a
162	3	face-video/stimtst_1314.mp4	207.700686299998	210.709003799998	1
168	3	face-video/stimtst_1315.mp4	213.6675689	216.676004199998	n/a
174	3	face-video/stimtst_1316.mp4	219.642960699999	222.651202299999	n/a
180	3	face-video/stimtst_1317.mp4	225.676527499999	228.687315099999	n/a
186	3	face-video/stimtst_1318.mp4	231.668645500001	234.676788299999	n/a
192	3	face-video/stimtst_1319.mp4	237.6521087	240.6686749	n/a
198	3	face-video/stimtst_1320.mp4	243.635634900001	246.657190000001	n/a
204	3	face-video/stimtst_1295.mp4	249.686116699998	252.702683999999	n/a
210	3	face-video/stimtst_1311.mp4	255.7196616	258.727839399998	n/a
216	3	face-video/stimtst_1313.mp4	261.694926899999	264.703084799999	n/a
222	3	face-video/stimtst_1302.mp4	267.645079099998	270.661824300001	n/a
228	3	face-video/stimtst_1293.mp4	273.637169099998	276.645254499999	n/a
234	3	face-video/stimtst_1294.mp4	279.6374436	282.645715900001	n/a
240	3	face-video/stimtst_1295.mp4	285.6375931	288.645802499999	n/a
246	3	face-video/stimtst_1299.mp4	291.671157299999	294.684180600001	n/a
252	3	face-video/stimtst_1297.mp4	297.629826699998	300.6380379	n/a
258	3	face-video/stimtst_1321.mp4	303.663477099999	306.671621000001	n/a
264	3	face-video/stimtst_1296.mp4	309.655387300001	312.672001599999	n/a
270	3	face-video/stimtst_1308.mp4	315.6556313	318.6660138	n/a
276	3	face-video/stimtst_1312.mp4	321.630913199998	324.639092299999	n/a
282	3	face-video/stimtst_1292.mp4	327.655926800001	330.672704199998	n/a
288	3	face-video/stimtst_1303.mp4	333.623224399998	336.634100499999	n/a
294	3	face-video/stimtst_1304.mp4	339.656731499999	342.664843099999	n/a
300	3	face-video/stimtst_1315.mp4	345.6401167	348.648534799998	n/a
306	3	face-video/stimtst_1306.mp4	351.657183300001	354.6654443	n/a
312	3	face-video/stimtst_1316.mp4	357.657501500001	360.665665100001	n/a
318	3	face-video/stimtst_1300.mp4	363.6660152	366.687654500001	n/a
324	3	face-video/stimtst_1309.mp4	369.666378599999	372.691339500001	n/a
330	3	face-video/stimtst_1320.mp4	375.6583561	378.666500999999	n/a
336	3	face-video/stimtst_1320.mp4	381.666941700001	384.683539699999	1
342	3	face-video/stimtst_1311.mp4	387.650528999998	390.658674199999	n/a
348	3	face-video/stimtst_1301.mp4	393.667419599998	396.675632099999	n/a
354	3	face-video/stimtst_1291.mp4	399.634430099999	402.6510323	n/a
360	3	face-video/stimtst_1314.mp4	405.643028800001	408.651207599999	n/a
366	3	face-video/stimtst_1305.mp4	411.668244299999	414.685708100001	n/a
372	3	face-video/stimtst_1307.mp4	417.651787599999	420.673439999998	n/a
378	3	face-video/stimtst_1317.mp4	423.635451900001	426.643675499999	n/a
384	3	face-video/stimtst_1322.mp4	429.6607531	432.677364499999	n/a
390	3	face-video/stimtst_1319.mp4	435.669312099998	438.685968699999	n/a
396	3	face-video/stimtst_1310.mp4	441.652989599999	444.670840599999	n/a
402	3	face-video/stimtst_1298.mp4	447.6698001	450.678024699998	n/a
408	3	face-video/stimtst_1318.mp4	453.653439099998	456.6701001	n/a
414	3	face-video/stimtst_1318.mp4	459.678781099999	462.686867799999	1
