onset	duration	trial_type	response_time	sample	value
1.4843750000	n/a	UncuedWalking	n/a	760.0000000000	200
2.0585937500	n/a	UncuedWalking	n/a	1054.0000000000	100
2.6406250000	n/a	UncuedWalking	n/a	1352.0000000000	200
3.2031250000	n/a	UncuedWalking	n/a	1640.0000000000	100
3.7695312500	n/a	UncuedWalking	n/a	1930.0000000000	200
4.3281250000	n/a	UncuedWalking	n/a	2216.0000000000	100
4.8984375000	n/a	UncuedWalking	n/a	2508.0000000000	200
5.4492187500	n/a	UncuedWalking	n/a	2790.0000000000	100
6.0078125000	n/a	UncuedWalking	n/a	3076.0000000000	200
6.5605468750	n/a	UncuedWalking	n/a	3359.0000000000	100
7.1250000000	n/a	UncuedWalking	n/a	3648.0000000000	200
7.6562500000	n/a	UncuedWalking	n/a	3920.0000000000	100
8.2343750000	n/a	UncuedWalking	n/a	4216.0000000000	200
8.7949218750	n/a	UncuedWalking	n/a	4503.0000000000	100
9.3691406250	n/a	UncuedWalking	n/a	4797.0000000000	200
9.9121093750	n/a	UncuedWalking	n/a	5075.0000000000	100
10.4980468750	n/a	UncuedWalking	n/a	5375.0000000000	200
11.0507812500	n/a	UncuedWalking	n/a	5658.0000000000	100
11.6093750000	n/a	UncuedWalking	n/a	5944.0000000000	200
12.1699218750	n/a	UncuedWalking	n/a	6231.0000000000	100
12.7500000000	n/a	UncuedWalking	n/a	6528.0000000000	200
13.2949218750	n/a	UncuedWalking	n/a	6807.0000000000	100
13.8593750000	n/a	UncuedWalking	n/a	7096.0000000000	200
14.4199218750	n/a	UncuedWalking	n/a	7383.0000000000	100
14.9921875000	n/a	UncuedWalking	n/a	7676.0000000000	200
15.5566406250	n/a	UncuedWalking	n/a	7965.0000000000	100
16.1230468750	n/a	UncuedWalking	n/a	8255.0000000000	200
16.6855468750	n/a	UncuedWalking	n/a	8543.0000000000	100
17.2460937500	n/a	UncuedWalking	n/a	8830.0000000000	200
17.7968750000	n/a	UncuedWalking	n/a	9112.0000000000	100
18.3906250000	n/a	UncuedWalking	n/a	9416.0000000000	200
18.9335937500	n/a	UncuedWalking	n/a	9694.0000000000	100
19.4980468750	n/a	UncuedWalking	n/a	9983.0000000000	200
20.0644531250	n/a	UncuedWalking	n/a	10273.0000000000	100
20.6308593750	n/a	UncuedWalking	n/a	10563.0000000000	200
21.1894531250	n/a	UncuedWalking	n/a	10849.0000000000	100
21.7558593750	n/a	UncuedWalking	n/a	11139.0000000000	200
22.3066406250	n/a	UncuedWalking	n/a	11421.0000000000	100
22.8808593750	n/a	UncuedWalking	n/a	11715.0000000000	200
23.4394531250	n/a	UncuedWalking	n/a	12001.0000000000	100
24.0156250000	n/a	UncuedWalking	n/a	12296.0000000000	200
24.5839843750	n/a	PreferredCadence	n/a	12587.0000000000	114
24.7968750000	n/a	PreferredCadence	n/a	12696.0000000000	444
25.1503906250	n/a	PreferredCadence	n/a	12877.0000000000	201
25.3476562500	n/a	PreferredCadence	n/a	12978.0000000000	251
25.7500000000	n/a	PreferredCadence	n/a	13184.0000000000	101
25.9042968750	n/a	PreferredCadence	n/a	13263.0000000000	151
26.3671875000	n/a	PreferredCadence	n/a	13500.0000000000	201
26.4648437500	n/a	PreferredCadence	n/a	13550.0000000000	251
26.9277343750	n/a	PreferredCadence	n/a	13787.0000000000	101
27.0683593750	n/a	PreferredCadence	n/a	13859.0000000000	151
27.5273437500	n/a	PreferredCadence	n/a	14094.0000000000	201
27.6230468750	n/a	PreferredCadence	n/a	14143.0000000000	251
28.1015625000	n/a	PreferredCadence	n/a	14388.0000000000	101
28.1816406250	n/a	PreferredCadence	n/a	14429.0000000000	151
28.6992187500	n/a	PreferredCadence	n/a	14694.0000000000	201
28.7402343750	n/a	PreferredCadence	n/a	14715.0000000000	251
29.2597656250	n/a	PreferredCadence	n/a	14981.0000000000	101
29.2949218750	n/a	PreferredCadence	n/a	14999.0000000000	151
29.8476562500	n/a	PreferredCadence	n/a	15282.0000000000	201
29.8515625000	n/a	PreferredCadence	n/a	15284.0000000000	251
30.4003906250	n/a	PreferredCadence	n/a	15565.0000000000	101
30.4570312500	n/a	PreferredCadence	n/a	15594.0000000000	151
30.9863281250	n/a	PreferredCadence	n/a	15865.0000000000	201
31.0136718750	n/a	PreferredCadence	n/a	15879.0000000000	251
31.5585937500	n/a	PreferredCadence	n/a	16158.0000000000	101
31.5722656250	n/a	PreferredCadence	n/a	16165.0000000000	151
32.0839843750	n/a	PreferredCadence	n/a	16427.0000000000	251
32.1406250000	n/a	PreferredCadence	n/a	16456.0000000000	201
32.6660156250	n/a	PreferredCadence	n/a	16725.0000000000	101
32.6855468750	n/a	PreferredCadence	n/a	16735.0000000000	151
33.2070312500	n/a	PreferredCadence	n/a	17002.0000000000	201
33.2382812500	n/a	PreferredCadence	n/a	17018.0000000000	251
33.6621093750	n/a	AdvanceTempo	n/a	17235.0000000000	333
33.7519531250	n/a	AdvanceTempo	n/a	17281.0000000000	113
34.1269531250	n/a	AdvanceTempo	n/a	17473.0000000000	253
34.2851562500	n/a	AdvanceTempo	n/a	17554.0000000000	203
34.6406250000	n/a	AdvanceTempo	n/a	17736.0000000000	153
34.7460937500	n/a	AdvanceTempo	n/a	17790.0000000000	103
35.0976562500	n/a	AdvanceTempo	n/a	17970.0000000000	253
35.2617187500	n/a	AdvanceTempo	n/a	18054.0000000000	203
35.5703125000	n/a	AdvanceTempo	n/a	18212.0000000000	153
35.6933593750	n/a	AdvanceTempo	n/a	18275.0000000000	103
36.0292968750	n/a	AdvanceTempo	n/a	18447.0000000000	253
36.1796875000	n/a	AdvanceTempo	n/a	18524.0000000000	203
