onset	duration	sample	type	value
0	n/a	1	Epoch	n/a
0	n/a	1	CM_in_range	n/a
17.1513671875	n/a	35127	STATUS	20
20.6513671875	n/a	42295	STATUS	20
23.951171875	n/a	49053	STATUS	10
27.2177734375	n/a	55743	STATUS	10
30.451171875	n/a	62365	STATUS	20
33.6845703125	n/a	68987	STATUS	10
37.0009765625	n/a	75779	STATUS	10
40.63427734375	n/a	83220	STATUS	20
44.21728515625	n/a	90558	STATUS	20
47.6337890625	n/a	97555	STATUS	10
57.6669921875	n/a	118103	STATUS	100
60.60009765625	n/a	124110	STATUS	200
62.48388671875	n/a	127968	STATUS	200
64.466796875	n/a	132029	STATUS	100
66.30029296875	n/a	135784	STATUS	200
68.2001953125	n/a	139675	STATUS	100
70.06689453125	n/a	143498	STATUS	100
71.966796875	n/a	147389	STATUS	200
73.75	n/a	151041	STATUS	200
75.81640625	n/a	155273	STATUS	100
77.5830078125	n/a	158891	STATUS	200
79.349609375	n/a	162509	STATUS	100
81.18310546875	n/a	166264	STATUS	200
83.033203125	n/a	170053	STATUS	200
84.8828125	n/a	173841	STATUS	100
86.56640625	n/a	177289	STATUS	200
88.26611328125	n/a	180770	STATUS	100
90.01611328125	n/a	184354	STATUS	200
91.6826171875	n/a	187767	STATUS	100
93.4326171875	n/a	191351	STATUS	100
95.416015625	n/a	195413	STATUS	200
97.19921875	n/a	199065	STATUS	100
98.94921875	n/a	202649	STATUS	200
100.64892578125	n/a	206130	STATUS	200
102.482421875	n/a	209885	STATUS	100
104.232421875	n/a	213469	STATUS	100
106.015625	n/a	217121	STATUS	200
107.93212890625	n/a	221046	STATUS	200
109.73193359375	n/a	224732	STATUS	100
111.548828125	n/a	228453	STATUS	100
113.58203125	n/a	232617	STATUS	200
115.46533203125	n/a	236474	STATUS	100
117.18212890625	n/a	239990	STATUS	200
118.9150390625	n/a	243539	STATUS	100
120.615234375	n/a	247021	STATUS	100
122.31494140625	n/a	250502	STATUS	100
123.96484375	n/a	253881	STATUS	100
126.04833984375	n/a	258148	STATUS	200
127.81494140625	n/a	261766	STATUS	200
129.56494140625	n/a	265350	STATUS	200
151.1474609375	n/a	309551	STATUS	100
152.9140625	n/a	313169	STATUS	100
154.56396484375	n/a	316548	STATUS	200
156.48095703125	n/a	320474	STATUS	200
158.31396484375	n/a	324228	STATUS	100
160.2138671875	n/a	328119	STATUS	200
161.98046875	n/a	331737	STATUS	200
163.84716796875	n/a	335560	STATUS	100
165.5302734375	n/a	339007	STATUS	200
167.447265625	n/a	342933	STATUS	100
169.2470703125	n/a	346619	STATUS	200
170.9638671875	n/a	350135	STATUS	100
172.73046875	n/a	353753	STATUS	200
174.46337890625	n/a	357302	STATUS	200
176.21337890625	n/a	360886	STATUS	100
177.8798828125	n/a	364299	STATUS	100
179.64697265625	n/a	367918	STATUS	100
181.41357421875	n/a	371536	STATUS	100
183.296875	n/a	375393	STATUS	200
185.330078125	n/a	379557	STATUS	200
187.86328125	n/a	384745	STATUS	100
189.6630859375	n/a	388431	STATUS	200
191.7294921875	n/a	392663	STATUS	200
193.712890625	n/a	396725	STATUS	200
195.59619140625	n/a	400582	STATUS	100
197.34619140625	n/a	404166	STATUS	200
199.0458984375	n/a	407647	STATUS	100
200.712890625	n/a	411061	STATUS	200
202.32958984375	n/a	414372	STATUS	100
204.07958984375	n/a	417956	STATUS	100
205.84619140625	n/a	421574	STATUS	100
207.47900390625	n/a	424918	STATUS	100
209.529296875	n/a	429117	STATUS	200
211.49560546875	n/a	433144	STATUS	100
213.3623046875	n/a	436967	STATUS	100
215.24560546875	n/a	440824	STATUS	100
216.9287109375	n/a	444271	STATUS	200
218.6455078125	n/a	447787	STATUS	200
220.3623046875	n/a	451303	STATUS	200
222.1953125	n/a	455057	STATUS	200
245.328125	n/a	502433	STATUS	200
247.044921875	n/a	505949	STATUS	200
248.828125	n/a	509601	STATUS	200
250.54443359375	n/a	513116	STATUS	100
252.22802734375	n/a	516564	STATUS	100
254.1611328125	n/a	520523	STATUS	200
255.81103515625	n/a	523902	STATUS	100
257.4775390625	n/a	527315	STATUS	100
259.27783203125	n/a	531002	STATUS	100
260.9609375	n/a	534449	STATUS	200
262.4443359375	n/a	537487	STATUS	100
264.14404296875	n/a	540968	STATUS	100
265.84423828125	n/a	544450	STATUS	200
267.61083984375	n/a	548068	STATUS	200
269.39404296875	n/a	551720	STATUS	200
271.17724609375	n/a	555372	STATUS	200
272.8603515625	n/a	558819	STATUS	100
274.810546875	n/a	562813	STATUS	100
276.5439453125	n/a	566363	STATUS	200
278.26025390625	n/a	569878	STATUS	100
279.97705078125	n/a	573394	STATUS	200
281.66015625	n/a	576841	STATUS	100
283.5771484375	n/a	580767	STATUS	100
285.52685546875	n/a	584760	STATUS	100
287.26025390625	n/a	588310	STATUS	200
289.2265625	n/a	592337	STATUS	200
292.06005859375	n/a	598140	STATUS	200
293.89306640625	n/a	601894	STATUS	100
295.85986328125	n/a	605922	STATUS	100
297.7099609375	n/a	609711	STATUS	200
299.65966796875	n/a	613704	STATUS	100
301.7763671875	n/a	618039	STATUS	200
303.826171875	n/a	622237	STATUS	100
305.5595703125	n/a	625787	STATUS	200
307.359375	n/a	629473	STATUS	100
309.142578125	n/a	633125	STATUS	200
311.3759765625	n/a	637699	STATUS	200
313.359375	n/a	641761	STATUS	100
315.24267578125	n/a	645618	STATUS	100
317.359375	n/a	649953	STATUS	200
336.67529296875	n/a	689512	STATUS	200
338.45849609375	n/a	693164	STATUS	100
340.17529296875	n/a	696680	STATUS	100
341.92529296875	n/a	700264	STATUS	100
343.6416015625	n/a	703779	STATUS	100
345.658203125	n/a	707909	STATUS	200
347.625	n/a	711937	STATUS	200
349.27490234375	n/a	715316	STATUS	200
350.97509765625	n/a	718798	STATUS	200
352.74169921875	n/a	722416	STATUS	100
354.4912109375	n/a	725999	STATUS	200
356.2412109375	n/a	729583	STATUS	200
357.908203125	n/a	732997	STATUS	100
359.62451171875	n/a	736512	STATUS	100
361.4248046875	n/a	740199	STATUS	100
363.19140625	n/a	743817	STATUS	100
364.89111328125	n/a	747298	STATUS	200
366.82421875	n/a	751257	STATUS	200
368.65771484375	n/a	755012	STATUS	200
370.541015625	n/a	758869	STATUS	100
372.65771484375	n/a	763204	STATUS	100
374.67431640625	n/a	767334	STATUS	100
376.9072265625	n/a	771907	STATUS	200
378.890625	n/a	775969	STATUS	200
380.857421875	n/a	779997	STATUS	100
383.02392578125	n/a	784434	STATUS	200
