onset	duration	trial_type	stim_id	stim_file	stim_nsd_id	button_press
0	2	blank	n/a	n/a	n/a	0
4	2	blank	n/a	n/a	n/a	0
8	2	blank	n/a	n/a	n/a	0
12	2	stimulus	91	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-041_nsd-061307.png	61307	0
16	2	stimulus	68	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-018_nsd-030878.png	30878	0
20	2	stimulus	58	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-008_nsd-009803.png	9803	0
24	2	stimulus	34	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-034_nsd-054089.png	54089	0
28	2	stimulus	124	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-024_nsd-034839.png	34839	0
32	2	stimulus	47	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-047_nsd-069505.png	69505	0
36	2	stimulus	140	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-040_nsd-060007.png	60007	0
40	2	stimulus	43	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-043_nsd-065269.png	65269	0
44	2	stimulus	110	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-010_nsd-021688.png	21688	0
48	2	stimulus	18	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-018_nsd-023465.png	23465	0
52	2	stimulus	102	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-002_nsd-008466.png	8466	0
56	2	stimulus	122	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-022_nsd-033231.png	33231	0
60	2	blank	n/a	n/a	n/a	0
64	2	stimulus	74	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-024_nsd-038750.png	38750	0
68	2	stimulus	96	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-046_nsd-067143.png	67143	0
72	2	stimulus	23	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-023_nsd-032774.png	32774	0
76	2	stimulus	143	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-043_nsd-065075.png	65075	0
80	2	catch	151	catch_images/catch_10.png	n/a	1
84	2	stimulus	52	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-002_nsd-000889.png	889	0
88	2	stimulus	94	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-044_nsd-065549.png	65549	0
92	2	stimulus	88	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-038_nsd-057319.png	57319	0
96	2	stimulus	121	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-021_nsd-033050.png	33050	0
100	2	stimulus	89	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-039_nsd-058550.png	58550	0
104	2	stimulus	19	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-019_nsd-024701.png	24701	0
108	2	stimulus	139	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-039_nsd-058927.png	58927	0
112	2	blank	n/a	n/a	n/a	0
116	2	stimulus	115	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-015_nsd-027888.png	27888	0
120	2	stimulus	54	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-004_nsd-005622.png	5622	0
124	2	stimulus	107	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-007_nsd-017700.png	17700	0
128	2	stimulus	116	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-016_nsd-029497.png	29497	0
132	2	stimulus	3	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-003_nsd-004298.png	4298	0
136	2	stimulus	73	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-023_nsd-035769.png	35769	0
140	2	stimulus	147	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-047_nsd-069292.png	69292	0
144	2	stimulus	17	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-017_nsd-023374.png	23374	0
148	2	stimulus	80	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-030_nsd-046024.png	46024	0
152	2	stimulus	108	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-008_nsd-017820.png	17820	0
156	2	stimulus	67	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-017_nsd-029783.png	29783	0
160	2	blank	n/a	n/a	n/a	0
164	2	stimulus	78	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-028_nsd-043784.png	43784	0
168	2	stimulus	6	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-006_nsd-007982.png	7982	0
172	2	stimulus	72	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-022_nsd-032861.png	32861	0
176	2	stimulus	28	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-028_nsd-046226.png	46226	0
180	2	catch	151	catch_images/catch_10.png	n/a	1
184	2	stimulus	62	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-012_nsd-015646.png	15646	0
188	2	stimulus	113	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-013_nsd-027677.png	27677	0
192	2	stimulus	76	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-026_nsd-040700.png	40700	0
196	2	stimulus	119	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-019_nsd-031536.png	31536	0
200	2	stimulus	50	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-050_nsd-072974.png	72974	0
204	2	blank	n/a	n/a	n/a	0
208	2	stimulus	135	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-035_nsd-052792.png	52792	0
212	2	stimulus	131	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-031_nsd-046580.png	46580	0
216	2	stimulus	85	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-035_nsd-049531.png	49531	0
220	2	stimulus	39	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-039_nsd-061705.png	61705	0
224	2	stimulus	118	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-018_nsd-031122.png	31122	0
228	2	catch	151	catch_images/catch_08.png	n/a	1
232	2	stimulus	13	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-013_nsd-019088.png	19088	0
236	2	stimulus	12	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-012_nsd-018576.png	18576	0
240	2	stimulus	125	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-025_nsd-035296.png	35296	0
244	2	stimulus	83	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-033_nsd-049045.png	49045	0
248	2	stimulus	145	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-045_nsd-067683.png	67683	0
252	2	catch	151	catch_images/catch_01.png	n/a	1
256	2	blank	n/a	n/a	n/a	0
260	2	stimulus	48	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-048_nsd-071382.png	71382	0
264	2	stimulus	149	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-049_nsd-071999.png	71999	0
268	2	stimulus	24	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-024_nsd-033154.png	33154	0
272	2	stimulus	7	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-007_nsd-012349.png	12349	0
276	2	stimulus	136	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-036_nsd-054637.png	54637	0
280	2	stimulus	150	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-050_nsd-072386.png	72386	0
284	2	stimulus	134	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-034_nsd-049287.png	49287	0
288	2	blank	n/a	n/a	n/a	0
292	2	stimulus	105	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-005_nsd-013523.png	13523	0
296	2	stimulus	130	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-030_nsd-046225.png	46225	0
300	2	stimulus	30	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-030_nsd-048042.png	48042	0
304	2	stimulus	9	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-009_nsd-014006.png	14006	0
308	2	stimulus	79	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-029_nsd-045752.png	45752	0
312	2	stimulus	42	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-042_nsd-064023.png	64023	0
316	2	stimulus	21	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-021_nsd-031434.png	31434	0
320	2	stimulus	132	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-032_nsd-046631.png	46631	0
324	2	stimulus	117	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-017_nsd-030163.png	30163	0
328	2	stimulus	144	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-044_nsd-067408.png	67408	0
332	2	stimulus	60	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-010_nsd-014552.png	14552	0
336	2	stimulus	111	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-011_nsd-026416.png	26416	0
340	2	blank	n/a	n/a	n/a	0
344	2	stimulus	51	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-001_nsd-000320.png	320	0
348	2	stimulus	57	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-007_nsd-009742.png	9742	0
352	2	stimulus	71	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-021_nsd-032603.png	32603	0
356	2	stimulus	35	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-035_nsd-056084.png	56084	0
360	2	stimulus	90	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-040_nsd-059114.png	59114	0
364	2	stimulus	65	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-015_nsd-024598.png	24598	0
368	2	stimulus	66	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-016_nsd-027571.png	27571	0
372	2	stimulus	29	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-029_nsd-046560.png	46560	0
376	2	catch	151	catch_images/catch_04.png	n/a	1
380	2	stimulus	93	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-043_nsd-064893.png	64893	0
384	2	stimulus	112	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-012_nsd-026665.png	26665	0
388	2	stimulus	75	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-025_nsd-039660.png	39660	0
392	2	stimulus	95	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-045_nsd-066763.png	66763	0
396	2	stimulus	59	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-009_nsd-010178.png	10178	0
