onset	duration	trial_type	stim_id	stim_file	stim_nsd_id	button_press
0	2	blank	n/a	n/a	n/a	0
4	2	blank	n/a	n/a	n/a	0
8	2	blank	n/a	n/a	n/a	0
12	2	stimulus	73	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-023_nsd-035769.png	35769	0
16	2	stimulus	98	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-048_nsd-069911.png	69911	0
20	2	stimulus	93	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-043_nsd-064893.png	64893	0
24	2	stimulus	143	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-043_nsd-065075.png	65075	0
28	2	stimulus	142	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-042_nsd-064359.png	64359	0
32	2	stimulus	106	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-006_nsd-017513.png	17513	0
36	2	stimulus	74	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-024_nsd-038750.png	38750	0
40	2	stimulus	115	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-015_nsd-027888.png	27888	0
44	2	stimulus	77	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-027_nsd-041155.png	41155	0
48	2	stimulus	80	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-030_nsd-046024.png	46024	0
52	2	stimulus	81	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-031_nsd-047554.png	47554	0
56	2	stimulus	103	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-003_nsd-008797.png	8797	0
60	2	blank	n/a	n/a	n/a	0
64	2	stimulus	16	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-016_nsd-022832.png	22832	0
68	2	stimulus	30	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-030_nsd-048042.png	48042	0
72	2	stimulus	29	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-029_nsd-046560.png	46560	0
76	2	stimulus	102	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-002_nsd-008466.png	8466	0
80	2	stimulus	125	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-025_nsd-035296.png	35296	0
84	2	stimulus	21	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-021_nsd-031434.png	31434	0
88	2	stimulus	122	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-022_nsd-033231.png	33231	0
92	2	stimulus	48	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-048_nsd-071382.png	71382	0
96	2	stimulus	128	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-028_nsd-042106.png	42106	0
100	2	stimulus	111	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-011_nsd-026416.png	26416	0
104	2	stimulus	15	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-015_nsd-021860.png	21860	0
108	2	stimulus	34	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-034_nsd-054089.png	54089	0
112	2	blank	n/a	n/a	n/a	0
116	2	stimulus	118	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-018_nsd-031122.png	31122	0
120	2	stimulus	134	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-034_nsd-049287.png	49287	0
124	2	stimulus	9	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-009_nsd-014006.png	14006	0
128	2	stimulus	120	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-020_nsd-031740.png	31740	0
132	2	stimulus	76	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-026_nsd-040700.png	40700	0
136	2	stimulus	56	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-006_nsd-008343.png	8343	0
140	2	stimulus	28	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-028_nsd-046226.png	46226	0
144	2	stimulus	6	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-006_nsd-007982.png	7982	0
148	2	blank	n/a	n/a	n/a	0
152	2	stimulus	67	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-017_nsd-029783.png	29783	0
156	2	stimulus	69	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-019_nsd-030889.png	30889	0
160	2	stimulus	144	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-044_nsd-067408.png	67408	0
164	2	stimulus	22	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-022_nsd-031487.png	31487	0
168	2	stimulus	146	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-046_nsd-068664.png	68664	0
172	2	catch	151	catch_images/catch_04.png	n/a	1
176	2	stimulus	68	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-018_nsd-030878.png	30878	0
180	2	catch	151	catch_images/catch_09.png	n/a	1
184	2	stimulus	58	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-008_nsd-009803.png	9803	0
188	2	stimulus	141	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-041_nsd-062322.png	62322	0
192	2	stimulus	133	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-033_nsd-047006.png	47006	0
196	2	stimulus	136	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-036_nsd-054637.png	54637	0
200	2	stimulus	19	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-019_nsd-024701.png	24701	0
204	2	blank	n/a	n/a	n/a	0
208	2	stimulus	114	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-014_nsd-027680.png	27680	0
212	2	stimulus	1	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-001_nsd-000556.png	556	0
216	2	stimulus	40	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-040_nsd-062775.png	62775	0
220	2	stimulus	140	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-040_nsd-060007.png	60007	0
224	2	stimulus	112	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-012_nsd-026665.png	26665	0
228	2	stimulus	38	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-038_nsd-061232.png	61232	0
232	2	stimulus	88	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-038_nsd-057319.png	57319	0
236	2	stimulus	111	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-011_nsd-026416.png	26416	0
240	2	stimulus	97	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-047_nsd-067918.png	67918	0
244	2	stimulus	89	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-039_nsd-058550.png	58550	0
248	2	stimulus	43	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-043_nsd-065269.png	65269	0
252	2	blank	n/a	n/a	n/a	0
256	2	stimulus	64	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-014_nsd-022917.png	22917	0
260	2	stimulus	84	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-034_nsd-049328.png	49328	0
264	2	stimulus	2	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-002_nsd-001153.png	1153	0
268	2	stimulus	109	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-009_nsd-020022.png	20022	0
272	2	stimulus	23	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-023_nsd-032774.png	32774	0
276	2	stimulus	146	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-046_nsd-068664.png	68664	0
280	2	stimulus	141	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-041_nsd-062322.png	62322	0
284	2	stimulus	3	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-003_nsd-004298.png	4298	0
288	2	blank	n/a	n/a	n/a	0
292	2	stimulus	13	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-013_nsd-019088.png	19088	0
296	2	stimulus	122	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-022_nsd-033231.png	33231	0
300	2	stimulus	36	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-036_nsd-058307.png	58307	0
304	2	stimulus	100	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-050_nsd-071110.png	71110	0
308	2	catch	151	catch_images/catch_02.png	n/a	1
312	2	stimulus	106	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-006_nsd-017513.png	17513	0
316	2	stimulus	69	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-019_nsd-030889.png	30889	0
320	2	stimulus	148	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-048_nsd-070590.png	70590	0
324	2	stimulus	117	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-017_nsd-030163.png	30163	0
328	2	stimulus	29	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-029_nsd-046560.png	46560	0
332	2	stimulus	85	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-035_nsd-049531.png	49531	0
336	2	stimulus	145	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-045_nsd-067683.png	67683	0
340	2	blank	n/a	n/a	n/a	0
344	2	stimulus	88	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-038_nsd-057319.png	57319	0
348	2	catch	151	catch_images/catch_02.png	n/a	1
352	2	stimulus	99	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-049_nsd-070329.png	70329	0
356	2	stimulus	49	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-049_nsd-072423.png	72423	0
360	2	stimulus	68	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-018_nsd-030878.png	30878	0
364	2	stimulus	128	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_img-028_nsd-042106.png	42106	0
368	2	stimulus	66	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-016_nsd-027571.png	27571	0
372	2	stimulus	90	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-040_nsd-059114.png	59114	0
376	2	stimulus	73	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-023_nsd-035769.png	35769	0
380	2	catch	151	catch_images/catch_04.png	n/a	1
384	2	stimulus	67	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-017_nsd-029783.png	29783	0
388	2	blank	n/a	n/a	n/a	0
392	2	stimulus	6	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/align_img-006_nsd-007982.png	7982	0
396	2	stimulus	76	multivariate_rnc_controlling_images/V1-V4/imageset-nsd/disentangle_img-026_nsd-040700.png	40700	0
