onset	duration	event_value	event_name
62.958984375	0.1	4	run_start
70.9453125	0.1	9	fixation_on
72.908203125	0.1	1	cue_left
78.0390625	0.1	12	target_right
78.591796875	0.1	15	reaction_correct
79.05859375	0.1	10	trial_end
81.212890625	0.1	9	fixation_on
82.501953125	0.1	2	cue_right
87.611328125	0.1	12	target_right
87.947265625	0.1	15	reaction_correct
88.634765625	0.1	10	trial_end
91.21484375	0.1	9	fixation_on
92.921875	0.1	2	cue_right
96.03515625	0.1	12	target_right
96.3671875	0.1	15	reaction_correct
97.037109375	0.1	10	trial_end
99.431640625	0.1	9	fixation_on
100.546875	0.1	1	cue_left
103.66796875	0.1	12	target_right
104.138671875	0.1	15	reaction_correct
104.671875	0.1	10	trial_end
107.1171875	0.1	9	fixation_on
108.166015625	0.1	1	cue_left
111.287109375	0.1	11	target_left
111.650390625	0.1	15	reaction_correct
112.310546875	0.1	10	trial_end
114.8671875	0.1	9	fixation_on
116.388671875	0.1	2	cue_right
117.509765625	0.1	12	target_right
117.912109375	0.1	15	reaction_correct
118.517578125	0.1	10	trial_end
121.322265625	0.1	9	fixation_on
122.85546875	0.1	2	cue_right
126.98828125	0.1	12	target_right
127.36328125	0.1	15	reaction_correct
127.99609375	0.1	10	trial_end
130.77734375	0.1	9	fixation_on
131.888671875	0.1	2	cue_right
134.005859375	0.1	12	target_right
134.322265625	0.1	15	reaction_correct
135.021484375	0.1	10	trial_end
137.294921875	0.1	9	fixation_on
138.87109375	0.1	2	cue_right
139.978515625	0.1	12	target_right
140.345703125	0.1	15	reaction_correct
140.98046875	0.1	10	trial_end
143.294921875	0.1	9	fixation_on
145.181640625	0.1	1	cue_left
150.29296875	0.1	11	target_left
150.58984375	0.1	15	reaction_correct
151.314453125	0.1	10	trial_end
154.28515625	0.1	9	fixation_on
155.697265625	0.1	1	cue_left
157.8203125	0.1	11	target_left
158.130859375	0.1	15	reaction_correct
158.830078125	0.1	10	trial_end
161.734375	0.1	9	fixation_on
163.154296875	0.1	2	cue_right
168.2734375	0.1	12	target_right
168.568359375	0.1	15	reaction_correct
169.28515625	0.1	10	trial_end
171.98046875	0.1	9	fixation_on
173.26953125	0.1	2	cue_right
177.384765625	0.1	12	target_right
177.744140625	0.1	15	reaction_correct
178.390625	0.1	10	trial_end
180.841796875	0.1	9	fixation_on
182.740234375	0.1	2	cue_right
186.86328125	0.1	11	target_left
187.330078125	0.1	15	reaction_correct
187.873046875	0.1	10	trial_end
190.798828125	0.1	9	fixation_on
192.15625	0.1	2	cue_right
193.28515625	0.1	12	target_right
193.732421875	0.1	15	reaction_correct
194.287109375	0.1	10	trial_end
196.99609375	0.1	9	fixation_on
198.4375	0.1	1	cue_left
202.546875	0.1	12	target_right
202.951171875	0.1	15	reaction_correct
203.55078125	0.1	10	trial_end
206.283203125	0.1	9	fixation_on
208.2109375	0.1	2	cue_right
211.32421875	0.1	12	target_right
211.658203125	0.1	15	reaction_correct
212.359375	0.1	10	trial_end
215.294921875	0.1	9	fixation_on
216.47265625	0.1	1	cue_left
217.59375	0.1	11	target_left
217.9375	0.1	15	reaction_correct
218.603515625	0.1	10	trial_end
221.16015625	0.1	9	fixation_on
222.416015625	0.1	2	cue_right
226.56640625	0.1	11	target_left
226.9375	0.1	15	reaction_correct
227.5703125	0.1	10	trial_end
230.314453125	0.1	9	fixation_on
231.865234375	0.1	2	cue_right
234	0.1	11	target_left
234.46484375	0.1	15	reaction_correct
235.005859375	0.1	10	trial_end
237.69921875	0.1	9	fixation_on
239.646484375	0.1	1	cue_left
242.759765625	0.1	11	target_left
243.06640625	0.1	15	reaction_correct
243.76171875	0.1	10	trial_end
246.75	0.1	9	fixation_on
248.638671875	0.1	1	cue_left
252.75	0.1	12	target_right
253.130859375	0.1	15	reaction_correct
253.76171875	0.1	10	trial_end
255.8515625	0.1	9	fixation_on
257.095703125	0.1	1	cue_left
258.236328125	0.1	11	target_left
258.611328125	0.1	15	reaction_correct
259.23828125	0.1	10	trial_end
261.927734375	0.1	9	fixation_on
263.478515625	0.1	1	cue_left
265.599609375	0.1	11	target_left
265.92578125	0.1	15	reaction_correct
266.609375	0.1	10	trial_end
269.44921875	0.1	9	fixation_on
270.998046875	0.1	1	cue_left
273.125	0.1	11	target_left
273.451171875	0.1	15	reaction_correct
274.126953125	0.1	10	trial_end
276.60546875	0.1	9	fixation_on
278.458984375	0.1	2	cue_right
282.5859375	0.1	12	target_right
282.890625	0.1	15	reaction_correct
283.595703125	0.1	10	trial_end
285.642578125	0.1	9	fixation_on
286.869140625	0.1	2	cue_right
290.9921875	0.1	12	target_right
291.28125	0.1	15	reaction_correct
291.9921875	0.1	10	trial_end
294.3515625	0.1	9	fixation_on
295.716796875	0.1	1	cue_left
298.82421875	0.1	11	target_left
299.1328125	0.1	15	reaction_correct
299.833984375	0.1	10	trial_end
301.927734375	0.1	9	fixation_on
303.83984375	0.1	2	cue_right
308.95703125	0.1	11	target_left
309.734375	0.1	15	reaction_correct
309.9765625	0.1	10	trial_end
312.16015625	0.1	9	fixation_on
313.787109375	0.1	1	cue_left
318.90234375	0.1	11	target_left
319.1953125	0.1	15	reaction_correct
