onset	duration	event_value	event_name
65.607421875	0.1	4	run_start
76.033203125	0.1	9	fixation_on
77.201171875	0.1	1	cue_left
93.046875	0.1	11	target_left
93.37109375	0.1	15	reaction_correct
94.052734375	0.1	10	trial_end
98.66015625	0.1	9	fixation_on
100.61328125	0.1	2	cue_right
104.953125	0.1	12	target_right
105.349609375	0.1	15	reaction_correct
105.955078125	0.1	10	trial_end
110.32421875	0.1	9	fixation_on
111.490234375	0.1	2	cue_right
115.24609375	0.1	12	target_right
115.611328125	0.1	15	reaction_correct
116.255859375	0.1	10	trial_end
121.25390625	0.1	9	fixation_on
122.46875	0.1	1	cue_left
131.943359375	0.1	11	target_left
132.302734375	0.1	15	reaction_correct
132.94921875	0.1	10	trial_end
137.150390625	0.1	9	fixation_on
138.375	0.1	2	cue_right
141.4140625	0.1	12	target_right
141.7890625	0.1	15	reaction_correct
142.419921875	0.1	10	trial_end
147.38671875	0.1	9	fixation_on
149.3125	0.1	2	cue_right
152.544921875	0.1	12	target_right
152.912109375	0.1	15	reaction_correct
153.552734375	0.1	10	trial_end
158.46875	0.1	9	fixation_on
160.419921875	0.1	1	cue_left
167.22265625	0.1	11	target_left
167.5703125	0.1	15	reaction_correct
168.232421875	0.1	10	trial_end
172.703125	0.1	9	fixation_on
174.443359375	0.1	1	cue_left
185.173828125	0.1	11	target_left
185.5	0.1	15	reaction_correct
186.17578125	0.1	10	trial_end
190.353515625	0.1	9	fixation_on
192.029296875	0.1	2	cue_right
198.537109375	0.1	14	reaction_wrong
203.4375	0.1	12	target_right
203.783203125	0.1	15	reaction_correct
204.4453125	0.1	10	trial_end
208.583984375	0.1	9	fixation_on
210.208984375	0.1	2	cue_right
214.6328125	0.1	12	target_right
215.056640625	0.1	15	reaction_correct
215.63671875	0.1	10	trial_end
220.236328125	0.1	9	fixation_on
221.5859375	0.1	2	cue_right
239.037109375	0.1	12	target_right
239.46875	0.1	15	reaction_correct
240.0390625	0.1	10	trial_end
244.775390625	0.1	9	fixation_on
245.98046875	0.1	1	cue_left
250.70703125	0.1	11	target_left
251.099609375	0.1	15	reaction_correct
251.375	0.1	14	reaction_wrong
251.72265625	0.1	10	trial_end
256.58984375	0.1	9	fixation_on
258.4609375	0.1	1	cue_left
273.552734375	0.1	11	target_left
273.927734375	0.1	15	reaction_correct
274.55859375	0.1	10	trial_end
278.7890625	0.1	9	fixation_on
280.044921875	0.1	1	cue_left
288.580078125	0.1	11	target_left
288.9453125	0.1	15	reaction_correct
289.5859375	0.1	10	trial_end
294.064453125	0.1	9	fixation_on
295.373046875	0.1	2	cue_right
305.212890625	0.1	12	target_right
305.630859375	0.1	15	reaction_correct
306.21875	0.1	10	trial_end
310.3203125	0.1	9	fixation_on
311.91796875	0.1	1	cue_left
318.15234375	0.1	11	target_left
318.57421875	0.1	15	reaction_correct
319.154296875	0.1	10	trial_end
323.771484375	0.1	9	fixation_on
325.49609375	0.1	2	cue_right
340.830078125	0.1	12	target_right
341.265625	0.1	15	reaction_correct
341.83984375	0.1	10	trial_end
346.6171875	0.1	9	fixation_on
348.12890625	0.1	2	cue_right
350.291015625	0.1	12	target_right
350.734375	0.1	15	reaction_correct
351.30078125	0.1	10	trial_end
356	0.1	9	fixation_on
357.373046875	0.1	1	cue_left
365.37890625	0.1	11	target_left
365.8046875	0.1	15	reaction_correct
366.384765625	0.1	10	trial_end
370.470703125	0.1	9	fixation_on
372.033203125	0.1	1	cue_left
377.4375	0.1	11	target_left
377.861328125	0.1	15	reaction_correct
378.447265625	0.1	10	trial_end
382.888671875	0.1	9	fixation_on
384.59765625	0.1	1	cue_left
387.33203125	0.1	11	target_left
387.69921875	0.1	15	reaction_correct
388.33984375	0.1	10	trial_end
392.71875	0.1	9	fixation_on
394.40625	0.1	2	cue_right
399.146484375	0.1	12	target_right
399.58984375	0.1	15	reaction_correct
400.1484375	0.1	10	trial_end
405.095703125	0.1	9	fixation_on
406.314453125	0.1	1	cue_left
410.2734375	0.1	11	target_left
410.6875	0.1	15	reaction_correct
411.27734375	0.1	10	trial_end
415.88671875	0.1	9	fixation_on
417.87890625	0.1	1	cue_left
422.349609375	0.1	11	target_left
422.77734375	0.1	15	reaction_correct
423.353515625	0.1	10	trial_end
427.783203125	0.1	9	fixation_on
428.998046875	0.1	1	cue_left
431.12890625	0.1	11	target_left
431.509765625	0.1	15	reaction_correct
432.1328125	0.1	10	trial_end
437.056640625	0.1	9	fixation_on
438.5546875	0.1	2	cue_right
442.62109375	0.1	12	target_right
443.052734375	0.1	15	reaction_correct
443.62109375	0.1	10	trial_end
448.095703125	0.1	9	fixation_on
449.109375	0.1	1	cue_left
452.10546875	0.1	11	target_left
452.44140625	0.1	15	reaction_correct
453.109375	0.1	10	trial_end
458.068359375	0.1	9	fixation_on
459.291015625	0.1	2	cue_right
466.130859375	0.1	12	target_right
466.4921875	0.1	15	reaction_correct
467.140625	0.1	10	trial_end
471.990234375	0.1	9	fixation_on
473.8984375	0.1	1	cue_left
487.65625	0.1	11	target_left
488.013671875	0.1	15	reaction_correct
488.658203125	0.1	10	trial_end
493.1171875	0.1	9	fixation_on
494.525390625	0.1	1	cue_left
499.859375	0.1	11	target_left
500.162109375	0.1	15	reaction_correct
500.87109375	0.1	10	trial_end
505.16015625	0.1	9	fixation_on
506.544921875	0.1	2	cue_right
510.505859375	0.1	12	target_right
510.904296875	0.1	15	reaction_correct
511.513671875	0.1	10	trial_end
515.80859375	0.1	9	fixation_on
517.02734375	0.1	1	cue_left
537.158203125	0.1	11	target_left
537.5	0.1	15	reaction_correct
538.166015625	0.1	10	trial_end
542.46484375	0.1	9	fixation_on
543.607421875	0.1	1	cue_left
548.92578125	0.1	11	target_left
549.30078125	0.1	15	reaction_correct
549.9375	0.1	10	trial_end
554.2734375	0.1	9	fixation_on
555.380859375	0.1	2	cue_right
559.2421875	0.1	12	target_right
559.611328125	0.1	15	reaction_correct
560.251953125	0.1	10	trial_end
564.41796875	0.1	9	fixation_on
566.09765625	0.1	1	cue_left
569.630859375	0.1	11	target_left
569.97265625	0.1	15	reaction_correct
570.638671875	0.1	10	trial_end
575.099609375	0.1	9	fixation_on
576.658203125	0.1	2	cue_right
586.119140625	0.1	12	target_right
586.548828125	0.1	15	reaction_correct
587.123046875	0.1	10	trial_end
591.732421875	0.1	9	fixation_on
592.744140625	0.1	2	cue_right
598.248046875	0.1	12	target_right
598.658203125	0.1	15	reaction_correct
599.255859375	0.1	10	trial_end
603.83984375	0.1	9	fixation_on
605.826171875	0.1	2	cue_right
609.119140625	0.1	12	target_right
609.52734375	0.1	15	reaction_correct
610.126953125	0.1	10	trial_end
614.21484375	0.1	9	fixation_on
615.83984375	0.1	2	cue_right
619.232421875	0.1	12	target_right
619.5625	0.1	15	reaction_correct
620.23828125	0.1	10	trial_end
624.388671875	0.1	9	fixation_on
626.201171875	0.1	2	cue_right
628.701171875	0.1	12	target_right
629.078125	0.1	15	reaction_correct
629.708984375	0.1	10	trial_end
639.59375	0.1	5	run_end
