onset	duration	event_value	event_name
64.970703125	0.1	4	run_start
74.443359375	0.1	9	fixation_on
75.779296875	0.1	1	cue_left
95.896484375	0.1	11	target_left
96.275390625	0.1	15	reaction_correct
96.904296875	0.1	10	trial_end
101.076171875	0.1	9	fixation_on
102.39453125	0.1	2	cue_right
117.62890625	0.1	12	target_right
118.005859375	0.1	15	reaction_correct
118.63671875	0.1	10	trial_end
122.873046875	0.1	9	fixation_on
124.646484375	0.1	1	cue_left
126.89453125	0.1	11	target_left
127.3515625	0.1	15	reaction_correct
127.896484375	0.1	10	trial_end
132.1875	0.1	9	fixation_on
133.82421875	0.1	2	cue_right
152.826171875	0.1	12	target_right
153.28515625	0.1	15	reaction_correct
153.837890625	0.1	10	trial_end
158.47265625	0.1	9	fixation_on
160.279296875	0.1	1	cue_left
163.9921875	0.1	11	target_left
164.373046875	0.1	15	reaction_correct
165.001953125	0.1	10	trial_end
169.09375	0.1	9	fixation_on
170.181640625	0.1	1	cue_left
178.396484375	0.1	11	target_left
178.81640625	0.1	15	reaction_correct
179.40625	0.1	10	trial_end
183.52734375	0.1	9	fixation_on
184.720703125	0.1	2	cue_right
200.236328125	0.1	12	target_right
200.58984375	0.1	15	reaction_correct
201.240234375	0.1	10	trial_end
205.75	0.1	9	fixation_on
207.732421875	0.1	1	cue_left
214.232421875	0.1	11	target_left
214.384765625	0.1	15	reaction_correct
215.25390625	0.1	10	trial_end
219.689453125	0.1	9	fixation_on
221.154296875	0.1	2	cue_right
228.837890625	0.1	12	target_right
229.330078125	0.1	15	reaction_correct
229.845703125	0.1	10	trial_end
234.626953125	0.1	9	fixation_on
236.240234375	0.1	2	cue_right
240.2734375	0.1	12	target_right
240.7265625	0.1	15	reaction_correct
241.28125	0.1	10	trial_end
246.16796875	0.1	9	fixation_on
247.4765625	0.1	1	cue_left
250.521484375	0.1	11	target_left
250.89453125	0.1	15	reaction_correct
251.533203125	0.1	10	trial_end
256.517578125	0.1	9	fixation_on
257.763671875	0.1	2	cue_right
269.611328125	0.1	12	target_right
270.03125	0.1	15	reaction_correct
270.61328125	0.1	10	trial_end
275.216796875	0.1	9	fixation_on
276.94921875	0.1	1	cue_left
280.77734375	0.1	11	target_left
281.248046875	0.1	15	reaction_correct
281.787109375	0.1	10	trial_end
286.26953125	0.1	9	fixation_on
287.91796875	0.1	2	cue_right
294.9609375	0.1	12	target_right
295.375	0.1	15	reaction_correct
295.96484375	0.1	10	trial_end
300.109375	0.1	9	fixation_on
301.96484375	0.1	2	cue_right
307.60546875	0.1	12	target_right
308.029296875	0.1	15	reaction_correct
308.609375	0.1	10	trial_end
313.29296875	0.1	9	fixation_on
314.7578125	0.1	1	cue_left
323.12890625	0.1	11	target_left
323.4921875	0.1	15	reaction_correct
324.138671875	0.1	10	trial_end
328.36328125	0.1	9	fixation_on
329.6484375	0.1	1	cue_left
332.943359375	0.1	11	target_left
333.435546875	0.1	15	reaction_correct
333.94921875	0.1	10	trial_end
338.603515625	0.1	9	fixation_on
340.537109375	0.1	1	cue_left
360.37109375	0.1	11	target_left
360.75390625	0.1	15	reaction_correct
361.375	0.1	10	trial_end
366.26953125	0.1	9	fixation_on
367.400390625	0.1	2	cue_right
370.462890625	0.1	12	target_right
370.880859375	0.1	15	reaction_correct
371.46875	0.1	10	trial_end
375.953125	0.1	9	fixation_on
377.595703125	0.1	1	cue_left
383.6796875	0.1	11	target_left
384.05078125	0.1	15	reaction_correct
384.69140625	0.1	10	trial_end
389.158203125	0.1	9	fixation_on
390.22265625	0.1	2	cue_right
409.71875	0.1	12	target_right
410.119140625	0.1	15	reaction_correct
410.7265625	0.1	10	trial_end
414.900390625	0.1	9	fixation_on
416.865234375	0.1	1	cue_left
431.880859375	0.1	11	target_left
432.26953125	0.1	15	reaction_correct
432.892578125	0.1	10	trial_end
437.193359375	0.1	9	fixation_on
438.35546875	0.1	2	cue_right
441.966796875	0.1	12	target_right
442.37890625	0.1	15	reaction_correct
442.978515625	0.1	10	trial_end
447.59375	0.1	9	fixation_on
449.40625	0.1	1	cue_left
456.14453125	0.1	11	target_left
456.490234375	0.1	15	reaction_correct
457.146484375	0.1	10	trial_end
462.12890625	0.1	9	fixation_on
463.841796875	0.1	2	cue_right
472.705078125	0.1	12	target_right
473.154296875	0.1	15	reaction_correct
473.708984375	0.1	10	trial_end
477.943359375	0.1	9	fixation_on
479.1953125	0.1	2	cue_right
482.880859375	0.1	12	target_right
483.890625	0.1	10	trial_end
483.98828125	0.1	14	reaction_wrong
488.3125	0.1	9	fixation_on
489.8359375	0.1	2	cue_right
509.94921875	0.1	12	target_right
510.349609375	0.1	15	reaction_correct
510.958984375	0.1	10	trial_end
514.986328125	0.1	9	fixation_on
516.8203125	0.1	1	cue_left
530.48046875	0.1	11	target_left
530.958984375	0.1	15	reaction_correct
531.482421875	0.1	10	trial_end
536.388671875	0.1	9	fixation_on
537.634765625	0.1	1	cue_left
541.318359375	0.1	11	target_left
541.900390625	0.1	15	reaction_correct
542.326171875	0.1	10	trial_end
546.654296875	0.1	9	fixation_on
547.8046875	0.1	2	cue_right
559.748046875	0.1	12	target_right
560.189453125	0.1	15	reaction_correct
560.7578125	0.1	10	trial_end
565.5	0.1	9	fixation_on
567.38671875	0.1	2	cue_right
570.501953125	0.1	12	target_right
570.923828125	0.1	15	reaction_correct
571.501953125	0.1	10	trial_end
576.26953125	0.1	9	fixation_on
577.787109375	0.1	1	cue_left
582.466796875	0.1	11	target_left
582.857421875	0.1	15	reaction_correct
583.47265625	0.1	10	trial_end
587.91796875	0.1	9	fixation_on
589.40625	0.1	1	cue_left
605.75	0.1	11	target_left
605.92578125	0.1	15	reaction_correct
606.763671875	0.1	10	trial_end
611.25	0.1	9	fixation_on
613.1328125	0.1	1	cue_left
622.32421875	0.1	11	target_left
622.685546875	0.1	15	reaction_correct
623.333984375	0.1	10	trial_end
627.69921875	0.1	9	fixation_on
629.056640625	0.1	2	cue_right
649.173828125	0.1	12	target_right
649.552734375	0.1	15	reaction_correct
650.185546875	0.1	10	trial_end
654.37109375	0.1	9	fixation_on
656.33203125	0.1	1	cue_left
658.685546875	0.1	11	target_left
659.13671875	0.1	15	reaction_correct
659.697265625	0.1	10	trial_end
664.052734375	0.1	9	fixation_on
665.95703125	0.1	1	cue_left
678.70703125	0.1	11	target_left
679.263671875	0.1	15	reaction_correct
679.712890625	0.1	10	trial_end
684.0078125	0.1	9	fixation_on
685.017578125	0.1	2	cue_right
688.259765625	0.1	12	target_right
688.701171875	0.1	15	reaction_correct
689.26953125	0.1	10	trial_end
693.716796875	0.1	9	fixation_on
694.90625	0.1	2	cue_right
704.0234375	0.1	12	target_right
704.390625	0.1	15	reaction_correct
705.03125	0.1	10	trial_end
709.34375	0.1	9	fixation_on
710.83984375	0.1	2	cue_right
715.75390625	0.1	12	target_right
716.171875	0.1	15	reaction_correct
716.755859375	0.1	10	trial_end
726.494140625	0.1	5	run_end
