onset	duration	sample	trial_type	response_time	stim_file	value	HED
1805.7260000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1810.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1810.8000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1814.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1814.6000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1817.8000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1824.4000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1826.5140000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1830.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1831.3000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1834.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1835.1000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1838.2000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1844.9000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1846.3820000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1851.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1851.5000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1854.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1855.3000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1858.5000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1865.1000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1867.1620000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1871.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1871.6000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1874.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1875.5000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1878.6000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1885.3000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1888.7920000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1891.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1891.9000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1895.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1895.8000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1898.9000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1905.6000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1907.2220000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1912.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1912.4000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1915.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1916.2000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1919.3000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1926.0000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1928.2100000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1932.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1932.9000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1936.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1936.7000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1939.9000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1946.5000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1947.9940000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1952.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1953.1000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1956.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1956.9000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1960.0000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1966.7000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1969.7560000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1973.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1973.3000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1976.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1977.1000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
1980.3000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
1986.9000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
1990.8880000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
1993.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1993.4000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
1996.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1997.2000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2000.4000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2007.1000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2008.5560000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2013.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2014.0000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2017.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2017.8000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2021.0000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2027.6000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2029.9960000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2034.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2034.5000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2037.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2038.3000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2041.4000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2048.1000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2051.0520000000	n/a	n/a	n/a	n/a	n/a	4510	n/a
2054.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2054.9000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2058.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2058.8000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2061.9000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2068.6000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2071.6900000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2074.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2075.2000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2078.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2079.0000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2082.1000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2088.8000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2090.6140000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2095.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2095.4000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2098.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2099.2000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2102.4000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2109.0000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2111.0380000000	n/a	n/a	n/a	n/a	n/a	4510	n/a
2115.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2116.0000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2119.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2119.7000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2122.9000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2129.6000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2131.2400000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2135.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2136.1000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2139.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2139.9000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2143.0000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2149.7000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2150.7520000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2156.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2156.6000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2159.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2160.4000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2163.6000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2170.2000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2172.1440000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2176.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2177.1000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2180.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2180.9000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2184.0000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2190.7000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2191.9220000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2196.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2197.3000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2200.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2201.1000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2204.2000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2210.9000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2212.6820000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2217.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2217.6000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2220.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2221.4000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2224.5000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2231.2000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2232.6680000000	n/a	n/a	n/a	n/a	n/a	4510	n/a
2237.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2237.7000000000	n/a	n/a	n/a	n/a	n/a	151	n/a
2240.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2241.5000000000	n/a	n/a	n/a	n/a	n/a	251	n/a
2244.7000000000	n/a	n/a	n/a	n/a	n/a	351	n/a
2251.3000000000	n/a	n/a	n/a	n/a	n/a	51	n/a
2252.9660000000	n/a	n/a	n/a	n/a	n/a	4511	n/a
2257.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2258.0000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2261.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2261.8000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2265.0000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2271.6000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2272.9640000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2278.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2278.5000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2281.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2282.3000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2285.5000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2292.1000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2294.2300000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2298.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2299.1000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2302.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2302.9000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2306.1000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2312.7000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2314.4240000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2319.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2319.3000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2322.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2323.1000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2326.3000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2332.9000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2334.6700000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2339.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2339.6000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2342.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2343.4000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2346.6000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2353.2000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2355.4400000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2359.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2360.2000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2363.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2364.0000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2367.1000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2373.8000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2375.4240000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2379.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2380.3000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2383.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2384.1000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2387.3000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2393.9000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2396.6820000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2400.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2400.5000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2403.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2404.3000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2407.4000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2414.1000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2416.1000000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2420.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2420.6000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2423.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2424.4000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2427.6000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2434.2000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2436.5520000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2440.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2440.9000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2444.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2444.7000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2447.8000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2454.5000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2455.7920000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2460.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2461.1000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2464.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2465.0000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2468.1000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2474.8000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2476.1920000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2481.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2481.7000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2484.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2485.5000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2488.7000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2495.3000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2497.1340000000	n/a	n/a	n/a	n/a	n/a	4500	n/a
2499.5940000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2501.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2502.2000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2505.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2506.0000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2509.2000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2515.8000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2516.9540000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2522.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2522.6000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2525.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2526.4000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2529.5000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2536.2000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2538.2740000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2542.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2542.7000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2545.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2546.5000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2549.6000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2556.3000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2557.6180000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2562.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2563.2000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2566.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2567.0000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2570.2000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2576.9000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2578.2020000000	n/a	n/a	n/a	n/a	n/a	4500	n/a
2583.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2583.6000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2586.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2587.4000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2590.5000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2597.2000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2600.6140000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2603.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2604.0000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2607.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2607.8000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2610.9000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2617.6000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2619.8080000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2624.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2624.4000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2627.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2628.2000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2631.4000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2638.0000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2640.0660000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2644.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2644.7000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
2647.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2648.5000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
2651.7000000000	n/a	n/a	n/a	n/a	n/a	350	n/a
2658.3000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
2659.9660000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
2664.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2665.1000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2668.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2668.8000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2672.0000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2678.7000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2681.0000000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2684.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2685.3000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2688.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2689.1000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2692.3000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2698.9000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2700.9120000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2705.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2705.4000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2708.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2709.2000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2712.4000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2719.0000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2720.7640000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2725.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2725.8000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2729.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2729.6000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2732.8000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2739.5000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2740.7900000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2745.3200000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2745.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2746.1000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2749.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2749.9000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2753.0000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2759.7000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2761.1940000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2766.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2766.3000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2769.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2770.1000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2773.3000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2779.9000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2783.0560000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2786.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2786.7000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2789.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2790.5000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2793.7000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2800.3000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2801.8560000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2806.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2806.9000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2810.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2810.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2813.9000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2820.6000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2821.7800000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2827.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2827.4000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2830.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2831.2000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2834.3000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2841.0000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2842.5360000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2847.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2847.8000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2850.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2851.6000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2854.7000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2861.4000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2862.9800000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2867.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2868.2000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2871.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2872.0000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2875.1000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2881.8000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2882.5320000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2888.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2888.6000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2891.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2892.4000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2895.6000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2902.2000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2905.8860000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2906.6360000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2908.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2908.9000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2912.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2912.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2915.8000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2922.5000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2924.1700000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
2929.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2929.4000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2932.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2933.2000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2936.4000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2943.0000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2947.4240000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2949.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2949.8000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2952.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2953.6000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2956.7000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2963.4000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
2965.7840000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2969.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2970.0000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2973.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2973.8000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2977.0000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
2983.6000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
