onset	duration	stim_file	sti_started	sti_stopped	key_fix
12	3	face-video/stimtrn_631.mp4	58.3637349999999	61.3720276999997	n/a
18	3	face-video/stimtrn_632.mp4	64.0890112000001	67.1056440000002	n/a
24	3	face-video/stimtrn_633.mp4	70.0725969999998	73.0892251	n/a
30	3	face-video/stimtrn_634.mp4	76.0395591999999	79.0561772	n/a
36	3	face-video/stimtrn_1321.mp4	82.0648013999998	85.0729532	n/a
42	3	face-video/stimtrn_636.mp4	88.0399993999999	91.0482347000002	n/a
48	3	face-video/stimtrn_637.mp4	94.0484428999998	97.0653572000001	n/a
54	3	face-video/stimtrn_638.mp4	100.040599699999	103.057224	n/a
60	3	face-video/stimtrn_639.mp4	106.074129999999	109.0824041	n/a
66	3	face-video/stimtrn_640.mp4	112.041197999999	115.0510266	n/a
72	3	face-video/stimtrn_641.mp4	118.041486099999	121.049646099999	n/a
78	3	face-video/stimtrn_641.mp4	124.016595499999	127.033373799999	1
84	3	face-video/stimtrn_642.mp4	130.083672899999	133.0918188	n/a
90	3	face-video/stimtrn_643.mp4	136.017058399999	139.017029699999	n/a
96	3	face-video/stimtrn_644.mp4	142.042443899999	145.059142799999	n/a
102	3	face-video/stimtrn_645.mp4	148.0428353	151.0510018	n/a
108	3	face-video/stimtrn_646.mp4	154.043091699999	157.051235399999	n/a
114	3	face-video/stimtrn_647.mp4	160.0099626	163.018188699999	n/a
120	3	face-video/stimtrn_647.mp4	166.0269225	169.037321499999	1
126	3	face-video/stimtrn_648.mp4	172.052167599999	175.062763699999	n/a
132	3	face-video/stimtrn_649.mp4	178.077532599999	181.088264699999	n/a
138	3	face-video/stimtrn_650.mp4	184.0527378	187.069414	n/a
144	3	face-video/stimtrn_1322.mp4	190.0696158	193.080553599999	n/a
150	3	face-video/stimtrn_652.mp4	196.078289099999	199.0949292	n/a
156	3	face-video/stimtrn_653.mp4	202.0786087	205.0867428	n/a
162	3	face-video/stimtrn_654.mp4	208.0369605	211.0587104	n/a
168	3	face-video/stimtrn_655.mp4	214.037493599999	217.058984199999	n/a
174	3	face-video/stimtrn_656.mp4	220.0293523	223.0401185	n/a
180	3	face-video/stimtrn_657.mp4	226.071420899999	229.087933599999	n/a
186	3	face-video/stimtrn_658.mp4	232.0298299	235.0465494	n/a
192	3	face-video/stimtrn_659.mp4	238.030257999999	241.0383483	n/a
198	3	face-video/stimtrn_660.mp4	244.0552582	247.0804361	n/a
204	3	face-video/stimtrn_635.mp4	250.039101299999	253.0557254	n/a
210	3	face-video/stimtrn_651.mp4	256.0393502	259.055977999999	n/a
216	3	face-video/stimtrn_653.mp4	262.056193999999	265.0675455	n/a
222	3	face-video/stimtrn_642.mp4	268.0231471	271.039840099999	n/a
228	3	face-video/stimtrn_633.mp4	274.0150871	277.025457899999	n/a
234	3	face-video/stimtrn_634.mp4	280.0237775	283.048748499999	n/a
240	3	face-video/stimtrn_635.mp4	286.0406695	289.0488337	n/a
246	3	face-video/stimtrn_639.mp4	292.024207099999	295.040887799999	n/a
252	3	face-video/stimtrn_637.mp4	298.008034399999	301.018530299999	n/a
258	3	face-video/stimtrn_640.mp4	304.0415612	307.051861299999	n/a
264	3	face-video/stimtrn_636.mp4	310.0167402	313.027102099999	n/a
270	3	face-video/stimtrn_636.mp4	316.0169492	319.025210799999	1
276	3	face-video/stimtrn_648.mp4	322.0172219	325.0254506	n/a
282	3	face-video/stimtrn_652.mp4	328.0175036	331.025778799999	n/a
288	3	face-video/stimtrn_632.mp4	334.017573199999	337.034515599999	n/a
294	3	face-video/stimtrn_643.mp4	340.0347734	343.0513909	n/a
300	3	face-video/stimtrn_644.mp4	346.076831899999	349.087223099999	n/a
306	3	face-video/stimtrn_655.mp4	352.0352447	355.051958	n/a
312	3	face-video/stimtrn_646.mp4	358.0355494	361.0437683	n/a
318	3	face-video/stimtrn_656.mp4	364.0358449	367.044107499999	n/a
324	3	face-video/stimtrn_1321.mp4	370.0193459	373.0276383	n/a
330	3	face-video/stimtrn_649.mp4	376.036450999999	379.061280899999	n/a
336	3	face-video/stimtrn_649.mp4	382.0199314	385.0281285	1
342	3	face-video/stimtrn_660.mp4	388.011805399999	391.020109099999	n/a
348	3	face-video/stimtrn_651.mp4	394.012164799999	397.028836399999	n/a
354	3	face-video/stimtrn_641.mp4	400.020921899999	403.042392599999	n/a
360	3	face-video/stimtrn_631.mp4	406.012751299999	409.029390199999	n/a
366	3	face-video/stimtrn_654.mp4	412.0214052	415.037992399999	n/a
372	3	face-video/stimtrn_645.mp4	418.021662799999	421.0298404	n/a
378	3	face-video/stimtrn_647.mp4	424.021947	427.0385052	n/a
384	3	face-video/stimtrn_657.mp4	430.0139101	433.0304718	n/a
390	3	face-video/stimtrn_1322.mp4	436.014093799999	439.0307391	n/a
396	3	face-video/stimtrn_659.mp4	442.0143652	445.0310048	n/a
402	3	face-video/stimtrn_650.mp4	448.0146533	451.0312834	n/a
408	3	face-video/stimtrn_638.mp4	454.0149188	457.023071699999	n/a
414	3	face-video/stimtrn_658.mp4	460.0152069	463.0234709	n/a
