onset	duration	identifier	response_time	trial_type
3.00007	2.972073	yt-S0dAccaitok_119.mp4	0	yt-S0dAccaitok_119.mp4
7.5052059999999985	2.975126	yt-NQKRncc6YX8_35.mp4	0	yt-NQKRncc6YX8_35.mp4
13.50542	2.978262	yt-0mDoMNL_CI0_35.mp4	1	crowd
18.00562	2.985512	yt-uFP2jKxjIwo_718.mp4	0	yt-uFP2jKxjIwo_718.mp4
22.50599	2.975664	yt-M1ZSKh7JbQQ_36.mp4	0	yt-M1ZSKh7JbQQ_36.mp4
27.0064	2.982394	yt-2Joztxgo5Sw_180.mp4	0	yt-2Joztxgo5Sw_180.mp4
31.50656	2.972685	flickr-7-8-4-4-1-9-1-7-2878441917_1.mp4	0	flickr-7-8-4-4-1-9-1-7-2878441917_1.mp4
36.00669	2.979453	yt-9R3WOWjYHMs_3.mp4	0	yt-9R3WOWjYHMs_3.mp4
40.50685	2.969627	yt-cs7e8XeuSGw_61.mp4	0	yt-cs7e8XeuSGw_61.mp4
45.00698	2.976666	yt-1iRW2U2jNPA_888.mp4	0	yt-1iRW2U2jNPA_888.mp4
51.00713	2.980484	yt-UdFXugWdS94_32.mp4	0	yt-UdFXugWdS94_32.mp4
57.0073	2.96743	flickr-0-4-1-6-1-4-0-9-15504161409_1.mp4	1	crowd
61.50745	2.974348	yt-a9HzBJRWEJw_101.mp4	0	yt-a9HzBJRWEJw_101.mp4
66.00758	2.981284	yt-TUdnj4CVFmQ_416.mp4	0	yt-TUdnj4CVFmQ_416.mp4
70.50771999999998	2.970278	yt-O2JT20EG6yI_111.mp4	0	yt-O2JT20EG6yI_111.mp4
75.00787	2.978229	yt-hhmiJzI5caA_52.mp4	0	yt-hhmiJzI5caA_52.mp4
79.50803	2.968961	flickr-4-7-1-4-7-6-4-0-2447147640_28.mp4	0	flickr-4-7-1-4-7-6-4-0-2447147640_28.mp4
84.00818000000002	2.975756	yt-Hdv-QIhFago_254.mp4	0	yt-Hdv-QIhFago_254.mp4
88.50832	2.982417	yt-4GeYyT0lwQ0_20.mp4	0	yt-4GeYyT0lwQ0_20.mp4
93.00845	2.972784	yt-1icEOZdgkVY_35.mp4	0	yt-1icEOZdgkVY_35.mp4
97.50859	2.979708	yt-rjfxunCrhMk_6.mp4	0	yt-rjfxunCrhMk_6.mp4
102.0088	2.970107	yt-V9hKfvFLDQo_816.mp4	0	yt-V9hKfvFLDQo_816.mp4
106.5089	2.9767080000000004	yt-5K_c4LG7CEE_35.mp4	0	yt-5K_c4LG7CEE_35.mp4
111.0091	2.9674810000000003	flickr-8-3-1-6897055831_10.mp4	0	flickr-8-3-1-6897055831_10.mp4
115.5092	2.974418	yt-0QzC8ORgZlM_35.mp4	0	yt-0QzC8ORgZlM_35.mp4
120.0093	2.981255	flickr-2-3-8-6-9-3-6-0-2823869360_23.mp4	0	flickr-2-3-8-6-9-3-6-0-2823869360_23.mp4
124.5095	2.9714080000000003	yt-iW8qXrKxfsk_18.mp4	0	yt-iW8qXrKxfsk_18.mp4
129.0096	2.978442	yt-0IxYqinsuz8_7.mp4	0	yt-0IxYqinsuz8_7.mp4
133.5098	2.985357	yt-MMycfMcM9oM_297.mp4	0	yt-MMycfMcM9oM_297.mp4
138.01	2.975572	flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4	0	flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4
142.5101	2.982396	vine-Nononononono-twerking-weird-clapping-no-Kevin-Marshall-hHqMIJdWz7E_3.mp4	0	vine-Nononononono-twerking-weird-clapping-no-Kevin-Marshall-hHqMIJdWz7E_3.mp4
148.5103	2.969598	flickr-7-3-3-1-0-7-1-8-2773310718_8.mp4	0	flickr-7-3-3-1-0-7-1-8-2773310718_8.mp4
153.0104	2.976233	yt-7we4oftPEXo_245.mp4	0	yt-7we4oftPEXo_245.mp4
157.5106	2.983393	yt-2dK-i-Ie1Yg_68.mp4	0	yt-2dK-i-Ie1Yg_68.mp4
162.0107	2.973706	yt--0oXaNEjVJ8_48.mp4	1	crowd
166.5109	2.9805650000000004	yt-5PvLPjUbD0I_29.mp4	1	crowd
172.511	2.967635	flickr-7-9-6-9-9-2-6-7-5479699267_3.mp4	0	flickr-7-9-6-9-9-2-6-7-5479699267_3.mp4
178.5112	2.971314	9hlyu-wDkg4_4.mp4	0	9hlyu-wDkg4_4.mp4
183.0114	2.978095	yt-iHn1BwC1p1I_31.mp4	0	yt-iHn1BwC1p1I_31.mp4
