onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.53	10	2	1
6	2.5	0	3	2.58	10	2	2
21.001	2.5	0	3	2.39	4	1	1
26.001	2.5	0	3	2.64	4	1	2
31.001	2.5	0	3	2.51	9	2	1
36	2.5	0	3	2.68	9	2	2
41	2.5	0	3	2.54	12	2	1
46.002	2.5	0	3	2.76	12	2	2
51.002	2.5	0	3	2.62	5	1	1
56.002	2.5	0	3	2.57	5	1	2
61.002	2.5	0	3	2.55	8	2	1
66	2.5	0	3	2.83	8	2	2
71	2.5	1	0	0	10	2	1
76	2.5	0	3	2.53	10	2	2
91.001	2.5	0	3	2.68	8	2	1
96	2.5	0	3	2.81	8	2	2
101.001	2.5	0	3	2.83	5	1	1
106	2.5	0	3	2.72	5	1	2
111.001	2.5	0	3	3.26	12	2	1
116.001	2.5	0	3	3.1	12	2	2
121	2.5	0	3	3.09	11	2	1
126	2.5	0	3	2.87	11	2	2
141.001	2.5	0	3	2.84	6	1	1
146.001	2.5	0	3	2.57	6	1	2
161	2.5	0	3	2.87	2	1	1
166.001	2.5	1	0	2.93	2	1	2
171.001	2.5	0	3	2.44	1	1	1
176.001	2.5	0	3	2.45	1	1	2
181.001	2.5	0	3	2.76	6	1	1
186.001	2.5	0	3	2.98	6	1	2
191.001	2.5	0	3	2.73	3	1	1
196	2.5	0	3	3.38	3	1	2
201.001	2.5	0	3	2.63	12	2	1
206.001	2.5	0	3	2.43	12	2	2
211	2.5	0	3	2.88	1	1	1
216.001	2.5	0	3	2.85	1	1	2
221.002	2.5	0	3	2.66	4	1	1
226.001	2.5	0	3	2.92	4	1	2
231.002	2.5	0	3	2.81	7	2	1
236	2.5	0	3	2.91	7	2	2
241	2.5	0	3	2.75	3	1	1
246.002	2.5	0	3	2.88	3	1	2
251	2.5	0	3	2.77	4	1	1
256.001	2.5	0	3	2.73	4	1	2
261	2.5	0	3	2.46	2	1	1
266	2.5	0	3	2.69	2	1	2
271.001	2.5	0	3	2.66	7	2	1
276.001	2.5	0	3	2.8	7	2	2
281.001	2.5	0	3	2.75	2	1	1
286	2.5	0	3	2.72	2	1	2
291	2.5	0	3	2.6	8	2	1
296.001	2.5	0	3	3.35	8	2	2
301.001	2.5	0	3	2.88	5	1	1
306.001	2.5	0	3	2.94	5	1	2
311	2.5	0	3	2.62	9	2	1
316	2.5	0	3	2.84	9	2	2
321.001	2.5	0	3	3.22	10	2	1
326.002	2.5	0	3	2.71	10	2	2
331.002	2.5	0	3	2.59	7	2	1
336.001	2.5	1	0	0	7	2	2
341	2.5	0	3	2.44	1	1	1
346.001	2.5	0	3	2.61	1	1	2
361	2.5	0	3	2.64	6	1	1
366.001	2.5	0	3	2.84	6	1	2
371	2.5	0	3	2.67	9	2	1
376	2.5	0	3	2.96	9	2	2
381.001	2.5	0	3	2.74	11	2	1
386.001	2.5	0	3	2.65	11	2	2
391.001	2.5	0	3	2.73	3	1	1
396	2.5	0	3	3.03	3	1	2
401.001	2.5	0	3	2.81	11	2	1
406	2.5	0	3	2.85	11	2	2
