onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.001	2.5	0	3	2.54	5	1	1
6.001	2.5	0	3	2.61	5	1	2
21.002	2.5	0	3	2.75	3	1	1
26.001	2.5	0	3	2.87	3	1	2
31.002	2.5	0	3	2.67	6	1	1
36.001	2.5	0	3	2.58	6	1	2
41.001	2.5	0	3	2.6	8	2	1
46.002	2.5	0	3	2.68	8	2	2
51.001	2.5	0	3	2.63	12	2	1
56	2.5	0	3	2.42	12	2	2
61	2.5	0	3	2.63	1	1	1
66.001	2.5	0	3	2.78	1	1	2
71.002	2.5	0	3	2.59	12	2	1
76.001	2.5	0	3	3.35	12	2	2
91.001	2.5	0	3	2.67	10	2	1
96	2.5	0	3	3.39	10	2	2
101	2.5	0	3	2.7	9	2	1
106	2.5	0	3	2.66	9	2	2
111	2.5	0	3	2.61	6	1	1
116	2.5	0	3	2.69	6	1	2
121.001	2.5	0	3	2.57	2	1	1
126.002	2.5	0	3	2.82	2	1	2
131	2.5	1	0	3.44	5	1	1
136.001	2.5	0	3	2.61	5	1	2
141	2.5	0	3	2.82	5	1	1
146.001	2.5	0	3	2.69	5	1	2
151.001	2.5	0	3	3.04	7	2	1
156.001	2.5	0	3	3.05	7	2	2
161.001	2.5	0	3	2.97	1	1	1
166.001	2.5	0	3	2.67	1	1	2
171.001	2.5	0	3	2.55	10	2	1
176.002	2.5	0	3	2.69	10	2	2
181.001	2.5	0	3	2.67	2	1	1
186.001	2.5	0	3	3.02	2	1	2
201.002	2.5	0	3	2.57	11	2	1
206.001	2.5	0	3	3.62	11	2	2
211.001	2.5	0	3	2.74	2	1	1
216.001	2.5	0	3	2.92	2	1	2
221.001	2.5	0	3	2.71	11	2	1
226.001	2.5	0	3	2.73	11	2	2
231.001	2.5	0	3	2.87	7	2	1
236.001	2.5	0	3	2.75	7	2	2
241	2.5	0	3	2.75	1	1	1
246.001	2.5	0	3	2.76	1	1	2
251.001	2.5	0	3	2.74	4	1	1
256.001	2.5	0	3	2.67	4	1	2
261	2.5	0	3	2.81	12	2	1
266.001	2.5	0	3	3	12	2	2
271.001	2.5	0	3	3	10	2	1
276	2.5	0	3	2.9	10	2	2
291	2.5	0	3	2.78	9	2	1
296.001	2.5	0	3	3.24	9	2	2
311.001	2.5	0	3	2.63	3	1	1
316.001	2.5	0	3	3.02	3	1	2
321	2.5	0	3	2.84	4	1	1
326.001	2.5	0	3	2.85	4	1	2
331	2.5	0	3	2.48	11	2	1
336.001	2.5	0	3	2.8	11	2	2
341.002	2.5	0	3	2.54	4	1	1
346	2.5	0	3	3.34	4	1	2
351.001	2.5	0	3	3	8	2	1
356	2.5	0	3	2.7	8	2	2
361	2.5	0	3	2.6	7	2	1
366.001	2.5	0	3	2.58	7	2	2
371	2.5	0	3	2.63	6	1	1
376	2.5	0	3	2.95	6	1	2
381.001	2.5	0	3	2.49	3	1	1
386.001	2.5	0	3	2.8	3	1	2
391.002	2.5	0	3	2.59	8	2	1
396.001	2.5	0	3	2.85	8	2	2
401.001	2.5	0	3	2.66	9	2	1
406	2.5	0	3	2.88	9	2	2
