onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.53	1	1	1
6	2.5	0	3	2.61	1	1	2
11	2.5	0	3	2.64	2	1	1
16.002	2.5	0	3	2.78	2	1	2
21	2.5	0	3	2.71	8	2	1
26	2.5	0	3	2.61	8	2	2
31	2.5	0	3	2.62	7	2	1
36	2.5	0	3	2.74	7	2	2
41	2.5	0	3	2.69	3	1	1
46.001	2.5	0	3	2.71	3	1	2
51	2.5	0	3	2.92	4	1	1
56	2.5	0	3	2.81	4	1	2
61	2.5	0	3	2.77	12	2	1
66	2.5	0	3	2.67	12	2	2
71	2.5	0	3	2.72	6	1	1
76	2.5	0	3	2.95	6	1	2
81	2.5	0	3	2.61	1	1	1
86	2.5	0	3	2.45	1	1	2
91	2.5	0	3	2.44	12	2	1
96	2.5	0	3	2.59	12	2	2
101	2.5	0	3	2.7	3	1	1
106	2.5	0	3	2.62	3	1	2
111.001	2.5	0	3	2.56	9	2	1
116	2.5	0	3	2.66	9	2	2
121	2.5	0	3	2.57	6	1	1
126	2.5	0	3	2.67	6	1	2
131	2.5	0	3	2.68	2	1	1
136.002	2.5	1	0	2.91	2	1	2
141	2.5	0	3	2.73	11	2	1
146.001	2.5	0	3	2.59	11	2	2
151	2.5	0	3	2.67	7	2	1
156	2.5	0	3	2.74	7	2	2
161	2.5	0	3	2.77	10	2	1
166	2.5	1	0	0	10	2	2
181	2.5	0	3	2.66	10	2	1
186	2.5	0	3	3.05	10	2	2
191	2.5	0	3	2.67	4	1	1
196	2.5	0	3	2.67	4	1	2
201	2.5	0	3	2.75	9	2	1
206	2.5	0	3	2.67	9	2	2
211	2.5	0	3	2.6	10	2	1
216	2.5	0	3	2.89	10	2	2
231	2.5	0	3	2.54	8	2	1
236	2.5	0	3	2.26	8	2	2
251	2.5	0	3	2.71	5	1	1
256	2.5	0	3	2.66	5	1	2
261	2.5	0	3	2.4	7	2	1
266	2.5	0	3	2.85	7	2	2
271	2.5	0	3	2.58	12	2	1
276.001	2.5	0	3	2.75	12	2	2
291	2.5	0	3	2.76	5	1	1
296	2.5	0	3	2.26	5	1	2
301	2.5	0	3	2.66	9	2	1
306	2.5	0	3	2.81	9	2	2
311	2.5	0	3	2.83	11	2	1
316	2.5	0	3	2.8	11	2	2
321	2.5	0	3	2.61	6	1	1
326	2.5	0	3	2.69	6	1	2
331	2.5	0	3	2.57	2	1	1
336	2.5	0	3	2.65	2	1	2
351	2.5	0	3	2.57	11	2	1
356	2.5	0	3	2.67	11	2	2
361	2.5	0	3	2.77	3	1	1
366	2.5	0	3	3.05	3	1	2
371	2.5	0	3	2.87	5	1	1
376	2.5	0	3	2.92	5	1	2
381	2.5	0	3	2.69	1	1	1
386.001	2.5	0	3	2.95	1	1	2
391	2.5	0	3	2.77	4	1	1
396.001	2.5	0	3	2.94	4	1	2
401	2.5	0	3	2.8	8	2	1
406	2.5	1	0	3.08	8	2	2
