onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.75	5	1	1
6	2.5	0	3	2.82	5	1	2
21	2.5	0	3	2.64	5	1	1
26	2.5	0	3	3.54	5	1	2
31	2.5	0	3	2.61	6	1	1
36	2.5	0	3	2.77	6	1	2
41	2.5	0	3	2.66	12	2	1
46	2.5	0	3	2.77	12	2	2
51	2.5	0	3	3.11	4	1	1
56	2.5	0	3	2.88	4	1	2
71	2.5	0	3	2.63	1	1	1
76	2.5	0	3	2.81	1	1	2
81	2.5	0	3	2.69	2	1	1
86	2.5	0	3	2.95	2	1	2
91	2.5	0	3	3.11	3	1	1
96	2.5	0	3	2.8	3	1	2
101	2.5	0	3	3.1	4	1	1
106	2.5	0	3	2.94	4	1	2
111	2.5	0	3	2.91	11	2	1
116	2.5	0	3	2.66	11	2	2
121	2.5	0	3	2.64	6	1	1
126	2.5	0	3	2.85	6	1	2
141	2.5	0	3	2.43	8	2	1
146	2.5	0	3	2.77	8	2	2
161	2.5	0	3	2.65	9	2	1
166	2.5	0	3	2.92	9	2	2
171	2.5	0	3	2.59	11	2	1
176	2.5	0	3	2.65	11	2	2
181	2.5	0	3	2.71	3	1	1
186	2.5	0	3	2.85	3	1	2
201	2.5	1	0	3.33	1	1	1
206	2.5	0	3	2.68	1	1	2
211	2.5	0	3	3.02	10	2	1
216	2.5	0	3	2.82	10	2	2
221	2.5	0	3	2.77	8	2	1
226	2.5	0	3	3.05	8	2	2
231	2.5	0	3	3.04	7	2	1
236	2.5	0	3	2.62	7	2	2
241	2.5	0	3	3.48	7	2	1
246	2.5	0	3	2.68	7	2	2
251	2.5	0	3	2.58	2	1	1
256	2.5	0	3	2.89	2	1	2
261	2.5	0	3	2.99	6	1	1
266	2.5	0	3	2.64	6	1	2
271	2.5	0	3	2.88	10	2	1
276	2.5	0	3	2.84	10	2	2
281	2.5	0	3	2.89	5	1	1
286	2.5	0	3	2.82	5	1	2
291	2.5	0	3	2.67	2	1	1
296	2.5	0	3	2.86	2	1	2
301	2.5	0	3	3.38	11	2	1
306	2.5	0	3	2.68	11	2	2
311	2.5	0	3	2.95	3	1	1
316	2.5	0	3	2.91	3	1	2
321	2.5	0	3	2.59	4	1	1
326	2.5	0	3	2.6	4	1	2
331	2.5	0	3	2.71	9	2	1
336	2.5	0	3	2.77	9	2	2
341	2.5	0	3	3.09	9	2	1
346	2.5	0	3	2.76	9	2	2
351	2.5	0	3	3.46	12	2	1
356	2.5	0	3	2.69	12	2	2
361	2.5	0	3	2.53	10	2	1
366	2.5	0	3	2.6	10	2	2
371	2.5	0	3	2.67	8	2	1
376	2.5	0	3	2.82	8	2	2
381	2.5	1	0	2.87	1	1	1
386	2.5	0	3	2.63	1	1	2
391	2.5	0	3	2.76	7	2	1
396	2.5	0	3	2.92	7	2	2
401	2.5	0	3	2.93	12	2	1
406	2.5	0	3	3.04	12	2	2
