onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1.002	2.5	0	3	2.41	6	1	1
6	2.5	0	3	2.75	6	1	2
11	2.5	0	3	2.54	5	1	1
16	2.5	0	3	2.82	5	1	2
21	2.5	0	3	2.77	8	2	1
26	2.5	0	3	2.71	8	2	2
31.002	2.5	0	3	2.96	7	2	1
36	2.5	0	3	2.56	7	2	2
51.001	2.5	0	3	2.41	7	2	1
56.002	2.5	0	3	2.7	7	2	2
61.001	2.5	0	3	3.17	5	1	1
66	2.5	0	3	2.95	5	1	2
71	2.5	0	3	3.31	10	2	1
76	2.5	0	3	2.87	10	2	2
81	2.5	0	3	2.72	9	2	1
86	2.5	1	0	3.22	9	2	2
91.002	2.5	0	3	2.77	1	1	1
96	2.5	0	3	2.43	1	1	2
101	2.5	0	3	3.13	3	1	1
106	2.5	0	3	3.46	3	1	2
121	2.5	0	3	2.69	11	2	1
126	2.5	0	3	2.84	11	2	2
131.002	2.5	0	3	2.94	11	2	1
136	2.5	0	3	3.54	11	2	2
141	2.5	0	3	2.82	5	1	1
146	2.5	0	3	2.76	5	1	2
151.002	2.5	0	3	3.32	9	2	1
156.002	2.5	0	3	2.59	9	2	2
171	2.5	0	3	2.66	6	1	1
176.002	2.5	0	3	3.03	6	1	2
181	2.5	0	3	2.78	12	2	1
186.001	2.5	0	3	3.26	12	2	2
191	2.5	0	3	3.02	3	1	1
196	2.5	0	3	3.31	3	1	2
201.002	2.5	0	3	2.8	2	1	1
206	2.5	0	3	2.78	2	1	2
211.002	2.5	0	3	2.83	9	2	1
216	2.5	0	3	2.74	9	2	2
221	2.5	0	3	2.71	4	1	1
226	2.5	0	3	2.42	4	1	2
231	2.5	0	3	2.48	11	2	1
236	2.5	0	3	2.59	11	2	2
241	2.5	0	3	2.61	2	1	1
246	2.5	0	3	2.96	2	1	2
251	2.5	0	3	2.58	3	1	1
256	2.5	0	3	3.01	3	1	2
261.002	2.5	0	3	2.77	10	2	1
266.002	2.5	0	3	2.84	10	2	2
271	2.5	0	3	2.8	10	2	1
276	2.5	0	3	2.61	10	2	2
281	2.5	0	3	2.53	1	1	1
286.002	2.5	0	3	2.47	1	1	2
291	2.5	0	3	2.67	12	2	1
296.001	2.5	0	3	2.73	12	2	2
301.001	2.5	0	3	2.58	4	1	1
306	2.5	0	3	2.68	4	1	2
311	2.5	0	3	2.58	12	2	1
316	2.5	0	3	3.34	12	2	2
331	2.5	0	3	2.73	6	1	1
336	2.5	0	3	2.99	6	1	2
341	2.5	0	3	3.24	4	1	1
346	2.5	0	3	2.77	4	1	2
351	2.5	0	3	2.73	7	2	1
356.002	2.5	0	3	2.64	7	2	2
361	2.5	0	3	2.75	8	2	1
366	2.5	0	3	2.84	8	2	2
371	2.5	0	3	2.81	2	1	1
376.002	2.5	0	3	2.81	2	1	2
391.001	2.5	0	3	2.51	1	1	1
396.001	2.5	0	3	2.52	1	1	2
401	2.5	0	3	3.18	8	2	1
406	2.5	0	3	3.41	8	2	2
