onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.459	3	1	2.762	RhymeSpell/mouth.bmp	RhymeSpell/youth1.bmp
4.459	4.443	2	1	1.222	RhymeSpell/tone.bmp	RhymeSpell/known1.bmp
8.902	4.443	5	1	1.163	Symbols/t.bmp	Symbols/g2.bmp
13.345	4.442	0	1	1.438	RhymeSpell/null.bmp	RhymeSpell/null.bmp
17.787	4.443	3	1	2.025	RhymeSpell/pool.bmp	RhymeSpell/wool2.bmp
22.23	4.443	0	1	2.324	RhymeSpell/null.bmp	RhymeSpell/null.bmp
26.673	4.443	5	1	1.681	Symbols/w.bmp	Symbols/w2.bmp
31.116	4.443	5	1	1.223	Symbols/u.bmp	Symbols/u2.bmp
35.559	4.443	1	1	1.574	RhymeSpell/meal.bmp	RhymeSpell/seal1.bmp
40.002	4.442	0	1	2.25	RhymeSpell/null.bmp	RhymeSpell/null.bmp
44.444	4.443	3	1	1.95	RhymeSpell/low.bmp	RhymeSpell/vow1.bmp
48.887	4.443	6	1	1.124	Symbols/mfc.bmp	Symbols/mfc1.bmp
53.33	4.443	0	1	1.306	RhymeSpell/null.bmp	RhymeSpell/null.bmp
57.773	4.443	0	1	1.78	RhymeSpell/null.bmp	RhymeSpell/null.bmp
62.216	4.443	4	1	1.17	RhymeSpell/wrist.bmp	RhymeSpell/friend2.bmp
66.659	4.443	4	1	1.177	RhymeSpell/halt.bmp	RhymeSpell/stain2.bmp
71.102	4.442	0	1	1.247	RhymeSpell/null.bmp	RhymeSpell/null.bmp
75.544	4.443	6	1	0.953	Symbols/crs.bmp	Symbols/cre2.bmp
79.987	4.443	6	1	1.251	Symbols/pcf.bmp	Symbols/kcf2.bmp
84.43	4.443	0	1	1.456	RhymeSpell/null.bmp	RhymeSpell/null.bmp
88.873	4.443	1	1	1.996	RhymeSpell/cure.bmp	RhymeSpell/sure2.bmp
93.316	4.443	2	1	1.816	RhymeSpell/sleek.bmp	RhymeSpell/speak1.bmp
97.759	4.442	0	1	1.788	RhymeSpell/null.bmp	RhymeSpell/null.bmp
102.201	4.443	4	1	1.149	RhymeSpell/trust.bmp	RhymeSpell/chalk2.bmp
106.644	4.443	2	1	1.552	RhymeSpell/street.bmp	RhymeSpell/wheat2.bmp
111.087	4.443	0	1	1.274	RhymeSpell/null.bmp	RhymeSpell/null.bmp
115.53	4.443	6	1	0.941	Symbols/van.bmp	Symbols/van2.bmp
119.973	4.443	6	1	1.172	Symbols/jzd.bmp	Symbols/jbd2.bmp
124.416	4.442	0	1	1.401	RhymeSpell/null.bmp	RhymeSpell/null.bmp
128.858	4.443	5	1	1.669	Symbols/s.bmp	Symbols/j2.bmp
133.301	4.443	0	1	1.848	RhymeSpell/null.bmp	RhymeSpell/null.bmp
137.744	4.443	2	0	1.375	RhymeSpell/rear.bmp	RhymeSpell/mere1.bmp
