onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
275.456	4.443	4	1	1.149	Symbols/k.bmp	Symbols/k1.bmp
279.899	4.443	0	1	1.273	Semantic/null.bmp	Semantic/null.bmp
284.342	4.443	5	1	1.029	Symbols/ntv.bmp	Symbols/ntv2.bmp
288.785	4.443	2	1	1.326	Semantic/razor.bmp	Semantic/blade1.bmp
293.228	4.442	0	1	1.662	Semantic/null.bmp	Semantic/null.bmp
297.67	4.443	1	1	1.834	Semantic/jam.bmp	Semantic/jelly2.bmp
302.113	4.443	2	1	1.848	Semantic/smudge.bmp	Semantic/smear2.bmp
306.556	4.443	0	1	1.561	Semantic/null.bmp	Semantic/null.bmp
310.999	4.443	5	1	1.158	Symbols/gbk.bmp	Symbols/rbk2.bmp
315.442	4.443	4	1	1.037	Symbols/g.bmp	Symbols/p2.bmp
319.885	4.443	0	1	1.592	Semantic/null.bmp	Semantic/null.bmp
324.328	4.442	3	1	1.934	Semantic/clerk.bmp	Semantic/bent2.bmp
328.77	4.443	2	1	1.409	Semantic/finish.bmp	Semantic/end2.bmp
333.213	4.443	0	1	1.869	Semantic/null.bmp	Semantic/null.bmp
337.656	4.443	5	1	1.444	Symbols/zsj.bmp	Symbols/wsj1.bmp
342.099	4.443	0	1	1.911	Semantic/null.bmp	Semantic/null.bmp
346.542	4.443	5	1	1.667	Symbols/lwy.bmp	Symbols/lwy1.bmp
350.985	4.442	5	1	1.314	Symbols/lik.bmp	Symbols/lik1.bmp
355.427	4.443	5	1	0.793	Symbols/one.bmp	Symbols/one2.bmp
359.87	4.443	0	1	1.43	Semantic/null.bmp	Semantic/null.bmp
364.313	4.443	5	0	1.907	Symbols/hvj.bmp	Symbols/hvj1.bmp
368.756	4.443	5	0	1.342	Symbols/rbe.bmp	Symbols/rte1.bmp
373.199	4.443	3	1	1.902	Semantic/map.bmp	Semantic/hut1.bmp
377.642	4.442	3	0	1.721	Semantic/scar.bmp	Semantic/tunnel1.bmp
382.084	4.443	4	1	1.301	Symbols/d.bmp	Symbols/r2.bmp
386.527	4.443	5	1	0.962	Symbols/wug.bmp	Symbols/wyg2.bmp
390.97	4.439	0	1	1.394	Semantic/null.bmp	Semantic/null.bmp
