onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.443	2	1	0.993	RhymeSpell/crawl.WAV	RhymeSpell/ball.WAV
4.443	4.443	2	1	0.883	RhymeSpell/moan.WAV	RhymeSpell/bone.WAV
8.886	4.443	0	1	1.419	Tones/nullsilence.WAV	Tones/nullsilence.WAV
13.329	4.443	3	1	1.555	RhymeSpell/harm.WAV	RhymeSpell/warm.WAV
17.772	4.442	0	1	1.356	Tones/nullsilence.WAV	Tones/nullsilence.WAV
22.214	4.443	3	1	1.46	RhymeSpell/dull.WAV	RhymeSpell/pull.WAV
26.657	4.443	5	1	0.983	Tones/700.WAV	Tones/700.WAV
31.1	4.443	1	1	1.551	RhymeSpell/dime.WAV	RhymeSpell/lime.WAV
35.543	4.443	0	1	1.293	Tones/nullsilence.WAV	Tones/nullsilence.WAV
39.986	4.443	1	1	1.81	RhymeSpell/thread.WAV	RhymeSpell/dread.WAV
44.429	4.442	4	1	0.962	RhymeSpell/dash.WAV	RhymeSpell/brow.WAV
48.871	4.443	2	1	1.36	RhymeSpell/though.WAV	RhymeSpell/blow.WAV
53.314	4.443	2	1	1.546	RhymeSpell/greet.WAV	RhymeSpell/neat.WAV
57.757	4.443	0	1	1.471	Tones/nullsilence.WAV	Tones/nullsilence.WAV
62.2	4.443	1	1	1.462	RhymeSpell/mad.WAV	RhymeSpell/pad.WAV
66.643	4.443	0	1	1.8	Tones/nullsilence.WAV	Tones/nullsilence.WAV
71.086	4.443	5	1	1.037	Tones/450.WAV	Tones/525.WAV
75.529	4.442	0	1	1.675	Tones/nullsilence.WAV	Tones/nullsilence.WAV
79.971	4.443	3	1	2.629	RhymeSpell/tough.WAV	RhymeSpell/cough.WAV
84.414	4.443	6	1	2.003	Tones/350475625.WAV	Tones/350475625.WAV
88.857	4.443	1	1	1.433	RhymeSpell/drum.WAV	RhymeSpell/gum.WAV
93.3	4.443	0	1	1.78	Tones/nullsilence.WAV	Tones/nullsilence.WAV
97.743	4.443	5	1	1.047	Tones/825.WAV	Tones/750.WAV
102.186	4.442	5	1	1.344	Tones/875.WAV	Tones/875.WAV
106.628	4.443	2	1	3.112	RhymeSpell/comb.WAV	RhymeSpell/chrome.WAV
111.071	4.443	0	1	2.127	Tones/nullsilence.WAV	Tones/nullsilence.WAV
115.514	4.443	3	1	2.909	RhymeSpell/couch.WAV	RhymeSpell/touch.WAV
119.957	4.443	0	1	1.885	Tones/nullsilence.WAV	Tones/nullsilence.WAV
124.4	4.443	6	0	1.887	Tones/325575725.WAV	Tones/325500725.WAV
128.843	4.442	0	1	1.5	Tones/nullsilence.WAV	Tones/nullsilence.WAV
133.285	4.443	3	1	1.488	RhymeSpell/gull.WAV	RhymeSpell/bull.WAV
137.728	4.443	4	0	n/a	RhymeSpell/goes.WAV	RhymeSpell/lap.WAV
142.171	4.443	5	1	1.536	Tones/525.WAV	Tones/525.WAV
146.614	4.443	1	1	2.873	RhymeSpell/pay.WAV	RhymeSpell/play.WAV
151.057	4.443	0	1	1.746	Tones/nullsilence.WAV	Tones/nullsilence.WAV
155.5	4.443	4	1	1.15	RhymeSpell/staff.WAV	RhymeSpell/gain.WAV
159.943	4.442	5	1	1.252	Tones/425.WAV	Tones/425.WAV
164.385	4.443	0	1	1.384	Tones/nullsilence.WAV	Tones/nullsilence.WAV
168.828	4.443	4	1	1.419	RhymeSpell/scale.WAV	RhymeSpell/fly.WAV
173.271	4.443	0	1	1.896	Tones/nullsilence.WAV	Tones/nullsilence.WAV
177.714	4.443	6	1	1.357	Tones/425700850.WAV	Tones/425700775.WAV
182.157	4.443	0	1	1.932	Tones/nullsilence.WAV	Tones/nullsilence.WAV
186.6	4.442	1	1	2.453	RhymeSpell/hint.WAV	RhymeSpell/print.WAV
191.042	4.443	0	1	1.188	Tones/nullsilence.WAV	Tones/nullsilence.WAV
195.485	4.443	6	1	1.362	Tones/525800450.WAV	Tones/525800450.WAV
199.928	4.443	0	1	0.977	Tones/nullsilence.WAV	Tones/nullsilence.WAV
204.371	4.443	5	1	2.389	Tones/400.WAV	Tones/400.WAV
208.814	4.443	0	1	1.491	Tones/nullsilence.WAV	Tones/nullsilence.WAV
213.257	4.442	3	1	1.583	RhymeSpell/foot.WAV	RhymeSpell/hoot.WAV
217.699	4.443	0	1	0.865	Tones/nullsilence.WAV	Tones/nullsilence.WAV
222.142	4.443	3	1	1.17	RhymeSpell/glove.WAV	RhymeSpell/drove.WAV
226.585	4.443	0	1	1.386	Tones/nullsilence.WAV	Tones/nullsilence.WAV
231.028	4.443	2	1	1.808	RhymeSpell/trade.WAV	RhymeSpell/paid.WAV
235.471	4.443	3	1	1.47	RhymeSpell/moth.WAV	RhymeSpell/both.WAV
239.914	4.443	4	1	2.259	RhymeSpell/start.WAV	RhymeSpell/pure.WAV
244.357	4.442	6	0	2.092	Tones/600550400.WAV	Tones/675550400.WAV
248.799	4.443	0	1	1.816	Tones/nullsilence.WAV	Tones/nullsilence.WAV
253.242	4.443	5	1	2.033	Tones/500.WAV	Tones/500.WAV
257.685	4.443	0	1	1.659	Tones/nullsilence.WAV	Tones/nullsilence.WAV
262.128	4.443	6	1	1.885	Tones/450650850.WAV	Tones/375650850.WAV
266.571	4.443	0	1	1.829	Tones/nullsilence.WAV	Tones/nullsilence.WAV
271.014	4.442	1	1	0.658	RhymeSpell/wall.WAV	RhymeSpell/tall.WAV
275.456	4.443	0	1	2.321	Tones/nullsilence.WAV	Tones/nullsilence.WAV
279.899	4.443	2	1	1.56	RhymeSpell/glad.WAV	RhymeSpell/plaid.WAV
284.342	4.475	0	1	1.324	Tones/nullsilence.WAV	Tones/nullsilence.WAV
288.817	4.443	5	0	2.851	Tones/725.WAV	Tones/650.WAV
293.26	4.443	0	1	2.086	Tones/nullsilence.WAV	Tones/nullsilence.WAV
297.703	4.443	4	1	0.843	RhymeSpell/strut.WAV	RhymeSpell/glint.WAV
302.146	4.443	2	1	1.668	RhymeSpell/sheet.WAV	RhymeSpell/heat.WAV
306.589	4.443	6	1	1.911	Tones/750300700.WAV	Tones/750300700.WAV
311.032	4.443	2	1	1.406	RhymeSpell/whom.WAV	RhymeSpell/womb.WAV
315.475	4.442	4	0	1.117	RhymeSpell/spare.WAV	RhymeSpell/cow.WAV
319.917	4.443	0	1	1.597	Tones/nullsilence.WAV	Tones/nullsilence.WAV
324.36	4.443	3	1	1.638	RhymeSpell/fat.WAV	RhymeSpell/swat.WAV
328.803	4.443	4	1	2.551	RhymeSpell/team.WAV	RhymeSpell/brief.WAV
333.246	4.443	0	1	1.978	Tones/nullsilence.WAV	Tones/nullsilence.WAV
337.689	4.443	5	1	1.414	Tones/550.WAV	Tones/550.WAV
342.132	4.442	0	1	1.469	Tones/nullsilence.WAV	Tones/nullsilence.WAV
346.574	4.443	3	0	n/a	RhymeSpell/bad.WAV	RhymeSpell/wad.WAV
351.017	4.443	1	1	1.094	RhymeSpell/glare.WAV	RhymeSpell/share.WAV
355.46	4.443	0	1	1.185	Tones/nullsilence.WAV	Tones/nullsilence.WAV
359.903	4.443	1	1	0.97	RhymeSpell/cold.WAV	RhymeSpell/told.WAV
364.346	4.443	6	1	0.89	Tones/775625825.WAV	Tones/775625825.WAV
368.789	4.442	1	0	1.709	RhymeSpell/dawn.WAV	RhymeSpell/lawn.WAV
373.231	4.443	1	1	3.286	RhymeSpell/broke.WAV	RhymeSpell/joke.WAV
377.674	4.443	4	1	1.037	RhymeSpell/craft.WAV	RhymeSpell/young.WAV
382.117	4.443	0	1	1.309	Tones/nullsilence.WAV	Tones/nullsilence.WAV
386.56	4.443	3	0	2.706	RhymeSpell/hull.WAV	RhymeSpell/full.WAV
391.003	4.443	3	1	1.164	RhymeSpell/freight.WAV	RhymeSpell/height.WAV
395.446	4.443	5	1	1.599	Tones/750.WAV	Tones/675.WAV
399.889	4.442	2	1	1.29	RhymeSpell/stool.WAV	RhymeSpell/ghoul.WAV
404.331	4.443	2	1	2.791	RhymeSpell/hoe.WAV	RhymeSpell/throw.WAV
408.774	4.443	0	1	2.752	Tones/nullsilence.WAV	Tones/nullsilence.WAV
413.217	4.443	6	1	1.845	Tones/875675500.WAV	Tones/875675500.WAV
417.66	4.443	3	1	1.27	RhymeSpell/cost.WAV	RhymeSpell/ghost.WAV
422.103	4.443	0	1	1.352	Tones/nullsilence.WAV	Tones/nullsilence.WAV
426.546	4.442	6	1	1.845	Tones/650350575.WAV	Tones/650350575.WAV
430.988	4.443	2	1	2.969	RhymeSpell/gas.WAV	RhymeSpell/pass.WAV
435.431	4.443	3	1	1.243	RhymeSpell/blood.WAV	RhymeSpell/wood.WAV
439.874	4.443	0	0	n/a	Tones/nullsilence.WAV	Tones/nullsilence.WAV
444.317	4.443	4	0	1.423	RhymeSpell/vend.WAV	RhymeSpell/space.WAV
448.76	4.443	2	1	1.893	RhymeSpell/choose.WAV	RhymeSpell/lose.WAV
453.203	4.442	6	0	2.278	Tones/700550775.WAV	Tones/700475775.WAV
457.645	4.443	0	1	1.374	Tones/nullsilence.WAV	Tones/nullsilence.WAV
