onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.443	3	1	2.611	RhymeSpell/took.bmp	RhymeSpell/spook2.bmp
4.443	4.443	2	1	1.6	RhymeSpell/quo.bmp	RhymeSpell/glow1.bmp
8.886	4.443	5	1	1.222	Symbols/t.bmp	Symbols/g2.bmp
13.329	4.443	0	1	1.359	RhymeSpell/null.bmp	RhymeSpell/null.bmp
17.772	4.443	3	1	2.173	RhymeSpell/seat.bmp	RhymeSpell/threat1.bmp
22.215	4.443	0	1	1.247	RhymeSpell/null.bmp	RhymeSpell/null.bmp
26.658	4.442	5	1	1.171	Symbols/w.bmp	Symbols/w2.bmp
31.1	4.443	5	1	1.089	Symbols/u.bmp	Symbols/u2.bmp
35.543	4.443	1	1	1.228	RhymeSpell/car.bmp	RhymeSpell/star2.bmp
39.986	4.443	0	1	1.241	RhymeSpell/null.bmp	RhymeSpell/null.bmp
44.429	4.443	3	1	1.826	RhymeSpell/flash.bmp	RhymeSpell/wash1.bmp
48.872	4.443	6	1	1.101	Symbols/mfc.bmp	Symbols/mfc1.bmp
53.315	4.442	0	1	1.462	RhymeSpell/null.bmp	RhymeSpell/null.bmp
57.757	4.443	0	1	1.362	RhymeSpell/null.bmp	RhymeSpell/null.bmp
62.2	4.443	4	1	2.337	RhymeSpell/name.bmp	RhymeSpell/knee2.bmp
66.643	4.443	4	1	1.572	RhymeSpell/cap.bmp	RhymeSpell/north2.bmp
71.086	4.443	0	1	1.516	RhymeSpell/null.bmp	RhymeSpell/null.bmp
75.529	4.443	6	1	1.238	Symbols/crs.bmp	Symbols/cre2.bmp
79.972	4.442	6	1	1.179	Symbols/pcf.bmp	Symbols/kcf2.bmp
84.414	4.443	0	1	1.388	RhymeSpell/null.bmp	RhymeSpell/null.bmp
88.857	4.443	1	1	1.313	RhymeSpell/page.bmp	RhymeSpell/stage2.bmp
93.3	4.443	2	1	1.646	RhymeSpell/woe.bmp	RhymeSpell/show2.bmp
97.743	4.443	0	0	n/a	RhymeSpell/null.bmp	RhymeSpell/null.bmp
102.186	4.443	4	1	1.33	RhymeSpell/scheme.bmp	RhymeSpell/saint1.bmp
106.629	4.443	2	1	1.524	RhymeSpell/foe.bmp	RhymeSpell/stow2.bmp
111.072	4.442	0	1	1.886	RhymeSpell/null.bmp	RhymeSpell/null.bmp
115.514	4.443	6	1	1.367	Symbols/van.bmp	Symbols/van2.bmp
119.957	4.443	6	1	0.945	Symbols/jzd.bmp	Symbols/jbd2.bmp
124.4	4.443	0	1	1.927	RhymeSpell/null.bmp	RhymeSpell/null.bmp
128.843	4.443	5	1	0.987	Symbols/s.bmp	Symbols/j2.bmp
133.286	4.443	0	1	1.253	RhymeSpell/null.bmp	RhymeSpell/null.bmp
137.729	4.442	2	1	2.328	RhymeSpell/weird.bmp	RhymeSpell/beard1.bmp
142.171	4.443	1	1	2.062	RhymeSpell/cage.bmp	RhymeSpell/rage1.bmp
146.614	4.443	3	1	1.404	RhymeSpell/grand.bmp	RhymeSpell/wand2.bmp
151.057	4.443	6	1	0.831	Symbols/ksg.bmp	Symbols/ksj2.bmp
155.5	4.443	3	1	1.84	RhymeSpell/breast.bmp	RhymeSpell/feast1.bmp
159.943	4.443	0	1	1.654	RhymeSpell/null.bmp	RhymeSpell/null.bmp
164.386	4.443	5	1	1.693	Symbols/l.bmp	Symbols/l2.bmp
168.829	4.442	0	1	2.383	RhymeSpell/null.bmp	RhymeSpell/null.bmp
173.271	4.443	6	1	1.215	Symbols/uab.bmp	Symbols/iab1.bmp
177.714	4.443	2	1	1.485	RhymeSpell/plea.bmp	RhymeSpell/key2.bmp
182.157	4.443	4	1	1.473	RhymeSpell/boom.bmp	RhymeSpell/past1.bmp
186.6	4.443	5	1	1.986	Symbols/c.bmp	Symbols/v1.bmp
191.043	4.443	0	1	1.582	RhymeSpell/null.bmp	RhymeSpell/null.bmp
195.486	4.442	0	1	1.648	RhymeSpell/null.bmp	RhymeSpell/null.bmp
199.928	4.443	4	1	1.322	RhymeSpell/brass.bmp	RhymeSpell/gut1.bmp
204.371	4.443	0	1	1.36	RhymeSpell/null.bmp	RhymeSpell/null.bmp
208.814	4.443	4	1	1.797	RhymeSpell/nail.bmp	RhymeSpell/weep2.bmp
213.257	4.443	0	1	1.492	RhymeSpell/null.bmp	RhymeSpell/null.bmp
217.7	4.443	3	1	2.185	RhymeSpell/christ.bmp	RhymeSpell/twist1.bmp
222.143	4.442	5	1	1.051	Symbols/n.bmp	Symbols/n1.bmp
226.585	4.443	2	1	1.276	RhymeSpell/froze.bmp	RhymeSpell/nose1.bmp
231.028	4.443	0	1	1.265	RhymeSpell/null.bmp	RhymeSpell/null.bmp
235.471	4.443	1	1	1.724	RhymeSpell/cork.bmp	RhymeSpell/stork2.bmp
239.914	4.443	0	1	2.052	RhymeSpell/null.bmp	RhymeSpell/null.bmp
244.357	4.443	4	1	1.329	RhymeSpell/food.bmp	RhymeSpell/brought1.bmp
248.8	4.443	3	1	1.464	RhymeSpell/gone.bmp	RhymeSpell/phone2.bmp
253.243	4.442	0	1	2.156	RhymeSpell/null.bmp	RhymeSpell/null.bmp
257.685	4.443	0	1	1.601	RhymeSpell/null.bmp	RhymeSpell/null.bmp
262.128	4.443	4	1	1.149	RhymeSpell/jet.bmp	RhymeSpell/pace1.bmp
266.571	4.443	0	1	1.241	RhymeSpell/null.bmp	RhymeSpell/null.bmp
271.014	4.443	1	1	2.084	RhymeSpell/grow.bmp	RhymeSpell/snow1.bmp
275.457	4.443	1	1	1.301	RhymeSpell/fluff.bmp	RhymeSpell/puff2.bmp
279.9	4.442	6	1	1.034	Symbols/upw.bmp	Symbols/upw1.bmp
284.342	4.443	6	1	1.145	Symbols/myh.bmp	Symbols/myl1.bmp
288.785	4.443	0	1	1.301	RhymeSpell/null.bmp	RhymeSpell/null.bmp
293.228	4.443	4	1	1.558	RhymeSpell/calm.bmp	RhymeSpell/fame2.bmp
297.671	4.443	0	1	1.369	RhymeSpell/null.bmp	RhymeSpell/null.bmp
302.114	4.443	2	1	1.186	RhymeSpell/grade.bmp	RhymeSpell/laid2.bmp
306.557	4.443	0	1	1.248	RhymeSpell/null.bmp	RhymeSpell/null.bmp
311.0	4.442	1	1	0.869	RhymeSpell/care.bmp	RhymeSpell/rare2.bmp
315.442	4.443	4	1	1.075	RhymeSpell/fall.bmp	RhymeSpell/tint1.bmp
319.885	4.443	1	1	2.117	RhymeSpell/note.bmp	RhymeSpell/wrote2.bmp
324.328	4.443	5	1	1.242	Symbols/i.bmp	Symbols/i2.bmp
328.771	4.443	5	1	0.815	Symbols/r.bmp	Symbols/z2.bmp
333.214	4.443	0	1	1.474	RhymeSpell/null.bmp	RhymeSpell/null.bmp
337.657	4.442	4	1	1.218	RhymeSpell/splash.bmp	RhymeSpell/braid2.bmp
342.099	4.443	0	1	1.52	RhymeSpell/null.bmp	RhymeSpell/null.bmp
346.542	4.443	1	1	1.789	RhymeSpell/spruce.bmp	RhymeSpell/truce2.bmp
350.985	4.443	1	1	1.178	RhymeSpell/shell.bmp	RhymeSpell/tell2.bmp
355.428	4.443	1	1	1.172	RhymeSpell/fist.bmp	RhymeSpell/gist1.bmp
359.871	4.443	6	1	0.848	Symbols/hio.bmp	Symbols/hio2.bmp
364.314	4.442	3	1	1.195	RhymeSpell/phase.bmp	RhymeSpell/case1.bmp
368.756	4.443	2	1	1.249	RhymeSpell/run.bmp	RhymeSpell/ton1.bmp
373.199	4.443	0	1	1.632	RhymeSpell/null.bmp	RhymeSpell/null.bmp
377.642	4.443	5	1	1.603	Symbols/p.bmp	Symbols/s1.bmp
382.085	4.443	3	0	n/a	RhymeSpell/scarce.bmp	RhymeSpell/farce1.bmp
386.528	4.443	4	1	1.231	RhymeSpell/half.bmp	RhymeSpell/bake1.bmp
390.971	4.443	1	1	1.466	RhymeSpell/cart.bmp	RhymeSpell/smart1.bmp
395.414	4.442	0	1	3.12	RhymeSpell/null.bmp	RhymeSpell/null.bmp
399.856	4.443	6	1	0.828	Symbols/mey.bmp	Symbols/mey2.bmp
404.299	4.443	0	1	2.285	RhymeSpell/null.bmp	RhymeSpell/null.bmp
408.742	4.443	0	1	1.363	RhymeSpell/null.bmp	RhymeSpell/null.bmp
413.185	4.443	2	1	1.025	RhymeSpell/hood.bmp	RhymeSpell/should2.bmp
417.628	4.443	0	1	1.319	RhymeSpell/null.bmp	RhymeSpell/null.bmp
422.071	4.442	6	1	0.815	Symbols/odt.bmp	Symbols/odt2.bmp
426.513	4.443	2	1	1.022	RhymeSpell/fruit.bmp	RhymeSpell/loot2.bmp
430.956	4.443	0	1	1.12	RhymeSpell/null.bmp	RhymeSpell/null.bmp
435.399	4.443	4	1	1.023	RhymeSpell/palm.bmp	RhymeSpell/salt2.bmp
439.842	4.443	3	1	1.669	RhymeSpell/shall.bmp	RhymeSpell/call2.bmp
444.285	4.443	0	1	1.482	RhymeSpell/null.bmp	RhymeSpell/null.bmp
448.728	4.443	1	1	1.76	RhymeSpell/clear.bmp	RhymeSpell/fear2.bmp
453.171	4.442	2	1	1.283	RhymeSpell/view.bmp	RhymeSpell/few2.bmp
457.613	4.443	5	1	1.761	Symbols/v.bmp	Symbols/h1.bmp
462.056	4.443	0	1	1.277	RhymeSpell/null.bmp	RhymeSpell/null.bmp
466.499	4.443	5	1	1.554	Symbols/h.bmp	Symbols/c2.bmp
470.942	4.443	0	1	2.764	RhymeSpell/null.bmp	RhymeSpell/null.bmp
475.385	4.439	4	1	1.264	RhymeSpell/crease.bmp	RhymeSpell/shave1.bmp
