onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.443	2	1	2.018	RhymeSpell/stroll.WAV	RhymeSpell/bowl.WAV
4.443	4.443	2	0	1.191	RhymeSpell/shed.WAV	RhymeSpell/tread.WAV
8.886	4.442	0	1	1.385	Tones/nullsilence.WAV	Tones/nullsilence.WAV
13.328	4.443	3	1	2.14	RhymeSpell/cove.WAV	RhymeSpell/prove.WAV
17.771	4.443	0	1	1.487	Tones/nullsilence.WAV	Tones/nullsilence.WAV
22.214	4.443	3	0	1.677	RhymeSpell/climb.WAV	RhymeSpell/limb.WAV
26.657	4.443	5	1	1.721	Tones/700.WAV	Tones/700.WAV
31.1	4.443	1	1	1.343	RhymeSpell/class.WAV	RhymeSpell/mass.WAV
35.543	4.442	0	1	1.361	Tones/nullsilence.WAV	Tones/nullsilence.WAV
39.985	4.443	1	0	n/a	RhymeSpell/brain.WAV	RhymeSpell/train.WAV
44.428	4.443	4	1	1.487	RhymeSpell/norm.WAV	RhymeSpell/group.WAV
48.871	4.443	2	0	1.54	RhymeSpell/caught.WAV	RhymeSpell/bought.WAV
53.314	4.443	2	0	1.1	RhymeSpell/putt.WAV	RhymeSpell/cut.WAV
57.757	4.443	0	1	1.281	Tones/nullsilence.WAV	Tones/nullsilence.WAV
62.2	4.442	1	0	2.073	RhymeSpell/nod.WAV	RhymeSpell/rod.WAV
66.642	4.443	0	1	1.257	Tones/nullsilence.WAV	Tones/nullsilence.WAV
71.085	4.443	5	1	1.869	Tones/450.WAV	Tones/525.WAV
75.528	4.443	0	1	1.806	Tones/nullsilence.WAV	Tones/nullsilence.WAV
79.971	4.443	3	1	2.925	RhymeSpell/hatch.WAV	RhymeSpell/watch.WAV
84.414	4.443	6	1	1.15	Tones/350475625.WAV	Tones/350475625.WAV
88.857	4.443	1	1	1.939	RhymeSpell/mark.WAV	RhymeSpell/park.WAV
93.3	4.442	0	1	1.607	Tones/nullsilence.WAV	Tones/nullsilence.WAV
97.742	4.443	5	1	2.504	Tones/825.WAV	Tones/750.WAV
102.185	4.638	5	1	0.756	Tones/875.WAV	Tones/875.WAV
106.823	4.443	2	0	2.445	RhymeSpell/stuff.WAV	RhymeSpell/rough.WAV
111.266	4.443	0	1	1.479	Tones/nullsilence.WAV	Tones/nullsilence.WAV
115.709	4.443	3	0	2.724	RhymeSpell/cheat.WAV	RhymeSpell/sweat.WAV
120.152	4.443	0	1	2.15	Tones/nullsilence.WAV	Tones/nullsilence.WAV
124.595	4.443	6	0	1.804	Tones/325575725.WAV	Tones/325500725.WAV
129.038	4.442	0	1	2.382	Tones/nullsilence.WAV	Tones/nullsilence.WAV
133.48	4.443	3	0	2.502	RhymeSpell/flood.WAV	RhymeSpell/mood.WAV
137.923	4.443	4	1	1.382	RhymeSpell/slap.WAV	RhymeSpell/tool.WAV
142.366	4.443	5	1	1.42	Tones/525.WAV	Tones/525.WAV
146.809	4.443	1	1	2.235	RhymeSpell/paste.WAV	RhymeSpell/taste.WAV
151.252	4.443	0	1	1.873	Tones/nullsilence.WAV	Tones/nullsilence.WAV
155.695	4.442	4	1	2.637	RhymeSpell/walk.WAV	RhymeSpell/reef.WAV
160.137	4.443	5	1	3.111	Tones/425.WAV	Tones/425.WAV
164.58	4.443	0	1	1.928	Tones/nullsilence.WAV	Tones/nullsilence.WAV
169.023	4.443	4	0	2.855	RhymeSpell/trap.WAV	RhymeSpell/treat.WAV
173.466	4.443	0	1	1.284	Tones/nullsilence.WAV	Tones/nullsilence.WAV
177.909	4.443	6	1	1.422	Tones/425700850.WAV	Tones/425700775.WAV
182.352	4.442	0	1	1.525	Tones/nullsilence.WAV	Tones/nullsilence.WAV
186.794	4.443	1	1	2.856	RhymeSpell/sir.WAV	RhymeSpell/stir.WAV
191.237	4.443	0	1	1.642	Tones/nullsilence.WAV	Tones/nullsilence.WAV
195.68	4.443	6	1	1.115	Tones/525800450.WAV	Tones/525800450.WAV
200.123	4.443	0	1	2.293	Tones/nullsilence.WAV	Tones/nullsilence.WAV
204.566	4.443	5	1	0.756	Tones/400.WAV	Tones/400.WAV
209.009	4.443	0	1	1.549	Tones/nullsilence.WAV	Tones/nullsilence.WAV
213.452	4.442	3	0	n/a	RhymeSpell/chase.WAV	RhymeSpell/phrase.WAV
217.894	4.443	0	1	2.511	Tones/nullsilence.WAV	Tones/nullsilence.WAV
222.337	4.443	3	0	n/a	RhymeSpell/fan.WAV	RhymeSpell/swan.WAV
226.78	4.443	0	1	2.47	Tones/nullsilence.WAV	Tones/nullsilence.WAV
231.223	4.443	2	0	n/a	RhymeSpell/cone.WAV	RhymeSpell/blown.WAV
235.666	4.443	3	1	1.511	RhymeSpell/deaf.WAV	RhymeSpell/leaf.WAV
240.109	4.442	4	1	1.515	RhymeSpell/drown.WAV	RhymeSpell/whose.WAV
244.551	4.443	6	0	1.169	Tones/600550400.WAV	Tones/675550400.WAV
248.994	4.443	0	1	1.51	Tones/nullsilence.WAV	Tones/nullsilence.WAV
253.437	4.443	5	1	1.526	Tones/500.WAV	Tones/500.WAV
257.88	4.443	0	1	1.38	Tones/nullsilence.WAV	Tones/nullsilence.WAV
262.323	4.443	6	0	1.942	Tones/450650850.WAV	Tones/375650850.WAV
266.766	4.442	0	1	1.815	Tones/nullsilence.WAV	Tones/nullsilence.WAV
271.208	4.443	1	1	1.239	RhymeSpell/chance.WAV	RhymeSpell/dance.WAV
275.651	4.443	0	1	1.408	Tones/nullsilence.WAV	Tones/nullsilence.WAV
280.094	4.443	2	1	1.529	RhymeSpell/zone.WAV	RhymeSpell/flown.WAV
284.537	4.443	0	1	1.606	Tones/nullsilence.WAV	Tones/nullsilence.WAV
288.98	4.443	5	0	3.195	Tones/725.WAV	Tones/650.WAV
293.423	4.442	0	1	1.312	Tones/nullsilence.WAV	Tones/nullsilence.WAV
297.865	4.443	4	1	1.372	RhymeSpell/pose.WAV	RhymeSpell/brown.WAV
302.308	4.443	2	1	1.324	RhymeSpell/mom.WAV	RhymeSpell/bomb.WAV
306.751	4.443	6	1	2.139	Tones/750300700.WAV	Tones/750300700.WAV
311.194	4.443	2	1	1.95	RhymeSpell/dose.WAV	RhymeSpell/gross.WAV
315.637	4.443	4	1	2.34	RhymeSpell/theme.WAV	RhymeSpell/jail.WAV
320.08	4.443	0	0	n/a	Tones/nullsilence.WAV	Tones/nullsilence.WAV
324.523	4.442	3	0	n/a	RhymeSpell/doll.WAV	RhymeSpell/toll.WAV
328.965	4.443	4	1	1.946	RhymeSpell/thus.WAV	RhymeSpell/stay.WAV
333.408	4.443	0	1	1.47	Tones/nullsilence.WAV	Tones/nullsilence.WAV
337.851	4.443	5	1	2.514	Tones/550.WAV	Tones/550.WAV
342.294	4.443	0	1	1.462	Tones/nullsilence.WAV	Tones/nullsilence.WAV
346.737	4.443	3	0	1.685	RhymeSpell/charm.WAV	RhymeSpell/swarm.WAV
351.18	4.442	1	1	1.614	RhymeSpell/boss.WAV	RhymeSpell/moss.WAV
355.622	4.443	0	1	1.212	Tones/nullsilence.WAV	Tones/nullsilence.WAV
360.065	4.443	1	0	3.006	RhymeSpell/tax.WAV	RhymeSpell/wax.WAV
364.508	4.443	6	1	1.318	Tones/775625825.WAV	Tones/775625825.WAV
368.951	4.443	1	0	2.618	RhymeSpell/moose.WAV	RhymeSpell/goose.WAV
373.394	4.443	1	0	3.042	RhymeSpell/hut.WAV	RhymeSpell/shut.WAV
377.837	4.442	4	1	2.304	RhymeSpell/soup.WAV	RhymeSpell/stood.WAV
382.279	4.443	0	1	3.073	Tones/nullsilence.WAV	Tones/nullsilence.WAV
386.722	4.443	3	0	1.895	RhymeSpell/pint.WAV	RhymeSpell/mint.WAV
391.165	4.443	3	0	2.961	RhymeSpell/frost.WAV	RhymeSpell/post.WAV
395.608	4.443	5	0	n/a	Tones/750.WAV	Tones/675.WAV
400.051	4.443	2	1	2.661	RhymeSpell/cheer.WAV	RhymeSpell/gear.WAV
404.494	4.443	2	1	1.815	RhymeSpell/dare.WAV	RhymeSpell/swear.WAV
408.937	4.442	0	1	1.668	Tones/nullsilence.WAV	Tones/nullsilence.WAV
413.379	4.443	6	1	2.311	Tones/875675500.WAV	Tones/875675500.WAV
417.822	4.443	3	0	1.893	RhymeSpell/card.WAV	RhymeSpell/ward.WAV
422.265	4.443	0	1	1.714	Tones/nullsilence.WAV	Tones/nullsilence.WAV
426.708	4.443	6	1	3.1	Tones/650350575.WAV	Tones/650350575.WAV
431.151	4.443	2	1	1.852	RhymeSpell/seek.WAV	RhymeSpell/beak.WAV
435.594	4.442	3	0	1.87	RhymeSpell/five.WAV	RhymeSpell/give.WAV
440.036	4.443	0	1	1.523	Tones/nullsilence.WAV	Tones/nullsilence.WAV
444.479	4.443	4	1	0.89	RhymeSpell/thigh.WAV	RhymeSpell/duke.WAV
448.922	4.443	2	1	2.259	RhymeSpell/clean.WAV	RhymeSpell/screen.WAV
453.365	4.443	6	0	2.296	Tones/700550775.WAV	Tones/700475775.WAV
457.808	4.443	0	1	1.481	Tones/nullsilence.WAV	Tones/nullsilence.WAV
462.251	4.442	6	0	1.346	Tones/825600375.WAV	Tones/825675375.WAV
466.693	4.443	5	1	0.93	Tones/475.WAV	Tones/550.WAV
471.136	4.443	0	1	1.869	Tones/nullsilence.WAV	Tones/nullsilence.WAV
475.579	4.439	0	1	2.637	Tones/nullsilence.WAV	Tones/nullsilence.WAV
