onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
0.0	4.442	4	1	1.474	Tones/450.WAV	Tones/525.WAV
4.442	4.443	2	1	0.838	Semantic/human.WAV	Semantic/person.WAV
8.885	4.443	0	1	1.107	Tones/nullsilence.WAV	Tones/nullsilence.WAV
13.328	4.443	4	1	1.064	Tones/825.WAV	Tones/750.WAV
17.771	4.442	5	1	1.448	Tones/375800525.WAV	Tones/375800525.WAV
22.213	4.443	0	1	1.718	Tones/nullsilence.WAV	Tones/nullsilence.WAV
26.656	4.443	5	1	0.996	Tones/350475625.WAV	Tones/350475625.WAV
31.099	4.443	4	1	1.313	Tones/875.WAV	Tones/875.WAV
35.542	4.443	4	1	1.151	Tones/525.WAV	Tones/525.WAV
39.985	4.443	0	1	2.336	Tones/nullsilence.WAV	Tones/nullsilence.WAV
44.428	4.442	1	1	1.445	Semantic/web.WAV	Semantic/spider.WAV
48.87	4.443	2	1	1.329	Semantic/dig.WAV	Semantic/shovel.WAV
53.313	4.443	0	1	1.764	Tones/nullsilence.WAV	Tones/nullsilence.WAV
57.756	4.443	3	0	1.647	Semantic/trade.WAV	Semantic/square.WAV
62.199	4.443	5	0	3.266	Tones/325575725.WAV	Tones/325500725.WAV
66.642	4.443	1	1	1.36	Semantic/murder.WAV	Semantic/kill.WAV
71.085	4.442	0	0	n/a	Tones/nullsilence.WAV	Tones/nullsilence.WAV
75.527	4.443	1	1	1.263	Semantic/trash.WAV	Semantic/garbage.WAV
79.97	4.443	0	1	1.455	Tones/nullsilence.WAV	Tones/nullsilence.WAV
84.413	4.443	1	1	2.298	Semantic/tall.WAV	Semantic/short.WAV
88.856	4.443	0	1	1.93	Tones/nullsilence.WAV	Tones/nullsilence.WAV
93.299	4.443	2	1	1.55	Semantic/raisin.WAV	Semantic/prune.WAV
97.742	4.443	0	1	1.471	Tones/nullsilence.WAV	Tones/nullsilence.WAV
102.185	4.442	1	1	0.98	Semantic/baggage.WAV	Semantic/luggage.WAV
106.627	4.443	0	1	1.441	Tones/nullsilence.WAV	Tones/nullsilence.WAV
111.07	4.443	2	1	1.398	Semantic/picture.WAV	Semantic/painting.WAV
115.513	4.443	2	1	1.094	Semantic/truth.WAV	Semantic/honest.WAV
