onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
115.514	4.443	3	1	1.693	RhymeSpell/couch.bmp	RhymeSpell/touch1.bmp
119.957	4.443	0	1	1.607	RhymeSpell/null.bmp	RhymeSpell/null.bmp
124.4	4.443	6	0	1.427	Symbols/zti.bmp	Symbols/zvi1.bmp
128.843	4.443	0	1	1.518	RhymeSpell/null.bmp	RhymeSpell/null.bmp
133.286	4.443	3	1	1.265	RhymeSpell/gull.bmp	RhymeSpell/bull2.bmp
137.729	4.442	4	1	1.254	RhymeSpell/goes.bmp	RhymeSpell/lap2.bmp
142.171	4.443	5	1	1.187	Symbols/y.bmp	Symbols/y1.bmp
146.614	4.443	1	1	1.599	RhymeSpell/pay.bmp	RhymeSpell/play2.bmp
151.057	4.443	0	1	1.477	RhymeSpell/null.bmp	RhymeSpell/null.bmp
155.5	4.443	4	1	1.201	RhymeSpell/staff.bmp	RhymeSpell/gain2.bmp
159.943	4.443	5	1	0.639	Symbols/a.bmp	Symbols/a1.bmp
164.386	4.443	0	1	0.644	RhymeSpell/null.bmp	RhymeSpell/null.bmp
168.829	4.442	4	1	1.469	RhymeSpell/scale.bmp	RhymeSpell/fly2.bmp
173.271	4.443	0	1	1.351	RhymeSpell/null.bmp	RhymeSpell/null.bmp
177.714	4.443	6	1	1.262	Symbols/drp.bmp	Symbols/drn1.bmp
182.157	4.443	0	1	1.505	RhymeSpell/null.bmp	RhymeSpell/null.bmp
186.6	4.443	1	1	1.189	RhymeSpell/hint.bmp	RhymeSpell/print1.bmp
191.043	4.443	0	1	1.35	RhymeSpell/null.bmp	RhymeSpell/null.bmp
195.486	4.442	6	1	1.359	Symbols/ntv.bmp	Symbols/ntv2.bmp
199.928	4.443	0	1	3.077	RhymeSpell/null.bmp	RhymeSpell/null.bmp
204.371	4.443	5	1	0.773	Symbols/e.bmp	Symbols/e1.bmp
208.814	4.443	0	1	1.419	RhymeSpell/null.bmp	RhymeSpell/null.bmp
213.257	4.443	3	1	2.048	RhymeSpell/foot.bmp	RhymeSpell/hoot1.bmp
217.7	4.443	0	1	1.875	RhymeSpell/null.bmp	RhymeSpell/null.bmp
222.143	4.442	3	1	1.578	RhymeSpell/glove.bmp	RhymeSpell/drove2.bmp
226.585	4.443	0	1	1.422	RhymeSpell/null.bmp	RhymeSpell/null.bmp
231.028	4.443	2	1	1.512	RhymeSpell/trade.bmp	RhymeSpell/paid2.bmp
235.471	4.443	3	1	1.419	RhymeSpell/moth.bmp	RhymeSpell/both2.bmp
239.914	4.443	4	0	n/a	RhymeSpell/start.bmp	RhymeSpell/pure2.bmp
244.357	4.443	6	1	1.867	Symbols/gbk.bmp	Symbols/rbk2.bmp
248.8	4.443	0	1	1.371	RhymeSpell/null.bmp	RhymeSpell/null.bmp
253.243	4.442	5	1	1.303	Symbols/f.bmp	Symbols/f1.bmp
257.685	4.443	0	1	1.289	RhymeSpell/null.bmp	RhymeSpell/null.bmp
262.128	4.443	6	1	1.246	Symbols/zsj.bmp	Symbols/wsj1.bmp
266.571	4.443	0	1	1.28	RhymeSpell/null.bmp	RhymeSpell/null.bmp
271.014	4.443	1	1	1.216	RhymeSpell/wall.bmp	RhymeSpell/tall1.bmp
275.457	4.443	0	1	1.519	RhymeSpell/null.bmp	RhymeSpell/null.bmp
279.9	4.442	2	1	2.231	RhymeSpell/glad.bmp	RhymeSpell/plaid1.bmp
284.342	4.443	0	1	2.011	RhymeSpell/null.bmp	RhymeSpell/null.bmp
288.785	4.443	5	1	1.439	Symbols/o.bmp	Symbols/d1.bmp
293.228	4.443	0	1	1.321	RhymeSpell/null.bmp	RhymeSpell/null.bmp
297.671	4.443	4	1	1.052	RhymeSpell/strut.bmp	RhymeSpell/glint2.bmp
302.114	4.443	2	1	1.326	RhymeSpell/sheet.bmp	RhymeSpell/heat1.bmp
306.557	4.443	6	1	1.704	Symbols/lwy.bmp	Symbols/lwy1.bmp
311.0	4.442	2	0	1.477	RhymeSpell/whom.bmp	RhymeSpell/womb1.bmp
315.442	4.443	4	1	1.154	RhymeSpell/spare.bmp	RhymeSpell/cow1.bmp
319.885	4.443	0	1	1.462	RhymeSpell/null.bmp	RhymeSpell/null.bmp
324.328	4.443	3	0	3.111	RhymeSpell/fat.bmp	RhymeSpell/swat2.bmp
328.771	4.443	4	1	1.223	RhymeSpell/team.bmp	RhymeSpell/brief2.bmp
333.214	4.443	0	1	1.628	RhymeSpell/null.bmp	RhymeSpell/null.bmp
337.657	4.442	5	1	1.239	Symbols/k.bmp	Symbols/k1.bmp
342.099	4.443	0	1	1.467	RhymeSpell/null.bmp	RhymeSpell/null.bmp
346.542	4.443	3	1	2.914	RhymeSpell/bad.bmp	RhymeSpell/wad2.bmp
350.985	4.443	1	1	1.277	RhymeSpell/glare.bmp	RhymeSpell/share1.bmp
355.428	4.443	0	1	1.391	RhymeSpell/null.bmp	RhymeSpell/null.bmp
359.871	4.443	1	1	2.487	RhymeSpell/cold.bmp	RhymeSpell/told1.bmp
364.314	4.442	6	1	1.418	Symbols/lik.bmp	Symbols/lik1.bmp
368.756	4.443	1	1	1.342	RhymeSpell/dawn.bmp	RhymeSpell/lawn1.bmp
373.199	4.443	1	1	1.426	RhymeSpell/broke.bmp	RhymeSpell/joke1.bmp
377.642	4.443	4	1	1.198	RhymeSpell/craft.bmp	RhymeSpell/young1.bmp
382.085	4.443	0	1	1.351	RhymeSpell/null.bmp	RhymeSpell/null.bmp
386.528	4.443	3	1	1.343	RhymeSpell/hull.bmp	RhymeSpell/full1.bmp
390.971	4.443	3	1	1.306	RhymeSpell/freight.bmp	RhymeSpell/height2.bmp
395.414	4.442	5	1	1.112	Symbols/g.bmp	Symbols/p2.bmp
399.856	4.443	2	1	1.507	RhymeSpell/stool.bmp	RhymeSpell/ghoul1.bmp
404.299	4.443	2	1	1.465	RhymeSpell/hoe.bmp	RhymeSpell/throw2.bmp
408.742	4.443	0	1	1.523	RhymeSpell/null.bmp	RhymeSpell/null.bmp
413.185	4.443	6	1	1.845	Symbols/one.bmp	Symbols/one2.bmp
417.628	4.443	3	1	1.68	RhymeSpell/cost.bmp	RhymeSpell/ghost2.bmp
422.071	4.442	0	1	1.795	RhymeSpell/null.bmp	RhymeSpell/null.bmp
426.513	4.443	6	1	1.136	Symbols/hvj.bmp	Symbols/hvj1.bmp
430.956	4.443	2	1	1.597	RhymeSpell/gas.bmp	RhymeSpell/pass1.bmp
435.399	4.443	3	1	1.561	RhymeSpell/blood.bmp	RhymeSpell/wood1.bmp
439.842	4.443	0	1	1.275	RhymeSpell/null.bmp	RhymeSpell/null.bmp
444.285	4.443	4	1	1.095	RhymeSpell/vend.bmp	RhymeSpell/space1.bmp
448.728	4.443	2	1	1.645	RhymeSpell/choose.bmp	RhymeSpell/lose2.bmp
453.171	4.442	6	1	1.649	Symbols/rbe.bmp	Symbols/rte1.bmp
457.613	4.443	0	1	2.627	RhymeSpell/null.bmp	RhymeSpell/null.bmp
462.056	4.443	6	1	1.061	Symbols/wug.bmp	Symbols/wyg2.bmp
466.499	4.443	5	1	1.543	Symbols/d.bmp	Symbols/r2.bmp
470.942	4.443	0	1	1.581	RhymeSpell/null.bmp	RhymeSpell/null.bmp
475.385	4.439	0	1	1.395	RhymeSpell/null.bmp	RhymeSpell/null.bmp
