onset	duration	stim	block_number	block_duration	block_condition	sequential_position
375.3463	0.3	fomanre	14	18.4	pseudo	10
375.74609999999996	0.3	ia	14	18.4	pseudo	11
376.14599999999996	0.3	prétairait	14	18.4	pseudo	12
376.5458	2.0	+	14	18.4	pseudo	13
378.5449	0.3	gi	14	18.4	pseudo	14
378.94469999999995	0.3	gait	14	18.4	pseudo	15
379.3445	0.3	i	14	18.4	pseudo	16
379.74429999999995	0.3	scel	14	18.4	pseudo	17
380.14419999999996	0.3	zop	14	18.4	pseudo	18
380.544	0.3	zaï	14	18.4	pseudo	19
380.94379999999995	0.3	protue	14	18.4	pseudo	20
381.3436	0.3	sharc	14	18.4	pseudo	21
381.7435	0.3	cévu	14	18.4	pseudo	22
382.14329999999995	0.3	us	14	18.4	pseudo	23
382.5431	0.3	busrete	14	18.4	pseudo	24
382.9429	0.3	sbogne	14	18.4	pseudo	25
383.34279999999995	2.0	+	14	18.4	pseudo	26
385.34189999999995	0.3	er	14	18.4	pseudo	27
385.7417	0.3	graï	14	18.4	pseudo	28
386.1415	0.3	gymce	14	18.4	pseudo	29
386.5413	0.3	glû	14	18.4	pseudo	30
386.9411	0.3	coubre	14	18.4	pseudo	31
387.341	0.3	pui	14	18.4	pseudo	32
387.7408	0.3	glonfrée	14	18.4	pseudo	33
388.1406	0.3	gni	14	18.4	pseudo	34
388.5404	0.3	ux	14	18.4	pseudo	35
388.9402	0.3	brûne	14	18.4	pseudo	36
389.3401	0.3	da	14	18.4	pseudo	37
389.7399	0.3	setré	14	18.4	pseudo	38
390.1397	2.0	+	14	18.4	pseudo	39
392.1388	8.0	+	14	18.4	pseudo	40
400.3352	0.3	la	15	18.4	sentence	1
400.7516	0.3	mère	15	18.4	sentence	2
401.1515	0.3	sourit	15	18.4	sentence	3
401.55129999999997	0.3	en	15	18.4	sentence	4
401.9511	0.3	comprenant	15	18.4	sentence	5
402.35089999999997	0.3	que	15	18.4	sentence	6
402.7507	0.3	son	15	18.4	sentence	7
403.1506	0.3	fils	15	18.4	sentence	8
403.55039999999997	0.3	veut	15	18.4	sentence	9
403.9502	0.3	surprendre	15	18.4	sentence	10
404.34999999999997	0.3	son	15	18.4	sentence	11
404.74989999999997	0.3	père	15	18.4	sentence	12
405.1497	2.0	+	15	18.4	sentence	13
407.1488	0.3	la	15	18.4	sentence	14
407.54859999999996	0.3	pluie	15	18.4	sentence	15
407.9484	0.3	frappe	15	18.4	sentence	16
408.34819999999996	0.3	les	15	18.4	sentence	17
408.74809999999997	0.3	ardoises	15	18.4	sentence	18
409.1479	0.3	des	15	18.4	sentence	19
409.54769999999996	0.3	toits	15	18.4	sentence	20
409.9475	0.3	des	15	18.4	sentence	21
410.3474	0.3	immeubles	15	18.4	sentence	22
410.74719999999996	0.3	de	15	18.4	sentence	23
411.147	0.3	la	15	18.4	sentence	24
411.54679999999996	0.3	ville	15	18.4	sentence	25
411.94669999999996	2.0	+	15	18.4	sentence	26
413.94579999999996	0.3	le	15	18.4	sentence	27
414.3456	0.3	garçon	15	18.4	sentence	28
414.74539999999996	0.3	choisit	15	18.4	sentence	29
415.1452	0.3	un	15	18.4	sentence	30
415.54499999999996	0.3	costume	15	18.4	sentence	31
415.94489999999996	0.3	de	15	18.4	sentence	32
416.3447	0.3	chasseur	15	18.4	sentence	33
416.74449999999996	0.3	de	15	18.4	sentence	34
417.1443	0.3	grands	15	18.4	sentence	35
417.54409999999996	0.3	crocodiles	15	18.4	sentence	36
417.94399999999996	0.3	du	15	18.4	sentence	37
418.3438	0.3	nil	15	18.4	sentence	38
418.74359999999996	2.0	+	15	18.4	sentence	39
420.74269999999996	8.0	+	15	18.4	sentence	40
428.9391	0.3	ze	16	18.4	pseudo	1
429.3555	0.3	magé	16	18.4	pseudo	2
429.7387	0.3	algasé	16	18.4	pseudo	3
430.1552	0.3	ia	16	18.4	pseudo	4
430.5383	0.3	préasetait	16	18.4	pseudo	5
430.9382	0.3	ile	16	18.4	pseudo	6
431.3547	0.3	igé	16	18.4	pseudo	7
431.73779999999994	0.3	kêne	16	18.4	pseudo	8
432.13759999999996	0.3	rhes	16	18.4	pseudo	9
432.53749999999997	0.3	manpelcits	16	18.4	pseudo	10
432.9373	0.3	nog	16	18.4	pseudo	11
433.35380000000004	0.3	zown	16	18.4	pseudo	12
433.73689999999993	2.0	+	16	18.4	pseudo	13
435.73599999999993	0.3	stine	16	18.4	pseudo	14
436.1525	0.3	faneque	16	18.4	pseudo	15
436.53569999999996	0.3	sles	16	18.4	pseudo	16
436.9355	0.3	alcerle	16	18.4	pseudo	17
437.3353	0.3	gec	16	18.4	pseudo	18
437.73509999999993	0.3	dovanir	16	18.4	pseudo	19
438.13489999999996	0.3	cetcelcre	16	18.4	pseudo	20
438.5514	0.3	vesgue	16	18.4	pseudo	21
438.9513	0.3	ux	16	18.4	pseudo	22
439.35110000000003	0.3	vuc	16	18.4	pseudo	23
439.75089999999994	0.3	qo	16	18.4	pseudo	24
440.1507	0.3	flog	16	18.4	pseudo	25
440.5505	2.0	+	16	18.4	pseudo	26
442.5497	0.3	zû	16	18.4	pseudo	27
442.9495	0.3	gâliverte	16	18.4	pseudo	28
443.3493	0.3	i	16	18.4	pseudo	29
443.74909999999994	0.3	jeuma	16	18.4	pseudo	30
444.14889999999997	0.3	os	16	18.4	pseudo	31
444.54879999999997	0.3	enges	16	18.4	pseudo	32
444.9486	0.3	us	16	18.4	pseudo	33
445.3484	0.3	zo	16	18.4	pseudo	34
445.74819999999994	0.3	salgne	16	18.4	pseudo	35
446.14809999999994	0.3	ar	16	18.4	pseudo	36
446.54789999999997	0.3	basaci	16	18.4	pseudo	37
446.9477	0.3	thâpre	16	18.4	pseudo	38
447.3475	2.0	+	16	18.4	pseudo	39
449.3466	8.0	+	16	18.4	pseudo	40
