onset	duration	trial_type	response	response_time	stim_file
0.0144252777099609	1.0	521.0	-1.0	2.2868447303771973	imagenet/n03131574/n03131574_8247.JPEG
4.014081954956055	1.0	277.0	1.0	1.4551551342010498	imagenet/n02117135/n02117135_7352.JPEG
8.013761520385742	1.0	781.0	-1.0	1.3994505405426023	imagenet/n04147183/n04147183_19755.JPEG
12.013413906097412	1.0	258.0	1.0	1.4558100700378418	imagenet/n02111500/n02111500_328.JPEG
16.0130832195282	1.0	931.0	-1.0	1.5041618347167969	imagenet/n07684084/n07684084_1164.JPEG
24.01238894462585	1.0	68.0	1.0	1.4328322410583496	imagenet/n01755581/n01755581_10855.JPEG
28.01205277442932	1.0	945.0	1.0	1.4251713752746582	imagenet/n07718747/n07718747_7379.JPEG
32.0117244720459	1.0	160.0	1.0	1.4495205879211426	imagenet/n02087394/n02087394_10347.JPEG
36.01137828826904	1.0	818.0	-1.0	1.3938758373260498	imagenet/n04285008/n04285008_8042.JPEG
40.01104784011841	1.0	292.0	1.0	1.4182641506195068	imagenet/n02129165/n02129165_1211.JPEG
48.01035499572754	1.0	50.0	1.0	1.394836187362671	imagenet/n01697457/n01697457_6755.JPEG
52.01002621650696	1.0	97.0	1.0	1.6592459678649902	imagenet/n01843383/n01843383_6887.JPEG
56.00968933105469	1.0	365.0	1.0	1.835639715194702	imagenet/n02457408/n02457408_7817.JPEG
60.00935363769531	1.0	703.0	1.0	1.3398964405059814	imagenet/n03888605/n03888605_6581.JPEG
64.00901246070862	1.0	88.0	1.0	1.4522457122802734	imagenet/n01817953/n01817953_578.JPEG
72.00833010673523	1.0	395.0	1.0	1.4448909759521484	imagenet/n02640242/n02640242_15273.JPEG
76.00798344612122	1.0	435.0	1.0	1.5893795490264893	imagenet/n02808304/n02808304_1812.JPEG
80.0076539516449	1.0	987.0	1.0	1.413626194000244	imagenet/n12057211/n12057211_11181.JPEG
84.00731110572815	1.0	412.0	-1.0	1.509958028793335	imagenet/n02730930/n02730930_4926.JPEG
88.0069785118103	1.0	506.0	-1.0	1.462280511856079	imagenet/n03063689/n03063689_10185.JPEG
96.00630474090576	1.0	140.0	1.0	1.390979290008545	imagenet/n02025239/n02025239_15384.JPEG
