onset	duration	accuracy	response_time	image
12.004	2	0	0	56
18.002	2	1	0.952	-25
20.067	2	0	1.552	26
26.015	2	1	0.97	-27
28.081	2	1	0.632	29
34.012	2	1	0.719	-30
38.011	2	1	0.743	31
44.008	2	1	1.218	-37
50.006	2	0	1.318	-38
54.005	2	1	0.847	40
60.002	2	1	0.705	-55
62.068	2	1	0.757	33
66.017	2	1	1.378	34
70.015	2	1	0.61	-36
74.014	2	1	0.66	45
76.079	2	1	0.699	-46
82.011	2	1	1.038	48
86.009	2	1	0.68	-60
88.075	2	1	0.68	29
94.006	2	1	0.747	-30
98.004	2	1	0.807	32
100.07	2	1	0.63	-37
106.002	2	1	1.023	-38
112.016	2	1	0.709	39
116.014	2	1	0.682	-57
120.013	2	1	0.735	-41
122.079	2	1	0.868	42
124.145	2	1	0.763	-43
128.01	2	1	0.783	58
132.008	2	1	0.78	45
134.074	2	1	0.682	-46
138.006	2	1	0.947	47
144.004	2	1	0.687	33
146.07	2	0	0.813	34
152.017	2	1	0.68	-35
154.067	2	1	1.247	59
158.015	2	1	0.73	-41
160.081	2	1	1.25	42
162.147	2	1	0.737	-44
164.213	2	1	0.846	-25
166.279	2	1	0.844	26
170.01	2	1	0.703	-28
176.008	2	1	0.691	-41
178.074	2	1	0.946	42
182.006	2	1	0.611	-43
184.072	2	1	1.108	56
190.003	2	0	0.967	45
192.069	2	1	0.573	-46
194.135	2	1	0.491	47
196.201	2	0	0.963	59
200.016	2	0	0.94	-37
206.014	2	1	0.909	-38
208.079	2	1	0.581	40
212.011	2	1	0.654	-57
218.009	2	1	0.76	29
222.007	2	1	0.595	-30
224.073	2	1	0.93	31
226.139	2	1	0.734	58
228.222	2	1	0.647	-41
230.288	2	1	1.002	42
234.003	2	1	0.943	-44
236.069	2	1	0.734	-60
242.016	2	1	0.609	33
244.099	2	0	1.025	34
246.182	2	1	0.742	-35
252.013	2	0	1.069	-25
254.095	2	1	0.7	26
256.178	2	1	0.871	-28
258.26	2	1	0.773	-55
260.343	2	1	0.893	29
262.425	2	1	0.664	-30
264.508	2	1	0.816	32
268.007	2	1	1.202	45
274.004	2	1	0.669	-46
276.087	2	1	0.869	48
278.153	2	0	0.978	-25
280.219	2	1	0.696	26
286.016	2	1	0.747	-27
288.099	2	1	0.72	33
292.014	2	0	0.95	34
294.097	2	1	0.691	-36
296.179	2	0	0.728	-37
302.01	2	0	0.896	-38
304.093	2	1	0.567	39
