onset	duration	accuracy	response_time	image
12.005	2	1	1.518	-60
18.002	2	0	0.672	-37
22.018	2	1	1.16	-38
26.016	2	1	1.044	39
28.082	2	0	0	-57
34.013	2	1	0.636	45
36.079	2	1	0.661	-46
38.145	2	1	0.842	47
44.009	2	0	0.896	29
50.007	2	0	1.805	-30
52.073	2	0	0.842	32
54.139	2	0	0	56
56.188	2	0	0	-25
62.003	2	1	0.639	26
64.068	2	1	1.894	-28
66.134	2	1	0.822	58
72.015	2	0	0.586	-37
76.014	2	1	0.733	-38
78.08	2	1	0.555	40
82.012	2	1	1.671	-55
86.01	2	1	0.633	33
88.076	2	0	0	34
94.007	2	0	0	-35
100.005	2	1	0.605	-41
102.071	2	1	0.541	42
104.136	2	1	0.523	-43
106.202	2	1	0.543	45
108.268	2	1	0.525	-46
114.016	2	0	0.642	48
116.065	2	0	0	29
118.114	2	0	0	-30
120.164	2	0	0.409	31
126.011	2	1	1.127	59
128.077	2	0	0	-41
130.127	2	0	0	42
132.176	2	1	0.787	-44
134.242	2	0	1.096	-25
136.308	2	1	1.206	26
142.005	2	1	1.358	-27
144.071	2	0	0.031	33
148.003	2	0	0	34
150.052	2	0	0	-36
152.102	2	1	0.493	-57
158.016	2	1	0.604	45
162.014	2	0	0	-46
164.064	2	0	0.241	48
166.13	2	1	0.642	-60
172.011	2	1	0.481	33
174.077	2	0	0	34
178.008	2	0	0	-35
180.058	2	0	0	58
184.006	2	1	0.579	-41
186.072	2	1	0.769	42
192.003	2	1	1.862	-43
194.069	2	1	0.718	29
198.017	2	0	0.037	-30
200.083	2	1	0.509	32
202.149	2	1	0.669	56
206.014	2	0	0	-37
212.012	2	1	0.694	-38
216.011	2	1	0.783	39
222.008	2	0	0	59
226.007	2	0	0	-41
230.005	2	1	0.572	42
232.088	2	1	0.57	-44
236.003	2	1	1.063	-25
240.002	2	1	0.688	26
242.084	2	1	0.607	-28
246.016	2	0	0	29
248.082	2	0	0.098	-30
254.013	2	0	0	31
260.011	2	1	0.648	-55
264.009	2	0	0.658	-37
266.092	2	0	0	-38
272.006	2	1	0.582	40
274.089	2	1	0.673	-25
276.171	2	1	0.534	26
278.254	2	0	0	-27
280.336	2	0	0.36	33
286.017	2	1	1.227	34
290.016	2	0	0.443	-36
296.014	2	0	0	45
298.08	2	1	0.113	-46
302.011	2	1	1.336	47
