onset	duration	accuracy	response_time	image
12.016	2	0	0	59
16.014	2	1	0.901	45
18.08	2	1	0.62	-46
20.146	2	1	0.759	48
22.195	2	1	0.888	33
24.261	2	0	0.935	34
30.009	2	1	0.619	-35
32.075	2	1	0.703	-41
38.006	2	1	0.845	42
40.072	2	1	0.556	-43
42.138	2	0	0.978	-37
44.203	2	1	1.205	-38
50.001	2	1	1.827	40
54.016	2	1	0.667	56
56.082	2	0	0.761	45
62.013	2	1	0.788	-46
64.079	2	1	0.789	47
66.145	2	1	0.833	29
68.211	2	1	0.598	-30
74.009	2	1	0.656	31
78.007	2	1	1.322	-41
80.073	2	1	0.97	42
84.005	2	1	0.596	-44
86.071	2	1	0.725	-60
92.002	2	0	0.593	-25
94.068	2	1	0.752	26
98.016	2	0	0.028	-27
100.082	2	0	0.599	-37
106.013	2	0	0.823	-38
110.012	2	1	0.632	39
116.01	2	0	1.937	-57
118.075	2	1	0.029	29
122.007	2	1	0.594	-30
126.006	2	1	0.627	32
132.003	2	1	0.929	-55
134.069	2	0	0	-25
138.001	2	1	0.571	26
142.016	2	1	0.716	-28
148.014	2	0	0	58
152.013	2	0	1.367	33
154.078	2	0	0.742	34
158.01	2	1	0.642	-36
164.008	2	0	0.635	-37
166.074	2	0	0	-38
168.123	2	1	1.919	39
174.004	2	0	0.033	-25
178.003	2	1	0.673	26
184.017	2	0	0.889	-28
188.016	2	0	0	-55
190.065	2	1	1.568	45
194.013	2	0	0.035	-46
196.079	2	1	0.97	48
198.145	2	0	0	-57
200.194	2	1	0.036	29
202.26	2	1	0.597	-30
204.326	2	1	0.645	31
206.375	2	1	0.037	58
208.441	2	1	0.037	33
210.507	2	0	0.614	34
214.006	2	1	0.685	-35
216.072	2	0	1.242	59
222.003	2	0	0	-25
224.069	2	1	0.143	26
226.151	2	1	1.194	-27
232.015	2	1	0.612	-60
236.014	2	0	0.995	-37
238.097	2	1	0.546	-38
240.179	2	1	0.656	40
244.011	2	1	0.649	-41
246.094	2	1	0.557	42
248.176	2	1	0.626	-43
252.008	2	1	0.626	56
258.006	2	1	0.71	45
260.088	2	1	0.729	-46
266.003	2	0	2	47
268.068	2	0	0.042	33
274.016	2	0	0	34
278.015	2	0	0.397	-36
284.012	2	1	0.59	29
290.01	2	1	0.625	-30
292.093	2	1	0.671	32
294.175	2	1	0.564	-41
296.258	2	1	0.65	42
300.006	2	1	0.587	-44
