onset	duration	accuracy	response_time	image
12.018	2	0	0	-60
16.016	2	0	1.26	-41
18.082	2	1	1.041	42
20.148	2	1	0.75	-43
22.214	2	0	0.973	-55
24.28	2	1	0.794	45
28.012	2	0	1.061	-46
30.078	2	1	0.636	47
36.009	2	0	1.466	59
40.007	2	0	0.891	-25
46.005	2	1	0.934	26
50.003	2	1	0.736	-27
52.053	2	1	1.102	33
56.018	2	1	1.367	34
60.016	2	1	0.745	-36
66.014	2	1	1.163	-41
72.012	2	1	0.83	42
74.077	2	1	0.739	-44
80.009	2	0	0.939	-37
82.074	2	1	0.79	-38
88.006	2	1	0.774	40
90.071	2	1	1.041	29
92.137	2	1	1.856	-30
98.002	2	1	1.099	31
104.016	2	1	0.689	-57
106.082	2	0	0.776	-25
108.148	2	0	0.942	26
110.214	2	0	2.018	-28
114.012	2	1	0.672	45
116.078	2	1	0.723	-46
118.144	2	1	0.833	48
120.21	2	1	0.688	58
124.009	2	1	1.059	33
130.006	2	1	1.227	34
136.004	2	1	0.719	-35
138.07	2	1	0.15	-37
144.018	2	0	0.809	-38
146.083	2	1	1.045	39
150.015	2	0	0	56
154.014	2	1	0.884	29
156.08	2	1	0.738	-30
158.146	2	1	0.601	32
160.212	2	1	1.273	-25
162.277	2	1	0.637	26
166.009	2	0	1.211	-28
172.007	2	1	0.675	-41
178.005	2	1	0.767	42
180.071	2	1	0.725	-44
184.003	2	1	0.831	56
186.068	2	1	0.888	-37
190.017	2	1	1.193	-38
192.083	2	1	0.737	40
198.014	2	0	0	33
202.012	2	1	0.909	34
208.01	2	1	0.617	-35
210.076	2	1	1.456	59
212.142	2	0	0.037	-25
218.006	2	1	1.134	26
222.005	2	0	0	-27
224.054	2	0	1.645	58
226.12	2	0	0.866	29
232.018	2	1	0.672	-30
234.083	2	1	0.919	31
236.149	2	0	0	-37
240.015	2	1	0.717	-38
242.097	2	1	0.594	39
244.18	2	1	0.581	-55
246.262	2	1	0.741	45
248.345	2	1	0.755	-46
250.427	2	1	0.83	48
254.009	2	1	0.707	-60
260.007	2	1	0.732	-41
264.005	2	0	0.644	42
266.088	2	1	1.345	-43
272.002	2	1	0.631	-57
276.018	2	0	0	29
278.083	2	0	0	-30
284.014	2	0	0	32
290.012	2	1	0.702	45
292.095	2	0	0.332	-46
294.177	2	1	0.044	47
296.26	2	1	0.044	33
298.342	2	1	0.525	34
302.008	2	1	0.65	-36
