onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
16.519269817	3.0	Neg	encoding	54	0.77	0.7775330396475771	2.1049052939997637	0.41133036500013986	0	0	0
20.522544205	3.0	Neg	marking	54	0.77	0.7775330396475771	2.1049052939997637	0.41133036500013986	0	0	0
27.017992638	3.0	Neg	encoding	-44	0.28	0.2621145374449339	2.5772630439996647	0.6124755199998617	0	0	0
30.022767091	3.0	Neg	marking	-44	0.28	0.2621145374449339	2.5772630439996647	0.6124755199998617	0	0	0
39.504657437	3.0	Neg	encoding	80	0.9	0.9096916299559471	2.932730958999855	0.5220066649999353	0	0	0
43.023034561	3.0	Neg	marking	80	0.9	0.9096916299559471	2.932730958999855	0.5220066649999353	0	0	0
49.011259843	3.0	Neg	encoding	-28	0.36	0.0	NaN	0.45637067000006937	0	0	0
53.523318351	3.0	Neg	marking	-28	0.36	0.0	NaN	0.45637067000006937	1	0	0
61.006705353	3.0	Neg	encoding	30	0.65	0.6784140969162996	2.032215588999861	0.4164985190000152	0	0	0
67.516598371	3.0	Neg	marking	30	0.65	0.6784140969162996	2.032215588999861	0.4164985190000152	0	0	0
75.508079462	3.0	Neg	encoding	-10	0.45	0.0	NaN	0.41353637500014884	0	0	0
81.02409505	3.0	Neg	marking	-10	0.45	0.0	NaN	0.41353637500014884	1	0	0
88.508725042	3.0	Neg	encoding	-58	0.21	0.2621145374449339	2.836874638000154	0.5650457239999014	0	0	0
93.52477674	3.0	Neg	marking	-58	0.21	0.2621145374449339	2.836874638000154	0.5650457239999014	0	0	0
100.510725377	3.0	Neg	encoding	14	0.57	0.6255506607929515	2.0550938090000272	0.4682109349996608	0	0	0
104.50808453	3.0	Neg	marking	14	0.57	0.6255506607929515	2.0550938090000272	0.4682109349996608	0	0	0
113.510450206	3.0	Neg	encoding	48	0.74	0.7973568281938326	2.6215962140004194	0.4903619249998883	0	0	0
117.008530835	3.0	Neg	marking	48	0.74	0.7973568281938326	2.6215962140004194	0.4903619249998883	0	0	0
123.007355522	3.0	Neg	encoding	70	0.85	0.0	NaN	0.3968092900004194	0	0	0
129.025479925	3.0	Neg	marking	70	0.85	0.0	NaN	0.3968092900004194	1	0	0
136.017056827	3.0	Neg	encoding	-78	0.11	0.12334801762114538	2.461234088999845	0.4705714250003439	0	0	0
143.009151469	3.0	Neg	marking	-78	0.11	0.12334801762114538	2.461234088999845	0.4705714250003439	0	0	0
149.503348926	3.0	Neg	encoding	20	0.6	0.0	NaN	0.5666844349998428	0	0	0
154.028708869	3.0	Neg	marking	20	0.6	0.0	NaN	0.5666844349998428	1	0	0
162.506427291	3.0	Neg	encoding	96	0.98	1.0	2.828923729000053	0.46909618000063347	0	0	0
167.012500374	3.0	Neg	marking	96	0.98	1.0	2.828923729000053	0.46909618000063347	0	0	0
173.520006676	3.0	Neg	encoding	-94	0.03	0.030837004405286344	2.5761326589999953	0.5834160549993612	0	0	0
176.510149545	3.0	Neg	marking	-94	0.03	0.030837004405286344	2.5761326589999953	0.5834160549993612	0	0	0
186.514214811	3.0	Neg	encoding	-86	0.07	0.10352422907488987	2.7341204539998216	0.41565459499997814	0	0	0
190.527174704	3.0	Neg	marking	-86	0.07	0.10352422907488987	2.7341204539998216	0.41565459499997814	0	0	0
197.514186561	3.0	Neg	encoding	-34	0.33	0.34801762114537443	2.342007724000723	0.6854047390006599	0	0	0
201.01089737	3.0	Neg	marking	-34	0.33	0.34801762114537443	2.342007724000723	0.6854047390006599	0	0	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
217.003681958	3.0	Word	encoding	do	0.57	0.5726872246696035	2.3819055489993843	0.42654517499977374	0	0	0
223.01836871	3.0	Word	marking	do	0.57	0.5726872246696035	2.3819055489993843	0.42654517499977374	0	0	0
229.507781648	3.0	Word	encoding	is	0.36	0.36123348017621143	2.278506788999948	0.49105188500016084	0	0	0
235.045117535	3.0	Word	marking	is	0.36	0.36123348017621143	2.278506788999948	0.49105188500016084	0	0	0
241.519629443	3.0	Word	encoding	me	0.98	0.9955947136563876	2.655517993999638	0.5505960999998933	0	0	0
245.028720281	3.0	Word	marking	me	0.98	0.9955947136563876	2.655517993999638	0.5505960999998933	0	0	0
251.004299129	3.0	Word	encoding	we	0.6	0.0	NaN	0.45519193899963284	0	0	0
256.012265272	3.0	Word	marking	we	0.6	0.0	NaN	0.45519193899963284	1	0	0
263.010908614	3.0	Word	encoding	he	0.74	0.0	NaN	0.4040787450003336	0	1	0
269.512691121	3.0	Word	marking	he	0.74	0.0	NaN	0.4040787450003336	0	1	0
279.014778837	3.0	Word	encoding	as	0.77	0.0	NaN	0.38951594500031206	0	0	0
282.529774895	3.0	Word	marking	as	0.77	0.0	NaN	0.38951594500031206	1	0	0
290.513394917	3.0	Word	encoding	or	0.28	0.28193832599118945	2.661585353999726	0.3959803499992631	0	0	0
295.013382225	3.0	Word	marking	or	0.28	0.28193832599118945	2.661585353999726	0.3959803499992631	0	0	0
302.003788027	3.0	Word	encoding	it	0.33	0.0	NaN	0.4459014189997106	0	1	0
306.030517486	3.0	Word	marking	it	0.33	0.0	NaN	0.4459014189997106	0	1	0
312.514974543	3.0	Word	encoding	so	0.45	0.4669603524229075	1.901558410000689	0.4151588000004267	0	0	0
316.017589071	3.0	Word	marking	so	0.45	0.4669603524229075	1.901558410000689	0.4151588000004267	0	0	0
325.009237223	3.0	Word	encoding	by	0.9	0.8766519823788547	2.674478693999845	0.4219401750006	0	0	0
329.564410801	3.0	Word	marking	by	0.9	0.8766519823788547	2.674478693999845	0.4219401750006	0	0	0
337.003480733	3.0	Word	encoding	if	0.65	0.6585903083700441	2.395057448999978	0.4733574000001681	0	0	0
341.014629531	3.0	Word	marking	if	0.65	0.6585903083700441	2.395057448999978	0.4733574000001681	0	0	0
348.015723703	3.0	Word	encoding	ox	0.85	0.8370044052863436	2.6622254390003945	0.4967524650000996	0	0	0
352.031594491	3.0	Word	marking	ox	0.85	0.8370044052863436	2.6622254390003945	0.4967524650000996	0	0	0
360.504730523	3.0	Word	encoding	am	0.07	0.0	NaN	0.5213271950005947	0	0	0
363.532043396	3.0	Word	marking	am	0.07	0.0	NaN	0.5213271950005947	1	0	0
369.513761974	3.0	Word	encoding	of	0.03	0.030837004405286344	1.8625641739999992	0.4530990449993624	0	0	0
376.508476606	3.0	Word	marking	of	0.03	0.030837004405286344	1.8625641739999992	0.4530990449993624	0	0	0
384.014501368	3.0	Word	encoding	my	0.21	0.21585903083700442	2.66031937400021	0.41624863000015466	0	0	0
388.582613896	3.0	Word	marking	my	0.21	0.21585903083700442	2.66031937400021	0.41624863000015466	0	0	0
396.015767683	3.0	Word	encoding	be	0.11	0.0	NaN	0.4007451739998942	0	0	0
399.024743777	3.0	Word	marking	be	0.11	0.0	NaN	0.4007451739998942	1	0	0
402.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
412.516041906	3.0	Pos	encoding	7	0.07	0.11013215859030837	2.4801317040000868	0.4819916550004564	0	0	0
416.516795674	3.0	Pos	marking	7	0.07	0.11013215859030837	2.4801317040000868	0.4819916550004564	0	0	0
424.514342461	3.0	Pos	encoding	45	0.45	0.473568281938326	1.8551464390002366	0.4170822890000636	0	0	0
430.000551434	3.0	Pos	marking	45	0.45	0.473568281938326	1.8551464390002366	0.4170822890000636	0	0	0
437.52133443	3.0	Pos	encoding	98	0.98	1.0	1.6658905790000063	0.47395308900013333	0	0	0
442.019095609	3.0	Pos	marking	98	0.98	1.0	1.6658905790000063	0.47395308900013333	0	0	0
451.01250988	3.0	Pos	encoding	77	0.77	0.0	NaN	0.42699723499936226	0	0	0
455.022789118	3.0	Pos	marking	77	0.77	0.0	NaN	0.42699723499936226	1	0	0
462.013060495	3.0	Pos	encoding	90	0.9	0.9559471365638766	2.412936618999993	0.4097676400006094	0	0	0
467.018086163	3.0	Pos	marking	90	0.9	0.9559471365638766	2.412936618999993	0.4097676400006094	0	0	0
473.019448736	3.0	Pos	encoding	65	0.65	0.6123348017621145	2.2763825640004143	0.5816203149997818	0	0	0
476.018352999	3.0	Pos	marking	65	0.65	0.6123348017621145	2.2763825640004143	0.5816203149997818	0	0	0
482.507970387	3.0	Pos	encoding	60	0.6	0.6255506607929515	1.8548627840000336	0.43096717499975057	0	0	0
487.01879842	3.0	Pos	marking	60	0.6	0.6255506607929515	1.8548627840000336	0.43096717499975057	0	0	0
495.507426361	3.0	Pos	encoding	36	0.36	0.0	NaN	0.45851282400053606	0	0	0
499.018986535	3.0	Pos	marking	36	0.36	0.0	NaN	0.45851282400053606	1	0	0
506.020834832	3.0	Pos	encoding	11	0.11	0.09691629955947137	1.938280503999522	0.38295666499925574	0	0	0
513.002850699	3.0	Pos	marking	11	0.11	0.09691629955947137	1.938280503999522	0.38295666499925574	0	0	0
523.020527265	3.0	Pos	encoding	28	0.28	0.2555066079295154	2.559951008999633	0.479441759999645	0	0	0
527.513331003	3.0	Pos	marking	28	0.28	0.2555066079295154	2.559951008999633	0.479441759999645	0	0	0
534.0077215	3.0	Pos	encoding	3	0.03	0.0	NaN	0.4182506340002874	0	0	0
537.520105134	3.0	Pos	marking	3	0.03	0.0	NaN	0.4182506340002874	1	0	0
544.507369376	3.0	Pos	encoding	85	0.85	0.8568281938325991	2.9464685190005184	0.4763626000003569	0	0	0
547.512124364	3.0	Pos	marking	85	0.85	0.8568281938325991	2.9464685190005184	0.4763626000003569	0	0	0
553.506990917	3.0	Pos	encoding	21	0.21	0.1828193832599119	2.2947564240002976	0.3958716600000116	0	0	0
559.520819639	3.0	Pos	marking	21	0.21	0.1828193832599119	2.2947564240002976	0.3958716600000116	0	0	0
566.019703682	3.0	Pos	encoding	74	0.74	0.7841409691629956	1.8854947640002138	0.4457307299999229	0	0	0
572.520996159	3.0	Pos	marking	74	0.74	0.7841409691629956	1.8854947640002138	0.4457307299999229	0	0	0
580.003697736	3.0	Pos	encoding	57	0.57	0.0	NaN	0.5049436249992141	0	0	0
584.004724789	3.0	Pos	marking	57	0.57	0.0	NaN	0.5049436249992141	1	0	0
593.504462675	3.0	Pos	encoding	33	0.33	0.2753303964757709	2.70527333300015	0.4433832539998548	0	0	0
597.021841284	3.0	Pos	marking	33	0.33	0.2753303964757709	2.70527333300015	0.4433832539998548	0	0	0
