onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
16.508007868	3.0	Neg	encoding	48	0.74	0.0	NaN	1.0838066999999683	0	1	0
20.012702006	3.0	Neg	marking	48	0.74	0.0	NaN	1.0838066999999683	0	1	0
27.511338473	3.0	Neg	encoding	-58	0.21	0.30176211453744495	1.7643787340002746	0.40011858500020026	0	0	0
33.020832391	3.0	Neg	marking	-58	0.21	0.30176211453744495	1.7643787340002746	0.40011858500020026	0	0	0
40.503022493	3.0	Neg	encoding	-94	0.03	0.011013215859030838	2.530475323999781	0.6081696050000573	0	0	0
44.502329576	3.0	Neg	marking	-94	0.03	0.011013215859030838	2.530475323999781	0.6081696050000573	0	0	0
51.517972678	3.0	Neg	encoding	-86	0.07	0.0	NaN	0.6582177140003296	0	0	0
55.013568507	3.0	Neg	marking	-86	0.07	0.0	NaN	0.6582177140003296	1	0	0
61.009621894	3.0	Neg	encoding	-34	0.33	0.0	NaN	0.41584731000011743	0	0	0
67.513940576	3.0	Neg	marking	-34	0.33	0.0	NaN	0.41584731000011743	1	0	0
75.506617628	3.0	Neg	encoding	14	0.57	0.5726872246696035	1.741806133999944	0.5069726950000586	0	0	0
80.031017031	3.0	Neg	marking	14	0.57	0.5726872246696035	1.741806133999944	0.5069726950000586	0	0	0
86.505360393	3.0	Neg	encoding	70	0.85	0.8436123348017621	2.047075568999844	0.45409324399997786	0	0	0
90.503248547	3.0	Neg	marking	70	0.85	0.8436123348017621	2.047075568999844	0.45409324399997786	0	0	0
99.011782098	3.0	Neg	encoding	-78	0.11	0.0	NaN	0.35563705999993545	0	0	0
103.504576611	3.0	Neg	marking	-78	0.11	0.0	NaN	0.35563705999993545	1	0	0
113.513628267	3.0	Neg	encoding	-10	0.45	0.44713656387665196	1.5777489789998072	0.5282734749998781	0	0	0
118.532091965	3.0	Neg	marking	-10	0.45	0.44713656387665196	1.5777489789998072	0.5282734749998781	0	0	0
128.004416046	3.0	Neg	encoding	80	0.9	0.0	NaN	0.5160617299998194	0	0	0
134.040719538	3.0	Neg	marking	80	0.9	0.0	NaN	0.5160617299998194	1	0	0
141.008921465	3.0	Neg	encoding	-28	0.36	0.381057268722467	2.0148462540000764	0.5725738900000579	0	0	0
144.004121434	3.0	Neg	marking	-28	0.36	0.381057268722467	2.0148462540000764	0.5725738900000579	0	0	0
151.018740966	3.0	Neg	encoding	54	0.77	0.76431718061674	1.961192339000263	0.5028891140000269	0	0	0
155.016507965	3.0	Neg	marking	54	0.77	0.76431718061674	1.961192339000263	0.5028891140000269	0	0	0
164.016874496	3.0	Neg	encoding	-44	0.28	0.28854625550660795	2.792886542999895	0.5021998590000294	0	0	0
167.008933355	3.0	Neg	marking	-44	0.28	0.28854625550660795	2.792886542999895	0.5021998590000294	0	0	0
173.006281382	3.0	Neg	encoding	30	0.65	0.6651982378854625	1.7695140040000297	0.42461993999995684	0	0	0
180.000410374	3.0	Neg	marking	30	0.65	0.6651982378854625	1.7695140040000297	0.42461993999995684	0	0	0
186.508540676	3.0	Neg	encoding	20	0.6	0.6057268722466961	1.6634250189999875	0.513337004999812	0	0	0
190.017657805	3.0	Neg	marking	20	0.6	0.6057268722466961	1.6634250189999875	0.513337004999812	0	0	0
196.507217562	3.0	Neg	encoding	96	0.98	0.0	NaN	0.5041402750002817	0	1	0
201.004192265	3.0	Neg	marking	96	0.98	0.0	NaN	0.5041402750002817	0	1	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
214.51825913	3.0	Pos	encoding	36	0.36	0.28854625550660795	1.862311168999895	0.5469001100000241	0	0	0
