onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
218.001584588	3.0	Pos	marking	36	0.36	0.28854625550660795	1.862311168999895	0.5469001100000241	0	0	0
225.50553434	3.0	Pos	encoding	33	0.33	0.2621145374449339	2.399951948999842	0.42413016000000425	0	0	0
230.018680143	3.0	Pos	marking	33	0.33	0.2621145374449339	2.399951948999842	0.42413016000000425	0	0	0
236.50405322	3.0	Pos	encoding	28	0.28	0.2290748898678414	2.5217730790000132	0.48075629499999195	0	0	0
242.018981603	3.0	Pos	marking	28	0.28	0.2290748898678414	2.5217730790000132	0.48075629499999195	0	0	0
248.012855406	3.0	Pos	encoding	11	0.11	0.0	NaN	0.4407453849999001	0	0	0
251.502518224	3.0	Pos	marking	11	0.11	0.0	NaN	0.4407453849999001	1	0	0
258.505871771	3.0	Pos	encoding	85	0.85	0.0	NaN	0.40906595400019796	0	0	0
262.51949578	3.0	Pos	marking	85	0.85	0.0	NaN	0.40906595400019796	1	0	0
272.003824161	3.0	Pos	encoding	77	0.77	0.8039647577092511	2.614414974000283	0.4684500600001229	0	0	0
275.503144934	3.0	Pos	marking	77	0.77	0.8039647577092511	2.614414974000283	0.4684500600001229	0	0	0
281.504377342	3.0	Pos	encoding	3	0.03	0.0	2.617341344000124	0.4909086849997948	0	0	0
286.00342722	3.0	Pos	marking	3	0.03	0.0	2.617341344000124	0.4909086849997948	0	0	0
292.510062977	3.0	Pos	encoding	65	0.65	0.6453744493392071	2.3455930489999446	0.8033453349999036	0	0	0
299.020403719	3.0	Pos	marking	65	0.65	0.6453744493392071	2.3455930489999446	0.8033453349999036	0	0	0
305.505439022	3.0	Pos	encoding	21	0.21	0.0	NaN	0.455844149999848	0	0	0
309.5207122	3.0	Pos	marking	21	0.21	0.0	NaN	0.455844149999848	1	0	0
318.508548161	3.0	Pos	encoding	90	0.9	0.9427312775330396	2.5124143289999665	0.42005466499995237	0	0	0
325.504675648	3.0	Pos	marking	90	0.9	0.9427312775330396	2.5124143289999665	0.42005466499995237	0	0	0
333.51923419	3.0	Pos	encoding	7	0.07	0.0	NaN	0.5730683440001485	0	1	0
336.521748064	3.0	Pos	marking	7	0.07	0.0	NaN	0.5730683440001485	0	1	0
343.509875116	3.0	Pos	encoding	74	0.74	0.8171806167400881	1.937373220000154	0.5346508850002465	0	0	0
346.527449944	3.0	Pos	marking	74	0.74	0.8171806167400881	1.937373220000154	0.5346508850002465	0	0	0
353.521904921	3.0	Pos	encoding	45	0.45	0.486784140969163	2.0168563240004005	0.5732361899999887	0	0	0
358.526839694	3.0	Pos	marking	45	0.45	0.486784140969163	2.0168563240004005	0.5732361899999887	0	0	0
366.016476281	3.0	Pos	encoding	57	0.57	0.5330396475770925	2.193694384000082	0.4826046789994507	0	0	0
370.01430001	3.0	Pos	marking	57	0.57	0.5330396475770925	2.193694384000082	0.4826046789994507	0	0	0
378.513449616	3.0	Pos	encoding	60	0.6	0.6123348017621145	1.5828928750006526	0.39008362500044313	0	0	0
384.522826573	3.0	Pos	marking	60	0.6	0.6123348017621145	1.5828928750006526	0.39008362500044313	0	0	0
394.508304799	3.0	Pos	encoding	98	0.98	1.0	2.2692319590005354	0.3797651000004407	0	0	0
399.026767962	3.0	Pos	marking	98	0.98	1.0	2.2692319590005354	0.3797651000004407	1	0	0
402.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
411.516835367	3.0	Word	encoding	it	0.33	0.32819383259911894	2.211343439000302	0.41823544499948184	0	0	0
417.023748115	3.0	Word	marking	it	0.33	0.32819383259911894	2.211343439000302	0.41823544499948184	0	0	0
425.007415421	3.0	Word	encoding	do	0.36	0.36123348017621143	1.9007936739999423	0.42087163500036695	0	0	0
431.017807574	3.0	Word	marking	do	0.36	0.36123348017621143	1.9007936739999423	0.42087163500036695	0	0	0
437.508040791	3.0	Word	encoding	ox	0.85	0.8502202643171806	2.6070765340000435	0.5168631149999783	0	0	0
440.524463745	3.0	Word	marking	ox	0.85	0.8502202643171806	2.6070765340000435	0.5168631149999783	0	0	0
448.012622362	3.0	Word	encoding	me	0.9	0.9096916299559471	2.3524224840002717	0.545840980000321	0	0	0
452.50809613	3.0	Word	marking	me	0.9	0.9096916299559471	2.3524224840002717	0.545840980000321	0	0	0
458.508697957	3.0	Word	encoding	if	0.07	0.0	NaN	0.5389603800003897	0	1	0
462.508351111	3.0	Word	marking	if	0.07	0.0	NaN	0.5389603800003897	0	1	0
469.505583358	3.0	Word	encoding	am	0.98	0.9625550660792952	2.21643745900019	0.5066364940003041	0	0	0
472.513468742	3.0	Word	marking	am	0.98	0.9625550660792952	2.21643745900019	0.5066364940003041	0	0	0
480.002953758	3.0	Word	encoding	as	0.6	0.5925110132158591	2.0509309140006735	0.3829699990001245	0	0	0
484.511661987	3.0	Word	marking	as	0.6	0.5925110132158591	2.0509309140006735	0.3829699990001245	0	0	0
491.522040859	3.0	Word	encoding	be	0.28	0.0	NaN	0.47411138900042715	0	0	0
496.514948282	3.0	Word	marking	be	0.28	0.0	NaN	0.47411138900042715	1	0	0
503.003815814	3.0	Word	encoding	we	0.45	0.44713656387665196	1.8929302699998516	0.4632814300002792	0	0	0
506.526296147	3.0	Word	marking	we	0.45	0.44713656387665196	1.8929302699998516	0.4632814300002792	0	0	0
514.011028149	3.0	Word	encoding	so	0.11	0.11674008810572688	2.9134212890003255	0.4371513400001277	0	0	0
521.026696181	3.0	Word	marking	so	0.11	0.11674008810572688	2.9134212890003255	0.4371513400001277	0	0	0
528.014721333	3.0	Word	encoding	he	0.74	0.0	NaN	0.5000192190000234	0	0	0
534.527050031	3.0	Word	marking	he	0.74	0.0	NaN	0.5000192190000234	1	0	0
544.010286532	3.0	Word	encoding	of	0.21	0.2092511013215859	2.4202768840004865	0.568769725000493	0	0	0
548.02781454	3.0	Word	marking	of	0.21	0.2092511013215859	2.4202768840004865	0.568769725000493	0	0	0
557.006941106	3.0	Word	encoding	is	0.77	0.7709251101321586	1.9603554900004383	0.43924604499989073	0	0	0
561.011117434	3.0	Word	marking	is	0.77	0.7709251101321586	1.9603554900004383	0.43924604499989073	0	0	0
571.008893415	3.0	Word	encoding	my	0.65	0.6585903083700441	2.372390128999541	0.501810994999687	0	0	0
574.511484689	3.0	Word	marking	my	0.65	0.6585903083700441	2.372390128999541	0.501810994999687	0	0	0
583.018417645	3.0	Word	encoding	by	0.03	0.0	NaN	0.3849266550005268	0	0	0
587.511941053	3.0	Word	marking	by	0.03	0.0	NaN	0.3849266550005268	1	0	0
593.518332316	3.0	Word	encoding	or	0.57	0.0	NaN	0.45438959500006604	0	0	0
597.029021539	3.0	Word	marking	or	0.57	0.0	NaN	0.45438959500006604	1	0	0
