onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
16.519764102	3.0	Word	encoding	me	0.21	0.0	NaN	0.5701930640007049	0	0	0
20.015452561	3.0	Word	marking	me	0.21	0.0	NaN	0.5701930640007049	1	0	0
28.506829717	3.0	Word	encoding	if	0.98	0.0	NaN	0.42073248499946203	0	0	0
34.032501515	3.0	Word	marking	if	0.98	0.0	NaN	0.42073248499946203	1	0	0
42.004626156	3.0	Word	encoding	so	0.74	0.737885462555066	2.8101065390001168	0.6127544889995988	0	0	0
46.01618915	3.0	Word	marking	so	0.74	0.737885462555066	2.8101065390001168	0.6127544889995988	0	0	0
52.505865562	3.0	Word	encoding	as	0.28	0.28193832599118945	1.9191270339997573	0.36830611000004865	0	0	0
57.000152755	3.0	Word	marking	as	0.28	0.28193832599118945	1.9191270339997573	0.36830611000004865	0	0	0
64.504792112	3.0	Word	encoding	he	0.33	0.0	NaN	0.5707640649998211	0	0	0
69.00014775	3.0	Word	marking	he	0.33	0.0	NaN	0.5707640649998211	1	0	0
76.010909137	3.0	Word	encoding	we	0.11	0.10352422907488987	2.744926438999755	0.46695861500029423	0	0	0
79.000466396	3.0	Word	marking	we	0.11	0.10352422907488987	2.744926438999755	0.46695861500029423	0	0	0
88.011295162	3.0	Word	encoding	am	0.85	0.0	NaN	0.5258228299999246	0	0	0
93.00083146	3.0	Word	marking	am	0.85	0.0	NaN	0.5258228299999246	1	0	0
100.026160982	3.0	Word	encoding	my	0.45	0.45374449339207046	1.4775033449996045	0.3968377999999575	0	0	0
107.001214104	3.0	Word	marking	my	0.45	0.45374449339207046	1.4775033449996045	0.3968377999999575	0	0	0
114.003174571	3.0	Word	encoding	do	0.57	0.5859030837004405	2.2747011390001717	0.4236983099999634	0	0	0
117.001525545	3.0	Word	marking	do	0.57	0.5859030837004405	2.2747011390001717	0.4236983099999634	0	0	0
123.003787182	3.0	Word	encoding	is	0.77	0.76431718061674	2.5257253440004206	0.4603440850005427	0	0	0
129.01845601	3.0	Word	marking	is	0.77	0.76431718061674	2.5257253440004206	0.4603440850005427	0	0	0
135.017854552	3.0	Word	encoding	of	0.65	0.6519823788546255	1.9054391039999246	0.40197067000008246	0	0	0
141.502254955	3.0	Word	marking	of	0.65	0.6519823788546255	1.9054391039999246	0.40197067000008246	0	0	0
148.008860932	3.0	Word	encoding	it	0.6	0.5925110132158591	1.6746905199997855	0.5141104550002638	0	0	0
151.519156465	3.0	Word	marking	it	0.6	0.5925110132158591	1.6746905199997855	0.5141104550002638	0	0	0
159.008860762	3.0	Word	encoding	ox	0.9	0.8832599118942731	2.7642223090006155	0.4621004950004135	0	0	0
163.51005718	3.0	Word	marking	ox	0.9	0.8832599118942731	2.7642223090006155	0.4621004950004135	0	0	0
173.503987851	3.0	Word	encoding	be	0.36	0.34801762114537443	2.1608675739998944	0.5060440090001066	0	0	0
177.52745699	3.0	Word	marking	be	0.36	0.34801762114537443	2.1608675739998944	0.5060440090001066	0	0	0
184.013082907	3.0	Word	encoding	or	0.07	0.05726872246696035	2.7222565390002273	0.4731273150000561	0	0	0
188.02009095	3.0	Word	marking	or	0.07	0.05726872246696035	2.7222565390002273	0.4731273150000561	0	0	0
197.513205961	3.0	Word	encoding	by	0.03	0.030837004405286344	2.765815174000636	0.47790761000032944	0	0	0
201.03725478	3.0	Word	marking	by	0.03	0.030837004405286344	2.765815174000636	0.47790761000032944	0	0	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
214.513921649	3.0	Pos	encoding	65	0.65	0.0	NaN	0.47171188999982405	0	0	0
221.004361066	3.0	Pos	marking	65	0.65	0.0	NaN	0.47171188999982405	1	0	0
231.009608827	3.0	Pos	encoding	74	0.74	0.7973568281938326	2.443000928999936	0.5808076399998754	0	0	0
236.071489305	3.0	Pos	marking	74	0.74	0.7973568281938326	2.443000928999936	0.5808076399998754	0	0	0
245.018506346	3.0	Pos	encoding	45	0.45	0.4933920704845815	1.592022554000323	0.6620899790004842	0	0	0
249.00511005	3.0	Pos	marking	45	0.45	0.4933920704845815	1.592022554000323	0.6620899790004842	0	0	0
255.510480062	3.0	Pos	encoding	90	0.9	0.8832599118942731	2.3726732039995113	0.455332030000136	0	0	0
260.024641645	3.0	Pos	marking	90	0.9	0.8832599118942731	2.3726732039995113	0.455332030000136	0	0	0
267.007504097	3.0	Pos	encoding	85	0.85	0.8898678414096917	2.859084738999627	0.5789029399993524	0	0	0
270.028802946	3.0	Pos	marking	85	0.85	0.8898678414096917	2.859084738999627	0.5789029399993524	0	0	0
277.005197008	3.0	Pos	encoding	21	0.21	0.14977973568281938	2.4273193839999294	0.3813272400002461	0	0	0
284.01525462	3.0	Pos	marking	21	0.21	0.14977973568281938	2.4273193839999294	0.3813272400002461	0	0	0
293.516807081	3.0	Pos	encoding	98	0.98	1.0	2.0375975490005658	0.47039399900040735	0	0	0
297.00659029	3.0	Pos	marking	98	0.98	1.0	2.0375975490005658	0.47039399900040735	0	0	0
304.012307007	3.0	Pos	encoding	77	0.77	0.8105726872246696	2.3330367439994006	0.4705345349993877	0	0	0
307.516416705	3.0	Pos	marking	77	0.77	0.8105726872246696	2.3330367439994006	0.4705345349993877	0	0	0
315.007957622	3.0	Pos	encoding	33	0.33	0.0	NaN	0.49229893400024594	0	0	0
320.50720429	3.0	Pos	marking	33	0.33	0.0	NaN	0.49229893400024594	1	0	0
326.511495757	3.0	Pos	encoding	28	0.28	0.0	NaN	0.5360383449997244	0	0	0
330.530414405	3.0	Pos	marking	28	0.28	0.0	NaN	0.5360383449997244	1	0	0
337.015538303	3.0	Pos	encoding	11	0.11	0.1299559471365639	2.523551564000627	0.4455869849998635	0	0	0
341.010010661	3.0	Pos	marking	11	0.11	0.1299559471365639	2.523551564000627	0.4455869849998635	0	0	0
349.012003958	3.0	Pos	encoding	36	0.36	0.28854625550660795	2.1798787939997055	0.41075324499979615	0	0	0
352.524795276	3.0	Pos	marking	36	0.36	0.28854625550660795	2.1798787939997055	0.41075324499979615	0	0	0
359.009583454	3.0	Pos	encoding	7	0.07	0.0	NaN	0.4293289850002111	0	0	0
365.018617316	3.0	Pos	marking	7	0.07	0.0	NaN	0.4293289850002111	1	0	0
372.508573328	3.0	Pos	encoding	3	0.03	0.01762114537444934	2.5547872939996523	0.470055754999521	0	0	0
377.025338921	3.0	Pos	marking	3	0.03	0.01762114537444934	2.5547872939996523	0.470055754999521	0	0	0
385.503648092	3.0	Pos	encoding	57	0.57	0.566079295154185	1.6132648539996808	0.3503044539993425	0	0	0
390.014860271	3.0	Pos	marking	57	0.57	0.566079295154185	1.6132648539996808	0.3503044539993425	0	0	0
396.005098133	3.0	Pos	encoding	60	0.6	0.6453744493392071	2.5939242840004226	0.5833700450002652	0	0	0
399.026051482	3.0	Pos	marking	60	0.6	0.6453744493392071	2.5939242840004226	0.5833700450002652	0	0	0
402.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
411.016034772	3.0	Neg	encoding	-94	0.03	0.0	1.7090611089997765	0.4550963399997272	0	0	0
415.50979326	3.0	Neg	marking	-94	0.03	0.0	1.7090611089997765	0.4550963399997272	1	0	0
422.013589522	3.0	Neg	encoding	30	0.65	0.6585903083700441	1.4744730300008086	0.4249132550003196	0	0	0
426.026762345	3.0	Neg	marking	30	0.65	0.6585903083700441	1.4744730300008086	0.4249132550003196	0	0	0
433.020961613	3.0	Neg	encoding	-28	0.36	0.381057268722467	1.754708939000011	0.4685438599999543	0	0	0
437.027039806	3.0	Neg	marking	-28	0.36	0.381057268722467	1.754708939000011	0.4685438599999543	0	0	0
443.511226303	3.0	Neg	encoding	48	0.74	0.76431718061674	2.410671793999427	0.5885697099993195	0	0	0
446.510619867	3.0	Neg	marking	48	0.74	0.76431718061674	2.410671793999427	0.5885697099993195	0	0	0
454.505003109	3.0	Neg	encoding	70	0.85	0.8766519823788547	2.2975281790004374	0.5053824699998586	0	0	0
458.500719007	3.0	Neg	marking	70	0.85	0.8766519823788547	2.2975281790004374	0.5053824699998586	0	0	0
465.015564324	3.0	Neg	encoding	-44	0.28	0.22246696035242292	2.1303459040000234	0.35478144500029885	0	0	0
471.517412026	3.0	Neg	marking	-44	0.28	0.22246696035242292	2.1303459040000234	0.35478144500029885	0	0	0
480.505476763	3.0	Neg	encoding	-86	0.07	0.08370044052863436	2.4337761189999583	0.44658001999960106	0	0	0
486.53784354	3.0	Neg	marking	-86	0.07	0.08370044052863436	2.4337761189999583	0.44658001999960106	0	0	0
494.004560977	3.0	Neg	encoding	-34	0.33	0.34140969162995594	1.8943060390001847	0.4606922700004361	0	0	0
499.01209926	3.0	Neg	marking	-34	0.33	0.34140969162995594	1.8943060390001847	0.4606922700004361	0	0	0
506.013770547	3.0	Neg	encoding	20	0.6	0.6387665198237885	1.8983254300001136	0.49080724000032205	0	0	0
509.50072115	3.0	Neg	marking	20	0.6	0.6387665198237885	1.8983254300001136	0.49080724000032205	0	0	0
516.504183733	3.0	Neg	encoding	14	0.57	0.5925110132158591	1.5588786440002877	0.3371175640004367	0	0	0
521.029375546	3.0	Neg	marking	14	0.57	0.5925110132158591	1.5588786440002877	0.3371175640004367	0	0	0
528.515514077	3.0	Neg	encoding	80	0.9	0.9030837004405287	2.505263379000098	0.5146732940002039	0	0	0
533.013102726	3.0	Neg	marking	80	0.9	0.9030837004405287	2.505263379000098	0.5146732940002039	0	0	0
540.507553837	3.0	Neg	encoding	-78	0.11	0.09030837004405286	2.5600997780002217	0.41759369900046295	0	0	0
547.513428525	3.0	Neg	marking	-78	0.11	0.09030837004405286	2.5600997780002217	0.41759369900046295	0	0	0
557.51588672	3.0	Neg	encoding	54	0.77	0.0	NaN	0.430345335000311	0	0	0
563.017521578	3.0	Neg	marking	54	0.77	0.0	NaN	0.430345335000311	1	0	0
569.015978291	3.0	Neg	encoding	96	0.98	1.0	1.727845688999878	0.39784442499967554	0	0	0
572.530815434	3.0	Neg	marking	96	0.98	1.0	1.727845688999878	0.39784442499967554	1	0	0
581.00482155	3.0	Neg	encoding	-10	0.45	0.43392070484581496	1.743695098999524	0.5388276349995067	0	0	0
584.531108059	3.0	Neg	marking	-10	0.45	0.43392070484581496	1.743695098999524	0.5388276349995067	0	0	0
594.01032384	3.0	Neg	encoding	-58	0.21	0.0	NaN	0.5482361300000775	0	0	0
597.031444509	3.0	Neg	marking	-58	0.21	0.0	NaN	0.5482361300000775	1	0	0
