onset	duration	sample	type	value
0	0	1	New Segment	1
28.5648	0.0004	71413	Stimulus	S  1
30.254	0.0004	75636	Stimulus	S 70
31.354	0.0004	78386	Stimulus	S130
31.4392	0.0004	78599	Stimulus	S130
34.2372	0.0004	85594	Stimulus	S 70
35.3372	0.0004	88344	Stimulus	S130
35.4224	0.0004	88557	Stimulus	S 99
38.2048	0.0004	95513	Stimulus	S 70
39.3048	0.0004	98263	Stimulus	S130
39.3896	0.0004	98475	Stimulus	S 99
41.5276	0.0004	103820	Stimulus	S 70
42.6276	0.0004	106570	Stimulus	S130
42.7124	0.0004	106782	Stimulus	S 99
45.3876	0.0004	113470	Stimulus	S 70
46.4876	0.0004	116220	Stimulus	S130
46.5728	0.0004	116433	Stimulus	S 99
48.876	0.0004	122191	Stimulus	S 70
49.976	0.0004	124941	Stimulus	S130
50.0612	0.0004	125154	Stimulus	S 99
52.5752	0.0004	131439	Stimulus	S 70
53.6752	0.0004	134189	Stimulus	S130
53.7604	0.0004	134402	Stimulus	S 99
55.8344	0.0004	139587	Stimulus	S 70
56.9344	0.0004	142337	Stimulus	S130
57.0196	0.0004	142550	Stimulus	S 99
58.9908	0.0004	147478	Stimulus	S 70
60.0908	0.0004	150228	Stimulus	S130
60.1756	0.0004	150440	Stimulus	S 99
62.3496	0.0004	155875	Stimulus	S 70
63.4496	0.0004	158625	Stimulus	S130
63.5348	0.0004	158838	Stimulus	S 99
65.7484	0.0004	164372	Stimulus	S 70
66.8484	0.0004	167122	Stimulus	S130
66.9336	0.0004	167335	Stimulus	S 99
69.1168	0.0004	172793	Stimulus	S 70
70.2168	0.0004	175543	Stimulus	S130
70.302	0.0004	175756	Stimulus	S 99
71.9516	0.0004	179880	Stimulus	S 70
73.0516	0.0004	182630	Stimulus	S130
73.1364	0.0004	182842	Stimulus	S 99
75.0572	0.0004	187644	Stimulus	S 70
76.1572	0.0004	190394	Stimulus	S130
76.242	0.0004	190606	Stimulus	S130
78.2552	0.0004	195639	Stimulus	S 70
79.3552	0.0004	198389	Stimulus	S130
79.4404	0.0004	198602	Stimulus	S 99
81.6848	0.0004	204213	Stimulus	S 70
82.7848	0.0004	206963	Stimulus	S130
82.87	0.0004	207176	Stimulus	S 99
85.2404	0.0004	213102	Stimulus	S 70
86.3404	0.0004	215852	Stimulus	S130
86.4256	0.0004	216065	Stimulus	S 99
88.3536	0.0004	220885	Stimulus	S 70
89.4536	0.0004	223635	Stimulus	S130
89.5388	0.0004	223848	Stimulus	S 99
92.1844	0.0004	230462	Stimulus	S 70
93.2844	0.0004	233212	Stimulus	S130
93.3692	0.0004	233424	Stimulus	S130
95.8196	0.0004	239550	Stimulus	S 70
96.9196	0.0004	242300	Stimulus	S130
97.0044	0.0004	242512	Stimulus	S 99
98.6848	0.0004	246713	Stimulus	S 70
99.7852	0.0004	249464	Stimulus	S130
99.87	0.0004	249676	Stimulus	S 99
102.5128	0.0004	256283	Stimulus	S 70
103.6128	0.0004	259033	Stimulus	S130
103.6976	0.0004	259245	Stimulus	S 99
105.8896	0.0004	264725	Stimulus	S 70
106.9896	0.0004	267475	Stimulus	S130
107.0748	0.0004	267688	Stimulus	S 99
109.7616	0.0004	274405	Stimulus	S 70
110.8616	0.0004	277155	Stimulus	S130
110.9468	0.0004	277368	Stimulus	S 99
112.5924	0.0004	281482	Stimulus	S 70
113.6924	0.0004	284232	Stimulus	S130
113.7776	0.0004	284445	Stimulus	S 99
116.4704	0.0004	291177	Stimulus	S 70
117.5704	0.0004	293927	Stimulus	S130
117.6556	0.0004	294140	Stimulus	S 99
119.7748	0.0004	299438	Stimulus	S 70
120.8748	0.0004	302188	Stimulus	S130
120.9596	0.0004	302400	Stimulus	S 99
123.25	0.0004	308126	Stimulus	S 70
124.35	0.0004	310876	Stimulus	S130
124.4352	0.0004	311089	Stimulus	S 99
126.55	0.0004	316376	Stimulus	S 70
127.65	0.0004	319126	Stimulus	S130
127.7348	0.0004	319338	Stimulus	S 99
129.4976	0.0004	323745	Stimulus	S 70
130.598	0.0004	326496	Stimulus	S130
130.6828	0.0004	326708	Stimulus	S 99
132.976	0.0004	332441	Stimulus	S 70
134.076	0.0004	335191	Stimulus	S130
134.1612	0.0004	335404	Stimulus	S 99
136.9212	0.0004	342304	Stimulus	S 70
138.0212	0.0004	345054	Stimulus	S130
138.1064	0.0004	345267	Stimulus	S 99
139.9048	0.0004	349763	Stimulus	S 70
141.0048	0.0004	352513	Stimulus	S130
141.0896	0.0004	352725	Stimulus	S 99
143.0076	0.0004	357520	Stimulus	S 70
144.1076	0.0004	360270	Stimulus	S130
144.1928	0.0004	360483	Stimulus	S 99
145.9608	0.0004	364903	Stimulus	S 70
147.0608	0.0004	367653	Stimulus	S130
147.146	0.0004	367866	Stimulus	S 99
148.89	0.0004	372226	Stimulus	S 70
149.99	0.0004	374976	Stimulus	S130
150.0748	0.0004	375188	Stimulus	S 99
152.3644	0.0004	380912	Stimulus	S 70
153.4644	0.0004	383662	Stimulus	S130
153.5496	0.0004	383875	Stimulus	S 99
155.254	0.0004	388136	Stimulus	S 70
156.354	0.0004	390886	Stimulus	S130
156.4392	0.0004	391099	Stimulus	S 99
158.1016	0.0004	395255	Stimulus	S 70
159.202	0.0004	398006	Stimulus	S130
159.2868	0.0004	398218	Stimulus	S 99
161.6412	0.0004	404104	Stimulus	S 70
162.7416	0.0004	406855	Stimulus	S130
162.8264	0.0004	407067	Stimulus	S 99
164.922	0.0004	412306	Stimulus	S 70
166.0224	0.0004	415057	Stimulus	S130
166.1072	0.0004	415269	Stimulus	S 99
167.6652	0.0004	419164	Stimulus	S 70
168.7652	0.0004	421914	Stimulus	S130
168.85	0.0004	422126	Stimulus	S 99
170.5952	0.0004	426489	Stimulus	S 70
171.6952	0.0004	429239	Stimulus	S130
171.7804	0.0004	429452	Stimulus	S 99
174.608	0.0004	436521	Stimulus	S 70
175.708	0.0004	439271	Stimulus	S130
175.7932	0.0004	439484	Stimulus	S 99
177.328	0.0004	443321	Stimulus	S 70
178.428	0.0004	446071	Stimulus	S130
178.5128	0.0004	446283	Stimulus	S130
180.368	0.0004	450921	Stimulus	S 70
181.468	0.0004	453671	Stimulus	S130
181.5532	0.0004	453884	Stimulus	S 99
183.1388	0.0004	457848	Stimulus	S 70
184.2388	0.0004	460598	Stimulus	S130
184.324	0.0004	460811	Stimulus	S 99
186.4216	0.0004	466055	Stimulus	S 70
187.5216	0.0004	468805	Stimulus	S130
187.6068	0.0004	469018	Stimulus	S130
189.9972	0.0004	474994	Stimulus	S 70
191.0972	0.0004	477744	Stimulus	S130
191.1824	0.0004	477957	Stimulus	S 99
193.6248	0.0004	484063	Stimulus	S 70
194.7248	0.0004	486813	Stimulus	S130
194.81	0.0004	487026	Stimulus	S 99
197.4532	0.0004	493634	Stimulus	S 70
198.5532	0.0004	496384	Stimulus	S130
