onset	duration	trial_type	value	sample	token	EEG_trigger_start	EEG_trigger_end	stim_file
3177.0949	10	male_high	5	31770949	0	1	2	male_high/male_high_000_regress.hdf5
3187.1645	10	female_mid	7	31871645	89	1	2	female_mid/female_mid_089_regress.hdf5
3197.2341	10	female_low	6	31972341	107	1	2	female_low/female_low_107_regress.hdf5
3207.3037	10	female_high	8	32073037	0	1	2	female_high/female_high_000_regress.hdf5
3217.3733	10	male_high	5	32173733	106	1	2	male_high/male_high_106_regress.hdf5
3227.4429	10	male_low	3	32274429	104	1	2	male_low/male_low_104_regress.hdf5
3237.5125	10	male_mid	4	32375125	9	1	2	male_mid/male_mid_009_regress.hdf5
3247.5821	10	female_mid	7	32475821	41	1	2	female_mid/female_mid_041_regress.hdf5
3257.6516	10	female_low	6	32576516	41	1	2	female_low/female_low_041_regress.hdf5
3267.7426	10	male_mid	4	32677426	7	1	2	male_mid/male_mid_007_regress.hdf5
3277.8122	10	male_low	3	32778122	34	1	2	male_low/male_low_034_regress.hdf5
3287.8817	10	male_high	5	32878817	24	1	2	male_high/male_high_024_regress.hdf5
3297.9513	10	female_mid	7	32979513	112	1	2	female_mid/female_mid_112_regress.hdf5
3307.9996	10	female_high	8	33079996	83	1	2	female_high/female_high_083_regress.hdf5
3318.0692	10	female_high	8	33180692	52	1	2	female_high/female_high_052_regress.hdf5
3328.1601	10	female_mid	7	33281601	81	1	2	female_mid/female_mid_081_regress.hdf5
3338.2297	10	male_high	5	33382297	48	1	2	male_high/male_high_048_regress.hdf5
3348.2993	10	male_low	3	33482993	57	1	2	male_low/male_low_057_regress.hdf5
3358.3689	10	female_low	6	33583689	34	1	2	female_low/female_low_034_regress.hdf5
3368.4384	10	male_mid	4	33684384	49	1	2	male_mid/male_mid_049_regress.hdf5
3378.5294	10	male_high	5	33785294	38	1	2	male_high/male_high_038_regress.hdf5
3388.599	10	male_mid	4	33885990	13	1	2	male_mid/male_mid_013_regress.hdf5
3398.6685	10	female_mid	7	33986685	114	1	2	female_mid/female_mid_114_regress.hdf5
3408.7381	10	female_low	6	34087381	2	1	2	female_low/female_low_002_regress.hdf5
3418.8077	10	female_high	8	34188077	98	1	2	female_high/female_high_098_regress.hdf5
3428.8773	10	male_low	3	34288773	98	1	2	male_low/male_low_098_regress.hdf5
3438.9469	10	female_low	6	34389469	102	1	2	female_low/female_low_102_regress.hdf5
3449.0165	10	male_high	5	34490165	68	1	2	male_high/male_high_068_regress.hdf5
3459.0861	10	male_low	3	34590861	56	1	2	male_low/male_low_056_regress.hdf5
3469.177	10	female_mid	7	34691770	118	1	2	female_mid/female_mid_118_regress.hdf5
3479.2466	10	male_mid	4	34792466	116	1	2	male_mid/male_mid_116_regress.hdf5
3489.3162	10	female_high	8	34893162	113	1	2	female_high/female_high_113_regress.hdf5
3499.3858	10	male_low	3	34993858	46	1	2	male_low/male_low_046_regress.hdf5
3509.4553	10	female_low	6	35094553	71	1	2	female_low/female_low_071_regress.hdf5
3519.5249	10	male_mid	4	35195249	61	1	2	male_mid/male_mid_061_regress.hdf5
3529.5945	10	female_high	8	35295945	16	1	2	female_high/female_high_016_regress.hdf5
3539.6641	10	male_high	5	35396641	63	1	2	male_high/male_high_063_regress.hdf5
3549.755	10	female_mid	7	35497550	44	1	2	female_mid/female_mid_044_regress.hdf5
3559.8246	10	female_low	6	35598246	21	1	2	female_low/female_low_021_regress.hdf5
3569.8942	10	male_high	5	35698942	92	1	2	male_high/male_high_092_regress.hdf5
3579.9638	10	female_mid	7	35799638	39	1	2	female_mid/female_mid_039_regress.hdf5
3590.0334	10	female_high	8	35900334	13	1	2	female_high/female_high_013_regress.hdf5
3600.103	10	male_low	3	36001030	107	1	2	male_low/male_low_107_regress.hdf5
3610.1726	10	male_mid	4	36101726	68	1	2	male_mid/male_mid_068_regress.hdf5
3620.2635	10	female_mid	7	36202635	73	1	2	female_mid/female_mid_073_regress.hdf5
3630.3117	10	male_mid	4	36303117	46	1	2	male_mid/male_mid_046_regress.hdf5
3640.4026	10	male_low	3	36404026	112	1	2	male_low/male_low_112_regress.hdf5
3650.4509	10	female_low	6	36504509	93	1	2	female_low/female_low_093_regress.hdf5
3660.5205	10	female_high	8	36605205	115	1	2	female_high/female_high_115_regress.hdf5
3670.5901	10	male_high	5	36705901	44	1	2	male_high/male_high_044_regress.hdf5
3680.6597	10	male_mid	4	36806597	34	1	2	male_mid/male_mid_034_regress.hdf5
3690.7506	10	female_high	8	36907506	59	1	2	female_high/female_high_059_regress.hdf5
3700.8202	10	female_low	6	37008202	7	1	2	female_low/female_low_007_regress.hdf5
3710.8898	10	female_mid	7	37108898	15	1	2	female_mid/female_mid_015_regress.hdf5
3720.9593	10	male_high	5	37209593	90	1	2	male_high/male_high_090_regress.hdf5
3731.0289	10	male_low	3	37310289	50	1	2	male_low/male_low_050_regress.hdf5
3741.0985	10	female_low	6	37410985	15	1	2	female_low/female_low_015_regress.hdf5
3751.1894	10	female_mid	7	37511894	91	1	2	female_mid/female_mid_091_regress.hdf5
3761.259	10	male_low	3	37612590	63	1	2	male_low/male_low_063_regress.hdf5
3771.3286	10	male_high	5	37713286	19	1	2	male_high/male_high_019_regress.hdf5
3781.3982	10	female_high	8	37813982	5	1	2	female_high/female_high_005_regress.hdf5
3791.4678	10	male_mid	4	37914678	64	1	2	male_mid/male_mid_064_regress.hdf5
3801.5374	10	male_low	3	38015374	113	1	2	male_low/male_low_113_regress.hdf5
3811.607	10	female_high	8	38116070	87	1	2	female_high/female_high_087_regress.hdf5
3821.6766	10	female_low	6	38216766	47	1	2	female_low/female_low_047_regress.hdf5
3831.7461	10	male_high	5	38317461	52	1	2	male_high/male_high_052_regress.hdf5
3841.8157	10	female_mid	7	38418157	10	1	2	female_mid/female_mid_010_regress.hdf5
3851.8853	10	male_mid	4	38518853	67	1	2	male_mid/male_mid_067_regress.hdf5
3861.9549	10	male_mid	4	38619549	104	1	2	male_mid/male_mid_104_regress.hdf5
3872.0458	10	female_mid	7	38720458	27	1	2	female_mid/female_mid_027_regress.hdf5
3882.1154	10	male_low	3	38821154	94	1	2	male_low/male_low_094_regress.hdf5
3892.185	10	female_low	6	38921850	118	1	2	female_low/female_low_118_regress.hdf5
3902.2759	10	male_high	5	39022759	94	1	2	male_high/male_high_094_regress.hdf5
3912.3455	10	female_high	8	39123455	100	1	2	female_high/female_high_100_regress.hdf5
3922.4151	10	male_low	3	39224151	14	1	2	male_low/male_low_014_regress.hdf5
3932.4847	10	female_low	6	39324847	60	1	2	female_low/female_low_060_regress.hdf5
3942.5756	10	female_mid	7	39425756	106	1	2	female_mid/female_mid_106_regress.hdf5
3952.6452	10	female_high	8	39526452	103	1	2	female_high/female_high_103_regress.hdf5
3962.7361	10	male_mid	4	39627361	72	1	2	male_mid/male_mid_072_regress.hdf5
3972.8057	10	male_high	5	39728057	119	1	2	male_high/male_high_119_regress.hdf5
3982.8753	10	male_mid	4	39828753	56	1	2	male_mid/male_mid_056_regress.hdf5
3992.9449	10	female_low	6	39929449	61	1	2	female_low/female_low_061_regress.hdf5
4003.0358	10	male_low	3	40030358	70	1	2	male_low/male_low_070_regress.hdf5
4013.0841	10	male_high	5	40130841	9	1	2	male_high/male_high_009_regress.hdf5
4023.1536	10	female_high	8	40231536	6	1	2	female_high/female_high_006_regress.hdf5
4033.2232	10	female_mid	7	40332232	67	1	2	female_mid/female_mid_067_regress.hdf5
4043.2928	10	male_low	3	40432928	59	1	2	male_low/male_low_059_regress.hdf5
4053.3624	10	female_low	6	40533624	94	1	2	female_low/female_low_094_regress.hdf5
4063.432	10	female_high	8	40634320	94	1	2	female_high/female_high_094_regress.hdf5
4073.5229	10	male_mid	4	40735229	53	1	2	male_mid/male_mid_053_regress.hdf5
4083.5925	10	female_mid	7	40835925	19	1	2	female_mid/female_mid_019_regress.hdf5
4093.6621	10	male_high	5	40936621	41	1	2	male_high/male_high_041_regress.hdf5
4103.7317	10	female_mid	7	41037317	25	1	2	female_mid/female_mid_025_regress.hdf5
4113.8013	10	female_low	6	41138013	119	1	2	female_low/female_low_119_regress.hdf5
4123.8708	10	male_mid	4	41238708	65	1	2	male_mid/male_mid_065_regress.hdf5
4133.9618	10	male_low	3	41339618	26	1	2	male_low/male_low_026_regress.hdf5
4144.0314	10	female_high	8	41440314	64	1	2	female_high/female_high_064_regress.hdf5
4154.0796	10	male_high	5	41540796	100	1	2	male_high/male_high_100_regress.hdf5
4164.1705	10	male_high	5	41641705	57	1	2	male_high/male_high_057_regress.hdf5
4174.2188	10	male_low	3	41742188	99	1	2	male_low/male_low_099_regress.hdf5
4184.3097	10	female_high	8	41843097	10	1	2	female_high/female_high_010_regress.hdf5
4194.3793	10	female_mid	7	41943793	84	1	2	female_mid/female_mid_084_regress.hdf5
4204.4489	10	female_low	6	42044489	70	1	2	female_low/female_low_070_regress.hdf5
4214.5398	10	male_mid	4	42145398	10	1	2	male_mid/male_mid_010_regress.hdf5
4224.6094	10	male_high	5	42246094	11	1	2	male_high/male_high_011_regress.hdf5
4234.679	10	male_mid	4	42346790	96	1	2	male_mid/male_mid_096_regress.hdf5
4244.7486	10	male_low	3	42447486	36	1	2	male_low/male_low_036_regress.hdf5
4254.8181	10	female_low	6	42548181	99	1	2	female_low/female_low_099_regress.hdf5
4264.8877	10	female_high	8	42648877	102	1	2	female_high/female_high_102_regress.hdf5
4274.9573	10	female_mid	7	42749573	93	1	2	female_mid/female_mid_093_regress.hdf5
4285.0269	10	male_low	3	42850269	22	1	2	male_low/male_low_022_regress.hdf5
4295.0965	10	female_high	8	42950965	89	1	2	female_high/female_high_089_regress.hdf5
4305.1874	10	female_mid	7	43051874	109	1	2	female_mid/female_mid_109_regress.hdf5
4315.257	10	male_high	5	43152570	97	1	2	male_high/male_high_097_regress.hdf5
4325.3266	10	male_mid	4	43253266	37	1	2	male_mid/male_mid_037_regress.hdf5
4335.3962	10	female_low	6	43353962	111	1	2	female_low/female_low_111_regress.hdf5
4345.4658	10	male_mid	4	43454658	108	1	2	male_mid/male_mid_108_regress.hdf5
4355.5354	10	male_high	5	43555354	93	1	2	male_high/male_high_093_regress.hdf5
4365.6049	10	male_low	3	43656049	116	1	2	male_low/male_low_116_regress.hdf5
4375.6959	10	female_high	8	43756959	31	1	2	female_high/female_high_031_regress.hdf5
4385.7654	10	female_mid	7	43857654	18	1	2	female_mid/female_mid_018_regress.hdf5
4395.835	10	female_low	6	43958350	3	1	2	female_low/female_low_003_regress.hdf5
4405.9046	10	female_low	6	44059046	90	1	2	female_low/female_low_090_regress.hdf5
4415.9742	10	female_mid	7	44159742	12	1	2	female_mid/female_mid_012_regress.hdf5
4426.0438	10	male_mid	4	44260438	91	1	2	male_mid/male_mid_091_regress.hdf5
4436.1134	10	male_low	3	44361134	92	1	2	male_low/male_low_092_regress.hdf5
4446.183	10	male_high	5	44461830	40	1	2	male_high/male_high_040_regress.hdf5
4456.2526	10	female_high	8	44562526	58	1	2	female_high/female_high_058_regress.hdf5
4466.3221	10	male_mid	4	44663221	55	1	2	male_mid/male_mid_055_regress.hdf5
4476.3917	10	female_low	6	44763917	83	1	2	female_low/female_low_083_regress.hdf5
4486.4827	10	male_high	5	44864827	105	1	2	male_high/male_high_105_regress.hdf5
4496.5522	10	male_low	3	44965522	48	1	2	male_low/male_low_048_regress.hdf5
4506.6218	10	female_mid	7	45066218	70	1	2	female_mid/female_mid_070_regress.hdf5
4516.6914	10	female_high	8	45166914	67	1	2	female_high/female_high_067_regress.hdf5
4526.761	10	female_high	8	45267610	60	1	2	female_high/female_high_060_regress.hdf5
4536.8093	10	female_low	6	45368093	33	1	2	female_low/female_low_033_regress.hdf5
4546.8788	10	male_low	3	45468788	24	1	2	male_low/male_low_024_regress.hdf5
4556.9484	10	male_mid	4	45569484	3	1	2	male_mid/male_mid_003_regress.hdf5
4567.0393	10	female_mid	7	45670393	57	1	2	female_mid/female_mid_057_regress.hdf5
4577.1089	10	male_high	5	45771089	67	1	2	male_high/male_high_067_regress.hdf5
4587.1785	10	female_high	8	45871785	62	1	2	female_high/female_high_062_regress.hdf5
4597.2481	10	female_low	6	45972481	82	1	2	female_low/female_low_082_regress.hdf5
4607.339	10	male_high	5	46073390	28	1	2	male_high/male_high_028_regress.hdf5
4617.4086	10	male_mid	4	46174086	14	1	2	male_mid/male_mid_014_regress.hdf5
4627.4782	10	female_mid	7	46274782	13	1	2	female_mid/female_mid_013_regress.hdf5
4637.5478	10	male_low	3	46375478	2	1	2	male_low/male_low_002_regress.hdf5
4647.6174	10	female_low	6	46476174	45	1	2	female_low/female_low_045_regress.hdf5
4657.687	10	female_mid	7	46576870	47	1	2	female_mid/female_mid_047_regress.hdf5
4667.7566	10	male_low	3	46677566	84	1	2	male_low/male_low_084_regress.hdf5
4677.8261	10	male_mid	4	46778261	103	1	2	male_mid/male_mid_103_regress.hdf5
4687.8957	10	male_high	5	46878957	89	1	2	male_high/male_high_089_regress.hdf5
4697.9653	10	female_high	8	46979653	23	1	2	female_high/female_high_023_regress.hdf5
4708.0562	10	male_mid	4	47080562	24	1	2	male_mid/male_mid_024_regress.hdf5
4718.1258	10	female_mid	7	47181258	104	1	2	female_mid/female_mid_104_regress.hdf5
4728.1954	10	male_low	3	47281954	28	1	2	male_low/male_low_028_regress.hdf5
4738.265	10	female_low	6	47382650	95	1	2	female_low/female_low_095_regress.hdf5
4748.3346	10	female_high	8	47483346	50	1	2	female_high/female_high_050_regress.hdf5
4758.4042	10	male_high	5	47584042	113	1	2	male_high/male_high_113_regress.hdf5
4768.4951	10	male_low	3	47684951	100	1	2	male_low/male_low_100_regress.hdf5
4778.5647	10	male_high	5	47785647	70	1	2	male_high/male_high_070_regress.hdf5
4788.6343	10	male_mid	4	47886343	41	1	2	male_mid/male_mid_041_regress.hdf5
4798.7038	10	female_high	8	47987038	78	1	2	female_high/female_high_078_regress.hdf5
4808.7734	10	female_low	6	48087734	44	1	2	female_low/female_low_044_regress.hdf5
4818.843	10	female_mid	7	48188430	87	1	2	female_mid/female_mid_087_regress.hdf5
4828.9339	10	female_high	8	48289339	12	1	2	female_high/female_high_012_regress.hdf5
4839.0035	10	female_mid	7	48390035	23	1	2	female_mid/female_mid_023_regress.hdf5
4849.0731	10	male_low	3	48490731	110	1	2	male_low/male_low_110_regress.hdf5
4859.1427	10	female_low	6	48591427	40	1	2	female_low/female_low_040_regress.hdf5
4869.2123	10	male_mid	4	48692123	102	1	2	male_mid/male_mid_102_regress.hdf5
4879.2819	10	male_high	5	48792819	104	1	2	male_high/male_high_104_regress.hdf5
4889.3515	10	female_low	6	48893515	103	1	2	female_low/female_low_103_regress.hdf5
4899.4424	10	male_low	3	48994424	81	1	2	male_low/male_low_081_regress.hdf5
4909.512	10	male_mid	4	49095120	117	1	2	male_mid/male_mid_117_regress.hdf5
4919.5816	10	female_high	8	49195816	118	1	2	female_high/female_high_118_regress.hdf5
4929.6511	10	male_high	5	49296511	7	1	2	male_high/male_high_007_regress.hdf5
4939.7207	10	female_mid	7	49397207	11	1	2	female_mid/female_mid_011_regress.hdf5
4949.7903	10	female_mid	7	49497903	82	1	2	female_mid/female_mid_082_regress.hdf5
4959.8599	10	male_mid	4	49598599	39	1	2	male_mid/male_mid_039_regress.hdf5
4969.9295	10	male_high	5	49699295	23	1	2	male_high/male_high_023_regress.hdf5
4979.9991	10	female_low	6	49799991	79	1	2	female_low/female_low_079_regress.hdf5
4990.0687	10	male_low	3	49900687	90	1	2	male_low/male_low_090_regress.hdf5
5000.1596	10	female_high	8	50001596	37	1	2	female_high/female_high_037_regress.hdf5
5010.2292	10	male_high	5	50102292	4	1	2	male_high/male_high_004_regress.hdf5
5020.2988	10	female_low	6	50202988	18	1	2	female_low/female_low_018_regress.hdf5
5030.3684	10	male_mid	4	50303684	52	1	2	male_mid/male_mid_052_regress.hdf5
5040.4379	10	female_mid	7	50404379	77	1	2	female_mid/female_mid_077_regress.hdf5
5050.5075	10	male_low	3	50505075	58	1	2	male_low/male_low_058_regress.hdf5
5060.5771	10	female_high	8	50605771	116	1	2	female_high/female_high_116_regress.hdf5
5070.6467	10	male_low	3	50706467	67	1	2	male_low/male_low_067_regress.hdf5
5080.7376	10	female_low	6	50807376	11	1	2	female_low/female_low_011_regress.hdf5
5090.8072	10	female_high	8	50908072	44	1	2	female_high/female_high_044_regress.hdf5
5100.8768	10	male_mid	4	51008768	42	1	2	male_mid/male_mid_042_regress.hdf5
5110.9464	10	male_high	5	51109464	50	1	2	male_high/male_high_050_regress.hdf5
5121.016	10	female_mid	7	51210160	14	1	2	female_mid/female_mid_014_regress.hdf5
5131.0856	10	male_mid	4	51310856	8	1	2	male_mid/male_mid_008_regress.hdf5
5141.1551	10	male_high	5	51411551	27	1	2	male_high/male_high_027_regress.hdf5
5151.2247	10	male_low	3	51512247	4	1	2	male_low/male_low_004_regress.hdf5
5161.2943	10	female_high	8	51612943	45	1	2	female_high/female_high_045_regress.hdf5
5171.3639	10	female_low	6	51713639	38	1	2	female_low/female_low_038_regress.hdf5
5181.4335	10	female_mid	7	51814335	30	1	2	female_mid/female_mid_030_regress.hdf5
5191.5031	10	female_high	8	51915031	48	1	2	female_high/female_high_048_regress.hdf5
5201.5727	10	male_mid	4	52015727	80	1	2	male_mid/male_mid_080_regress.hdf5
5211.6422	10	male_high	5	52116422	114	1	2	male_high/male_high_114_regress.hdf5
5221.7332	10	female_low	6	52217332	42	1	2	female_low/female_low_042_regress.hdf5
5231.8028	10	male_low	3	52318028	16	1	2	male_low/male_low_016_regress.hdf5
5241.851	10	female_mid	7	52418510	65	1	2	female_mid/female_mid_065_regress.hdf5
5251.9206	10	male_mid	4	52519206	82	1	2	male_mid/male_mid_082_regress.hdf5
5261.9902	10	female_low	6	52619902	10	1	2	female_low/female_low_010_regress.hdf5
5272.0811	10	female_high	8	52720811	11	1	2	female_high/female_high_011_regress.hdf5
5282.1294	10	male_high	5	52821294	80	1	2	male_high/male_high_080_regress.hdf5
5292.2203	10	male_low	3	52922203	53	1	2	male_low/male_low_053_regress.hdf5
5302.2899	10	female_mid	7	53022899	32	1	2	female_mid/female_mid_032_regress.hdf5
5312.3381	10	female_mid	7	53123381	116	1	2	female_mid/female_mid_116_regress.hdf5
5322.4077	10	female_low	6	53224077	80	1	2	female_low/female_low_080_regress.hdf5
5332.4986	10	male_high	5	53324986	13	1	2	male_high/male_high_013_regress.hdf5
5342.5682	10	female_high	8	53425682	76	1	2	female_high/female_high_076_regress.hdf5
5352.6378	10	male_mid	4	53526378	12	1	2	male_mid/male_mid_012_regress.hdf5
5362.7074	10	male_low	3	53627074	72	1	2	male_low/male_low_072_regress.hdf5
5372.777	10	male_mid	4	53727770	57	1	2	male_mid/male_mid_057_regress.hdf5
5382.8466	10	male_low	3	53828466	54	1	2	male_low/male_low_054_regress.hdf5
5392.9161	10	female_low	6	53929161	84	1	2	female_low/female_low_084_regress.hdf5
5402.9857	10	female_mid	7	54029857	0	1	2	female_mid/female_mid_000_regress.hdf5
5413.0553	10	female_high	8	54130553	104	1	2	female_high/female_high_104_regress.hdf5
5423.1462	10	male_high	5	54231462	53	1	2	male_high/male_high_053_regress.hdf5
5433.2158	10	male_high	5	54332158	26	1	2	male_high/male_high_026_regress.hdf5
5443.2854	10	female_low	6	54432854	0	1	2	female_low/female_low_000_regress.hdf5
5453.355	10	male_mid	4	54533550	28	1	2	male_mid/male_mid_028_regress.hdf5
5463.4246	10	male_low	3	54634246	83	1	2	male_low/male_low_083_regress.hdf5
5473.4942	10	female_mid	7	54734942	6	1	2	female_mid/female_mid_006_regress.hdf5
5483.5638	10	female_high	8	54835638	112	1	2	female_high/female_high_112_regress.hdf5
5493.6333	10	male_low	3	54936333	80	1	2	male_low/male_low_080_regress.hdf5
5503.7029	10	female_mid	7	55037029	28	1	2	female_mid/female_mid_028_regress.hdf5
5513.7725	10	female_low	6	55137725	55	1	2	female_low/female_low_055_regress.hdf5
5523.8421	10	male_high	5	55238421	98	1	2	male_high/male_high_098_regress.hdf5
5533.9117	10	male_mid	4	55339117	85	1	2	male_mid/male_mid_085_regress.hdf5
5543.9813	10	female_high	8	55439813	15	1	2	female_high/female_high_015_regress.hdf5
5554.0509	10	female_high	8	55540509	42	1	2	female_high/female_high_042_regress.hdf5
5564.1205	10	male_mid	4	55641205	111	1	2	male_mid/male_mid_111_regress.hdf5
5574.19	10	male_high	5	55741900	35	1	2	male_high/male_high_035_regress.hdf5
5584.2596	10	female_low	6	55842596	32	1	2	female_low/female_low_032_regress.hdf5
5594.3292	10	male_low	3	55943292	51	1	2	male_low/male_low_051_regress.hdf5
5604.3988	10	female_mid	7	56043988	74	1	2	female_mid/female_mid_074_regress.hdf5
5614.4684	10	male_mid	4	56144684	33	1	2	male_mid/male_mid_033_regress.hdf5
5624.538	10	female_mid	7	56245380	8	1	2	female_mid/female_mid_008_regress.hdf5
5634.6076	10	male_low	3	56346076	11	1	2	male_low/male_low_011_regress.hdf5
5644.6771	10	male_high	5	56446771	69	1	2	male_high/male_high_069_regress.hdf5
5654.7467	10	female_high	8	56547467	51	1	2	female_high/female_high_051_regress.hdf5
5664.8377	10	female_low	6	56648377	63	1	2	female_low/female_low_063_regress.hdf5
5674.9072	10	male_high	5	56749072	76	1	2	male_high/male_high_076_regress.hdf5
5684.9768	10	female_low	6	56849768	92	1	2	female_low/female_low_092_regress.hdf5
5695.0464	10	female_high	8	56950464	88	1	2	female_high/female_high_088_regress.hdf5
5705.116	10	female_mid	7	57051160	40	1	2	female_mid/female_mid_040_regress.hdf5
5715.1856	10	male_mid	4	57151856	60	1	2	male_mid/male_mid_060_regress.hdf5
5725.2765	10	male_low	3	57252765	0	1	2	male_low/male_low_000_regress.hdf5
5735.3461	10	male_high	5	57353461	88	1	2	male_high/male_high_088_regress.hdf5
5745.4157	10	female_high	8	57454157	80	1	2	female_high/female_high_080_regress.hdf5
5755.4853	10	female_mid	7	57554853	103	1	2	female_mid/female_mid_103_regress.hdf5
5765.5549	10	male_low	3	57655549	33	1	2	male_low/male_low_033_regress.hdf5
5775.6244	10	female_low	6	57756244	17	1	2	female_low/female_low_017_regress.hdf5
5785.694	10	male_mid	4	57856940	36	1	2	male_mid/male_mid_036_regress.hdf5
5795.7636	10	female_low	6	57957636	36	1	2	female_low/female_low_036_regress.hdf5
5805.8332	10	male_mid	4	58058332	59	1	2	male_mid/male_mid_059_regress.hdf5
5815.9028	10	female_high	8	58159028	33	1	2	female_high/female_high_033_regress.hdf5
5825.9724	10	female_mid	7	58259724	5	1	2	female_mid/female_mid_005_regress.hdf5
5836.042	10	male_low	3	58360420	13	1	2	male_low/male_low_013_regress.hdf5
5846.1329	10	male_high	5	58461329	115	1	2	male_high/male_high_115_regress.hdf5
5856.2025	10	male_low	3	58562025	43	1	2	male_low/male_low_043_regress.hdf5
5866.2507	10	male_mid	4	58662507	86	1	2	male_mid/male_mid_086_regress.hdf5
5876.3203	10	female_mid	7	58763203	50	1	2	female_mid/female_mid_050_regress.hdf5
5886.3899	10	female_high	8	58863899	7	1	2	female_high/female_high_007_regress.hdf5
5896.4808	10	male_high	5	58964808	47	1	2	male_high/male_high_047_regress.hdf5
5906.5504	10	female_low	6	59065504	28	1	2	female_low/female_low_028_regress.hdf5
5916.62	10	female_high	8	59166200	101	1	2	female_high/female_high_101_regress.hdf5
5926.6896	10	male_high	5	59266896	103	1	2	male_high/male_high_103_regress.hdf5
5936.7592	10	male_low	3	59367592	105	1	2	male_low/male_low_105_regress.hdf5
5946.8288	10	male_mid	4	59468288	22	1	2	male_mid/male_mid_022_regress.hdf5
5956.8983	10	female_low	6	59568983	20	1	2	female_low/female_low_020_regress.hdf5
5966.9679	10	female_mid	7	59669679	26	1	2	female_mid/female_mid_026_regress.hdf5
5977.0588	10	male_low	3	59770588	65	1	2	male_low/male_low_065_regress.hdf5
5987.1284	10	male_mid	4	59871284	99	1	2	male_mid/male_mid_099_regress.hdf5
5997.198	10	male_high	5	59971980	62	1	2	male_high/male_high_062_regress.hdf5
6007.2676	10	female_high	8	60072676	26	1	2	female_high/female_high_026_regress.hdf5
6017.3372	10	female_mid	7	60173372	33	1	2	female_mid/female_mid_033_regress.hdf5
6027.4068	10	female_low	6	60274068	75	1	2	female_low/female_low_075_regress.hdf5
6037.4764	10	male_mid	4	60374764	44	1	2	male_mid/male_mid_044_regress.hdf5
6047.546	10	female_low	6	60475460	43	1	2	female_low/female_low_043_regress.hdf5
6057.6155	10	female_high	8	60576155	86	1	2	female_high/female_high_086_regress.hdf5
6067.6851	10	male_low	3	60676851	30	1	2	male_low/male_low_030_regress.hdf5
6077.7547	10	male_high	5	60777547	21	1	2	male_high/male_high_021_regress.hdf5
6087.8456	10	female_mid	7	60878456	86	1	2	female_mid/female_mid_086_regress.hdf5
6097.9152	10	male_mid	4	60979152	29	1	2	male_mid/male_mid_029_regress.hdf5
6107.9848	10	male_high	5	61079848	60	1	2	male_high/male_high_060_regress.hdf5
6118.0544	10	female_high	8	61180544	81	1	2	female_high/female_high_081_regress.hdf5
6128.124	10	female_low	6	61281240	73	1	2	female_low/female_low_073_regress.hdf5
6138.1936	10	female_mid	7	61381936	99	1	2	female_mid/female_mid_099_regress.hdf5
6148.2632	10	male_low	3	61482632	115	1	2	male_low/male_low_115_regress.hdf5
6158.3327	10	male_low	3	61583327	97	1	2	male_low/male_low_097_regress.hdf5
6168.4023	10	female_mid	7	61684023	45	1	2	female_mid/female_mid_045_regress.hdf5
6178.4719	10	female_low	6	61784719	115	1	2	female_low/female_low_115_regress.hdf5
6188.5628	10	male_mid	4	61885628	48	1	2	male_mid/male_mid_048_regress.hdf5
6198.6324	10	male_high	5	61986324	3	1	2	male_high/male_high_003_regress.hdf5
6208.702	10	female_high	8	62087020	34	1	2	female_high/female_high_034_regress.hdf5
6218.7716	10	male_low	3	62187716	8	1	2	male_low/male_low_008_regress.hdf5
6228.8412	10	male_high	5	62288412	10	1	2	male_high/male_high_010_regress.hdf5
6238.9108	10	female_mid	7	62389108	34	1	2	female_mid/female_mid_034_regress.hdf5
6248.9804	10	male_mid	4	62489804	109	1	2	male_mid/male_mid_109_regress.hdf5
6259.0499	10	female_low	6	62590499	57	1	2	female_low/female_low_057_regress.hdf5
6269.1409	10	female_high	8	62691409	18	1	2	female_high/female_high_018_regress.hdf5
6279.2104	10	male_high	5	62792104	108	1	2	male_high/male_high_108_regress.hdf5
6289.28	10	female_high	8	62892800	93	1	2	female_high/female_high_093_regress.hdf5
6299.3496	10	male_mid	4	62993496	114	1	2	male_mid/male_mid_114_regress.hdf5
6309.4405	10	female_mid	7	63094405	49	1	2	female_mid/female_mid_049_regress.hdf5
6319.5101	10	male_low	3	63195101	5	1	2	male_low/male_low_005_regress.hdf5
6329.5797	10	female_low	6	63295797	53	1	2	female_low/female_low_053_regress.hdf5
6339.6493	10	male_low	3	63396493	40	1	2	male_low/male_low_040_regress.hdf5
6349.7189	10	female_mid	7	63497189	107	1	2	female_mid/female_mid_107_regress.hdf5
6359.7885	10	male_mid	4	63597885	118	1	2	male_mid/male_mid_118_regress.hdf5
6369.8581	10	female_low	6	63698581	16	1	2	female_low/female_low_016_regress.hdf5
6379.9276	10	male_high	5	63799276	46	1	2	male_high/male_high_046_regress.hdf5
6389.9972	10	female_high	8	63899972	91	1	2	female_high/female_high_091_regress.hdf5
6400.0668	10	male_low	3	64000668	75	1	2	male_low/male_low_075_regress.hdf5
6410.1364	10	male_high	5	64101364	71	1	2	male_high/male_high_071_regress.hdf5
6420.206	10	male_mid	4	64202060	89	1	2	male_mid/male_mid_089_regress.hdf5
6430.2756	10	female_low	6	64302756	62	1	2	female_low/female_low_062_regress.hdf5
6440.3452	10	female_high	8	64403452	107	1	2	female_high/female_high_107_regress.hdf5
