onset	duration	trial_type	value	sample	token	EEG_trigger_start	EEG_trigger_end	stim_file
6450.4147	10	female_mid	7	64504147	76	1	2	female_mid/female_mid_076_regress.hdf5
6460.4843	10	female_mid	7	64604843	1	1	2	female_mid/female_mid_001_regress.hdf5
6470.5539	10	male_high	5	64705539	45	1	2	male_high/male_high_045_regress.hdf5
6480.6235	10	female_low	6	64806235	48	1	2	female_low/female_low_048_regress.hdf5
6490.6931	10	male_mid	4	64906931	93	1	2	male_mid/male_mid_093_regress.hdf5
6500.784	10	male_low	3	65007840	69	1	2	male_low/male_low_069_regress.hdf5
6510.8536	10	female_high	8	65108536	99	1	2	female_high/female_high_099_regress.hdf5
6520.9232	10	female_low	6	65209232	117	1	2	female_low/female_low_117_regress.hdf5
6530.9928	10	female_mid	7	65309928	92	1	2	female_mid/female_mid_092_regress.hdf5
6541.0624	10	female_high	8	65410624	4	1	2	female_high/female_high_004_regress.hdf5
6551.1533	10	male_mid	4	65511533	100	1	2	male_mid/male_mid_100_regress.hdf5
6561.2229	10	male_low	3	65612229	27	1	2	male_low/male_low_027_regress.hdf5
6571.2925	10	male_high	5	65712925	59	1	2	male_high/male_high_059_regress.hdf5
6581.362	10	female_mid	7	65813620	51	1	2	female_mid/female_mid_051_regress.hdf5
6591.4316	10	male_mid	4	65914316	11	1	2	male_mid/male_mid_011_regress.hdf5
6601.5012	10	female_high	8	66015012	43	1	2	female_high/female_high_043_regress.hdf5
6611.5708	10	male_low	3	66115708	17	1	2	male_low/male_low_017_regress.hdf5
6621.6404	10	female_low	6	66216404	23	1	2	female_low/female_low_023_regress.hdf5
6631.71	10	male_high	5	66317100	95	1	2	male_high/male_high_095_regress.hdf5
6641.8009	10	female_high	8	66418009	47	1	2	female_high/female_high_047_regress.hdf5
6651.8705	10	male_mid	4	66518705	40	1	2	male_mid/male_mid_040_regress.hdf5
6661.9401	10	male_low	3	66619401	89	1	2	male_low/male_low_089_regress.hdf5
6672.0097	10	male_high	5	66720097	81	1	2	male_high/male_high_081_regress.hdf5
6682.0792	10	female_low	6	66820792	46	1	2	female_low/female_low_046_regress.hdf5
6692.1488	10	female_mid	7	66921488	72	1	2	female_mid/female_mid_072_regress.hdf5
6702.2184	10	male_mid	4	67022184	4	1	2	male_mid/male_mid_004_regress.hdf5
6712.288	10	female_mid	7	67122880	102	1	2	female_mid/female_mid_102_regress.hdf5
6722.3789	10	male_low	3	67223789	102	1	2	male_low/male_low_102_regress.hdf5
6732.4485	10	male_high	5	67324485	112	1	2	male_high/male_high_112_regress.hdf5
6742.5181	10	female_low	6	67425181	98	1	2	female_low/female_low_098_regress.hdf5
6752.5877	10	female_high	8	67525877	77	1	2	female_high/female_high_077_regress.hdf5
6762.6573	10	male_mid	4	67626573	115	1	2	male_mid/male_mid_115_regress.hdf5
6772.7269	10	male_low	3	67727269	31	1	2	male_low/male_low_031_regress.hdf5
6782.7964	10	female_high	8	67827964	63	1	2	female_high/female_high_063_regress.hdf5
6792.866	10	female_mid	7	67928660	55	1	2	female_mid/female_mid_055_regress.hdf5
6802.9356	10	female_low	6	68029356	5	1	2	female_low/female_low_005_regress.hdf5
6813.0052	10	male_high	5	68130052	118	1	2	male_high/male_high_118_regress.hdf5
6823.0748	10	female_high	8	68230748	40	1	2	female_high/female_high_040_regress.hdf5
6833.1444	10	male_mid	4	68331444	1	1	2	male_mid/male_mid_001_regress.hdf5
6843.214	10	female_mid	7	68432140	69	1	2	female_mid/female_mid_069_regress.hdf5
6853.3049	10	female_low	6	68533049	67	1	2	female_low/female_low_067_regress.hdf5
6863.3745	10	male_high	5	68633745	116	1	2	male_high/male_high_116_regress.hdf5
6873.444	10	male_low	3	68734440	91	1	2	male_low/male_low_091_regress.hdf5
6883.5136	10	male_low	3	68835136	87	1	2	male_low/male_low_087_regress.hdf5
6893.5832	10	female_mid	7	68935832	9	1	2	female_mid/female_mid_009_regress.hdf5
6903.6741	10	male_mid	4	69036741	45	1	2	male_mid/male_mid_045_regress.hdf5
6913.7437	10	male_high	5	69137437	16	1	2	male_high/male_high_016_regress.hdf5
6923.8133	10	female_low	6	69238133	25	1	2	female_low/female_low_025_regress.hdf5
6933.8829	10	female_high	8	69338829	106	1	2	female_high/female_high_106_regress.hdf5
6943.9525	10	male_low	3	69439525	9	1	2	male_low/male_low_009_regress.hdf5
6954.0221	10	female_mid	7	69540221	35	1	2	female_mid/female_mid_035_regress.hdf5
6964.0917	10	male_mid	4	69640917	107	1	2	male_mid/male_mid_107_regress.hdf5
6974.1612	10	female_high	8	69741612	49	1	2	female_high/female_high_049_regress.hdf5
6984.2308	10	male_high	5	69842308	83	1	2	male_high/male_high_083_regress.hdf5
6994.3004	10	female_low	6	69943004	74	1	2	female_low/female_low_074_regress.hdf5
7004.37	10	female_high	8	70043700	21	1	2	female_high/female_high_021_regress.hdf5
7014.4396	10	male_low	3	70144396	95	1	2	male_low/male_low_095_regress.hdf5
7024.5092	10	male_high	5	70245092	17	1	2	male_high/male_high_017_regress.hdf5
7034.5788	10	female_mid	7	70345788	66	1	2	female_mid/female_mid_066_regress.hdf5
7044.6697	10	female_low	6	70446697	64	1	2	female_low/female_low_064_regress.hdf5
7054.7393	10	male_mid	4	70547393	87	1	2	male_mid/male_mid_087_regress.hdf5
7064.8089	10	male_mid	4	70648089	38	1	2	male_mid/male_mid_038_regress.hdf5
7074.8784	10	female_high	8	70748784	27	1	2	female_high/female_high_027_regress.hdf5
7084.9694	10	female_mid	7	70849694	36	1	2	female_mid/female_mid_036_regress.hdf5
7095.039	10	female_low	6	70950390	87	1	2	female_low/female_low_087_regress.hdf5
7105.1085	10	male_high	5	71051085	6	1	2	male_high/male_high_006_regress.hdf5
7115.1781	10	male_low	3	71151781	62	1	2	male_low/male_low_062_regress.hdf5
7125.2477	10	female_high	8	71252477	73	1	2	female_high/female_high_073_regress.hdf5
7135.3173	10	female_low	6	71353173	100	1	2	female_low/female_low_100_regress.hdf5
7145.3869	10	female_mid	7	71453869	100	1	2	female_mid/female_mid_100_regress.hdf5
7155.4565	10	male_mid	4	71554565	21	1	2	male_mid/male_mid_021_regress.hdf5
7165.5474	10	male_high	5	71655474	37	1	2	male_high/male_high_037_regress.hdf5
7175.617	10	male_low	3	71756170	101	1	2	male_low/male_low_101_regress.hdf5
7185.6866	10	male_high	5	71856866	15	1	2	male_high/male_high_015_regress.hdf5
7195.7561	10	female_mid	7	71957561	68	1	2	female_mid/female_mid_068_regress.hdf5
7205.8257	10	male_low	3	72058257	60	1	2	male_low/male_low_060_regress.hdf5
7215.8953	10	female_high	8	72158953	41	1	2	female_high/female_high_041_regress.hdf5
7225.9436	10	female_low	6	72259436	88	1	2	female_low/female_low_088_regress.hdf5
7236.0132	10	male_mid	4	72360132	27	1	2	male_mid/male_mid_027_regress.hdf5
7246.0827	10	male_high	5	72460827	5	1	2	male_high/male_high_005_regress.hdf5
7256.1523	10	female_high	8	72561523	85	1	2	female_high/female_high_085_regress.hdf5
7266.2219	10	male_low	3	72662219	73	1	2	male_low/male_low_073_regress.hdf5
7276.2915	10	female_low	6	72762915	13	1	2	female_low/female_low_013_regress.hdf5
7286.3611	10	female_mid	7	72863611	63	1	2	female_mid/female_mid_063_regress.hdf5
7296.4307	10	male_mid	4	72964307	62	1	2	male_mid/male_mid_062_regress.hdf5
7306.5003	10	female_high	8	73065003	22	1	2	female_high/female_high_022_regress.hdf5
7316.5699	10	female_mid	7	73165699	105	1	2	female_mid/female_mid_105_regress.hdf5
7326.6394	10	male_high	5	73266394	51	1	2	male_high/male_high_051_regress.hdf5
7336.709	10	male_mid	4	73367090	31	1	2	male_mid/male_mid_031_regress.hdf5
7346.7999	10	female_low	6	73467999	26	1	2	female_low/female_low_026_regress.hdf5
7356.8695	10	male_low	3	73568695	52	1	2	male_low/male_low_052_regress.hdf5
7366.9391	10	male_mid	4	73669391	71	1	2	male_mid/male_mid_071_regress.hdf5
7377.0087	10	female_low	6	73770087	49	1	2	female_low/female_low_049_regress.hdf5
7387.0783	10	female_mid	7	73870783	60	1	2	female_mid/female_mid_060_regress.hdf5
7397.1692	10	female_high	8	73971692	114	1	2	female_high/female_high_114_regress.hdf5
7407.2388	10	male_high	5	74072388	25	1	2	male_high/male_high_025_regress.hdf5
7417.3084	10	male_low	3	74173084	77	1	2	male_low/male_low_077_regress.hdf5
7427.378	10	male_low	3	74273780	45	1	2	male_low/male_low_045_regress.hdf5
7437.4476	10	male_high	5	74374476	99	1	2	male_high/male_high_099_regress.hdf5
7447.5171	10	female_low	6	74475171	72	1	2	female_low/female_low_072_regress.hdf5
7457.5867	10	female_high	8	74575867	82	1	2	female_high/female_high_082_regress.hdf5
7467.6776	10	male_mid	4	74676776	23	1	2	male_mid/male_mid_023_regress.hdf5
7477.7472	10	female_mid	7	74777472	94	1	2	female_mid/female_mid_094_regress.hdf5
7487.8168	10	male_low	3	74878168	106	1	2	male_low/male_low_106_regress.hdf5
7497.8864	10	female_low	6	74978864	101	1	2	female_low/female_low_101_regress.hdf5
7507.956	10	female_mid	7	75079560	119	1	2	female_mid/female_mid_119_regress.hdf5
7518.0256	10	male_mid	4	75180256	25	1	2	male_mid/male_mid_025_regress.hdf5
7528.0952	10	male_high	5	75280952	110	1	2	male_high/male_high_110_regress.hdf5
7538.1648	10	female_high	8	75381648	55	1	2	female_high/female_high_055_regress.hdf5
7548.2343	10	male_mid	4	75482343	78	1	2	male_mid/male_mid_078_regress.hdf5
7558.3039	10	female_high	8	75583039	46	1	2	female_high/female_high_046_regress.hdf5
7568.3735	10	female_low	6	75683735	12	1	2	female_low/female_low_012_regress.hdf5
7578.4431	10	female_mid	7	75784431	64	1	2	female_mid/female_mid_064_regress.hdf5
7588.5127	10	male_low	3	75885127	96	1	2	male_low/male_low_096_regress.hdf5
7598.5823	10	male_high	5	75985823	54	1	2	male_high/male_high_054_regress.hdf5
7608.6519	10	male_mid	4	76086519	94	1	2	male_mid/male_mid_094_regress.hdf5
7618.7214	10	female_high	8	76187214	32	1	2	female_high/female_high_032_regress.hdf5
7628.791	10	male_low	3	76287910	61	1	2	male_low/male_low_061_regress.hdf5
7638.8606	10	female_mid	7	76388606	16	1	2	female_mid/female_mid_016_regress.hdf5
7648.9302	10	male_high	5	76489302	14	1	2	male_high/male_high_014_regress.hdf5
7659.0211	10	female_low	6	76590211	9	1	2	female_low/female_low_009_regress.hdf5
7669.0907	10	female_low	6	76690907	50	1	2	female_low/female_low_050_regress.hdf5
7679.1603	10	female_high	8	76791603	35	1	2	female_high/female_high_035_regress.hdf5
7689.2299	10	male_low	3	76892299	93	1	2	male_low/male_low_093_regress.hdf5
7699.2995	10	female_mid	7	76992995	2	1	2	female_mid/female_mid_002_regress.hdf5
7709.3691	10	male_high	5	77093691	39	1	2	male_high/male_high_039_regress.hdf5
7719.46	10	male_mid	4	77194600	66	1	2	male_mid/male_mid_066_regress.hdf5
7729.5296	10	male_high	5	77295296	74	1	2	male_high/male_high_074_regress.hdf5
7739.5991	10	male_mid	4	77395991	73	1	2	male_mid/male_mid_073_regress.hdf5
7749.6687	10	female_mid	7	77496687	110	1	2	female_mid/female_mid_110_regress.hdf5
7759.7383	10	female_low	6	77597383	52	1	2	female_low/female_low_052_regress.hdf5
7769.8079	10	female_high	8	77698079	109	1	2	female_high/female_high_109_regress.hdf5
7779.8775	10	male_low	3	77798775	18	1	2	male_low/male_low_018_regress.hdf5
7789.9471	10	male_high	5	77899471	107	1	2	male_high/male_high_107_regress.hdf5
7800.038	10	female_low	6	78000380	106	1	2	female_low/female_low_106_regress.hdf5
7810.1076	10	female_mid	7	78101076	75	1	2	female_mid/female_mid_075_regress.hdf5
7820.1772	10	male_mid	4	78201772	63	1	2	male_mid/male_mid_063_regress.hdf5
7830.2468	10	female_high	8	78302468	25	1	2	female_high/female_high_025_regress.hdf5
7840.3163	10	male_low	3	78403163	20	1	2	male_low/male_low_020_regress.hdf5
7850.3859	10	male_mid	4	78503859	17	1	2	male_mid/male_mid_017_regress.hdf5
7860.4769	10	male_high	5	78604769	34	1	2	male_high/male_high_034_regress.hdf5
7870.5464	10	female_low	6	78705464	6	1	2	female_low/female_low_006_regress.hdf5
7880.616	10	female_mid	7	78806160	83	1	2	female_mid/female_mid_083_regress.hdf5
7890.6856	10	female_high	8	78906856	57	1	2	female_high/female_high_057_regress.hdf5
7900.7552	10	male_low	3	79007552	32	1	2	male_low/male_low_032_regress.hdf5
7910.8248	10	male_low	3	79108248	109	1	2	male_low/male_low_109_regress.hdf5
7920.8944	10	female_low	6	79208944	66	1	2	female_low/female_low_066_regress.hdf5
7930.964	10	male_high	5	79309640	42	1	2	male_high/male_high_042_regress.hdf5
7941.0335	10	female_high	8	79410335	24	1	2	female_high/female_high_024_regress.hdf5
7951.1031	10	male_mid	4	79511031	20	1	2	male_mid/male_mid_020_regress.hdf5
7961.1727	10	female_mid	7	79611727	80	1	2	female_mid/female_mid_080_regress.hdf5
7971.2423	10	female_high	8	79712423	20	1	2	female_high/female_high_020_regress.hdf5
7981.3119	10	female_mid	7	79813119	42	1	2	female_mid/female_mid_042_regress.hdf5
7991.4028	10	male_mid	4	79914028	2	1	2	male_mid/male_mid_002_regress.hdf5
8001.4724	10	male_high	5	80014724	96	1	2	male_high/male_high_096_regress.hdf5
8011.542	10	female_low	6	80115420	96	1	2	female_low/female_low_096_regress.hdf5
8021.6116	10	male_low	3	80216116	41	1	2	male_low/male_low_041_regress.hdf5
8031.6812	10	female_mid	7	80316812	61	1	2	female_mid/female_mid_061_regress.hdf5
8041.7507	10	male_mid	4	80417507	16	1	2	male_mid/male_mid_016_regress.hdf5
8051.8203	10	female_high	8	80518203	70	1	2	female_high/female_high_070_regress.hdf5
8061.8899	10	male_low	3	80618899	118	1	2	male_low/male_low_118_regress.hdf5
8071.9595	10	female_low	6	80719595	54	1	2	female_low/female_low_054_regress.hdf5
8082.0291	10	male_high	5	80820291	32	1	2	male_high/male_high_032_regress.hdf5
8092.0987	10	female_high	8	80920987	17	1	2	female_high/female_high_017_regress.hdf5
8102.1469	10	male_low	3	81021469	38	1	2	male_low/male_low_038_regress.hdf5
8112.2165	10	female_mid	7	81122165	46	1	2	female_mid/female_mid_046_regress.hdf5
8122.2861	10	male_mid	4	81222861	92	1	2	male_mid/male_mid_092_regress.hdf5
8132.3557	10	female_low	6	81323557	110	1	2	female_low/female_low_110_regress.hdf5
8142.4253	10	male_high	5	81424253	84	1	2	male_high/male_high_084_regress.hdf5
8152.4949	10	female_high	8	81524949	96	1	2	female_high/female_high_096_regress.hdf5
8162.5644	10	female_low	6	81625644	76	1	2	female_low/female_low_076_regress.hdf5
8172.634	10	female_mid	7	81726340	62	1	2	female_mid/female_mid_062_regress.hdf5
8182.7036	10	male_mid	4	81827036	97	1	2	male_mid/male_mid_097_regress.hdf5
8192.7732	10	male_high	5	81927732	36	1	2	male_high/male_high_036_regress.hdf5
8202.8641	10	male_low	3	82028641	111	1	2	male_low/male_low_111_regress.hdf5
