onset	duration	response_time	vS	vL	dS	dL	dDiff	choice	no_resp	k	SV_SS	SV_LL	SV_sum	SV_diff	SV_chosen	SV_unchosen	SV_chosen_minus_unchosen_abs
10.038	1.25	1.25	11.91	11.91	0	30	30	7	0	0.70995789	11.91	0.534110974995	12.444110975	11.375889025	11.91	0.534110974995	11.375889025
22.079	2.587	2.585	0.19	26.91	30	42	12	8	0	0.70995789	0.00852066206961	0.873184436452	0.881705098522	0.864663774383	0.873184436452	0.00852066206961	0.864663774383
34.12	2.256	2.255	17.87	20.55	14	30	16	7	0	0.70995789	1.6335432394	0.921576871214	2.55512011062	0.711966368191	1.6335432394	0.921576871214	0.711966368191
46.178	1.309	1.309	21.82	24.0	0	14	14	7	0	0.70995789	21.82	2.19390250396	24.013902504	19.626097496	21.82	2.19390250396	19.626097496
58.203	1.38	1.38	11.13	12.8	0	14	14	7	0	0.70995789	11.13	1.17008133544	12.3000813354	9.95991866456	11.13	1.17008133544	9.95991866456
70.261	1.962	1.961	6.87	10.3	0	14	14	7	0	0.70995789	6.87	0.941549824615	7.81154982461	5.92845017539	6.87	0.941549824615	5.92845017539
82.319	1.431	1.432	18.26	18.44	14	30	16	7	0	0.70995789	1.66919415509	0.826952676651	2.49614683174	0.842241478442	1.66919415509	0.826952676651	0.842241478442
94.36	4.337	4.334	8.84	11.93	30	42	12	7	0	0.70995789	0.396435014186	0.387108521995	0.783543536181	0.00932649219163	0.396435014186	0.387108521995	0.00932649219163
106.401	2.567	2.565	13.21	15.19	30	42	12	7	0	0.70995789	0.592410241787	0.492890062791	1.08530030458	0.0995201789962	0.592410241787	0.492890062791	0.0995201789962
118.442	1.788	1.787	14.04	14.74	0	30	30	7	0	0.70995789	14.04	0.661023994243	14.7010239942	13.3789760058	14.04	0.661023994243	13.3789760058
130.483	1.938	1.938	9.88	10.87	14	42	28	7	0	0.70995789	0.903156530795	0.352713297073	1.25586982787	0.550443233722	0.903156530795	0.352713297073	0.550443233722
142.524	1.564	1.561	20.19	25.24	0	14	14	7	0	0.70995789	20.19	2.30725413333	22.4972541333	17.8827458667	20.19	2.30725413333	17.8827458667
154.566	1.247	1.246	11.31	11.42	0	30	30	7	0	0.70995789	11.31	0.512136635974	11.822136636	10.797863364	11.31	0.512136635974	10.797863364
166.624	2.596	2.597	8.3	12.45	30	42	12	7	0	0.70995789	0.372218395673	0.403981651201	0.776200046874	0.0317632555288	0.372218395673	0.403981651201	0.0317632555288
178.665	0.867	0.867	26.65	30.65	0	30	30	7	0	0.70995789	26.65	1.3745173286	28.0245173286	25.2754826714	26.65	1.3745173286	25.2754826714
190.706	2.284	2.282	11.17	12.29	30	42	12	7	0	0.70995789	0.500925238514	0.398789919138	0.899715157651	0.102135319376	0.500925238514	0.398789919138	0.102135319376
202.747	1.385	1.384	18.24	24.62	14	30	16	7	0	0.70995789	1.66736590301	1.10409842186	2.77146432487	0.563267481144	1.66736590301	1.10409842186	0.563267481144
214.788	2.063	2.063	15.53	16.0	30	42	12	7	0	0.70995789	0.696452010216	0.519173206363	1.21562521658	0.177278803853	0.696452010216	0.519173206363	0.177278803853
226.829	4.705	4.702	6.31	6.94	14	30	16	7	0	0.70995789	0.576813533332	0.31122839349	0.888041926822	0.265585139842	0.576813533332	0.31122839349	0.265585139842
238.871	2.564	2.563	8.01	10.81	0	30	30	7	0	0.70995789	8.01	0.484780826171	8.49478082617	7.52521917383	8.01	0.484780826171	7.52521917383
250.929	1.569	1.57	27.21	28.57	30	42	12	7	0	0.70995789	1.22024849955	0.927048656612	2.14729715616	0.293199842936	1.22024849955	0.927048656612	0.293199842936
262.97	1.728	1.728	11.52	15.55	14	42	28	7	0	0.70995789	1.0530732019	0.504571459934	1.55764466183	0.548501741965	1.0530732019	0.504571459934	0.548501741965
275.011	2.105	2.103	5.69	7.11	14	42	28	7	0	0.70995789	0.520137718646	0.230707593578	0.750845312224	0.289430125069	0.520137718646	0.230707593578	0.289430125069
287.052	1.758	1.757	21.51	32.26	14	30	16	7	0	0.70995789	1.96628511917	1.44671872824	3.41300384741	0.51956639093	1.96628511917	1.44671872824	0.51956639093
299.094	1.499	1.499	10.89	14.7	0	14	14	7	0	0.70995789	10.89	1.34376528367	12.2337652837	9.54623471633	10.89	1.34376528367	9.54623471633
311.134	1.462	1.459	27.0	40.5	14	42	28	7	0	0.70995789	2.46814031695	1.31415717861	3.78229749556	1.15398313834	2.46814031695	1.31415717861	1.15398313834
323.176	2.739	2.736	24.96	25.21	14	42	28	7	0	0.70995789	2.28165860411	0.818022283276	3.09968088739	1.46363632084	2.28165860411	0.818022283276	1.46363632084
335.217	2.399	2.399	12.73	13.37	14	30	16	7	0	0.70995789	1.16368245314	0.599585536162	1.7632679893	0.564096916978	1.16368245314	0.599585536162	0.564096916978
347.275	1.429	1.429	8.9	11.12	14	30	16	7	0	0.70995789	0.81357217855	0.498682959022	1.31225513757	0.314889219529	0.81357217855	0.498682959022	0.314889219529
359.316	2.246	2.244	27.43	28.25	14	42	28	7	0	0.70995789	2.50744773681	0.916665192485	3.4241129293	1.59078254433	2.50744773681	0.916665192485	1.59078254433
371.357	2.323	2.322	16.19	16.68	14	30	16	7	0	0.70995789	1.47997006413	0.748024438532	2.22799450266	0.731945625595	1.47997006413	0.748024438532	0.731945625595
383.415	2.088	2.088	22.86	24.0	14	42	28	7	0	0.70995789	2.08969213502	0.778759809545	2.86845194456	1.31093232547	2.08969213502	0.778759809545	1.31093232547
395.456	1.242	1.239	19.01	20.91	0	30	30	7	0	0.70995789	19.01	0.937721283556	19.9477212836	18.0722787164	19.01	0.937721283556	18.0722787164
407.482	1.501	1.501	16.15	24.22	0	30	30	7	0	0.70995789	16.15	1.08616018593	17.2361601859	15.0638398141	16.15	1.08616018593	15.0638398141
419.539	6.838	6.836	16.67	16.84	30	42	12	7	0	0.70995789	0.747575982634	0.546429799697	1.29400578233	0.201146182937	0.747575982634	0.546429799697	0.201146182937
431.58	1.898	1.898	23.52	23.76	0	14	14	7	0	0.70995789	23.52	2.17196347892	25.6919634789	21.3480365211	23.52	2.17196347892	21.3480365211
443.621	1.323	1.321	14.78	15.22	0	14	14	7	0	0.70995789	14.78	1.39129983793	16.1712998379	13.3887001621	14.78	1.39129983793	13.3887001621
455.662	1.488	1.487	9.73	10.22	0	14	14	7	0	0.70995789	9.73	0.934236816268	10.6642368163	8.79576318373	9.73	0.934236816268	8.79576318373
467.72	1.877	1.877	25.88	29.76	14	42	28	7	0	0.70995789	2.3657582001	0.965662163836	3.33142036394	1.40009603626	2.3657582001	0.965662163836	1.40009603626
479.761	1.356	1.356	23.76	24.47	0	30	30	7	0	0.70995789	23.76	1.09737158339	24.8573715834	22.6626284166	23.76	1.09737158339	22.6626284166
491.787	6.004	6.001	9.23	11.54	30	42	12	7	0	0.70995789	0.413924794224	0.37445367509	0.788378469313	0.0394711191344	0.413924794224	0.37445367509	0.0394711191344
503.827	1.41	1.409	12.97	16.21	0	30	30	7	0	0.70995789	12.97	0.726947011308	13.6969470113	12.2430529887	12.97	0.726947011308	12.2430529887
