onset	duration	trial_type	value
115.14675199999998	1.0	1	1.0
131.89119999999997	1.0	2	1.0
148.75033599999998	1.0	2	1.0
162.05414399999998	1.0	2	1.0
176.39014399999996	1.0	1	1.0
189.34988799999996	1.0	1	1.0
19.267583999999996	1.0	2	1.0
201.73619199999996	1.0	1	1.0
216.18687999999997	1.0	2	1.0
232.01382399999997	1.0	2	1.0
245.77638399999998	1.0	2	1.0
259.08019199999995	1.0	2	1.0
272.72806399999996	1.0	1	1.0
286.26124799999997	1.0	2	1.0
303.12038399999994	1.0	1	1.0
319.40608	1.0	1	1.0
338.32959999999997	1.0	2	1.0
34.291712	1.0	2	1.0
353.35372799999993	1.0	2	1.0
373.19475199999994	1.0	2	1.0
387.76012799999995	1.0	2	1.0
403.013632	1.0	1	1.0
415.51462399999997	1.0	1	1.0
432.25907199999995	1.0	1	1.0
449.4622719999999	1.0	1	1.0
465.28921599999995	1.0	2	1.0
52.756479999999996	1.0	1	1.0
64.45465599999999	1.0	1	1.0
81.88723199999998	1.0	1	1.0
99.20511999999998	1.0	1	1.0
