onset	duration	trial_type	value
108.60953599999999	1.0	2	1.0
120.19302399999998	1.0	2	1.0
134.529024	1.0	1	1.0
151.15878399999997	1.0	2	1.0
169.73824	1.0	1	1.0
17.776639999999997	1.0	1	1.0
188.43238399999998	1.0	2	1.0
209.30559999999997	1.0	1	1.0
230.17881599999996	1.0	1	1.0
241.76230399999997	1.0	1	1.0
260.45644799999997	1.0	1	1.0
272.61337599999996	1.0	1	1.0
286.71999999999997	1.0	1	1.0
299.33567999999997	1.0	2	1.0
319.635456	1.0	1	1.0
337.18271999999996	1.0	2	1.0
353.35372799999993	1.0	2	1.0
366.19878399999993	1.0	2	1.0
38.076415999999995	1.0	1	1.0
385.12230399999993	1.0	1	1.0
403.7017599999999	1.0	2	1.0
424.68966399999994	1.0	1	1.0
435.9290879999999	1.0	2	1.0
449.4622719999999	1.0	2	1.0
465.28921599999995	1.0	2	1.0
485.47430399999996	1.0	2	1.0
52.41241599999999	1.0	1	1.0
66.74841599999999	1.0	1	1.0
78.10252799999999	1.0	2	1.0
89.91539199999998	1.0	2	1.0
