onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
120.0580000000	n/a	n/a	STATUS	n/a	n/a	S111
125.0060000000	n/a	n/a	STATUS	n/a	n/a	S111
131.6820000000	n/a	n/a	STATUS	n/a	n/a	S111
165.3520000000	n/a	n/a	STATUS	n/a	n/a	S111
170.5880000000	n/a	n/a	STATUS	n/a	n/a	S111
176.3160000000	n/a	n/a	STATUS	n/a	n/a	S111
266.3360000000	n/a	n/a	STATUS	n/a	n/a	S111
273.1480000000	n/a	n/a	STATUS	n/a	n/a	S111
278.9960000000	n/a	n/a	STATUS	n/a	n/a	S111
285.8800000000	n/a	n/a	STATUS	n/a	n/a	S111
292.4000000000	n/a	n/a	STATUS	n/a	n/a	S111
299.9840000000	n/a	n/a	STATUS	n/a	n/a	S111
306.9640000000	n/a	n/a	STATUS	n/a	n/a	S111
313.8480000000	n/a	n/a	STATUS	n/a	n/a	S111
319.9200000000	n/a	n/a	STATUS	n/a	n/a	S111
374.2900000000	n/a	n/a	STATUS	n/a	n/a	S111
382.5780000000	n/a	n/a	STATUS	n/a	n/a	S111
388.1580000000	n/a	n/a	STATUS	n/a	n/a	S111
394.1740000000	n/a	n/a	STATUS	n/a	n/a	S111
400.0180000000	n/a	n/a	STATUS	n/a	n/a	S111
405.6980000000	n/a	n/a	STATUS	n/a	n/a	S111
411.8060000000	n/a	n/a	STATUS	n/a	n/a	S111
417.5100000000	n/a	n/a	STATUS	n/a	n/a	S111
423.1860000000	n/a	n/a	STATUS	n/a	n/a	S111
429.1540000000	n/a	n/a	STATUS	n/a	n/a	S111
434.4740000000	n/a	n/a	STATUS	n/a	n/a	S111
440.6140000000	n/a	n/a	STATUS	n/a	n/a	S111
501.8500000000	n/a	n/a	CUE: C - win picture	n/a	n/a	S  3
503.7700000000	n/a	n/a	Left Button	n/a	n/a	S 10
503.8200000000	n/a	n/a	Response Accurate	n/a	n/a	S201
504.5360000000	n/a	n/a	FB cue: Pic Win	n/a	n/a	S 53
506.2200000000	n/a	n/a	FB type: PUPPY (win)	n/a	n/a	S105
508.1380000000	n/a	n/a	CUE: D - avoid picture loss	n/a	n/a	S  4
511.1220000000	n/a	n/a	Right Button	n/a	n/a	S 20
511.1720000000	n/a	n/a	Response Accurate	n/a	n/a	S201
511.9920000000	n/a	n/a	FB cue: Pic Win	n/a	n/a	S 53
513.8100000000	n/a	n/a	FB type: CHAIR (win)	n/a	n/a	S107
516.1120000000	n/a	n/a	CUE: A - win point	n/a	n/a	S  1
518.5140000000	n/a	n/a	Left Button	n/a	n/a	S 10
518.5640000000	n/a	n/a	Response Inaccurate	n/a	n/a	S200
519.2140000000	n/a	n/a	FB cue: Point Win	n/a	n/a	S 51
520.8640000000	n/a	n/a	FB type: POINT (win)	n/a	n/a	S101
