onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
93.2640000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
96.3120000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
97.1480000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
101.5640000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
104.6100000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
105.6960000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
110.2820000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
113.3260000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
114.2800000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
118.9800000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
122.0260000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
123.0080000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
127.6140000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
130.6600000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
131.5840000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
135.9620000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
139.0080000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
140.1700000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
144.3440000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
147.3900000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
148.1940000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
153.0120000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
156.0560000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
157.1300000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
161.3760000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
164.4220000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
165.1780000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
169.6760000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
172.7180000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
173.4980000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
178.2420000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
181.2860000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
182.5140000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
186.5740000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
189.6160000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
190.3300000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
195.0900000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
198.1320000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
199.1460000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
203.6220000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
206.6680000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
207.3640000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
212.3220000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
215.3660000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
216.3320000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
220.8040000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
