onset	duration	sample	trial_type	response_time	stim_file	value
15.7460000000	n/a	7873	task start	n/a	n/a	9
26.1180000000	n/a	13059	cue	n/a	n/a	1
27.8220000000	n/a	13911	go	n/a	n/a	2
28.3820000000	n/a	14191	button press	n/a	n/a	5
34.1220000000	n/a	17061	cue	n/a	n/a	1
36.0080000000	n/a	18004	go	n/a	n/a	2
36.4440000000	n/a	18222	button press	n/a	n/a	5
42.0080000000	n/a	21004	cue	n/a	n/a	1
43.5580000000	n/a	21779	go	n/a	n/a	2
44.0600000000	n/a	22030	button press	n/a	n/a	5
52.6420000000	n/a	26321	cue	n/a	n/a	1
54.7280000000	n/a	27364	go	n/a	n/a	2
55.0360000000	n/a	27518	button press	n/a	n/a	5
62.4320000000	n/a	31216	cue	n/a	n/a	1
70.7280000000	n/a	35364	cue	n/a	n/a	1
72.2780000000	n/a	36139	no-go	n/a	n/a	4
78.0920000000	n/a	39046	cue	n/a	n/a	1
79.7420000000	n/a	39871	go	n/a	n/a	2
80.2680000000	n/a	40134	button press	n/a	n/a	5
86.0420000000	n/a	43021	cue	n/a	n/a	1
87.7320000000	n/a	43866	go	n/a	n/a	2
88.1240000000	n/a	44062	button press	n/a	n/a	5
93.6520000000	n/a	46826	cue	n/a	n/a	1
95.2520000000	n/a	47626	go	n/a	n/a	2
95.5480000000	n/a	47774	button press	n/a	n/a	5
101.4920000000	n/a	50746	cue	n/a	n/a	1
103.1080000000	n/a	51554	no-go	n/a	n/a	4
109.5220000000	n/a	54761	cue	n/a	n/a	1
116.6380000000	n/a	58319	cue	n/a	n/a	1
118.4180000000	n/a	59209	go	n/a	n/a	2
118.8120000000	n/a	59406	button press	n/a	n/a	5
126.2120000000	n/a	63106	cue	n/a	n/a	1
128.2180000000	n/a	64109	go	n/a	n/a	2
128.5400000000	n/a	64270	button press	n/a	n/a	5
133.5380000000	n/a	66769	cue	n/a	n/a	1
135.2980000000	n/a	67649	go	n/a	n/a	2
135.6920000000	n/a	67846	button press	n/a	n/a	5
140.8920000000	n/a	70446	cue	n/a	n/a	1
142.7320000000	n/a	71366	go	n/a	n/a	2
143.0680000000	n/a	71534	button press	n/a	n/a	5
149.1220000000	n/a	74561	cue	n/a	n/a	1
156.3680000000	n/a	78184	cue	n/a	n/a	1
158.1020000000	n/a	79051	go	n/a	n/a	2
158.3800000000	n/a	79190	button press	n/a	n/a	5
165.3880000000	n/a	82694	cue	n/a	n/a	1
167.0080000000	n/a	83504	no-go	n/a	n/a	4
