onset	duration	trial_type	resp	respTime
8	6.099963	vis_Nabst_8	1	8.884387
14.10007	4.066574	vis_abst_6	1	14.761387
18.183419	6.002921	tact_abst_4	1	19.257387
24.186442	5.08026	vis_Nabst_2	2	24.969387
29.283483	4.002158	tact_abst_8	1	30.777387
33.285735	5.081016	vis_abst_2	2	34.105387
38.366849	4.066596	vis_Nabst_4	2	39.338387
42.450178	5.00236200000001	tact_abst_6	1	44.143387
47.452642	6.097519	vis_abst_8	1	48.354387
53.56704	6.00300199999999	tact_abst_2	2	54.665387
59.570136	5.080088	vis_abst_4	2	60.583387
64.650329	4.066579	vis_Nabst_6	1	65.502387
73.750361	4.066599	vis_abst_2	2	74.488387
77.817056	6.099932	vis_Nabst_4	2	78.818387
83.933769	5.00227100000001	tact_abst_6	1	85.289387
88.936142	5.08089199999999	vis_abst_8	1	89.665387
94.033821	4.002118	tact_abst_2	2	96.999387
98.036038	5.08104699999999	vis_Nabst_8	1	99.828387
103.133954	6.00308599999998	tact_abst_4	2	105.296387
109.137139	4.06333299999998	vis_Nabst_2	2	109.991387
113.200568	6.09993299999999	vis_abst_6	1	114.237387
119.317376	5.002965	tact_abst_8	1	122.170387
124.320443	4.063446	vis_Nabst_6	1	125.154387
128.383987	6.099924	vis_abst_4	2	129.140387
139.517358	5.08328	vis_abst_2	2	140.316387
144.61751	4.00213	tact_abst_6	1	146.508387
148.619739	5.080946	vis_Nabst_4	2	149.471387
153.700788	6.09992899999997	vis_abst_6	1	154.530387
159.817578	5.00266100000002	tact_abst_2	2	161.416387
164.820338	6.09709599999999	vis_abst_8	1	166.560387
170.917585	4.06653200000001	vis_Nabst_8	1	172.078387
175.0009	6.00303899999999	tact_abst_4	2	177.476387
181.004042	4.06346799999999	vis_Nabst_6	1	182.610387
185.084375	5.00216399999999	tact_abst_8	1	186.661387
190.086637	6.09759299999999	vis_Nabst_2	2	190.867387
196.184326	4.06659599999999	vis_abst_4	2	198.815387
205.284366	6.09994900000002	vis_abst_2	2	206.045387
211.401089	5.00285200000001	tact_abst_8	1	212.750387
216.40404	4.063658	vis_Nabst_2	2	218.213387
220.484466	6.00287400000001	tact_abst_6	1	221.806387
226.487447	5.08030700000003	vis_abst_4	2	227.658387
231.567852	6.09992899999995	vis_Nabst_6	1	232.323387
237.667879	5.08325799999997	vis_abst_8	1	238.430387
242.768007	6.00293400000001	tact_abst_2	2	244.098387
248.771042	4.06348699999996	vis_Nabst_4	2	249.471387
252.834682	4.06652500000002	vis_abst_6	1	253.847387
256.901308	5.08327100000001	vis_Nabst_8	1	257.893387
262.001441	4.00209999999998	tact_abst_4	2	264.778387
271.034723	4.06658600000001	vis_abst_2	2	271.748387
275.101409	5.083272	vis_Nabst_8	1	276.039387
280.201448	6.00329300000001	tact_abst_2	2	281.582387
286.204851	6.09654399999999	vis_Nabst_4	2	287.105387
292.301492	5.083261	vis_abst_6	1	293.122387
297.401624	4.00261699999997	tact_abst_8	1	298.850387
301.404349	6.09713099999999	vis_Nabst_6	1	302.367387
307.518256	4.00258500000002	tact_abst_4	2	309.048387
311.520937	6.09725699999998	vis_abst_8	1	312.206387
317.635064	5.00267599999998	tact_abst_6	1	319.051387
322.637837	4.06373800000001	vis_Nabst_2	2	323.467387
326.701677	5.08326000000001	vis_abst_4	2	327.633387
336.818392	4.06659600000002	vis_Nabst_6	2	337.542387
340.901722	6.00331899999996	tact_abst_4	2	343.269387
346.905146	5.07988899999997	vis_abst_2	2	348.054387
351.985134	4.066598	vis_Nabst_4	2	352.944387
356.068595	6.00314500000002	tact_abst_8	1	357.329387
362.071838	4.063272	vis_abst_6	1	363.276387
366.135205	6.09994299999997	vis_Nabst_2	2	368.365387
372.235245	5.08325400000002	vis_abst_8	1	372.975387
377.335372	4.00236800000002	tact_abst_6	1	379.307387
381.337837	5.080712	vis_Nabst_8	1	382.235387
386.418653	6.09992599999998	vis_abst_4	2	387.075387
392.535455	5.00278499999997	tact_abst_2	2	393.646387
