onset	duration	trial_type	resp	respTime
8	5.08328799999999	vis_abst_8	1	8.853323
13.083393	4.066586	vis_Nabst_2	2	13.917323
17.166823	6.003552	tact_abst_6	1	19.485323
23.170473	4.062883	vis_abst_4	2	23.896323
27.233466	6.099928	vis_Nabst_6	1	28.147323
33.350238	5.003337	tact_abst_4	2	34.663323
38.35367	4.063106	vis_abst_2	2	39.088323
42.433613	6.00326300000001	tact_abst_8	1	44.037323
48.436975	5.07985399999999	vis_Nabst_4	2	49.211323
53.533676	4.00260099999999	tact_abst_2	2	54.585323
57.536374	5.080514	vis_abst_6	1	59.314323
62.616992	6.099924	vis_Nabst_8	1	63.675323
73.750354	6.099951	vis_Nabst_6	1	74.537323
79.8504	4.066586	vis_abst_4	2	80.828323
83.933852	6.003724	tact_abst_8	1	85.847323
89.937787	5.079261	vis_abst_2	2	90.572323
95.017155	5.083247	vis_Nabst_8	1	96.035323
100.117274	4.00260399999999	tact_abst_6	1	101.828323
104.119975	4.06380100000001	vis_Nabst_2	2	105.924323
108.183871	6.099946	vis_abst_6	1	109.177323
114.300586	5.00319099999999	tact_abst_2	2	115.688323
119.303877	6.09665700000001	vis_Nabst_4	2	120.198323
125.400632	5.08326799999998	vis_abst_8	1	126.171323
130.500767	4.00230800000002	tact_abst_4	2	131.594323
139.534051	4.066573	vis_abst_2	2	140.235323
143.600719	6.09993899999998	vis_Nabst_6	1	145.444323
149.71753	5.00285700000002	tact_abst_4	2	150.977323
154.720494	4.063549	vis_Nabst_8	1	155.707323
158.784138	5.08326300000001	vis_abst_4	2	159.614323
163.884315	4.00245999999999	tact_abst_2	2	165.496323
167.88687	6.09724400000001	vis_Nabst_4	2	168.909323
173.984276	6.09988000000001	vis_abst_6	1	174.557323
180.101007	4.00237	tact_abst_8	1	182.105323
184.10348	5.08071400000001	vis_Nabst_2	2	184.829323
189.200981	6.00339600000001	tact_abst_6	1	190.472323
195.204479	5.079777	vis_abst_8	1	196.335323
205.317706	5.083277	vis_Nabst_4	2	206.343323
210.40108	6.099924	vis_abst_6	1	211.477323
216.501103	4.06659400000001	vis_Nabst_8	1	217.235323
220.567797	6.099924	vis_abst_2	2	223.426323
226.684587	5.00288899999997	tact_abst_4	2	228.500323
231.701171	4.00240500000003	tact_abst_6	0	0
235.703667	6.09749400000001	vis_Nabst_2	2	236.583323
241.801261	5.083234	vis_abst_8	1	245.419323
246.884592	4.06658800000005	vis_Nabst_6	1	248.073323
250.968055	4.00232199999999	tact_abst_2	2	251.885323
254.97047	6.09743300000002	vis_abst_4	2	255.762323
261.084772	5.00300299999997	tact_abst_8	1	262.492323
271.11806	6.099924	vis_abst_2	2	271.852323
277.234864	4.00201399999997	tact_abst_8	1	278.378323
281.236975	6.09772700000001	vis_Nabst_6	1	282.200323
287.334801	4.06659499999997	vis_Nabst_8	0	0
291.401483	5.08327300000004	vis_abst_4	2	292.173323
296.501611	6.00276500000001	tact_abst_2	2	297.941323
302.504471	4.06367499999999	vis_abst_6	1	304.173323
306.568243	5.08325200000004	vis_Nabst_4	2	308.144323
311.651594	4.06659499999997	vis_abst_8	1	312.639323
315.734963	6.00341399999999	tact_abst_6	1	317.534323
321.738474	5.07976399999997	vis_Nabst_2	2	322.448323
326.83502	5.00305499999999	tact_abst_4	2	328.475323
336.885167	4.00261000000004	tact_abst_8	1	338.693323
340.887874	5.08046500000003	vis_Nabst_2	2	341.647323
345.968435	4.06659499999997	vis_abst_4	2	346.976323
350.051902	6.00377499999997	tact_abst_6	1	352.838323
356.055774	5.07932199999999	vis_abst_2	2	356.919323
361.135197	4.066582	vis_Nabst_8	1	361.859323
365.21864	5.00253600000002	tact_abst_4	2	366.264323
370.221272	4.06388899999997	vis_abst_8	1	370.859323
374.285258	6.09993800000002	vis_Nabst_6	1	375.255323
380.402044	6.00343199999997	tact_abst_2	2	381.377323
386.405573	5.07967099999997	vis_abst_6	1	387.289323
391.485344	6.09993199999997	vis_Nabst_4	2	392.433323
